epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,98.30851668662793,97.61030419159137,0.18,138,272,407,540,675,809,943,1077,1211,1345,1479,1611,1745,1879,2015,2147,2281,2417,2549,2683,2817,2951,3085,3219,3353,3487,3622,3756,3890,4024
1,0,0,87.77775113176459,86.9549542148117,0.21,138,273,407,540,675,809,944,1078,1212,1346,1480,1610,1745,1878,2016,2146,2281,2418,2548,2682,2816,2950,3084,3219,3353,3487,3621,3755,3889,4024
2,0,0,81.75829289455137,80.85648092646935,0.23,139,273,407,540,676,810,944,1078,1213,1347,1481,1610,1744,1877,2017,2145,2282,2419,2547,2682,2816,2949,3084,3218,3352,3486,3621,3755,3889,4024
3,0,0,80.08567190047168,79.15966114837153,0.25,139,273,408,540,676,811,945,1079,1214,1348,1482,1610,1744,1876,2018,2145,2282,2420,2547,2681,2815,2949,3083,3217,3351,3486,3620,3755,3889,4023
4,0,0,81.64713042263028,80.75608287847423,0.27,139,273,408,540,677,811,946,1080,1214,1348,1482,1609,1744,1876,2018,2144,2283,2421,2546,2680,2815,2948,3083,3217,3351,3486,3620,3754,3889,4023
5,0,0,83.98140256367775,83.12717043688994,0.29,139,274,408,541,677,812,946,1081,1215,1349,1483,1609,1744,1875,2019,2144,2283,2421,2546,2679,2814,2948,3082,3216,3350,3485,3619,3754,3888,4023
6,0,0,85.24347310516653,84.39915452868145,0.31,139,274,409,541,678,813,947,1081,1216,1349,1483,1610,1744,1875,2019,2144,2283,2421,2545,2679,2814,2947,3081,3215,3350,3485,3619,3754,3888,4023
7,0,0,85.10457721239204,84.25421621034018,0.33,139,274,409,542,678,813,948,1082,1217,1350,1484,1610,1743,1874,2020,2144,2282,2421,2545,2678,2813,2947,3081,3215,3349,3484,3618,3754,3888,4023
8,0,0,84.0725569030629,83.2037984127678,0.35,139,274,409,542,679,814,948,1082,1218,1350,1484,1610,1743,1874,2021,2144,2282,2420,2544,2677,2812,2947,3081,3215,3348,3484,3618,3753,3888,4023
9,0,0,82.54405192267036,81.65098468959974,0.37,140,275,409,542,679,814,949,1083,1219,1350,1484,1611,1743,1873,2021,2144,2282,2420,2544,2677,2811,2947,3080,3215,3348,3484,3618,3753,3888,4022
10,0,0,80.95755362090217,80.03875404101129,0.38,140,275,410,543,680,815,950,1083,1220,1351,1484,1611,1742,1873,2022,2144,2282,2420,2544,2676,2810,2947,3080,3215,3347,3484,3617,3753,3888,4022
11,0,0,79.64750221679898,78.70773915648321,0.4,140,275,410,543,680,815,950,1084,1220,1351,1484,1611,1742,1873,2022,2145,2282,2420,2544,2675,2810,2947,3079,3215,3346,3483,3617,3753,3888,4022
12,0,0,78.79878511218463,77.83126028868477,0.42,140,275,410,544,681,816,951,1085,1221,1351,1484,1612,1742,1872,2023,2145,2282,2421,2544,2675,2809,2948,3079,3215,3346,3483,3616,3752,3887,4022
13,0,0,78.46041746877849,77.47874267440231,0.44,140,276,410,544,681,817,951,1085,1222,1352,1484,1612,1742,1872,2023,2145,2282,2421,2543,2674,2808,2948,3079,3214,3345,3483,3616,3752,3887,4022
14,0,0,78.43089800403123,77.4419515467876,0.46,140,276,410,545,682,817,952,1086,1223,1352,1485,1613,1742,1872,2023,2146,2282,2421,2543,2673,2808,2948,3078,3214,3344,3483,3615,3752,3887,4021
15,0,0,78.54331756664598,77.55062610562857,0.48,140,276,411,545,682,818,952,1086,1224,1352,1485,1613,1742,1871,2023,2146,2283,2421,2543,2673,2807,2948,3078,3214,3344,3482,3615,3752,3887,4021
16,0,0,78.63902150411715,77.64084668664266,0.5,140,277,411,546,683,818,953,1087,1225,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2672,2806,2948,3078,3213,3343,3482,3614,3751,3887,4021
17,0,0,78.59786582165415,77.59095595050044,0.52,141,277,411,546,683,819,953,1088,1226,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2671,2806,2947,3077,3213,3342,3482,3614,3751,3887,4021
18,0,0,78.3623239101148,77.34149933594027,0.54,141,277,412,547,684,819,954,1089,1227,1353,1485,1615,1742,1871,2023,2146,2283,2422,2543,2671,2805,2947,3077,3212,3342,3481,3614,3751,3886,4021
19,0,0,77.93699253042486,76.89798309895716,0.56,141,277,412,547,684,820,954,1089,1228,1354,1485,1615,1742,1870,2022,2146,2284,2422,2544,2670,2805,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.005899906387218712,0.0052699815549323015,77.38909024573489,76.33206073527525,0.58,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1742,1870,2022,2146,2284,2423,2544,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.020051808015493333,0.020098920024328115,76.83626437716438,75.76096377959101,0.6,141,278,413,548,685,821,954,1091,1229,1355,1486,1616,1743,1870,2022,2146,2284,2423,2545,2669,2803,2946,3075,3211,3340,3480,3613,3750,3886,4020
22,0.031393013714040574,0.03211444831547006,76.39034854981682,75.29504790011923,0.62,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2145,2285,2423,2545,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.03858249838518346,0.03978490086979847,76.10631313128695,74.99609364826944,0.63,141,278,413,549,685,822,954,1093,1231,1356,1486,1618,1743,1869,2021,2145,2285,2423,2545,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.04221401864733609,0.04380066236884239,75.96244124874312,74.83910802410561,0.65,142,279,414,549,686,823,954,1094,1232,1356,1486,1619,1744,1869,2021,2145,2285,2423,2546,2667,2802,2945,3074,3209,3338,3479,3611,3750,3885,4020
25,0.04489427121920753,0.04680273318497241,75.85608096607186,74.72153382517988,0.67,142,279,414,550,686,824,954,1094,1233,1357,1486,1619,1744,1869,2020,2145,2286,2424,2546,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
26,0.0496352315951023,0.051874771320235324,75.66757582511812,74.52246738085938,0.69,142,279,414,550,686,824,954,1095,1234,1357,1487,1620,1745,1869,2020,2145,2286,2424,2547,2665,2801,2944,3072,3207,3337,3479,3611,3749,3884,4019
27,0.05774078639232194,0.06037791455658936,75.34421012924616,74.18754278115868,0.71,142,279,415,550,686,825,954,1096,1235,1357,1487,1621,1745,1869,2020,2145,2286,2424,2547,2665,2800,2944,3072,3207,3336,3479,3610,3749,3884,4019
28,0.06834150101419367,0.07142335076144146,74.9191817164503,73.75020855373054,0.73,142,280,415,551,687,826,953,1097,1236,1358,1487,1622,1745,1869,2020,2144,2286,2423,2547,2664,2800,2943,3071,3206,3336,3478,3610,3749,3884,4019
29,0.07927986371253615,0.0827572424139591,74.47808638493943,73.29874191557622,0.75,142,280,415,551,687,826,953,1098,1236,1358,1487,1622,1746,1869,2020,2144,2286,2423,2548,2664,2799,2943,3071,3205,3335,3478,3610,3749,3884,4019
30,0.08845200999703073,0.09222100256192145,74.10618437418027,72.91963014811238,0.76,142,280,416,552,687,827,953,1098,1237,1359,1487,1623,1746,1869,2020,2144,2286,2423,2548,2663,2799,2942,3070,3205,3334,3478,3609,3749,3883,4019
31,0.09503615450203184,0.09901601262363646,73.83806315385378,72.64620226223116,0.78,143,281,416,552,687,828,952,1099,1238,1359,1487,1624,1747,1869,2020,2144,2286,2423,2549,2663,2798,2942,3070,3204,3334,3477,3609,3749,3883,4019
32,0.0999260826479409,0.10407657993952346,73.63830259705203,72.4418981893852,0.8,143,281,416,553,687,828,952,1100,1239,1360,1487,1625,1747,1869,2019,2144,2286,2423,2549,2662,2798,2941,3069,3203,3333,3477,3609,3748,3883,4018
33,0.10504683072866017,0.10937717621394483,73.42853003729205,72.22728543783678,0.82,143,281,417,553,687,829,951,1101,1239,1360,1488,1626,1748,1870,2019,2144,2286,2423,2549,2662,2797,2941,3069,3203,3332,3477,3608,3748,3883,4018
34,0.11181924231937712,0.11640339140603662,73.15017595459015,71.94181337524618,0.84,143,281,417,553,687,829,950,1102,1240,1360,1488,1626,1749,1870,2019,2144,2286,2422,2550,2661,2797,2940,3068,3202,3332,3477,3608,3748,3882,4018
35,0.12008295508249567,0.1250250068556712,72.8090798552969,71.58997493866546,0.86,143,282,417,554,687,830,950,1103,1241,1361,1488,1627,1749,1870,2019,2144,2287,2422,2550,2661,2796,2940,3067,3201,3331,3476,3608,3748,3882,4018
36,0.12828375200627218,0.1336268823403438,72.46899592994062,71.2372041689769,0.88,143,282,417,554,687,831,949,1103,1241,1361,1488,1628,1750,1870,2019,2144,2287,2422,2551,2660,2796,2939,3067,3201,3331,3476,3608,3748,3882,4018
37,0.13483437029744783,0.14057730507927346,72.1961946874193,70.9508797954613,0.9,143,282,418,554,687,831,948,1104,1242,1362,1488,1629,1751,1870,2018,2143,2287,2422,2551,2660,2796,2938,3066,3200,3330,3476,3607,3748,3882,4018
38,0.13965009326383582,0.14572893924827868,71.9949813789128,70.737910986834,0.92,144,283,418,555,687,832,947,1105,1243,1362,1488,1630,1751,1870,2018,2143,2287,2422,2551,2660,2795,2938,3066,3199,3330,3475,3607,3748,3881,4017
39,0.14444046996984772,0.15080147016412448,71.79427532018134,70.52758422573929,0.94,144,283,419,555,686,832,946,1106,1243,1363,1489,1631,1752,1870,2018,2143,2287,2422,2552,2659,2795,2937,3065,3198,3329,3475,3607,3747,3881,4017
40,0.15085191724168345,0.15748159918295823,71.52475464721113,70.24963509135652,0.96,144,283,419,555,686,833,946,1107,1244,1363,1489,1631,1753,1870,2018,2143,2287,2421,2552,2659,2794,2937,3065,3198,3328,3475,3607,3747,3881,4017
41,0.15838875323750878,0.16523802540274712,71.20662742373423,69.92552190210131,0.97,144,283,419,556,686,834,945,1108,1245,1363,1489,1632,1753,1870,2018,2143,2287,2421,2552,2658,2794,2936,3064,3197,3328,3474,3607,3747,3880,4017
42,0.1651610761299913,0.17213166395776125,70.91955995615737,69.63619187426895,0.99,144,284,420,556,685,834,944,1109,1245,1364,1489,1633,1754,1870,2017,2143,2287,2421,2553,2658,2793,2935,3064,3196,3327,3474,3607,3747,3880,4017
