epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.19782763532763534,0.1987179487179487,0.0025296635109512966,5.768897948188467e-05,0.01,0.001,22,43,65,86,108
1,0.38461538461538464,0.3685897435897436,0.16146972260436832,0.13801276207839575,0.01,0.001,22,43,65,86,108
2,0.43714387464387466,0.41346153846153844,0.15982384872587174,0.11713815204533684,0.02,0.001,22,43,65,86,108
3,0.43678774928774927,0.4567307692307692,0.11339866271665722,0.1358046883298336,0.02,0.001,22,43,65,86,108
4,0.43482905982905984,0.4567307692307692,0.1074774343082634,0.1341846758349705,0.03,0.001,22,43,65,86,108
5,0.4307336182336182,0.44551282051282054,0.10335917596558297,0.12041065754094349,0.03,0.001,22,43,65,86,108
6,0.4237891737891738,0.4407051282051282,0.09391056479519755,0.11580998781973206,0.04,0.001,22,43,65,86,108
7,0.42503561253561256,0.4375,0.09592765053693753,0.11030952961247864,0.05,0.001,22,43,65,86,108
8,0.426994301994302,0.4407051282051282,0.0983055779329075,0.11473170731707316,0.05,0.001,22,43,65,86,108
9,0.426994301994302,0.4407051282051282,0.09773565813473295,0.11386718749999991,0.06,0.001,22,43,65,86,108
10,0.42592592592592593,0.4407051282051282,0.09553887367964842,0.11321768873686777,0.06,0.001,22,43,65,86,108
11,0.42503561253561256,0.4407051282051282,0.09363940430517259,0.11278416035199212,0.07,0.001,22,43,65,86,108
12,0.4236111111111111,0.4375,0.09060743488153067,0.10660792951541853,0.07,0.001,22,43,65,86,108
13,0.4202279202279202,0.4342948717948718,0.0843224544532234,0.09997548418730073,0.08,0.001,22,43,64,86,108
14,0.417022792022792,0.42948717948717946,0.0782279670734971,0.09031941031941038,0.08,0.001,22,43,64,86,108
15,0.4113247863247863,0.42788461538461536,0.06754179928788318,0.08641732283464565,0.09,0.001,22,43,64,86,108
16,0.4074074074074074,0.42467948717948717,0.06000190111486814,0.08039408866995068,0.09,0.001,22,43,64,86,108
17,0.40384615384615385,0.421474358974359,0.053026363145446065,0.07275870585329713,0.1,0.001,22,43,64,86,108
18,0.40046296296296297,0.4182692307692308,0.04665941332644985,0.06600692726373092,0.1,0.001,22,43,64,86,108
19,0.39654558404558404,0.40865384615384615,0.03967429920269161,0.0486861675756074,0.11,0.001,22,43,64,86,108
20,0.39494301994301995,0.40544871794871795,0.03657012897921852,0.043055555555555625,0.11,0.001,22,43,64,86,108
21,0.39298433048433046,0.40224358974358976,0.03299807134449462,0.03694141012909624,0.12,0.001,22,43,64,86,108
22,0.3906695156695157,0.39903846153846156,0.02885507295884726,0.030815109343936387,0.13,0.001,22,43,64,86,108
23,0.38853276353276356,0.39903846153846156,0.025075313294813495,0.030574198359433313,0.13,0.001,22,43,64,86,109
24,0.38675213675213677,0.39903846153846156,0.021839799528152737,0.030092016911216102,0.14,0.001,22,43,64,86,109
25,0.38675213675213677,0.39903846153846156,0.0217771682539889,0.02985074626865669,0.14,0.001,22,43,64,86,109
26,0.3872863247863248,0.40064102564102566,0.022670997436494922,0.03267843819945282,0.15,0.001,22,42,64,86,109
27,0.38746438746438744,0.40064102564102566,0.02297587409316071,0.03267843819945282,0.15,0.001,22,42,64,86,109
28,0.38853276353276356,0.40064102564102566,0.024825670155555923,0.03291894579811039,0.16,0.001,22,42,64,87,109
29,0.3906695156695157,0.40224358974358976,0.028523604943673453,0.03574446930151631,0.16,0.001,22,42,64,87,109
30,0.39173789173789175,0.40224358974358976,0.030475139680671504,0.036223602484472095,0.17,0.001,22,42,64,87,109
31,0.3942307692307692,0.40384615384615385,0.03494256115599803,0.039761727475800535,0.17,0.001,22,42,64,87,109
32,0.396011396011396,0.40544871794871795,0.0383122775940844,0.04281815926569099,0.18,0.001,22,42,64,87,109
33,0.3977920227920228,0.41346153846153844,0.041759875719916906,0.057355126300148496,0.18,0.001,22,42,64,87,109
34,0.40206552706552706,0.4198717948717949,0.04951103454636818,0.06904055390702268,0.19,0.001,22,42,64,87,109
35,0.4075854700854701,0.421474358974359,0.05942595098778125,0.07321648975561601,0.19,0.001,22,42,64,87,109
36,0.41114672364672367,0.42628205128205127,0.0664287344384783,0.08385826771653548,0.2,0.001,22,42,64,87,109
37,0.4168447293447293,0.4326923076923077,0.07749731749256661,0.09608884596813139,0.2,0.001,22,42,64,87,109
