epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.1907051282051282,0.21955128205128205,0.002239308363855552,0.009136261371417431,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.24483618233618235,0.26282051282051283,0.05512652183723976,0.05525494687783872,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.30502136752136755,0.33653846153846156,0.09042671986414352,0.118674135684118,0.02,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.3297720797720798,0.3525641025641026,0.07732848519513424,0.10467098533924324,0.02,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
4,0.3125,0.3141025641025641,0.0325079370631961,0.03458297636992613,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
5,0.3003917378917379,0.30288461538461536,0.005804697411842974,0.012740822643238725,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
6,0.29950142450142453,0.296474358974359,0.0016673111843964472,0.0005800908444152375,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
7,0.29932336182336183,0.2948717948717949,0.0006502862073300975,-0.0020840252710876417,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
8,0.29914529914529914,0.296474358974359,0.00011326688101742644,0.0,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
9,0.29914529914529914,0.296474358974359,0.0,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
10,0.29914529914529914,0.296474358974359,0.0,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
11,0.29914529914529914,0.296474358974359,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
12,0.29914529914529914,0.296474358974359,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
13,0.29932336182336183,0.296474358974359,0.00023461661898183106,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
14,0.29950142450142453,0.296474358974359,0.00046924236630618843,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
15,0.29985754985754987,0.296474358974359,0.0009385212481137772,0.0,0.09,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
16,0.29985754985754987,0.296474358974359,0.0009385212481137772,0.0,0.09,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
17,0.30003561253561256,0.296474358974359,0.0011731743836627118,0.0,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
18,0.30074786324786323,0.296474358974359,0.002111878235926068,0.0,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
19,0.3011039886039886,0.296474358974359,0.0025812849555603146,0.0,0.11,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
20,0.30306267806267806,0.296474358974359,0.005086225766287811,0.0,0.11,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
21,0.3055555555555556,0.2980769230769231,0.008027125084851927,0.0016364699006427008,0.12,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
22,0.31873219373219375,0.3060897435897436,0.02445533931283883,0.011444460705400172,0.12,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
23,0.375,0.3766025641025641,0.09611686483122528,0.10323629377863186,0.13,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
