epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.05733618233618234,0.05128205128205128,-0.01940336361816941,-0.026509720230751377,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.09864672364672365,0.09455128205128205,-0.00026667264354918174,-0.006198842426110351,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.10683760683760683,0.10576923076923077,-0.006078502381814843,-0.007126990003702538,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.2533831908831909,0.2692307692307692,0.08323565316149739,0.09925355652774004,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.3315527065527066,0.3317307692307692,0.13218661438221868,0.12669570879117198,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
5,0.3751780626780627,0.3766025641025641,0.10502451327684414,0.09813188283026442,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
6,0.3748219373219373,0.38621794871794873,-0.0002070641859410749,-0.0016513130872848336,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
7,0.37535612535612534,0.38782051282051283,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
8,0.37535612535612534,0.38782051282051283,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
9,0.37535612535612534,0.38782051282051283,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
10,0.37535612535612534,0.38782051282051283,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
11,0.37535612535612534,0.38782051282051283,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
12,0.37535612535612534,0.38782051282051283,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
13,0.37535612535612534,0.391025641025641,8.587690368089262e-05,0.005777826229150906,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
14,0.37571225071225073,0.3894230769230769,0.0010848720618047425,0.00343305541932315,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
15,0.3748219373219373,0.391025641025641,0.00041108421751412383,0.006319459577249886,0.09,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
16,0.3787393162393162,0.3958333333333333,0.008396900670986973,0.016842334021514804,0.1,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
17,0.38443732193732194,0.40865384615384615,0.019904342480634662,0.04264634344089513,0.1,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
18,0.38764245014245013,0.41185897435897434,0.02956654337663922,0.055999142596859675,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
19,0.3814102564102564,0.39903846153846156,0.02655909212765084,0.04285866212910783,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
20,0.379985754985755,0.40064102564102566,0.026638808152557703,0.04869906205288543,0.12,0.001,6,13,19,25,31,38,43,49,56,61,69,74,80,87,93,99,105,111,117,123
21,0.3803418803418803,0.40224358974358976,0.026603534317792832,0.050739621441068916,0.12,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,93,99,105,111,117,123
22,0.38247863247863245,0.39903846153846156,0.028035200415369665,0.043875491341761386,0.13,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,93,99,105,112,117,123
23,0.38514957264957267,0.40544871794871795,0.02910339482530211,0.05054382597568774,0.13,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,92,99,105,112,117,123
24,0.38603988603988604,0.40865384615384615,0.02725430570286924,0.04958145524790725,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
25,0.3872863247863248,0.41025641025641024,0.02627030904992178,0.04858343208014637,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
