epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.19536954585930544,0.19391025641025642,0.0033155670964961637,-0.00024219556654658803,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.24719501335707925,0.22756410256410256,0.056238091691603875,0.029768126040336074,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.3018699910952805,0.30128205128205127,0.09273274011505195,0.08019365482919971,0.02,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.3307212822796082,0.34615384615384615,0.08857887219228222,0.09189744467748151,0.02,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
4,0.3146927871772039,0.33653846153846156,0.04517829516149152,0.05313159746657281,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
5,0.29991095280498664,0.32051282051282054,0.013929101119223408,0.016285191629857643,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
6,0.29528049866429207,0.3157051282051282,0.0025910079302763345,0.0019926586261143076,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
7,0.2949243098842386,0.3141025641025641,0.001179814399172363,-0.0014849480268190884,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
8,0.2949243098842386,0.3157051282051282,0.0006135294229776544,0.0005701425356338108,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
9,0.2951024042742654,0.3157051282051282,0.0008187522729694585,0.0002851525566177626,0.06,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
10,0.2951024042742654,0.3173076923076923,0.0006936277079852005,0.0022632841266087,0.06,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
11,0.2951024042742654,0.3173076923076923,0.0006936277079852005,0.0022632841266087,0.07,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
12,0.29528049866429207,0.3173076923076923,0.0009248566141749626,0.0022632841266087,0.07,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
13,0.29528049866429207,0.3173076923076923,0.0009248566141749626,0.0022632841266087,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
14,0.29528049866429207,0.3173076923076923,0.0009248566141749626,0.0022632841266087,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
15,0.29528049866429207,0.3173076923076923,0.0009248566141749626,0.0022632841266087,0.09,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
