epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.05929487179487179,0.052884615384615384,-0.019021828168626964,-0.026821587577369854,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.10007122507122507,0.09775641025641026,-0.0012958198907719876,-0.007343348119432047,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.11075498575498575,0.11217948717948718,-0.004329607048035644,-0.004947760716756733,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.2569444444444444,0.266025641025641,0.08638491956873573,0.09455482088601785,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.3327991452991453,0.32532051282051283,0.13606633228464315,0.12363643642040778,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
5,0.37054843304843305,0.36378205128205127,0.14326007619557102,0.13290561045015914,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
6,0.39975071225071224,0.40064102564102566,0.10998724841667673,0.10909208903887335,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
7,0.3748219373219373,0.38301282051282054,8.114439564055331e-06,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
8,0.375,0.38301282051282054,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
9,0.375,0.38301282051282054,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
10,0.375,0.38301282051282054,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
11,0.375,0.38301282051282054,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
12,0.3751780626780627,0.38461538461538464,0.0006058273224774924,0.00334414774145253,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
13,0.3751780626780627,0.38621794871794873,0.0009906678902241728,0.0061876247504990545,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
14,0.3751780626780627,0.38782051282051283,0.0022926485589080947,0.010017443309245033,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
15,0.3814102564102564,0.3926282051282051,0.0145810804463129,0.020963735717834164,0.09,0.001,6,13,19,25,31,37,43,49,56,61,68,74,80,87,93,99,105,111,117,123
16,0.38425925925925924,0.40224358974358976,0.023697647890984608,0.0447672986949027,0.1,0.001,6,13,19,25,31,37,43,49,56,61,68,74,80,87,93,99,105,111,117,123
17,0.37927350427350426,0.3942307692307692,0.023807139868193272,0.04046863558701497,0.1,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
18,0.37571225071225073,0.3926282051282051,0.02524182445467893,0.0467714631197097,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
19,0.3751780626780627,0.391025641025641,0.02883079600657734,0.05068460245015616,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
20,0.37606837606837606,0.3942307692307692,0.031121353841815136,0.05658747300215983,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
21,0.37589031339031337,0.3942307692307692,0.02993785694016915,0.05522710886806048,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,73,81,87,93,99,105,111,117,123
22,0.37624643874643876,0.3894230769230769,0.02857213963071137,0.04474445515911285,0.13,0.001,6,13,19,25,31,37,43,49,56,61,69,73,81,87,93,99,105,112,117,123
23,0.37802706552706555,0.391025641025641,0.028511128644663986,0.04333091261195832,0.13,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
24,0.3764245014245014,0.3942307692307692,0.022330198052975203,0.044433641225085085,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
25,0.3819444444444444,0.39903846153846156,0.025978554189102443,0.045988258317025466,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
26,0.38497150997151,0.40224358974358976,0.02590158392411479,0.04523750922963321,0.15,0.001,6,13,19,25,31,38,42,49,56,61,68,73,81,87,92,99,105,112,117,123
27,0.38675213675213677,0.40224358974358976,0.0248159495839807,0.04051446945337622,0.15,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
28,0.38461538461538464,0.3974358974358974,0.019352444770638244,0.029436584760486606,0.16,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
29,0.3803418803418803,0.3926282051282051,0.010939660157270548,0.019014435042309485,0.17,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
30,0.37749287749287747,0.3894230769230769,0.005181246336604994,0.011870324189526271,0.17,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,87,92,98,105,112,117,123
31,0.37589031339031337,0.38782051282051283,0.0020013634459591367,0.009029683212771422,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
32,0.375,0.38621794871794873,0.0003851974639036415,0.0061876247504990545,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
33,0.37393162393162394,0.38461538461538464,-0.0014950006035592267,0.00334414774145253,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
34,0.37464387464387466,0.38461538461538464,-0.00044129525330660613,0.00334414774145253,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
35,0.37428774928774927,0.38621794871794873,-0.0005829197368145689,0.0061876247504990545,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
36,0.3773148148148148,0.38621794871794873,0.018205574233562394,0.020829577672528243,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
37,0.39636752136752135,0.4166666666666667,0.07373975850202086,0.10154741938546252,0.21,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
38,0.41221509971509973,0.4391025641025641,0.11435334530730568,0.15193687676679812,0.22,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
39,0.42450142450142453,0.45032051282051283,0.14335670160856318,0.17924332947303023,0.22,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
40,0.4321581196581197,0.44711538461538464,0.16024054185217218,0.17854635367379956,0.23,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
41,0.4360754985754986,0.44551282051282054,0.17030373185008862,0.18187192118226592,0.24,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
42,0.4392806267806268,0.4519230769230769,0.17769091206932464,0.19475971987442653,0.25,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
43,0.4439102564102564,0.4551282051282051,0.1865421429061075,0.20125293657008603,0.25,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
44,0.45334757834757833,0.46794871794871795,0.20264397919923938,0.22162357131585475,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
45,0.46385327635327633,0.4775641025641026,0.21958014886509714,0.23756409103175324,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
46,0.4779202279202279,0.48878205128205127,0.24157737935400303,0.2565935420261277,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
47,0.49038461538461536,0.5016025641025641,0.2609021697565045,0.27653387612678104,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
48,0.4998219373219373,0.5112179487179487,0.27574162440426164,0.2914423570933947,0.28,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
49,0.5083689458689459,0.5240384615384616,0.2891659365376371,0.31156529297702096,0.29,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
50,0.5167378917378918,0.5352564102564102,0.3021169059713238,0.32943504457834005,0.29,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
51,0.5213675213675214,0.5384615384615384,0.30955998982804633,0.3345035216744061,0.3,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
52,0.5229700854700855,0.5400641025641025,0.31230371060602424,0.3369615922873581,0.3,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
53,0.5227920227920227,0.5400641025641025,0.31225172253734934,0.3373933505501743,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,92,98,105,112,117,123
54,0.521011396011396,0.5384615384615384,0.30995871684908993,0.3349369768113153,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,105,112,117,123
55,0.5169159544159544,0.5336538461538461,0.3043697093943232,0.32844663712952216,0.32,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,105,112,117,123
56,0.5137108262108262,0.5256410256410257,0.2998710376110858,0.3162960111344725,0.32,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,105,112,117,123
57,0.5126424501424501,0.5224358974358975,0.2987827526470497,0.31197182056329276,0.33,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,105,112,117,123
58,0.5133547008547008,0.5208333333333334,0.3002592753829534,0.3099642732981738,0.34,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,105,111,117,123
59,0.5137108262108262,0.5224358974358975,0.30118796209347054,0.3125720876585929,0.34,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,98,105,111,117,123
60,0.5156695156695157,0.5224358974358975,0.3044275877532059,0.3125720876585929,0.35,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
61,0.520477207977208,0.5336538461538461,0.31207093381740414,0.3300571124983398,0.35,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
62,0.5245726495726496,0.5352564102564102,0.3183956073947207,0.33309747036971527,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
63,0.5306267806267806,0.5400641025641025,0.32761268596589166,0.3410164701726498,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
64,0.5340099715099715,0.5480769230769231,0.33302604062880314,0.3529351199494021,0.37,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,105,111,117,123
65,0.5373931623931624,0.5512820512820513,0.3382894910912383,0.35809073140623393,0.37,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
66,0.5397079772079773,0.5528846153846154,0.3418623894086945,0.35996941311412733,0.38,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
67,0.541488603988604,0.5528846153846154,0.344461394155982,0.3599741189791702,0.39,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
68,0.5423789173789174,0.5528846153846154,0.34570512912050355,0.3596963544884809,0.39,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
69,0.5429131054131054,0.5528846153846154,0.34647443755068175,0.3596963544884809,0.4,0.001,7,13,19,25,33,38,42,48,58,63,66,73,82,88,91,97,106,111,117,123
70,0.5429131054131054,0.5528846153846154,0.346539637747013,0.3596963544884809,0.4,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
71,0.5429131054131054,0.5544871794871795,0.34661705533894116,0.3621274186075586,0.41,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
72,0.5434472934472935,0.5544871794871795,0.3474596448823971,0.3621274186075586,0.41,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
73,0.5448717948717948,0.5560897435897436,0.3497111605940936,0.36466955818569435,0.42,0.001,7,13,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
74,0.5459401709401709,0.5576923076923077,0.35145125733307103,0.36737707447160206,0.42,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
75,0.5473646723646723,0.5641025641025641,0.35375215964873075,0.37709923664122136,0.43,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
76,0.5478988603988604,0.5673076923076923,0.3546724482800866,0.3814160461735031,0.44,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
77,0.5495014245014245,0.5673076923076923,0.3569600880674235,0.38168846611177176,0.44,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
78,0.5502136752136753,0.5689102564102564,0.3581007405136256,0.38424968085574684,0.45,0.001,7,14,19,24,33,38,42,48,58,63,66,74,82,88,91,97,106,111,117,123
79,0.5507478632478633,0.5689102564102564,0.3590148678830357,0.38424968085574684,0.45,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
80,0.5511039886039886,0.5689102564102564,0.3596134540945528,0.38424968085574684,0.46,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
81,0.551994301994302,0.5689102564102564,0.36095457806087217,0.38384735671338277,0.46,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,91,97,106,111,117,123
82,0.5523504273504274,0.5673076923076923,0.3614688299485471,0.3816612349158812,0.47,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
83,0.5528846153846154,0.5673076923076923,0.3623619840162926,0.3816612349158812,0.47,0.001,7,14,19,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
84,0.5523504273504274,0.5689102564102564,0.3616543769390451,0.38413220229534184,0.48,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
85,0.5532407407407407,0.5705128205128205,0.3629460793331637,0.3863676392884401,0.49,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
86,0.5548433048433048,0.5737179487179487,0.3652994852913354,0.3909201661553817,0.49,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
87,0.5555555555555556,0.5721153846153846,0.3662542692108782,0.3888994850276559,0.5,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
88,0.5571581196581197,0.5705128205128205,0.36846200446937616,0.3863451221570685,0.5,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,97,106,111,117,123
89,0.5578703703703703,0.5737179487179487,0.3694029280411252,0.390933576004873,0.51,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,96,106,111,117,123
90,0.5576923076923077,0.5753205128205128,0.3690775479811572,0.3935926773455377,0.52,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,96,106,111,117,123
91,0.5592948717948718,0.5785256410256411,0.3714065978067247,0.3981737504125563,0.52,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,96,106,111,117,123
92,0.5592948717948718,0.5801282051282052,0.37153597275624994,0.4005939505041246,0.53,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,96,106,111,117,123
93,0.5623219373219374,0.5833333333333334,0.3758193369141245,0.405143397693024,0.53,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,88,90,96,106,111,117,123
94,0.5635683760683761,0.5833333333333334,0.3776923248025633,0.40540065089277866,0.54,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,89,90,96,106,111,117,123
95,0.5658831908831908,0.5833333333333334,0.3809960407061843,0.40526987199225795,0.54,0.001,7,14,18,24,33,38,42,48,59,63,66,74,82,89,90,96,106,111,117,123
