epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
14,0.014748669891275767,0.014192070168196458,75.99923866292181,79.45200496998172,0.54,0.001,205,403,596,804,993,1197,1394,1588,1788,1991,2175,2372,2567,2760,2968,3159,3357,3562,3763,3958
15,0.024182396042002008,0.02363881216150776,75.63451967459204,79.07040474317809,0.57,0.001,205,403,596,805,994,1198,1395,1588,1788,1991,2175,2372,2567,2759,2968,3158,3356,3562,3763,3958
16,0.03492822951944374,0.03453975427254474,75.21691937946873,78.62776040961137,0.59,0.001,205,404,596,806,995,1199,1395,1587,1788,1992,2175,2371,2566,2758,2968,3158,3355,3562,3762,3958
17,0.046910231407716774,0.046732591815361046,74.748526976498,78.12968735938344,0.61,0.001,206,404,596,806,995,1199,1396,1587,1788,1992,2174,2371,2565,2757,2968,3157,3355,3562,3762,3958
18,0.05914100261846145,0.05925341570016929,74.26735908190085,77.61488460662684,0.63,0.001,206,404,596,807,996,1200,1397,1587,1788,1992,2174,2370,2564,2756,2968,3157,3354,3562,3762,3958
19,0.07039051520738526,0.07097774223015574,73.82203182527897,77.12971647855643,0.65,0.001,206,405,595,807,996,1201,1398,1587,1788,1992,2174,2370,2563,2755,2969,3156,3353,3561,3762,3957
20,0.07994665704301063,0.08126345879557728,73.44161557616704,76.70155739129422,0.67,0.001,206,405,595,808,997,1202,1398,1587,1788,1992,2174,2369,2563,2754,2969,3156,3353,3561,3762,3957
21,0.08823598632023699,0.09035276574830575,73.11002784758736,76.32120458647944,0.69,0.001,206,405,595,808,998,1203,1399,1587,1788,1992,2174,2369,2562,2753,2969,3155,3352,3561,3762,3957
22,0.0966525012639976,0.09949937069193149,72.7718032727134,75.93652262745509,0.71,0.001,207,406,595,809,998,1204,1400,1587,1788,1992,2174,2368,2561,2752,2969,3154,3351,3561,3762,3957
23,0.10649315920327096,0.1099317277363635,72.37434558210181,75.49537573793842,0.73,0.001,207,406,595,809,999,1205,1400,1587,1789,1992,2173,2368,2561,2752,2969,3154,3351,3560,3761,3957
24,0.11768616422117362,0.12147224356961406,71.919602329398,75.00434883225105,0.74,0.001,207,407,594,810,999,1206,1401,1586,1789,1992,2173,2367,2560,2751,2970,3153,3350,3560,3761,3956
25,0.12918428992050301,0.13318574764819657,71.4494433093691,74.50264781368512,0.76,0.001,207,407,594,810,1000,1207,1401,1586,1789,1991,2173,2367,2560,2750,2970,3153,3350,3560,3761,3956
26,0.13971337297353859,0.1439380557984824,71.01617677178383,74.03912803692889,0.78,0.001,207,407,594,811,1001,1208,1402,1586,1789,1991,2173,2366,2560,2749,2970,3152,3349,3560,3761,3956
27,0.14885943437297056,0.15345112337725542,70.63766824988811,73.62659497954017,0.8,0.001,208,408,594,811,1001,1209,1402,1586,1789,1991,2173,2366,2559,2748,2971,3152,3348,3559,3761,3956
28,0.15714567940657775,0.1622388007153368,70.2929868756923,73.24345707233002,0.82,0.001,208,408,594,812,1002,1209,1403,1586,1789,1990,2173,2365,2559,2747,2971,3151,3348,3559,3761,3956
29,0.16542728929668038,0.17128515622886586,69.94679199890085,72.84693056655682,0.84,0.001,208,409,594,812,1003,1210,1403,1587,1789,1990,2173,2365,2559,2746,2971,3151,3347,3558,3761,3955
30,0.17424568010439145,0.18101398094849774,69.57627053726723,72.41806725426846,0.86,0.001,208,409,593,812,1003,1211,1404,1587,1789,1990,2173,2364,2559,2745,2971,3150,3346,3558,3760,3955
31,0.1831226598631771,0.19095592135425277,69.20128165585157,71.97717262373016,0.88,0.001,208,409,593,813,1004,1212,1404,1587,1789,1989,2172,2363,2559,2744,2972,3149,3346,3558,3760,3955
32,0.19103297411424403,0.20000206326567838,68.86540739687452,71.57364132704511,0.9,0.001,209,410,593,813,1005,1213,1404,1587,1790,1989,2172,2363,2559,2743,2972,3149,3345,3557,3760,3955
33,0.1973792501155539,0.20761126130761742,68.59475369425128,71.23244369777194,0.92,0.001,209,410,592,813,1005,1214,1405,1587,1790,1988,2172,2362,2559,2742,2972,3148,3344,3557,3760,3955
34,0.20290154099954094,0.21440254666340086,68.35837320694517,70.92653411937947,0.94,0.001,209,411,592,814,1006,1215,1405,1587,1790,1988,2172,2362,2560,2741,2972,3148,3344,3557,3760,3955
35,0.20903804432879902,0.2215449870674726,68.09473238162406,70.60337403963956,0.95,0.001,209,411,592,814,1007,1216,1405,1588,1790,1987,2172,2361,2560,2740,2972,3147,3343,3556,3760,3954
36,0.21596574323632456,0.22915321909501063,67.79586849621627,70.25750627157215,0.97,0.001,209,412,591,814,1007,1217,1406,1588,1791,1987,2172,2360,2561,2739,2972,3147,3342,3556,3760,3954
37,0.22242652103796579,0.236107247736969,67.51595586877964,69.93988071238398,0.99,0.001,210,412,591,815,1008,1217,1406,1588,1791,1986,2172,2360,2562,2738,2973,3146,3342,3555,3759,3954
38,0.2279661928119241,0.24223236458622655,67.27502656423667,69.6589207092315,1.01,0.001,210,412,590,815,1009,1218,1406,1589,1791,1986,2172,2359,2562,2737,2973,3146,3341,3555,3759,3954
39,0.23368885857825428,0.24868071654401924,67.02522554512592,69.36189698895389,1.03,0.001,210,413,590,815,1010,1219,1407,1589,1791,1985,2172,2358,2563,2736,2973,3145,3340,3554,3759,3953
40,0.24019251126258578,0.25602958628357964,66.7402007378705,69.0218382843883,1.05,0.001,210,413,589,815,1010,1220,1407,1590,1792,1985,2172,2358,2564,2735,2973,3145,3340,3554,3759,3953
41,0.24667221399958228,0.26351856338547774,66.45500783542388,68.6735654655414,1.07,0.001,211,414,589,815,1011,1221,1407,1590,1792,1984,2172,2357,2565,2734,2973,3144,3339,3553,3759,3953
42,0.2524047821518295,0.27036644365780405,66.2016775420004,68.35355153766702,1.08,0.001,211,414,588,816,1012,1222,1407,1591,1792,1983,2172,2357,2566,2733,2973,3144,3338,3553,3759,3953
43,0.25804349066683685,0.2768944530724545,65.95154249167528,68.047084887736,1.1,0.001,211,414,588,816,1013,1223,1407,1591,1792,1983,2172,2356,2567,2732,2973,3143,3338,3552,3759,3953
44,0.26433294935063334,0.28367033257340735,65.67141215932546,67.72751731432727,1.12,0.001,211,415,587,816,1013,1224,1408,1592,1793,1982,2172,2355,2568,2731,2973,3142,3337,3552,3759,3952
45,0.27066665477837415,0.2902082013023992,65.38811039071821,67.41773777862544,1.14,0.001,211,415,587,816,1014,1225,1408,1592,1793,1982,2172,2355,2569,2730,2973,3142,3337,3551,3758,3952
46,0.27632620458236,0.2960812667776248,65.13391028896737,67.1382377542783,1.15,0.001,212,416,586,816,1015,1226,1408,1593,1793,1981,2172,2354,2571,2729,2973,3141,3336,3551,3758,3952
47,0.2816495999269274,0.30170019293996897,64.8939000347394,66.86974643500041,1.17,0.001,212,416,586,816,1016,1226,1408,1594,1794,1981,2172,2354,2572,2728,2973,3141,3335,3550,3758,3952
48,0.2870965693857832,0.30757112935865294,64.64740227645461,66.5880489406226,1.19,0.001,212,416,585,816,1016,1227,1409,1594,1794,1980,2172,2353,2573,2727,2973,3140,3335,3549,3758,3951
49,0.2923632909895355,0.3134063904268849,64.40816045201493,66.30687417229076,1.21,0.001,212,417,584,816,1017,1228,1409,1595,1794,1980,2172,2353,2574,2725,2973,3140,3334,3549,3758,3951
50,0.2971505470539152,0.31877650029883964,64.18992281819827,66.04706536819027,1.22,0.001,212,417,584,816,1018,1229,1409,1596,1794,1979,2172,2352,2575,2724,2973,3139,3334,3548,3758,3951
51,0.30188001155726607,0.3239731712444499,63.97359684862185,65.79466534819711,1.24,0.001,213,418,583,816,1019,1230,1409,1596,1795,1979,2172,2351,2577,2723,2973,3138,3333,3548,3758,3950
52,0.30692594922582406,0.32935580378455,63.74197636394129,65.53220373650271,1.26,0.001,213,418,582,816,1019,1231,1409,1597,1795,1979,2171,2351,2578,2722,2973,3138,3333,3547,3757,3950
53,0.3119895693733954,0.3346899614951443,63.508700037622795,65.27106939525352,1.28,0.001,213,418,582,816,1020,1232,1410,1597,1795,1979,2171,2350,2579,2721,2973,3137,3332,3546,3757,3950
54,0.31683501673746095,0.3398518246857476,63.284671975378444,65.01737297878545,1.3,0.001,213,419,581,816,1021,1233,1410,1598,1795,1978,2171,2350,2580,2720,2973,3136,3332,3545,3757,3950
55,0.3217903338410306,0.34522079790206306,63.05473735052546,64.75243947504025,1.31,0.001,214,419,580,815,1022,1234,1410,1599,1796,1978,2171,2349,2581,2719,2972,3136,3331,3545,3757,3949
56,0.3269749218732326,0.3509059417668926,62.81325792453175,64.47071918950881,1.33,0.001,214,419,580,815,1023,1235,1410,1599,1796,1978,2171,2349,2583,2718,2972,3135,3331,3544,3757,3949
57,0.33205668095470386,0.35654583513436444,62.57567488961366,64.19001790338977,1.35,0.001,214,420,579,815,1023,1235,1410,1600,1796,1978,2171,2348,2584,2717,2972,3134,3330,3543,3757,3949
58,0.3370293224975588,0.36203537052494195,62.34230888058686,63.91561858284816,1.37,0.001,214,420,578,815,1024,1236,1411,1600,1796,1978,2171,2348,2585,2716,2972,3134,3330,3542,3757,3949
59,0.3421745462536777,0.3675510192068472,62.09992262978272,63.638720279009384,1.39,0.001,214,420,578,814,1025,1237,1411,1601,1797,1978,2171,2347,2586,2715,2972,3133,3329,3542,3757,3948
60,0.3473465167210872,0.37301224032800306,61.855317655522754,63.36336300642805,1.4,0.001,215,421,577,814,1026,1238,1411,1601,1797,1978,2171,2347,2587,2714,2972,3132,3329,3541,3757,3948
61,0.3523958385434419,0.37840224647732956,61.615580305050486,63.09042215096916,1.42,0.001,215,421,576,814,1027,1239,1411,1602,1797,1978,2171,2346,2588,2713,2972,3131,3329,3540,3757,3948
62,0.3575739997575116,0.3839693107599509,61.36875047739077,62.80726424074089,1.44,0.001,215,421,575,813,1028,1240,1411,1602,1797,1979,2171,2346,2588,2712,2972,3131,3328,3539,3757,3948
63,0.36291351615486767,0.38973103846641866,61.1131862465305,62.512856099640615,1.46,0.001,215,422,575,813,1029,1241,1411,1603,1798,1979,2171,2345,2589,2711,2971,3130,3328,3538,3756,3947
64,0.3682207081855925,0.39546411327457875,60.858101318507714,62.21853026078726,1.47,0.001,216,422,574,813,1029,1242,1412,1603,1798,1979,2171,2345,2590,2710,2971,3129,3328,3538,3756,3947
65,0.3736411157160604,0.40123529303797145,60.59647162209096,61.920836084522065,1.49,0.001,216,422,573,812,1030,1243,1412,1604,1798,1979,2171,2344,2591,2709,2971,3129,3327,3537,3756,3947
66,0.37917404860397397,0.4070333028919645,60.3282383125069,61.6203071710891,1.51,0.001,216,423,573,812,1031,1244,1412,1604,1798,1979,2171,2344,2591,2708,2971,3128,3327,3536,3756,3947
67,0.38462778002454734,0.41274449133135405,60.062674785125495,61.322838147917004,1.52,0.001,216,423,572,811,1032,1245,1412,1605,1799,1979,2171,2344,2592,2707,2971,3127,3327,3535,3756,3946
68,0.3901021734343708,0.41853934174678176,59.79491520828192,61.01953212522405,1.54,0.001,216,423,571,811,1033,1246,1412,1605,1799,1979,2171,2343,2592,2706,2971,3126,3327,3534,3756,3946
69,0.39568320854448624,0.42447505643720795,59.520703216008165,60.707279458866175,1.55,0.001,217,423,570,810,1034,1247,1413,1605,1799,1979,2171,2343,2593,2705,2971,3125,3326,3533,3756,3946
70,0.4013316964057989,0.4304615997596718,59.24187996507939,60.39072202450162,1.57,0.001,217,423,570,810,1035,1247,1413,1606,1800,1980,2171,2342,2593,2704,2971,3125,3326,3533,3756,3946
71,0.40715865456557265,0.43655007377827804,58.952870311535726,60.06705847360827,1.59,0.001,217,424,569,809,1036,1248,1413,1606,1800,1980,2171,2342,2594,2703,2972,3124,3326,3532,3756,3945
72,0.41316112991253784,0.44273572029423136,58.65366520010706,59.73643690856737,1.6,0.001,217,424,568,809,1037,1249,1413,1606,1800,1980,2171,2341,2594,2702,2972,3123,3326,3531,3756,3945
73,0.4192237658132555,0.4489848278833457,58.34990301312098,59.400551656608165,1.62,0.001,217,424,567,808,1037,1250,1413,1607,1800,1981,2171,2341,2594,2701,2972,3122,3326,3530,3756,3945
74,0.42536064345281943,0.4553564595222167,58.04080343414665,59.05611737999714,1.63,0.001,218,424,567,808,1038,1251,1414,1607,1800,1981,2171,2340,2595,2700,2972,3121,3326,3529,3756,3945
75,0.43150757888199565,0.46176424417379347,57.72953506438451,58.707687139733885,1.65,0.001,218,424,566,807,1039,1252,1414,1607,1801,1982,2171,2340,2595,2700,2972,3120,3326,3528,3756,3944
76,0.43762547806524144,0.4681402657141144,57.418063223823566,58.35892319102217,1.67,0.001,218,424,565,806,1040,1253,1414,1607,1801,1983,2171,2339,2595,2699,2972,3119,3326,3527,3756,3944
77,0.4437980533805477,0.47448976591761793,57.102085718118694,58.00952070296306,1.68,0.001,218,424,564,806,1041,1254,1414,1608,1801,1983,2171,2339,2596,2698,2972,3119,3326,3526,3756,3944
78,0.4499665562557491,0.48081551299751435,56.784562798930004,57.659324105039595,1.7,0.001,219,425,564,805,1042,1255,1414,1608,1801,1984,2171,2338,2596,2697,2972,3118,3326,3526,3756,3944
79,0.4561562936759723,0.4871638358725914,56.4641474846816,57.30572862465955,1.71,0.001,219,425,563,804,1043,1256,1415,1608,1802,1985,2171,2338,2596,2696,2972,3117,3326,3525,3756,3943
80,0.4623741922415031,0.4935366204167664,56.14043582976757,56.94855520075224,1.73,0.001,219,425,562,804,1044,1257,1415,1608,1802,1986,2171,2338,2596,2695,2973,3116,3326,3524,3756,3943
81,0.46861004950421237,0.4998988282363249,55.813901945578266,56.58973144553811,1.75,0.001,219,425,561,803,1045,1258,1415,1608,1802,1987,2171,2337,2596,2694,2973,3115,3326,3523,3756,3943
82,0.4749394458422186,0.5063017711828532,55.48050491642312,56.226299260360584,1.76,0.001,219,425,561,802,1046,1259,1415,1608,1802,1989,2171,2337,2596,2693,2973,3114,3327,3522,3756,3942
83,0.4813397826212288,0.5127521165690276,55.141322342572636,55.857781882876445,1.78,0.001,220,425,560,802,1047,1260,1415,1608,1803,1990,2171,2336,2596,2692,2973,3113,3327,3521,3756,3942
84,0.4878250642765626,0.5192879653184813,54.79549604409791,55.481884448467724,1.79,0.001,220,425,559,801,1048,1261,1416,1608,1803,1991,2171,2336,2595,2692,2973,3112,3327,3520,3757,3942
85,0.49440006038273243,0.5258932645008417,54.44264605053996,55.09938641049009,1.81,0.001,220,425,558,800,1049,1262,1416,1608,1803,1993,2171,2335,2595,2691,2973,3111,3328,3519,3757,3942
86,0.5010484370392696,0.5325426133706955,54.08351515321582,54.71163753032804,1.83,0.001,220,425,558,799,1050,1263,1416,1608,1804,1994,2171,2334,2595,2690,2974,3110,3328,3518,3757,3941
87,0.5077808138998392,0.5392931300084456,53.717400179376234,54.315158792084695,1.84,0.001,221,425,557,799,1051,1264,1416,1608,1804,1995,2171,2334,2594,2689,2974,3109,3328,3517,3757,3941
88,0.5145775713837307,0.5460602532606473,53.34523513237265,53.91477740523696,1.86,0.001,221,425,556,798,1052,1264,1416,1608,1804,1997,2171,2333,2594,2688,2974,3107,3329,3516,3757,3941
89,0.5214883601359526,0.5528414511188884,52.96414295967721,53.51055632930642,1.87,0.001,221,425,555,797,1053,1265,1416,1607,1804,1998,2171,2333,2593,2688,2974,3106,3330,3515,3757,3940
90,0.528397411180372,0.5596644592709874,52.58039092442757,53.10074124438495,1.89,0.001,221,425,555,796,1054,1266,1416,1607,1805,2000,2171,2332,2592,2687,2975,3105,3330,3514,3757,3940
91,0.5351654740416624,0.5662811180009157,52.201731311836056,52.70027137990491,1.91,0.001,221,424,554,796,1055,1267,1417,1607,1805,2002,2171,2331,2592,2686,2975,3104,3331,3513,3757,3940
92,0.5418726705033134,0.5728797520785537,51.8237486846945,52.297841341535076,1.92,0.001,222,424,553,795,1056,1268,1417,1606,1805,2003,2171,2331,2591,2686,2975,3103,3331,3512,3757,3939
93,0.5486115144542971,0.5796009344443466,51.44118303946751,51.884731767881384,1.94,0.001,222,424,553,794,1057,1269,1417,1605,1806,2005,2171,2330,2590,2685,2976,3102,3332,3511,3758,3939
94,0.5553616644077808,0.5863855109736781,51.055105320593306,51.46435972851139,1.95,0.001,222,424,552,793,1058,1270,1417,1605,1806,2007,2171,2329,2589,2684,2976,3101,3333,3510,3758,3939
95,0.562124924030623,0.593149909272171,50.66532682019208,51.04179076302942,1.97,0.001,222,424,551,793,1059,1271,1417,1604,1806,2008,2171,2329,2588,2684,2977,3100,3334,3509,3758,3938
96,0.5688813920795741,0.5999242880535931,50.27291727100686,50.615064611486964,1.99,0.001,223,424,550,792,1060,1272,1417,1603,1806,2010,2171,2328,2588,2683,2977,3099,3334,3508,3758,3938
97,0.5756362644666908,0.6067333844884091,49.87751843970513,50.18249410744498,2.0,0.001,223,424,550,791,1061,1273,1417,1602,1807,2012,2170,2327,2587,2683,2978,3098,3335,3507,3758,3938
98,0.5823476282130601,0.6134429158178427,49.48154051323079,49.75256893100471,2.02,0.001,223,424,549,790,1061,1274,1417,1601,1807,2013,2170,2327,2586,2682,2978,3097,3336,3506,3758,3937
99,0.5890082459251322,0.6200457328128727,49.08539225087108,49.32582598776223,2.03,0.001,223,424,548,789,1062,1274,1417,1600,1807,2015,2170,2326,2585,2681,2979,3096,3337,3505,3759,3937
100,0.5956215999128445,0.6266195499631453,48.688868923309876,48.89725606197781,2.05,0.001,223,423,548,789,1063,1275,1417,1599,1807,2017,2170,2325,2584,2681,2980,3095,3338,3504,3759,3937
101,0.6021647044607789,0.6330907713552768,48.293354065285214,48.47167645098269,2.07,0.001,224,423,547,788,1064,1276,1417,1598,1808,2018,2169,2324,2582,2680,2980,3094,3339,3503,3759,3936
102,0.6086423711201969,0.6394460517421003,47.898574482963475,48.050048167574715,2.08,0.001,224,423,546,787,1065,1277,1417,1597,1808,2020,2169,2324,2581,2680,2981,3092,3340,3502,3759,3936
103,0.6150489335532772,0.6457964927811182,47.50491082755945,47.6250179420898,2.1,0.001,224,423,545,786,1066,1278,1417,1595,1808,2021,2169,2323,2580,2680,2982,3091,3341,3501,3759,3936
104,0.6213505519793294,0.6519545729194055,47.114479408371636,47.209201859747374,2.11,0.001,224,423,545,786,1066,1278,1417,1594,1808,2022,2168,2322,2579,2679,2983,3090,3342,3500,3760,3935
105,0.6275544475564871,0.6580107620395055,46.72691452488196,46.79666631839949,2.13,0.001,225,422,544,785,1067,1279,1417,1593,1809,2023,2168,2321,2578,2679,2984,3089,3343,3499,3760,3935
106,0.6336639823935118,0.6640060787448876,46.34208263605419,46.38466196097989,2.14,0.001,225,422,543,784,1068,1280,1417,1591,1809,2024,2167,2320,2577,2678,2985,3088,3344,3498,3760,3935
107,0.6396972615668073,0.6697683937122125,45.95888639078682,45.98519526536503,2.16,0.001,225,422,543,784,1069,1280,1417,1590,1809,2025,2167,2320,2576,2678,2986,3087,3346,3497,3760,3934
108,0.6456384375183801,0.6756102728316973,45.578392825747216,45.57663318179065,2.18,0.001,225,422,542,783,1069,1281,1417,1588,1809,2025,2166,2319,2574,2677,2987,3086,3347,3496,3761,3934
109,0.6514806741178772,0.6811584626928793,45.201117145607554,45.1851929303865,2.19,0.001,225,422,541,782,1070,1281,1417,1586,1810,2024,2166,2318,2573,2677,2988,3085,3348,3495,3761,3934
110,0.6572157598346389,0.6867563223396242,44.827666159642,44.78678192235894,2.21,0.001,226,421,541,782,1071,1282,1416,1585,1810,2024,2165,2317,2572,2676,2989,3084,3349,3494,3761,3933
111,0.6628356564593794,0.6920970483252668,44.45867853051514,44.40333877244621,2.22,0.001,226,421,540,781,1071,1282,1416,1583,1810,2023,2165,2316,2571,2676,2990,3083,3350,3493,3761,3933
112,0.6683339022761196,0.6974733172109282,44.09468710246238,44.01397067134267,2.24,0.001,226,421,540,780,1072,1282,1416,1581,1811,2023,2164,2315,2569,2675,2992,3082,3351,3492,3761,3933
113,0.6736842839625026,0.7024813677451598,43.73757636103651,43.6481445477461,2.26,0.001,226,421,539,780,1072,1283,1416,1580,1811,2022,2164,2314,2568,2675,2993,3080,3353,3491,3762,3932
114,0.6788466305505436,0.7077095286640586,43.39023113793155,43.262940339694175,2.27,0.001,227,421,538,779,1073,1283,1415,1578,1811,2021,2163,2313,2567,2674,2994,3079,3354,3490,3762,3932
115,0.6837208565956252,0.7118582412146149,43.059699201370414,42.95481023885742,2.29,0.001,227,421,538,778,1073,1283,1415,1576,1812,2021,2162,2312,2566,2673,2995,3078,3355,3489,3762,3932
116,0.688194437611688,0.7169933010874625,42.754087375415786,42.570333289359944,2.3,0.001,227,421,537,778,1074,1283,1415,1575,1812,2020,2162,2311,2564,2672,2997,3077,3356,3488,3762,3931
117,0.6924123158828094,0.7197553852012221,42.4639308684993,42.362086666248516,2.32,0.001,227,420,537,777,1074,1283,1415,1573,1812,2019,2161,2311,2563,2672,2998,3076,3357,3487,3763,3931
118,0.6970644283581516,0.7254616462520154,42.14158525741305,41.92858482689271,2.34,0.001,227,420,536,777,1074,1283,1414,1571,1813,2019,2160,2309,2562,2671,2999,3075,3358,3486,3763,3931
119,0.7017521514471871,0.7292304224621541,41.814257483617354,41.63980123481619,2.35,0.001,228,420,536,776,1075,1283,1414,1570,1813,2019,2160,2308,2561,2670,3000,3074,3360,3486,3763,3930
120,0.7054804936543626,0.7323864433326708,41.55207811063726,41.396418349277965,2.37,0.001,228,420,535,776,1075,1283,1414,1568,1813,2019,2159,2307,2560,2669,3002,3073,3361,3485,3763,3930
121,0.709050930772209,0.7368164084720398,41.29944361572865,41.05235706397152,2.38,0.001,228,420,535,775,1075,1283,1413,1566,1813,2019,2158,2306,2559,2668,3003,3072,3362,3484,3763,3930
122,0.7131934070236582,0.7396500935049316,41.00438238773997,40.83075449578801,2.4,0.001,228,420,534,775,1075,1283,1413,1565,1814,2019,2157,2305,2558,2667,3004,3071,3363,3483,3764,3929
123,0.7169910706974353,0.7434310717828103,40.73200600850101,40.533185008262826,2.42,0.001,228,420,534,775,1076,1283,1412,1563,1814,2020,2157,2304,2557,2666,3005,3070,3364,3482,3764,3929
124,0.720138236680393,0.7470309957824893,40.50489457306364,40.24782087220298,2.43,0.001,229,420,533,774,1076,1282,1412,1562,1814,2020,2156,2303,2555,2664,3006,3069,3365,3481,3764,3929
125,0.7235200317199235,0.7491394444473913,40.25942333159018,40.07973924624354,2.45,0.001,229,420,533,774,1076,1282,1411,1561,1815,2020,2155,2302,2554,2663,3007,3068,3366,3480,3764,3929
126,0.7270502907353187,0.7530044557095428,40.001570098579414,39.76978582112069,2.46,0.001,229,420,532,773,1076,1282,1411,1559,1815,2021,2154,2301,2553,2662,3008,3068,3367,3479,3764,3928
127,0.7300180699256308,0.7558955325189587,39.783506846332536,39.5363494117083,2.48,0.001,229,420,532,773,1076,1281,1410,1558,1816,2021,2153,2300,2552,2661,3008,3067,3368,3479,3764,3928
128,0.732784804161067,0.757523193381517,39.57913354913167,39.4043169628976,2.49,0.001,229,420,531,773,1076,1281,1410,1556,1816,2022,2152,2299,2551,2660,3009,3066,3370,3478,3765,3928
129,0.7358142020865656,0.7610956638471236,39.35414254124018,39.11296427796511,2.51,0.001,230,420,531,773,1076,1281,1409,1555,1817,2022,2152,2298,2550,2658,3010,3065,3371,3477,3765,3927
130,0.7387147761425304,0.7633953961193174,39.13750455375652,38.92425380376209,2.53,0.001,230,421,531,772,1076,1280,1409,1554,1817,2022,2151,2297,2549,2657,3010,3064,3372,3476,3765,3927
131,0.7412261599123473,0.7652707493004646,38.94896312503871,38.76968848362323,2.55,0.001,230,421,530,772,1076,1280,1408,1552,1818,2023,2150,2296,2548,2656,3011,3063,3373,3476,3765,3927
132,0.7437281093361174,0.7683289901951268,38.76021790686296,38.51630007014887,2.56,0.001,230,421,530,772,1075,1279,1408,1551,1818,2023,2149,2296,2548,2655,3011,3062,3374,3475,3765,3926
133,0.7463511235515956,0.7700474770014125,38.56134773400043,38.3731804332466,2.58,0.001,231,421,530,772,1075,1279,1407,1550,1819,2022,2148,2295,2547,2654,3012,3062,3375,3474,3765,3926
134,0.748789019533628,0.7723643424276586,38.375585296839446,38.179378164032315,2.6,0.001,231,421,529,771,1075,1279,1407,1548,1819,2022,2147,2294,2546,2653,3012,3061,3376,3473,3765,3926
135,0.7509843259193517,0.7747287060958107,38.20753904714438,37.98058425397689,2.62,0.001,231,421,529,771,1075,1278,1406,1547,1820,2022,2146,2293,2545,2651,3012,3060,3377,3473,3766,3925
136,0.7531663849726719,0.7758805331834169,38.039767688318626,37.88335948383208,2.63,0.001,231,421,529,771,1075,1278,1406,1546,1820,2022,2146,2292,2544,2650,3012,3059,3377,3472,3766,3925
137,0.7554142424239102,0.7785954387995022,37.866163173426514,37.65320916145462,2.65,0.001,231,422,528,771,1075,1277,1405,1544,1821,2021,2145,2291,2543,2649,3012,3058,3378,3472,3766,3925
138,0.757552730002215,0.7803032570482162,37.700262790239606,37.507707541250774,2.67,0.001,232,422,528,771,1074,1277,1405,1543,1822,2021,2144,2290,2542,2649,3012,3058,3379,3471,3766,3924
