epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5
0,0,0,77.33653375426778,75.93908820355628,0.14,0.001,696,1390,2080,2772,3465
1,0.022223875069818155,0.025065546884800005,75.02888766585174,73.54356701982846,0.15,0.001,695,1391,2080,2772,3464
2,0.0605837146710726,0.06582600351607004,73.54240180522561,71.98978605937789,0.16,0.001,695,1391,2080,2771,3464
3,0.0680815503615495,0.07478501147693106,73.24832682602722,71.64375163569744,0.17,0.001,694,1392,2080,2770,3463
4,0.0961635927483776,0.10531325752286336,72.13626766946881,70.45186188987485,0.18,0.001,694,1392,2081,2769,3463
5,0.12661709317598413,0.13830464791738084,70.91059167514223,69.14071504231426,0.2,0.001,693,1393,2082,2768,3462
6,0.13545662018060667,0.1486300472606389,70.55083564463465,68.72521925551602,0.21,0.001,693,1393,2083,2767,3462
7,0.14042538031689256,0.15479897911008877,70.34780363708948,68.47577768018593,0.22,0.001,692,1394,2084,2766,3461
8,0.15635015642392946,0.17219529776947562,69.69311916807139,67.7674173298828,0.23,0.001,692,1395,2085,2765,3461
9,0.1688864333080694,0.1859232963979276,69.17337677667254,67.20315224656504,0.24,0.001,691,1395,2085,2764,3460
10,0.1706275904100335,0.18847601886758936,69.10087310636892,67.09770525719378,0.26,0.001,691,1396,2086,2763,3460
11,0.17474632476772878,0.19363343413411327,68.92908493517088,66.88415533125166,0.27,0.001,690,1396,2087,2762,3459
12,0.18461603175999064,0.20475471947349466,68.51566241447097,66.42132181903263,0.28,0.001,689,1397,2089,2761,3459
13,0.1900714505404446,0.21123015576766513,68.28606962395405,66.15035253590868,0.29,0.001,689,1397,2090,2760,3459
14,0.1897579856605831,0.21156992298302457,68.29927894133473,66.13610123615354,0.3,0.001,688,1398,2091,2759,3458
15,0.19309586642133558,0.2155416463884069,68.15846010286434,65.96931252720843,0.31,0.001,688,1399,2092,2758,3458
16,0.19947132938665313,0.22251329287354904,67.88865611356768,65.6755125539097,0.33,0.001,687,1399,2093,2757,3458
17,0.20181284274368805,0.22515682024581118,67.78929974676129,65.56376607452474,0.34,0.001,686,1400,2094,2756,3457
18,0.20245904822047378,0.22599165478637828,67.76185104490025,65.52843714158571,0.35,0.001,686,1401,2095,2755,3457
19,0.20716301934751158,0.23103195584392255,67.56172308179573,65.31472783281731,0.36,0.001,685,1401,2096,2754,3457
20,0.2124334533243144,0.23665781253855656,67.3367890834015,65.07536571281217,0.37,0.001,684,1402,2097,2753,3456
21,0.21464318874238497,0.23906903575752525,67.24225966142869,64.97250394998834,0.38,0.001,684,1402,2098,2752,3456
22,0.21754070619018817,0.24208554963429096,67.11810005854419,64.84359563234638,0.39,0.001,683,1403,2099,2751,3456
23,0.22282494001227449,0.24743990686452544,66.89107940455327,64.61414167724818,0.41,0.001,683,1403,2100,2750,3456
24,0.22675265031920078,0.25134230491007115,66.72183467693503,64.44639548202056,0.42,0.001,682,1404,2101,2749,3456
25,0.22910935734786064,0.25366050131520934,66.62008219420403,64.34654255717629,0.43,0.001,681,1404,2102,2748,3455
26,0.23329764255135832,0.25792422670908577,66.43885964036785,64.16247534336172,0.44,0.001,681,1405,2102,2747,3455
27,0.23837069899312235,0.2631822731878387,66.21869100988405,63.934756401912374,0.45,0.001,680,1405,2103,2746,3455
28,0.24179458713934232,0.2667627063613367,66.06967646687472,63.77922698592289,0.46,0.001,679,1405,2104,2745,3455
29,0.2451618284289947,0.2702022774791718,65.92280641970576,63.62946056625913,0.48,0.001,679,1406,2105,2744,3455
30,0.24976441276551098,0.2748141857593862,65.72151756535868,63.42808966533479,0.49,0.001,678,1406,2106,2743,3455
31,0.25361230440504656,0.2785601766691741,65.55276530446675,63.26405823572438,0.5,0.001,677,1407,2107,2742,3455
32,0.25645225102717584,0.281310808775608,65.42792954727935,63.14333737368892,0.51,0.001,677,1407,2107,2741,3455
33,0.2601523094315752,0.28507539162929063,65.26493483295604,62.97774439484555,0.52,0.001,676,1408,2108,2739,3455
34,0.2640461311511849,0.28911929830217287,65.09296611986007,62.79937868236138,0.53,0.001,675,1408,2109,2738,3456
35,0.26696004429879083,0.29213017521949736,64.96397363996256,62.666247643767534,0.55,0.001,675,1409,2110,2737,3456
36,0.2700904634380662,0.29529918503318064,64.82511403889892,62.52581693351255,0.56,0.001,674,1409,2110,2736,3456
37,0.2737803504615012,0.2989993655118782,64.66105286656335,62.36144603175808,0.57,0.001,673,1410,2111,2735,3456
38,0.2768160444934459,0.30200957867520417,64.52576399199005,62.22740946143628,0.58,0.001,673,1410,2112,2734,3456
39,0.2798130892023506,0.3050005773820814,64.39191980316707,62.093938726436896,0.59,0.001,672,1411,2112,2733,3456
40,0.28348752411342615,0.30874770851486055,64.2274477078336,61.92632025742366,0.6,0.001,671,1411,2113,2732,3457
41,0.2868241049755259,0.3121549296822417,64.07772303885142,61.77351407371629,0.61,0.001,671,1412,2114,2731,3457
42,0.2900023747789535,0.31534313590653706,63.934785041331374,61.63018566543711,0.63,0.001,670,1412,2114,2730,3457
43,0.29372155154211377,0.3190303416578467,63.767112439769846,61.46400552038058,0.64,0.001,669,1413,2115,2729,3458
44,0.2971844455740372,0.32246535468414217,63.610595511503625,61.308790742157235,0.65,0.001,668,1413,2115,2728,3458
45,0.3005355680964171,0.3257941660459932,63.458761446287895,61.15799451395337,0.66,0.001,668,1414,2116,2727,3458
