epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,81.90717104117776,84.38456832320557,0.14,0.001,264,523,784,1043,1301,1561,1820,2082,2342,2599,2859,3119,3379,3638,3899
1,0.042179887929901794,0.04579821199773815,74.95099961808381,77.88232309067315,0.16,0.001,264,523,784,1044,1301,1560,1821,2083,2341,2599,2858,3118,3378,3638,3899
2,0.049904593835031985,0.04922777692267688,74.6481525537471,77.74223421325598,0.18,0.001,265,523,785,1044,1300,1559,1822,2084,2341,2598,2857,3117,3377,3637,3899
3,0,0,76.85312188681732,79.9228387649613,0.2,0.001,265,523,785,1045,1300,1559,1822,2085,2341,2597,2857,3117,3377,3637,3899
4,0,0,78.0364717165554,81.07982780298994,0.21,0.001,265,523,785,1044,1300,1559,1822,2086,2340,2597,2856,3117,3376,3637,3899
5,0,0,77.61138354306506,80.65754248770693,0.23,0.001,265,523,785,1044,1300,1558,1822,2086,2340,2597,2855,3116,3375,3636,3899
6,0.009348272645217315,0.011130349186154298,76.22473966829929,79.28450180560196,0.25,0.001,265,524,785,1044,1301,1558,1821,2087,2340,2597,2854,3116,3375,3636,3898
7,0.048624653125632133,0.04880770965683712,74.69842035750321,77.75941022735608,0.26,0.001,266,524,785,1043,1301,1559,1821,2087,2341,2597,2853,3115,3374,3636,3898
8,0.07521841996416956,0.07496145593267145,73.64699838482048,76.68293142972725,0.28,0.001,266,524,784,1043,1301,1559,1820,2087,2341,2597,2853,3115,3373,3636,3898
9,0.08314413070409687,0.0840042040463358,73.33072690088719,76.30720510398248,0.3,0.001,266,525,784,1043,1302,1559,1819,2087,2341,2598,2852,3115,3373,3635,3898
10,0.0760482001690973,0.07895249487221956,73.61394693666242,76.51732723499626,0.31,0.001,266,525,783,1042,1302,1559,1819,2088,2341,2598,2851,3114,3372,3635,3898
11,0.06496747359676691,0.07004625824463495,74.05405081024433,76.88638762201343,0.33,0.001,266,525,783,1042,1303,1559,1818,2088,2341,2599,2850,3114,3371,3635,3897
12,0.05835643361978582,0.06500634223030666,74.31538445831724,77.09444986001749,0.35,0.001,267,526,783,1041,1303,1559,1818,2088,2341,2599,2850,3114,3371,3635,3897
13,0.06062253867040812,0.06776866015565752,74.22590426044839,76.9804853010651,0.36,0.001,267,526,782,1041,1304,1559,1817,2089,2341,2600,2849,3113,3370,3634,3897
14,0.07170879274095543,0.0783067623107625,73.78661366039744,76.54414958661113,0.38,0.001,267,527,782,1040,1304,1559,1817,2089,2341,2601,2849,3113,3369,3634,3897
15,0.08809072326962908,0.09355409506578227,73.13264516659096,75.90838240623528,0.4,0.001,267,527,782,1040,1305,1559,1817,2089,2341,2601,2848,3112,3368,3634,3896
16,0.10485169210525902,0.10897816627529167,72.45743632040123,75.25978121127346,0.41,0.001,268,528,782,1040,1305,1560,1817,2090,2341,2602,2848,3112,3368,3634,3896
17,0.11764741524203304,0.12079540423803248,71.9376968394353,74.75904980230655,0.43,0.001,268,528,781,1039,1306,1560,1818,2090,2341,2603,2847,3112,3367,3633,3896
18,0.12448534259552546,0.12714320872826423,71.65841348129506,74.48868019076791,0.45,0.001,268,528,781,1039,1306,1560,1818,2091,2341,2604,2847,3111,3366,3633,3896
19,0.12618723324084524,0.1288411650743011,71.58873018193925,74.41619132453636,0.46,0.001,268,529,781,1038,1306,1560,1818,2091,2341,2605,2847,3111,3366,3633,3895
20,0.12582372087728466,0.12885463821032794,71.60361809992565,74.41561391099317,0.48,0.001,269,529,780,1038,1307,1560,1818,2092,2340,2606,2846,3111,3365,3633,3895
21,0.12692669738612838,0.13035058000846345,71.55843329056331,74.35169671693781,0.5,0.001,269,530,780,1037,1307,1560,1818,2092,2340,2607,2846,3110,3364,3632,3895
22,0.13158242032317857,0.13532728643825775,71.36738206391104,74.13864756319742,0.51,0.001,269,530,779,1037,1308,1560,1818,2093,2340,2608,2845,3110,3364,3632,3895
23,0.1393185448229769,0.14336279244123895,71.04879072906519,73.79335656179525,0.53,0.001,269,530,778,1036,1309,1560,1818,2093,2340,2609,2845,3110,3363,3632,3894
24,0.14761560010490016,0.15209237273031584,70.70550237715767,73.41639324343713,0.54,0.001,270,530,778,1035,1309,1561,1818,2094,2339,2609,2844,3109,3363,3632,3894
25,0.15377692698093448,0.15897540750309958,70.44949501349353,73.11780480092554,0.56,0.001,270,531,777,1035,1310,1561,1818,2095,2339,2610,2844,3109,3362,3632,3894
26,0.15666412858915324,0.16285490823011706,70.3292063486074,72.9489668042838,0.58,0.001,270,531,776,1034,1311,1561,1819,2095,2339,2611,2843,3108,3361,3631,3894
27,0.15744003887254432,0.16461537555190597,70.29684895254019,72.87222269043089,0.59,0.001,270,531,776,1033,1311,1561,1819,2096,2339,2612,2843,3108,3361,3631,3893
28,0.1585537480199558,0.16648899418091423,70.25037185733431,72.79045736629047,0.61,0.001,271,531,775,1033,1312,1562,1819,2097,2338,2613,2842,3107,3360,3631,3893
29,0.16184315970691465,0.170208598884787,70.11292857887373,72.62786071710876,0.63,0.001,271,531,774,1032,1312,1562,1819,2097,2338,2614,2842,3107,3360,3631,3893
30,0.16729285192313137,0.17573240802235657,69.88461821660937,72.38571609462221,0.64,0.001,271,532,774,1032,1313,1562,1819,2098,2338,2616,2841,3106,3359,3630,3893
31,0.17328620171033549,0.18162900128348547,69.63266831088515,72.12634043381793,0.66,0.001,271,532,773,1031,1313,1562,1819,2099,2338,2617,2841,3106,3359,3630,3892
32,0.17800827427068888,0.1862731471707183,69.43352331659578,71.92139806761267,0.68,0.001,272,533,772,1030,1314,1562,1820,2100,2338,2618,2841,3106,3358,3630,3892
33,0.1807718465950341,0.18911767736604546,69.31669847518705,71.79557772222987,0.69,0.001,272,533,772,1030,1315,1562,1820,2101,2338,2619,2840,3105,3358,3629,3892
34,0.18236519058891687,0.19092903544034556,69.24926316733449,71.71534577977366,0.71,0.001,272,533,771,1029,1315,1562,1820,2102,2337,2620,2840,3105,3357,3629,3892
35,0.18435439417369637,0.19322755775460265,69.16497276100996,71.6134030205764,0.73,0.001,273,534,770,1029,1316,1562,1820,2103,2337,2621,2839,3104,3357,3629,3891
36,0.1876941759556875,0.19694422439251613,69.0232212963507,71.44825761084032,0.74,0.001,273,534,769,1028,1316,1562,1821,2103,2337,2622,2839,3103,3356,3628,3891
