epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.1955128205128205,0.20673076923076922,0.0030860886967022383,0.0048808775914560565,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.2483974358974359,0.2483974358974359,0.05573764849789664,0.04839386224186204,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.30448717948717946,0.3076923076923077,0.08936308001165694,0.09215272234963678,0.02,0.001,8,16,24,33,41,49,57,65,73,81,89,97,105,113,122
3,0.33226495726495725,0.3125,0.08145817337359218,0.06555522975746664,0.02,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
4,0.31695156695156695,0.28525641025641024,0.039058096570152245,0.012885857478798557,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
5,0.30163817663817666,0.28205128205128205,0.007426338219874373,0.001960007283087095,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
6,0.30003561253561256,0.28205128205128205,0.0016041991377701015,-0.001138829798663421,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
7,0.29985754985754987,0.28205128205128205,0.0006107096587438798,-0.0016876820707967255,0.04,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
8,0.29985754985754987,0.28365384615384615,0.0004188061905097129,0.00018280945877635624,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
9,0.29985754985754987,0.28365384615384615,0.00036396309088326806,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
10,0.29967948717948717,0.28365384615384615,0.0,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
11,0.29967948717948717,0.28365384615384615,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
12,0.29967948717948717,0.28365384615384615,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
13,0.29967948717948717,0.28365384615384615,0.0,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
14,0.29967948717948717,0.28365384615384615,0.0,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
15,0.3002136752136752,0.28365384615384615,0.0007056357819144043,0.0,0.09,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
16,0.3002136752136752,0.28525641025641024,0.0007056357819144043,0.0020045685515825973,0.09,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
17,0.3003917378917379,0.28525641025641024,0.0009408656434805041,0.0020045685515825973,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
18,0.3005698005698006,0.28525641025641024,0.0011761044730320691,0.0020045685515825973,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
19,0.3011039886039886,0.28525641025641024,0.001862847021991909,0.0020045685515825973,0.11,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
20,0.301994301994302,0.28525641025641024,0.003020323020089366,0.0020045685515825973,0.11,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
21,0.3037749287749288,0.2900641025641026,0.005279161161594881,0.007560907308877041,0.12,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
22,0.30947293447293445,0.2932692307692308,0.012365314285335938,0.010424945070356628,0.12,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
23,0.3319088319088319,0.32532051282051283,0.04086548112372479,0.04885625529511428,0.13,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
24,0.43643162393162394,0.421474358974359,0.17725232259083146,0.1689607213083304,0.13,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
25,0.489494301994302,0.49198717948717946,0.23656791563584523,0.2452755319676605,0.14,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
26,0.43874643874643876,0.4407051282051282,0.14330262590318188,0.14513165952235152,0.14,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
27,0.4043803418803419,0.41346153846153844,0.07359404836282202,0.07760159613567175,0.15,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
28,0.38853276353276356,0.39903846153846156,0.029665882966660728,0.02944031057910057,0.15,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
29,0.37464387464387466,0.3926282051282051,0.0005973089680458843,0.009204291705244949,0.16,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
30,0.37464387464387466,0.38782051282051283,0.0,0.0,0.17,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
