epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.016504035658354416,0.016251354279523293,-0.024607874033462318,-0.02340405266461354,0.01,0.001,8,15,23,31,38,46,53,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.015178894109143477,0.016251354279523293,-0.021750742997824757,-0.02031663168556941,0.02,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.0037344898205035537,0.0021668472372697724,-0.0008133134282348742,-0.001605947780186856,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.13805565594506686,0.14301191765980498,0.054862635387489034,0.056466516582104,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
4,0.14070593904348874,0.14409534127843987,0.04440847334256015,0.0434630894317477,0.04,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
5,0.13962173232140707,0.14409534127843987,0.03782013361124792,0.03880275136236733,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
6,0.13913986266714853,0.14301191765980498,0.03170567325434104,0.031908475290953975,0.06,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
7,0.12564751234790988,0.1267605633802817,0.007703684925446264,0.005148518029174043,0.06,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
8,0.16504035658354416,0.16143011917659805,0.030656187897817988,0.02786841969186893,0.07,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
9,0.22455125888447175,0.22426868905742145,0.07082619732891438,0.07711987130163267,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,152,160,167,175,183,190
10,0.23455005421033612,0.21776814734561215,0.06840519440955728,0.05848794298986726,0.09,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
11,0.2403324900614384,0.22535211267605634,0.06444459870391539,0.05931512433754582,0.09,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
12,0.2622575593302012,0.2513542795232936,0.07710240577817529,0.07696259761611168,0.1,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
13,0.3316467895434285,0.3250270855904659,0.14474808639164594,0.15009710574623614,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
14,0.3521262498494157,0.35102925243770317,0.16651029438559195,0.17799540883383191,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
15,0.354656065534273,0.3542795232936078,0.1689712707118719,0.18216093102361441,0.12,0.001,8,16,23,30,38,46,53,61,69,76,83,91,98,107,114,121,129,138,145,153,160,167,175,183,190
16,0.35682447897843633,0.3564463705308776,0.17217397096397014,0.18511615463503817,0.13,0.001,8,16,23,30,38,46,53,61,69,76,83,91,98,107,113,121,129,138,145,153,160,167,175,183,190
17,0.35790868570051804,0.3564463705308776,0.17377413124475027,0.18511615463503817,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,145,153,161,167,175,182,190
18,0.3582700879412119,0.3564463705308776,0.17436214868556177,0.18511615463503817,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
19,0.3585110227683412,0.3564463705308776,0.17470285740499358,0.18511615463503817,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
20,0.35839055535477654,0.3564463705308776,0.17450410030978003,0.18511615463503817,0.16,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
