epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.06268922528940338,0.05608974358974359,-0.017940494884832292,-0.02716479978536457,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.1018699910952805,0.10897435897435898,-0.0031921600042967846,-0.002496532593620149,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.1157613535173642,0.1233974358974359,-0.0035170372713584364,0.0006412001862116101,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.2605520926090828,0.2548076923076923,0.08831768453649214,0.0896855499816469,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.3310774710596616,0.3092948717948718,0.13569840091454755,0.12324694376528111,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
5,0.3640249332146037,0.3605769230769231,0.1455357797289396,0.1581509996652566,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
6,0.39893143365983974,0.3798076923076923,0.14083378084820708,0.13609581763739986,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
7,0.3782724844167409,0.3573717948717949,0.012527602376265268,0.013261720829537804,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
8,0.37542297417631343,0.3541666666666667,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
9,0.37542297417631343,0.3541666666666667,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
10,0.3757791629563669,0.3541666666666667,0.0007033461801148055,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
11,0.376313446126447,0.3541666666666667,0.0021786032470337835,0.00022263922903220656,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
12,0.3782724844167409,0.35096153846153844,0.007162201429532944,-0.0036218070911169242,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
13,0.3861086375779163,0.3573717948717949,0.02302753818994252,0.0090452579720246,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
14,0.38040961709706145,0.3525641025641026,0.021255122799894055,0.006259756232162905,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
15,0.37809439002671413,0.3605769230769231,0.026444021045108346,0.02448045638341234,0.09,0.001,6,13,19,25,31,37,43,49,56,61,68,74,80,87,93,99,105,111,117,123
16,0.3773820124666073,0.3541666666666667,0.032153921035753985,0.01804039173422045,0.1,0.001,6,13,19,25,31,37,43,49,56,61,68,74,80,87,93,99,105,111,117,123
