epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.08155643898325503,0.08450704225352113,0.00026780392582248513,0.0003921865167300087,0.01,0.001,33,66,99,132,165
1,0.21178171304662088,0.2361863488624052,0.07250867647198433,0.08012106441690026,0.02,0.001,33,66,99,132,165
2,0.23250210817973738,0.26652221018418204,0.050002399887852045,0.06084289091655104,0.02,0.001,33,66,99,132,165
3,0.23623659800024094,0.2676056338028169,0.0022677654263784097,0.001892403352257488,0.03,0.001,33,66,99,132,165
4,0.23623659800024094,0.2676056338028169,3.929287418791283e-05,0.0,0.04,0.001,33,66,99,132,165
5,0.23623659800024094,0.2676056338028169,2.9792945866358167e-05,0.0,0.04,0.001,33,66,99,132,165
6,0.23623659800024094,0.2676056338028169,0.0,0.0,0.05,0.001,33,66,99,132,165
7,0.23623659800024094,0.2676056338028169,0.0,0.0,0.05,0.001,33,66,99,132,165
8,0.23623659800024094,0.2676056338028169,0.0,0.0,0.06,0.001,33,66,99,132,165
9,0.23623659800024094,0.2676056338028169,0.0,0.0,0.07,0.001,33,66,99,132,165
10,0.23623659800024094,0.2676056338028169,0.0,0.0,0.07,0.001,33,66,99,133,165
11,0.23623659800024094,0.2676056338028169,0.0,0.0,0.08,0.001,33,66,99,133,165
12,0.23623659800024094,0.2676056338028169,0.0,0.0,0.09,0.001,33,66,99,133,165
13,0.23623659800024094,0.2676056338028169,0.0,0.0,0.09,0.001,33,66,99,133,165
14,0.23623659800024094,0.2676056338028169,0.0,0.0,0.1,0.001,33,65,99,133,165
15,0.23623659800024094,0.2676056338028169,0.0,0.0,0.1,0.001,33,65,99,133,165
16,0.23623659800024094,0.2676056338028169,0.0,0.0,0.11,0.001,33,65,99,133,165
17,0.23623659800024094,0.2676056338028169,0.0,0.0,0.12,0.001,33,65,99,133,164
18,0.23623659800024094,0.2676056338028169,0.0,0.0,0.12,0.001,33,65,99,133,164
19,0.23623659800024094,0.2676056338028169,0.0,0.0,0.13,0.001,33,65,99,133,164
20,0.23623659800024094,0.2676056338028169,0.0,0.0,0.14,0.001,33,65,99,133,164
21,0.23623659800024094,0.2676056338028169,0.0,0.0,0.14,0.001,33,65,99,133,164
22,0.23623659800024094,0.2676056338028169,0.0,0.0,0.15,0.001,33,65,99,133,164
23,0.23623659800024094,0.2676056338028169,0.0,0.0,0.15,0.001,32,65,99,133,164
24,0.23623659800024094,0.2676056338028169,0.0,0.0,0.16,0.001,32,65,99,133,164
25,0.23623659800024094,0.2676056338028169,0.0,0.0,0.17,0.001,32,65,99,133,164
26,0.23623659800024094,0.2676056338028169,0.0,0.0,0.17,0.001,32,65,99,133,164
27,0.23623659800024094,0.2676056338028169,0.0,0.0,0.18,0.001,32,65,99,133,164
28,0.23623659800024094,0.2676056338028169,0.0,0.0,0.19,0.001,32,65,99,133,164
29,0.23623659800024094,0.2676056338028169,0.0,0.0,0.19,0.001,32,65,99,133,164
30,0.23623659800024094,0.2676056338028169,0.0,0.0,0.2,0.001,32,65,99,134,164
31,0.23623659800024094,0.2676056338028169,0.0,0.0,0.21,0.001,32,65,99,134,164
32,0.23623659800024094,0.2676056338028169,0.0,0.0,0.21,0.001,32,65,99,134,164
33,0.23623659800024094,0.2676056338028169,0.0,0.0,0.22,0.001,32,65,99,134,164
