epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.20245726495726496,0.20833333333333334,0.0034236277141819205,-0.0060049083598767705,0.01,0.001,22,43,65,86,108
1,0.38087606837606836,0.36698717948717946,0.159167039856695,0.13716210066442158,0.01,0.001,22,43,65,86,108
2,0.4252136752136752,0.3926282051282051,0.14985921532556612,0.1021616819662422,0.02,0.001,22,43,65,86,108
3,0.42806267806267806,0.4166666666666667,0.1043270339371355,0.0933056564608199,0.02,0.001,22,43,65,86,108
4,0.41898148148148145,0.4182692307692308,0.08116675976169019,0.08934774218448482,0.03,0.001,22,43,65,86,108
5,0.4148860398860399,0.4150641025641026,0.07628074350532044,0.08521303258145363,0.03,0.001,22,43,65,86,108
6,0.4116809116809117,0.40705128205128205,0.07279395811057143,0.07339626276247346,0.04,0.001,22,43,65,86,108
7,0.4093660968660969,0.40544871794871795,0.06812810540223668,0.07017543859649122,0.05,0.001,22,43,65,86,108
8,0.40865384615384615,0.40544871794871795,0.06587893066641015,0.07017543859649122,0.05,0.001,22,43,65,86,108
9,0.40722934472934474,0.40544871794871795,0.06268652226685933,0.06891891891891888,0.06,0.001,22,43,65,86,108
10,0.40544871794871795,0.40544871794871795,0.05905036255402796,0.06801932367149754,0.06,0.001,22,43,65,86,108
11,0.4043803418803419,0.40544871794871795,0.0570640885533108,0.06765899864682012,0.07,0.001,22,43,65,86,108
12,0.4025997150997151,0.40384615384615385,0.05363074537814683,0.06460348162475815,0.07,0.001,22,43,65,86,108
13,0.4011752136752137,0.40224358974358976,0.05084256494830108,0.061907525633584926,0.08,0.001,22,43,64,86,108
14,0.39797008547008544,0.3974358974358974,0.04512024898480793,0.05381339527680984,0.08,0.001,22,43,64,86,108
15,0.39512108262108264,0.391025641025641,0.039890811310812735,0.04300658659434331,0.09,0.001,22,43,64,86,108
16,0.3922720797720798,0.3894230769230769,0.03448011838058451,0.03955788248981973,0.09,0.001,22,43,64,86,108
17,0.38924501424501423,0.38461538461538464,0.02875445238915897,0.03105590062111796,0.1,0.001,22,43,64,86,108
18,0.38586182336182334,0.38301282051282054,0.0226490926083337,0.027966595455428234,0.1,0.001,22,43,64,86,108
19,0.38354700854700857,0.3814102564102564,0.018390902787307373,0.025252525252525304,0.11,0.001,22,43,64,86,108
20,0.3819444444444444,0.3782051282051282,0.015462181546436304,0.019440124416796323,0.11,0.001,22,43,64,86,108
21,0.3803418803418803,0.3782051282051282,0.012686958039923146,0.019440124416796323,0.12,0.001,22,43,64,86,109
22,0.3782051282051282,0.3766025641025641,0.008947486992957332,0.016721757728952014,0.12,0.001,22,43,64,86,109
23,0.37695868945868943,0.375,0.006736971802900338,0.014002333722287097,0.13,0.001,22,43,64,86,109
24,0.3766025641025641,0.3733974358974359,0.006124419153754612,0.011281851779809338,0.13,0.001,22,43,64,86,109
25,0.3767806267806268,0.3733974358974359,0.006430702383130815,0.011281851779809338,0.14,0.001,22,43,64,86,109
26,0.37695868945868943,0.375,0.006736971802900338,0.014002333722287097,0.14,0.001,22,42,64,86,109
27,0.37784900284900286,0.375,0.008268111790337929,0.014002333722287097,0.15,0.001,22,42,64,86,109
28,0.3787393162393162,0.375,0.009821224088327418,0.014002333722287097,0.15,0.001,22,42,64,87,109
29,0.3798076923076923,0.375,0.011791295146935,0.014002333722287097,0.16,0.001,22,42,64,87,109
30,0.380519943019943,0.3798076923076923,0.013237463439704222,0.02215743440233242,0.17,0.001,22,42,64,87,109
31,0.3821225071225071,0.3814102564102564,0.016344091796416604,0.025063143578783698,0.17,0.001,22,42,64,87,109
32,0.38514957264957267,0.38301282051282054,0.021691732558868138,0.028155339805825297,0.18,0.001,22,42,64,87,109
33,0.38977920227920226,0.38301282051282054,0.029909348138070224,0.028532608695652106,0.18,0.001,22,42,64,87,109
34,0.3944088319088319,0.38782051282051283,0.03824217807046948,0.03703703703703709,0.19,0.001,22,42,64,87,109
35,0.39886039886039887,0.3974358974358974,0.04657514407265495,0.05381339527680984,0.19,0.001,22,42,64,87,109
36,0.4061609686609687,0.40544871794871795,0.061141196055755964,0.06858177429088697,0.2,0.001,22,42,64,87,109
37,0.41951566951566954,0.4230769230769231,0.09258577487481778,0.10414190800545564,0.2,0.001,22,42,64,87,109
38,0.4358974358974359,0.4326923076923077,0.1321089890183652,0.12846411211413422,0.21,0.001,22,42,64,87,109
39,0.45049857549857547,0.4439102564102564,0.1652179140216129,0.15807482638753867,0.21,0.001,22,42,64,87,109
40,0.46064814814814814,0.453525641025641,0.1878194963457076,0.1784211217248276,0.22,0.001,23,42,64,87,109
41,0.4649216524216524,0.4599358974358974,0.19884074571451138,0.1927957806490247,0.23,0.001,23,42,64,87,109
42,0.4688390313390313,0.46794871794871795,0.207991020398978,0.20760086289989443,0.23,0.001,23,42,64,87,109
43,0.47097578347578345,0.47115384615384615,0.21349980635801857,0.21662913141396312,0.24,0.001,23,42,64,87,109
44,0.47435897435897434,0.4807692307692308,0.2204578724367896,0.2328683958899327,0.25,0.001,23,42,63,87,109
45,0.47845441595441596,0.48717948717948717,0.22772240970027813,0.2447177904364206,0.25,0.001,23,42,63,87,109
46,0.478988603988604,0.4855769230769231,0.22939061309728925,0.24347924613815763,0.26,0.001,23,42,63,87,109
47,0.4788105413105413,0.48717948717948717,0.23015392863796535,0.2461093534088935,0.26,0.001,23,42,63,87,109
48,0.48005698005698005,0.48878205128205127,0.23286986324183068,0.24915695371732482,0.27,0.001,23,42,63,87,109
49,0.48201566951566954,0.49038461538461536,0.2365545138956715,0.2520636547986099,0.27,0.001,23,42,63,87,109
50,0.48326210826210825,0.4935897435897436,0.2391511465183913,0.2574505742797967,0.28,0.001,23,42,63,87,109
51,0.48522079772079774,0.49198717948717946,0.24327611587467546,0.2553755345419503,0.28,0.001,23,42,63,87,109
52,0.48646723646723644,0.4967948717948718,0.24598449953366752,0.2635092467298151,0.29,0.001,23,42,63,87,109
53,0.48735754985754987,0.5,0.2485087267719729,0.2690025982608173,0.3,0.001,23,42,63,87,109
54,0.49145299145299143,0.5032051282051282,0.2559004718558907,0.27501686530245106,0.3,0.001,23,42,63,87,109
55,0.4951923076923077,0.5064102564102564,0.2628618462751914,0.2804815957351223,0.31,0.001,23,42,63,87,109
56,0.49697293447293445,0.5096153846153846,0.2670419943376532,0.28672394471423235,0.31,0.001,23,42,63,87,109
