epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.015538424476029872,0.020585048754062838,-0.02360343852993374,-0.025914928410271543,0.01,0.001,8,15,23,31,38,46,53,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.01433389544688027,0.020585048754062838,-0.02074808288378871,-0.021453920895323275,0.02,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.0036135870874488074,0.005417118093174431,-0.0007534124076580273,0.0008855453296622295,0.02,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.13599132739099012,0.13542795232936078,0.05237086203453556,0.05543600647360403,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
4,0.13779812093471452,0.13542795232936078,0.04229561609875454,0.04371331419601865,0.04,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
5,0.13695495061430982,0.13326110509209102,0.036462773524984615,0.03555918367346933,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
6,0.13599132739099012,0.13326110509209102,0.0297995313437891,0.03135629795501249,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
7,0.1239460370994941,0.11592632719393282,0.005542535948597771,0.002221648152932021,0.06,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
8,0.17417489761503252,0.16143011917659805,0.038835684141193205,0.03254323682717308,0.07,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
9,0.2297036858588292,0.21560130010834236,0.07447528128931025,0.06644854760364738,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,152,160,167,175,183,190
10,0.23560587810166225,0.2210184182015168,0.06812692005557364,0.062421237037665,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
11,0.2409058058299205,0.22535211267605634,0.0640501580861581,0.05776792317598656,0.09,0.001,8,16,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
12,0.2710190315586606,0.2600216684723727,0.08499895166894245,0.08281999726479428,0.1,0.001,8,16,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
13,0.3365454107443989,0.3228602383531961,0.15026183839207585,0.14372505391841806,0.1,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
14,0.3554565165020477,0.3401950162513543,0.1701282111132164,0.16264155665394486,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
15,0.35738376294868707,0.3434452871072589,0.1719999039104072,0.16639144897642877,0.12,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
16,0.35882919778366656,0.3477789815817985,0.1741433111172137,0.17261887035195034,0.13,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,108,113,121,129,138,145,153,160,167,175,183,190
17,0.3596723681040713,0.3477789815817985,0.17537133151459527,0.17261887035195034,0.13,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,108,113,121,129,138,145,153,161,167,175,182,190
18,0.3602746326186461,0.3477789815817985,0.17631386689229467,0.17261887035195034,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
19,0.3602746326186461,0.3477789815817985,0.17631386689229467,0.17261887035195034,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
20,0.3603950855215611,0.3477789815817985,0.17647069592618303,0.17261887035195034,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
