epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,81.64005233052738,83.05743259561422,0.14,0.001,264,523,784,1043,1301,1561,1820,2082,2342,2599,2859,3119,3379,3638,3899
1,0.042526700818744656,0.04484105199393795,74.6591931190493,76.30607249242192,0.16,0.001,264,523,784,1044,1301,1560,1821,2083,2341,2599,2858,3118,3378,3638,3899
2,0.0503480556612963,0.05078129435960865,74.35363072738109,76.06842173435867,0.17,0.001,265,523,785,1044,1300,1559,1822,2084,2341,2598,2857,3117,3377,3637,3899
3,0,0,76.5638711611913,78.26656860830651,0.19,0.001,265,523,785,1045,1300,1559,1822,2085,2341,2597,2857,3117,3377,3637,3899
4,0,0,77.75530654117763,79.43682692968198,0.2,0.001,265,523,785,1044,1300,1559,1822,2086,2340,2597,2856,3117,3376,3637,3899
5,0,0,77.3338787892716,79.01053442915855,0.22,0.001,265,523,785,1044,1300,1558,1822,2086,2340,2597,2855,3116,3375,3636,3899
6,0.009257163406888536,0.011630790854184725,75.94521565740662,77.62129180454451,0.23,0.001,265,524,785,1044,1301,1558,1821,2087,2340,2597,2854,3116,3375,3636,3898
7,0.04882469030839698,0.05034605295578598,74.41324515627241,76.08586008890713,0.25,0.001,266,524,785,1044,1301,1559,1821,2087,2341,2597,2853,3115,3374,3636,3898
8,0.0756695892053062,0.07701346477933646,73.35564919984861,75.00996353089535,0.26,0.001,266,524,784,1043,1301,1559,1820,2087,2341,2597,2853,3115,3373,3636,3898
9,0.08370763494131594,0.0858112812251478,73.0360035359274,74.651612717007,0.28,0.001,266,525,784,1043,1302,1559,1819,2087,2340,2597,2852,3115,3373,3635,3898
10,0.07655822822980496,0.08000540001329826,73.32038200915724,74.88828920048181,0.29,0.001,266,525,783,1042,1302,1559,1818,2088,2340,2598,2851,3114,3372,3635,3898
11,0.06535159596015105,0.0702387602088026,73.76393538893177,75.28474592339407,0.31,0.001,266,525,783,1042,1303,1559,1818,2088,2340,2598,2850,3114,3371,3635,3897
12,0.05861366770050813,0.0645397433736985,74.02934384418114,75.51512226969012,0.32,0.001,267,526,783,1041,1303,1559,1818,2088,2340,2599,2850,3114,3371,3635,3897
13,0.06079490391852238,0.06719304256678094,73.94352918148078,75.40795299568872,0.34,0.001,267,526,783,1041,1304,1559,1817,2089,2339,2600,2849,3113,3370,3634,3897
14,0.07185629150655759,0.07812927903801092,73.50680904897519,74.96460753457261,0.35,0.001,267,527,782,1040,1304,1559,1817,2089,2339,2600,2849,3113,3369,3634,3897
15,0.08827886791541695,0.09405433408226394,72.85358953279173,74.31429047990198,0.37,0.001,267,527,782,1040,1305,1559,1817,2089,2338,2601,2848,3112,3368,3634,3896
16,0.10507311509511641,0.11029120998320219,72.1794773680511,73.6453309153065,0.38,0.001,268,528,782,1040,1305,1559,1818,2090,2338,2602,2848,3112,3368,3634,3896
17,0.11792544933782434,0.12264170823957787,71.65930611123548,73.13238811502227,0.4,0.001,268,528,782,1039,1305,1559,1818,2090,2338,2603,2847,3112,3367,3633,3896
18,0.1247916312957984,0.12926363333118152,71.37985699323724,72.85587830715001,0.41,0.001,268,529,781,1039,1306,1560,1818,2091,2337,2604,2847,3111,3366,3633,3896
19,0.12649716164609304,0.1309520095808343,71.31027809312448,72.7852114905133,0.43,0.001,268,529,781,1038,1306,1560,1818,2091,2337,2605,2847,3111,3366,3633,3895
20,0.12611122569562283,0.13077375025477012,71.32602851519212,72.79267433952403,0.44,0.001,269,529,780,1038,1307,1560,1818,2092,2337,2606,2846,3111,3365,3633,3895
21,0.1271854284585514,0.13209082495811508,71.28217475287914,72.73750832402428,0.46,0.001,269,530,780,1037,1307,1560,1818,2092,2337,2607,2846,3110,3364,3632,3895
22,0.1318124367062592,0.1370212112700221,71.0929807650692,72.53061045603435,0.47,0.001,269,530,779,1037,1308,1560,1819,2093,2336,2608,2845,3110,3364,3632,3895
23,0.1395636133911392,0.1451145850247615,70.77491693522148,72.18969828903914,0.49,0.001,269,530,779,1036,1309,1560,1819,2093,2336,2608,2845,3110,3363,3632,3894
24,0.14790669582369487,0.15396761406024395,70.43094884131195,71.81493414064376,0.5,0.001,270,531,778,1036,1309,1561,1819,2094,2335,2609,2844,3109,3363,3632,3894
25,0.15409576607767073,0.16091543036206113,70.17469829824707,71.51944665613682,0.51,0.001,270,531,777,1035,1310,1561,1818,2094,2335,2610,2844,3109,3362,3632,3894
26,0.15695721581849686,0.16468630365252157,70.05590680395908,71.35855901931106,0.53,0.001,270,531,777,1034,1310,1561,1818,2095,2334,2611,2843,3108,3361,3631,3894
27,0.15764761697112806,0.1662705520753307,70.02721638874596,71.29085999446212,0.54,0.001,270,531,776,1034,1311,1561,1818,2096,2333,2612,2843,3108,3361,3631,3893
28,0.15866413756484476,0.16802149670203503,69.98495234468264,71.21595609372768,0.56,0.001,271,531,775,1033,1312,1562,1818,2096,2333,2613,2842,3107,3360,3631,3893
29,0.16188026758018614,0.17167731009917897,69.85106225704445,71.05931858533756,0.57,0.001,271,532,775,1032,1312,1562,1818,2097,2332,2614,2842,3107,3360,3631,3893
30,0.16729066176571583,0.17717574305451123,69.62523493564493,70.82308021687739,0.59,0.001,271,532,774,1032,1313,1562,1818,2098,2332,2615,2841,3106,3359,3630,3893
31,0.17327001534997666,0.1830385893852421,69.37480996595595,70.57031206755784,0.6,0.001,271,532,773,1031,1313,1562,1819,2099,2332,2616,2841,3106,3359,3630,3892
32,0.17795901345682286,0.1876149840032515,69.17778838796453,70.37237728238972,0.62,0.001,272,533,773,1031,1314,1562,1819,2100,2331,2618,2841,3106,3358,3630,3892
33,0.18065441556408235,0.19034676930600902,69.0642851862035,70.25395826815561,0.63,0.001,272,533,772,1030,1314,1562,1819,2101,2331,2619,2840,3105,3358,3629,3892
34,0.18216475962581535,0.19203835538232417,69.0006015032659,70.18052892807947,0.65,0.001,272,534,771,1030,1315,1562,1819,2102,2331,2620,2840,3105,3357,3629,3892
35,0.1840667797301263,0.19426029339495643,68.92031460770474,70.08396192246839,0.66,0.001,273,534,770,1029,1316,1562,1819,2103,2330,2621,2839,3104,3357,3629,3891
36,0.18735255751814983,0.1979929557400304,68.78140617883223,69.92144029194479,0.68,0.001,273,534,769,1028,1316,1562,1819,2103,2330,2622,2839,3103,3357,3628,3891
