epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.08047223226117335,0.08234019501625135,0.00031523387584642126,9.720447601024862e-05,0.01,0.001,33,66,99,132,165
1,0.20804722322611732,0.2275189599133261,0.0698713091378198,0.08247554914221589,0.02,0.001,33,66,99,132,165
2,0.2310564992169618,0.24810400866738894,0.049604684475911376,0.05326197644395003,0.02,0.001,33,66,99,132,165
3,0.23346584748825444,0.24918743228602383,0.00018947828413240497,0.0,0.03,0.001,33,66,99,132,165
4,0.23346584748825444,0.24918743228602383,2.8776551835751896e-05,0.0,0.04,0.001,33,66,99,132,165
5,0.23346584748825444,0.24918743228602383,1.4388482943328285e-05,0.0,0.04,0.001,33,66,99,132,165
6,0.23346584748825444,0.24918743228602383,0.0,0.0,0.05,0.001,33,66,99,132,165
7,0.23346584748825444,0.24918743228602383,0.0,0.0,0.06,0.001,33,66,99,132,165
8,0.23346584748825444,0.24918743228602383,0.0,0.0,0.06,0.001,33,66,99,132,165
9,0.23346584748825444,0.24918743228602383,0.0,0.0,0.07,0.001,33,66,99,132,165
10,0.23346584748825444,0.24918743228602383,0.0,0.0,0.07,0.001,33,66,99,132,165
11,0.23346584748825444,0.24918743228602383,0.0,0.0,0.08,0.001,33,66,99,132,165
12,0.23346584748825444,0.24918743228602383,0.0,0.0,0.09,0.001,33,66,99,133,165
13,0.23346584748825444,0.24918743228602383,0.0,0.0,0.09,0.001,33,66,99,133,165
14,0.23346584748825444,0.24918743228602383,0.0,0.0,0.1,0.001,33,65,99,133,165
15,0.23346584748825444,0.24918743228602383,0.0,0.0,0.11,0.001,33,65,99,133,165
16,0.23346584748825444,0.24918743228602383,0.0,0.0,0.11,0.001,33,65,99,133,165
17,0.23346584748825444,0.24918743228602383,0.0,0.0,0.12,0.001,33,65,99,133,164
18,0.23346584748825444,0.24918743228602383,0.0,0.0,0.13,0.001,33,65,99,133,164
19,0.23346584748825444,0.24918743228602383,0.0,0.0,0.13,0.001,33,65,99,133,164
20,0.23346584748825444,0.24918743228602383,0.0,0.0,0.14,0.001,33,65,99,133,164
21,0.23346584748825444,0.24918743228602383,0.0,0.0,0.14,0.001,33,65,99,133,164
22,0.23346584748825444,0.24918743228602383,0.0,0.0,0.15,0.001,33,65,99,133,164
23,0.23346584748825444,0.24918743228602383,0.0,0.0,0.16,0.001,32,65,99,133,164
24,0.23346584748825444,0.24918743228602383,0.0,0.0,0.16,0.001,32,65,99,133,164
25,0.23346584748825444,0.24918743228602383,0.0,0.0,0.17,0.001,32,65,99,133,164
26,0.23346584748825444,0.24918743228602383,0.0,0.0,0.18,0.001,32,65,99,133,164
