epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.1955128205128205,0.22115384615384615,0.003186429459409945,0.0072281583909491465,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.24946581196581197,0.266025641025641,0.05763484317561307,0.05701615457713016,0.01,0.001,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.30146011396011396,0.3189102564102564,0.08768869896938103,0.09840078328981716,0.02,0.001,8,16,24,33,41,49,57,65,73,81,89,97,105,113,122
3,0.33084045584045585,0.33653846153846156,0.0826465873163037,0.08903182125930942,0.02,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
4,0.31499287749287747,0.3108974358974359,0.03987482721548152,0.037202893558387906,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
5,0.3002136752136752,0.296474358974359,0.008904149450037813,0.010232396808879662,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
6,0.2978988603988604,0.2916666666666667,0.0016311942776731092,0.0006956521739129862,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
7,0.29772079772079774,0.2900641025641026,0.0007892813641900975,-0.0019137091162142461,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
8,0.29772079772079774,0.2916666666666667,0.0004410793528561996,0.0,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
9,0.29772079772079774,0.2916666666666667,0.0003606905762274515,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
10,0.29754273504273504,0.2916666666666667,0.0,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
11,0.29754273504273504,0.2916666666666667,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
12,0.29754273504273504,0.2916666666666667,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
13,0.29754273504273504,0.2916666666666667,0.0,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
14,0.2978988603988604,0.2916666666666667,0.0004667280665341389,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
15,0.29825498575498577,0.2916666666666667,0.0009334937185081493,0.0,0.09,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
16,0.2984330484330484,0.2916666666666667,0.0011668906404537216,0.0,0.09,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
17,0.2984330484330484,0.2916666666666667,0.0011668906404537216,0.0,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
18,0.29914529914529914,0.2916666666666667,0.0020804797689999432,0.0,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
19,0.29967948717948717,0.2916666666666667,0.0027808526148114243,0.0,0.11,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
20,0.30128205128205127,0.2916666666666667,0.0048223511863499935,0.0,0.11,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
