epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5
0,0,0,78.05700165784297,81.4402640072004,0.14,0.001,696,1390,2080,2772,3465
1,0.02264196295452181,0.01878360045908556,75.71157879784637,78.9770999987892,0.15,0.001,695,1391,2080,2772,3464
2,0.060624752385614045,0.06113976274123534,74.22582203148713,77.25369441509739,0.16,0.001,695,1391,2080,2771,3464
3,0.06852315982770807,0.07367825982355758,73.91311080734425,76.73609465340446,0.17,0.001,694,1392,2080,2770,3463
4,0.0968952526033372,0.10174333506399635,72.77874083266005,75.56470995527609,0.18,0.001,694,1392,2081,2769,3463
5,0.12740988195686487,0.13025030287411143,71.5386252477901,74.35598496422463,0.19,0.001,693,1393,2082,2768,3462
6,0.13657520026818593,0.13906872175455387,71.16193502212928,73.9780768834592,0.21,0.001,693,1393,2083,2767,3462
7,0.14186800797961818,0.14527083193389068,70.9434813006981,73.71112587747524,0.22,0.001,692,1394,2084,2766,3461
8,0.1579250022902472,0.16288153753329504,70.27661584321629,72.94780547911465,0.23,0.001,692,1395,2085,2765,3461
9,0.17078408340283735,0.17825292610201404,69.73796519158341,72.27495716770609,0.24,0.001,691,1395,2086,2764,3460
10,0.1729117375506385,0.18340884705144556,69.64843706183399,72.0478661691743,0.25,0.001,691,1396,2087,2763,3460
11,0.17679234479597639,0.18902940330283902,69.48485109180274,71.79948478662642,0.26,0.001,690,1396,2088,2762,3459
12,0.18691851173345597,0.1992027582550443,69.05616840320096,71.34771602533083,0.27,0.001,689,1397,2089,2761,3459
13,0.1924864566446579,0.20470216639794547,68.8193187470822,71.10230717731669,0.29,0.001,689,1397,2090,2760,3459
14,0.1921353367649522,0.20503622628165574,68.8342807264302,71.08737265352582,0.3,0.001,688,1398,2091,2759,3458
15,0.19562565544417,0.20961323434611445,68.68542066347669,70.88243319707288,0.31,0.001,688,1399,2092,2758,3458
16,0.20225497573757067,0.2176303541422302,68.40179933557121,70.522024623739,0.32,0.001,687,1399,2093,2757,3458
17,0.20469530513294942,0.2218168718322212,68.29709484350342,70.3330907350427,0.33,0.001,686,1400,2094,2756,3457
18,0.20529905299918405,0.2237196434314177,68.27116630348057,70.24704592320947,0.34,0.001,686,1400,2095,2755,3457
19,0.21004659375349655,0.22861342109661276,68.06693698232829,70.02527445501374,0.35,0.001,685,1401,2096,2754,3457
20,0.21552155184470023,0.23359037287904516,67.83064633358029,69.79901041897908,0.36,0.001,684,1402,2097,2753,3456
21,0.2178272461363242,0.23558124119266965,67.73089127431072,69.70829286211217,0.37,0.001,684,1402,2098,2752,3456
22,0.2206474959357576,0.23840409947173047,67.60867625881127,69.57946362118999,0.38,0.001,683,1403,2099,2751,3456
23,0.22600080199822203,0.24402576072520632,67.37607620313942,69.3221892179463,0.4,0.001,683,1403,2100,2750,3456
24,0.23013152240783452,0.24869793075484825,67.19604960138096,69.10764220357615,0.41,0.001,682,1404,2101,2749,3456
25,0.23252111317426194,0.2515161045363721,67.09168313071673,68.97791058329832,0.42,0.001,681,1404,2102,2748,3456
26,0.23665766176828196,0.25542228808849055,66.91063230043302,68.79768232833138,0.43,0.001,681,1405,2103,2747,3456
27,0.24191112373314616,0.25991780674363796,66.67999093735878,68.58967456571908,0.44,0.001,680,1405,2103,2746,3455
28,0.24552389965927846,0.2628543143525883,66.52091203735296,68.45346560346671,0.45,0.001,679,1405,2104,2745,3455
29,0.24885423316875266,0.26582684281554236,66.37393331299194,68.31530901132264,0.46,0.001,679,1406,2105,2744,3455
30,0.2534800726370785,0.27037028509600713,66.16924249486124,68.1035982724573,0.47,0.001,678,1406,2106,2743,3456
31,0.25749903369486216,0.2745637099645438,65.9908847872189,67.90760899468484,0.48,0.001,677,1407,2107,2742,3456
32,0.2603710545710465,0.2775621413535665,65.86313564292813,67.76711831130751,0.5,0.001,677,1407,2108,2740,3456
33,0.26401188792009733,0.2809750187708385,65.70083044447574,67.6068634702221,0.51,0.001,676,1408,2108,2739,3456
34,0.26803872630308534,0.2845123164070229,65.52085113606012,67.44035631694312,0.52,0.001,675,1408,2109,2738,3456
35,0.271071218330982,0.2871675181593337,65.38498146196304,67.315104116294,0.53,0.001,675,1409,2110,2737,3456
36,0.27416996696737195,0.29015516808570063,65.24585041283277,67.17389033671304,0.54,0.001,674,1409,2111,2736,3456
37,0.27794124436323175,0.2941070303233537,65.07613104688423,66.98664016755505,0.55,0.001,673,1410,2111,2735,3456
38,0.28113068374975425,0.297625310305619,64.93224759196119,66.81950091945464,0.56,0.001,673,1410,2112,2734,3457
39,0.28413083114371196,0.30079872363994786,64.79660937068775,66.66837969804351,0.57,0.001,672,1411,2112,2733,3457
40,0.28786969282291786,0.3043757066098075,64.62717597884036,66.49762830592155,0.58,0.001,671,1411,2113,2732,3457
41,0.29139171210991976,0.3076331536757174,64.46717081803148,66.341751765715,0.59,0.001,670,1412,2114,2731,3457
42,0.294675162982057,0.31083013009177296,64.3176322053292,66.18840370605903,0.61,0.001,670,1412,2114,2730,3458
43,0.2984861025476052,0.31480727599140934,64.14364144855864,65.9971442327242,0.62,0.001,669,1412,2115,2729,3458
44,0.30189696978182745,0.31852735939658383,63.98751518545922,65.81774522070397,0.63,0.001,668,1413,2116,2728,3458
45,0.3052555087792359,0.3220436984826348,63.83340515185799,65.64771556264354,0.64,0.001,668,1413,2116,2727,3458
