epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.0019274786170340923,0.0021668472372697724,-4.536818133149545e-05,0.0,0.01,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.007830381881701,0.007583965330444204,-0.0051292926207300304,-0.006307064412040875,0.02,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.08384531984098302,0.08234019501625135,0.03194977525367226,0.032704249993504186,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.09878327912299723,0.09209100758396534,0.0293132185481485,0.024113471598034897,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.224792193711601,0.23076923076923078,0.09889501354172647,0.1033378713971993,0.04,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
5,0.22768341163715214,0.2437703141928494,0.06707868314928933,0.07761184200165228,0.05,0.001,13,25,37,50,62,75,86,99,112,124,136,149,161,173,186
6,0.2290085531863631,0.24810400866738894,0.050034461606355274,0.06028691849419876,0.05,0.001,13,25,37,50,62,75,86,99,112,124,136,149,161,173,186
7,0.23250210817973738,0.24810400866738894,0.040166119845677084,0.04441225480470157,0.06,0.001,13,25,37,50,62,75,86,99,112,124,136,149,161,173,186
8,0.23346584748825444,0.24918743228602383,0.019698252527434734,0.020310920508500585,0.07,0.001,13,25,37,50,62,74,86,100,112,124,136,148,161,173,186
9,0.23346584748825444,0.24918743228602383,0.006107705783453765,0.006250174781173956,0.07,0.001,13,25,37,50,62,74,86,100,112,124,136,148,161,174,186
10,0.23346584748825444,0.24918743228602383,0.0008852371110977808,0.0006983436600705994,0.08,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
11,0.23346584748825444,0.24918743228602383,0.00016563182113249475,0.0,0.09,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
12,0.23346584748825444,0.24918743228602383,0.00010913387495026239,0.0,0.09,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
13,0.23346584748825444,0.24918743228602383,6.548318354371307e-05,0.0,0.1,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
14,0.23346584748825444,0.24918743228602383,6.548318354371307e-05,0.0,0.11,0.001,13,25,37,50,63,74,86,100,112,125,137,148,161,174,185
15,0.23346584748825444,0.24918743228602383,6.548318354371307e-05,0.0,0.11,0.001,13,25,37,50,63,74,86,100,112,125,137,148,161,174,185
16,0.23346584748825444,0.24918743228602383,4.365640861603293e-05,0.0,0.12,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
17,0.23346584748825444,0.24918743228602383,4.365640861603293e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
18,0.23346584748825444,0.24918743228602383,4.365640861603293e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
19,0.23346584748825444,0.24918743228602383,4.365640861603293e-05,0.0,0.14,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
20,0.23346584748825444,0.24918743228602383,4.365640861603293e-05,0.0,0.14,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
21,0.23346584748825444,0.24918743228602383,0.0,0.0,0.15,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
22,0.23346584748825444,0.24918743228602383,0.0,0.0,0.16,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
23,0.23346584748825444,0.24918743228602383,0.0,0.0,0.16,0.001,13,25,37,50,62,75,86,100,113,125,137,148,161,174,185
24,0.23346584748825444,0.24918743228602383,0.0,0.0,0.17,0.001,13,26,36,51,62,75,86,100,113,125,137,148,161,174,185
25,0.23346584748825444,0.24918743228602383,0.0,0.0,0.18,0.001,13,26,36,51,62,75,86,100,113,125,137,148,161,174,185
26,0.23346584748825444,0.24918743228602383,0.0,0.0,0.18,0.001,13,26,36,51,62,75,86,101,113,125,137,148,161,174,185
27,0.23346584748825444,0.24918743228602383,0.0,0.0,0.19,0.001,13,26,36,51,62,75,86,101,113,125,137,148,161,174,185
28,0.23346584748825444,0.24918743228602383,0.0,0.0,0.2,0.001,13,26,36,51,62,75,86,101,113,125,137,148,161,174,185
29,0.23346584748825444,0.24918743228602383,0.0,0.0,0.21,0.001,13,26,36,51,62,75,86,101,113,125,137,148,161,174,185
30,0.23346584748825444,0.24918743228602383,0.0,0.0,0.21,0.001,12,26,36,51,62,75,86,101,113,125,137,148,161,174,185
31,0.23346584748825444,0.24918743228602383,0.0,0.0,0.22,0.001,12,26,36,51,62,75,86,101,112,125,138,148,161,174,185
32,0.23346584748825444,0.24918743228602383,3.4683112873801214e-05,0.0,0.23,0.001,12,26,36,51,62,75,86,101,112,125,138,148,161,174,185
33,0.23346584748825444,0.24918743228602383,3.4683112873801214e-05,0.0,0.24,0.001,12,26,36,51,62,75,86,101,112,125,138,148,161,174,185
