epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.0018070112034694614,0.0010834236186348862,-3.223326871992782e-05,0.0,0.01,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.005782435851102277,0.009750812567713976,-0.0062869143084447465,-0.0035472972972971917,0.02,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.08095410191543187,0.09642470205850487,0.03005360117609679,0.03810315204148573,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.09878327912299723,0.11159263271939328,0.028904410314197437,0.033049752851881053,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.23864594627153354,0.24052004333694474,0.10684843137360722,0.10651557604221185,0.04,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
5,0.23515239127815926,0.2275189599133261,0.06519684972890594,0.05928607981428702,0.05,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
6,0.2364775328273702,0.2221018418201517,0.0500134683814083,0.03951012717852098,0.05,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
7,0.2408143597156969,0.22535211267605634,0.03820472439033962,0.03116673395236169,0.06,0.001,13,25,37,50,62,75,86,99,111,124,136,148,161,173,186
8,0.24153716419708468,0.22535211267605634,0.015749189331217717,0.01185868401548218,0.07,0.001,13,25,37,50,62,75,86,100,111,124,136,148,161,173,186
9,0.24153716419708468,0.22535211267605634,0.004093911010524587,0.0034880823851839438,0.07,0.001,13,25,37,50,62,74,86,100,111,124,136,148,161,174,186
10,0.24153716419708468,0.22535211267605634,0.00044353885752113076,0.0,0.08,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
11,0.24153716419708468,0.22535211267605634,6.625651403602273e-05,0.0,0.09,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
12,0.24153716419708468,0.22535211267605634,7.077150990419945e-05,0.0,0.09,0.001,13,25,37,50,62,75,86,100,111,124,137,148,161,174,185
13,0.24153716419708468,0.22535211267605634,4.718211965260011e-05,0.0,0.1,0.001,13,25,37,50,62,75,86,100,111,124,137,148,161,174,185
14,0.24153716419708468,0.22535211267605634,4.718211965260011e-05,0.0,0.11,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
15,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.11,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
16,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.12,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
17,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
18,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
19,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.14,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
20,0.24153716419708468,0.22535211267605634,2.3591616377660607e-05,0.0,0.15,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
21,0.24153716419708468,0.22535211267605634,0.0,0.0,0.15,0.001,13,25,37,50,62,75,86,100,111,125,137,148,161,174,185
22,0.24153716419708468,0.22535211267605634,0.0,0.0,0.16,0.001,13,25,37,50,62,75,86,100,111,125,137,148,161,174,185
23,0.24153716419708468,0.22535211267605634,0.0,0.0,0.17,0.001,13,25,37,51,62,75,86,100,111,125,137,148,161,174,185
24,0.24153716419708468,0.22535211267605634,0.0,0.0,0.17,0.001,13,26,36,51,62,75,86,100,110,125,137,148,161,174,185
25,0.24153716419708468,0.22535211267605634,0.0,0.0,0.18,0.001,13,26,36,51,62,75,86,100,110,125,137,148,161,174,185
26,0.24153716419708468,0.22535211267605634,0.0,0.0,0.19,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
27,0.24153716419708468,0.22535211267605634,0.0,0.0,0.19,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
28,0.24153716419708468,0.22535211267605634,0.0,0.0,0.2,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
29,0.24153716419708468,0.22535211267605634,0.0,0.0,0.21,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
30,0.24153716419708468,0.22535211267605634,0.0,0.0,0.21,0.001,12,26,36,51,62,75,86,101,110,125,137,148,161,174,185
31,0.24153716419708468,0.22535211267605634,0.0,0.0,0.22,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
32,0.24153716419708468,0.22535211267605634,0.0,0.0,0.23,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
33,0.24153716419708468,0.22535211267605634,1.907619443441977e-05,0.0,0.24,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
34,0.24153716419708468,0.22535211267605634,1.907619443441977e-05,0.0,0.24,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
35,0.24165763161064932,0.22535211267605634,0.00019697660522555172,0.0,0.25,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
36,0.26502830984218767,0.24593716143011918,0.03493024079999618,0.029015802480331976,0.26,0.001,12,26,36,51,62,76,86,101,110,125,138,148,161,174,185
37,0.3340561378147211,0.3347778981581798,0.13835370770992117,0.1539214895897716,0.26,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
38,0.35814962052764726,0.35752979414951247,0.17476484487814148,0.18678897392353422,0.27,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
39,0.3614022406938923,0.35861321776814736,0.18044089677236919,0.1889604481366971,0.28,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
40,0.36200457776171546,0.35969664138678226,0.18356377552327985,0.1909284937728133,0.28,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
41,0.36200457776171546,0.35969664138678226,0.18562954383294672,0.19182390868900445,0.29,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
42,0.36224551258884474,0.35969664138678226,0.188290719613886,0.19380664116767266,0.3,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
43,0.3623659800024093,0.35969664138678226,0.19020374772730186,0.19518877528438006,0.31,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
44,0.36224551258884474,0.3607800650054171,0.19129901626113865,0.19763136452910923,0.31,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
45,0.36224551258884474,0.3607800650054171,0.1923658971222637,0.1981216813572898,0.32,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
46,0.3621250451752801,0.3607800650054171,0.1927458267001564,0.19880711903357207,0.33,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
47,0.3621250451752801,0.3607800650054171,0.19310042757762613,0.19910051945148743,0.33,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
48,0.3621250451752801,0.3607800650054171,0.1933514147715748,0.1992960003764075,0.34,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
49,0.3621250451752801,0.3607800650054171,0.19354324082638774,0.19939370505897558,0.35,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
50,0.3621250451752801,0.3607800650054171,0.19360224587426933,0.19939370505897558,0.35,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
51,0.36200457776171546,0.3607800650054171,0.19353845977739204,0.19939370505897558,0.36,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
52,0.36200457776171546,0.3607800650054171,0.19355320923829167,0.19949138589992355,0.37,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
53,0.36200457776171546,0.3607800650054171,0.19361220168719606,0.19949138589992355,0.37,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
54,0.36200457776171546,0.3607800650054171,0.19373016069662652,0.19949138589992355,0.38,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
55,0.36200457776171546,0.3607800650054171,0.19381860730882283,0.19949138589992355,0.39,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
56,0.36200457776171546,0.3607800650054171,0.1939659752149755,0.19958904290797708,0.39,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
57,0.36200457776171546,0.3607800650054171,0.19424582585718553,0.19968667609185742,0.4,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
58,0.36200457776171546,0.3607800650054171,0.19440775584887338,0.1999794327856088,0.41,0.001,12,26,37,50,61,77,86,102,110,124,138,149,160,174,185
59,0.36200457776171546,0.3607800650054171,0.194716714260865,0.1999794327856088,0.41,0.001,12,26,37,50,61,77,86,102,110,124,138,149,160,174,185
60,0.36200457776171546,0.3607800650054171,0.19499604393112446,0.20027197537536134,0.42,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
61,0.36200457776171546,0.3607800650054171,0.19528986588944208,0.20066169951678914,0.43,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
62,0.3618841103481508,0.3607800650054171,0.19537286664795384,0.20085641918167652,0.44,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
63,0.3617636429345862,0.3607800650054171,0.19541179414138532,0.20105104400183094,0.44,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
64,0.3617636429345862,0.3607800650054171,0.19555852481332758,0.2011483208667857,0.45,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
65,0.3617636429345862,0.3607800650054171,0.1956612044446686,0.20124557404653154,0.46,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
66,0.36164317552102154,0.3607800650054171,0.1955973919777173,0.20124557404653154,0.46,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
67,0.36164317552102154,0.3607800650054171,0.1956560525214831,0.2013428035497179,0.47,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
68,0.36164317552102154,0.3607800650054171,0.1957000423150249,0.20144000938498996,0.48,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
69,0.36164317552102154,0.3607800650054171,0.19575868788887185,0.20153719156098837,0.48,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
70,0.36164317552102154,0.3607800650054171,0.1957733479460626,0.20153719156098837,0.49,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
71,0.36164317552102154,0.3607800650054171,0.19581732491105208,0.20173148496970783,0.5,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
72,0.36164317552102154,0.3607800650054171,0.19586129706678124,0.20173148496970783,0.5,0.001,12,27,37,50,61,77,86,102,110,124,139,149,160,174,185
73,0.36152270810745696,0.3607800650054171,0.19578283422001042,0.20173148496970783,0.51,0.001,12,27,37,50,61,77,86,102,110,124,139,149,160,174,185
74,0.36152270810745696,0.3607800650054171,0.19578283422001042,0.20173148496970783,0.52,0.001,12,27,37,50,61,77,86,102,110,124,139,149,160,174,185
75,0.36152270810745696,0.3607800650054171,0.19578283422001042,0.20173148496970783,0.52,0.001,12,27,37,50,61,77,86,102,110,124,139,149,160,174,185
76,0.36152270810745696,0.3607800650054171,0.19578283422001042,0.20173148496970783,0.53,0.001,12,27,37,50,61,77,86,102,110,124,139,149,160,174,185
77,0.36200457776171546,0.361863488624052,0.1965040600746515,0.20323164520785864,0.54,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
78,0.3630887844837971,0.3640303358613218,0.19817643613204694,0.2064732796700529,0.54,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
79,0.3640525237923142,0.3640303358613218,0.19968720559096031,0.2068624279216702,0.55,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
80,0.3661004698229129,0.36511375947995667,0.2026653040864882,0.209158287361078,0.56,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
81,0.3685098180942055,0.36619718309859156,0.20622760974188503,0.21113531471749714,0.57,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
82,0.37140103601975666,0.36728060671722645,0.21028709539755852,0.21277363254922055,0.57,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
83,0.37465365618600166,0.3694474539544962,0.2147988485718476,0.21625939397122618,0.58,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
84,0.3770630044572943,0.37269772481040087,0.21841777111013605,0.2207745056726802,0.59,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
85,0.3797132875557162,0.37703141928494044,0.22226272888305398,0.2268195181361794,0.59,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
86,0.38260450548126734,0.3781148429035753,0.22656993751583376,0.22837664049448958,0.6,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
87,0.38585712564751234,0.38028169014084506,0.23115760108079242,0.23144020892593553,0.61,0.001,12,27,37,50,61,77,86,101,110,124,139,149,160,174,185
88,0.3887483435730635,0.38136511375947996,0.23537836053326844,0.23306518974263446,0.61,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
89,0.39176002891217926,0.38461538461538464,0.2397681663565252,0.23788646156172044,0.62,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
90,0.39609685580050596,0.39003250270855905,0.24595655520675763,0.2459314465983773,0.63,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
91,0.402602096132996,0.39544962080173346,0.25500313022533716,0.2533217738743663,0.64,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
92,0.4092278038790507,0.39978331527627303,0.26409283123073,0.2593100111681025,0.64,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
93,0.4154921093844115,0.40520043336944744,0.2728191286793281,0.26658667623850074,0.65,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
94,0.420551740754126,0.40520043336944744,0.27983105024428834,0.26739995055538446,0.66,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
95,0.4244066979881942,0.409534127843987,0.28519320467649734,0.27365020965934694,0.66,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
96,0.4287435248765209,0.41278439869989164,0.2912239803512854,0.2780685614505992,0.67,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
97,0.4315142753885074,0.4182015167930661,0.2951300053947925,0.2855439887220971,0.68,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
98,0.43573063486326946,0.419284940411701,0.30097398837742184,0.28757275793245074,0.68,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
99,0.439465124683773,0.42145178764897073,0.3062387808082716,0.29049364962148205,0.69,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
100,0.44139260330080715,0.4225352112676056,0.30903360189034423,0.29236626837375956,0.7,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
101,0.4433200819178412,0.4247020585048754,0.3117489446460493,0.2951493004172041,0.71,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
102,0.44621129984339236,0.42903575297941493,0.3158023812883948,0.3009073152924234,0.71,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
103,0.4483797132875557,0.4279523293607801,0.31880848094241376,0.2998001456881898,0.72,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
104,0.4491025177689435,0.4312026002166847,0.3200356400060608,0.30418144483852905,0.73,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
105,0.45054812673171907,0.4322860238353196,0.3220602053788554,0.3056324439799235,0.73,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
106,0.4522346705216239,0.4344528710725894,0.32440704014362765,0.3087015286430459,0.74,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
107,0.4534393446572702,0.43661971830985913,0.32609717338681954,0.31154181584503804,0.75,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
108,0.45512588844717505,0.437703141928494,0.3283562849714342,0.31309534905396585,0.75,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
109,0.4562100951692567,0.4398699891657638,0.3298961314086739,0.3160944415143663,0.76,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
110,0.45717383447777377,0.4398699891657638,0.33131762512292995,0.31613266588609923,0.77,0.001,12,27,37,50,61,76,86,101,110,124,139,149,160,174,185
111,0.45789663895916155,0.4398699891657638,0.33239590491117277,0.31613266588609923,0.78,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
112,0.4584989760269847,0.4398699891657638,0.3333493357147641,0.31613266588609923,0.78,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
113,0.45946271533550176,0.4409534127843987,0.33464314356599467,0.317602119401146,0.79,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
114,0.4600650524033249,0.4409534127843987,0.335477862968675,0.317602119401146,0.8,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
115,0.46018551981688954,0.4409534127843987,0.3356990150367718,0.317602119401146,0.8,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
116,0.4603059872304542,0.4409534127843987,0.33594282696532307,0.317602119401146,0.81,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
117,0.46102879171184197,0.4409534127843987,0.3369013149123632,0.31776829493642056,0.82,0.001,12,27,37,50,61,76,86,101,110,125,139,149,160,174,185
118,0.46175159619322975,0.4409534127843987,0.33790297170854633,0.31776829493642056,0.82,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
119,0.46175159619322975,0.4431202600216685,0.3379985068902911,0.3207667649294813,0.83,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
120,0.461992531020359,0.4442036836403034,0.33835466519794066,0.32237539766702006,0.84,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
121,0.4621129984339236,0.4442036836403034,0.33858704220767666,0.32237539766702006,0.85,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
122,0.4621129984339236,0.4442036836403034,0.33861889705210835,0.32237539766702006,0.85,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
123,0.46223346584748826,0.4452871072589382,0.33881832187870653,0.3237572729119981,0.86,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
124,0.46247440067461754,0.4452871072589382,0.33916723328326404,0.3237572729119981,0.87,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
125,0.4630767377424407,0.4463705308775731,0.3400064808507629,0.3251012377477285,0.87,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
126,0.4630767377424407,0.4463705308775731,0.3400546428027511,0.32528853691613113,0.88,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
127,0.4628358029153114,0.447453954496208,0.33985316638245133,0.32666959421090047,0.89,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,174,185
128,0.4630767377424407,0.447453954496208,0.3402751255780061,0.3267302658866943,0.89,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
129,0.46379954222382846,0.447453954496208,0.3413158529253284,0.3267302658866943,0.9,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
130,0.46452234670521625,0.4496208017334778,0.3423949406716308,0.32953739504449886,0.91,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
131,0.4666907601493796,0.4517876489707476,0.3453816848516533,0.3324633670838313,0.92,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
132,0.4686182387664137,0.4539544962080173,0.3480828845729762,0.33524437191516365,0.92,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
133,0.4705457173834478,0.4561213434452871,0.35080601945110557,0.3380241847919262,0.93,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
134,0.4715094566919648,0.4582881906825569,0.35236800441954563,0.340966601358337,0.94,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
135,0.473075533068305,0.4582881906825569,0.3546225372066011,0.34110773852185405,0.94,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
136,0.47367787013612817,0.4582881906825569,0.35557192629520973,0.34124881524705664,0.95,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
137,0.4748825442717745,0.46153846153846156,0.35735471905005733,0.3454816028125124,0.96,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
138,0.4756053487531623,0.4626218851570964,0.35837947186658226,0.34686843295389214,0.97,0.001,12,27,37,50,61,76,86,102,111,125,139,149,161,174,185
139,0.47596675099385616,0.4647887323943662,0.3590547692854724,0.3497107683180066,0.97,0.001,12,27,37,50,61,76,86,102,111,125,139,149,161,174,185
140,0.4772918925430671,0.46912242686890576,0.3609335696860486,0.35525212839359743,0.98,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,174,185
141,0.4788579689194073,0.47020585048754066,0.36320766159750295,0.35677425882829095,0.99,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,173,185
142,0.4800626430550536,0.4734561213434453,0.3648815203935889,0.36092535025458816,0.99,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,173,185
143,0.48259245873991086,0.47670639219934996,0.3683037697277973,0.36554816784028876,1.0,0.001,12,27,37,50,61,76,86,101,111,125,139,149,161,173,185
144,0.485483676665462,0.4799566630552546,0.37215976731485545,0.370026789218335,1.01,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,173,185
145,0.488736296831707,0.48320693391115926,0.37663946143630544,0.3743644471222848,1.01,0.001,12,27,37,50,61,76,86,101,111,125,139,149,160,173,185
146,0.492350319238646,0.48429035752979416,0.3814337248739603,0.37587560356449323,1.02,0.001,12,27,37,50,61,77,86,101,111,125,139,149,160,173,185
147,0.49512106975063247,0.48429035752979416,0.3851226091232456,0.37614147389466424,1.03,0.001,12,27,37,50,61,77,86,101,111,125,139,149,160,173,185
