epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
15,0,0,77.23985446120092,79.1529682501705,0.43,0.001,140,276,411,545,682,818,953,1087,1224,1352,1485,1613,1742,1871,2023,2146,2283,2421,2543,2673,2807,2948,3078,3214,3344,3482,3615,3752,3887,4021
16,0,0,77.3406059967046,79.24531729067655,0.44,0.001,140,277,411,546,683,818,953,1087,1225,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2672,2806,2948,3078,3213,3343,3482,3614,3751,3887,4021
17,0,0,77.2986358324809,79.19080806527516,0.46,0.001,141,277,411,546,683,819,953,1088,1226,1353,1485,1614,1742,1871,2023,2146,2283,2422,2543,2671,2806,2947,3077,3213,3342,3482,3614,3751,3887,4021
18,0,0,77.05832751782087,78.9378433038853,0.48,0.001,141,277,412,547,684,819,954,1089,1227,1353,1485,1615,1742,1871,2023,2146,2283,2422,2543,2671,2805,2947,3077,3212,3342,3481,3614,3751,3886,4021
19,0,0,76.62809052698951,78.49209379971018,0.5,0.001,141,277,412,547,684,820,954,1089,1228,1354,1485,1615,1742,1870,2022,2146,2283,2422,2544,2670,2805,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.00575530037047689,0.00382107223338346,76.07932037210408,77.92735937938453,0.52,0.001,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1742,1870,2022,2146,2284,2423,2544,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.019970788650892524,0.018249058174638955,75.53347379845906,77.36097346106595,0.54,0.001,141,278,413,548,685,821,954,1091,1229,1355,1486,1617,1743,1870,2022,2146,2284,2423,2545,2669,2803,2946,3075,3211,3340,3480,3613,3750,3886,4020
22,0.031134814718621895,0.02988507273029095,75.10202045592715,76.90115789724821,0.55,0.001,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2145,2284,2423,2545,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.037963356352997635,0.037380342125716726,74.83689621541136,76.6034998639504,0.57,0.001,141,278,413,549,685,822,954,1093,1231,1356,1486,1618,1743,1869,2021,2145,2285,2423,2545,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.0412096960704984,0.041425313818357345,74.71052207938986,76.44238664878603,0.59,0.001,142,279,414,549,686,823,954,1094,1232,1356,1486,1619,1744,1869,2021,2145,2285,2423,2545,2667,2802,2945,3074,3209,3338,3479,3611,3750,3885,4020
25,0.04367267894271931,0.04462603261170528,74.61449753357252,76.31465944426242,0.61,0.001,142,279,414,550,686,824,954,1094,1233,1357,1486,1619,1744,1869,2021,2145,2285,2423,2546,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
26,0.04847917175286953,0.0498780587303852,74.42675785734758,76.10460651506254,0.63,0.001,142,279,414,550,686,824,954,1095,1234,1357,1487,1620,1745,1869,2020,2145,2286,2423,2546,2666,2801,2944,3073,3208,3337,3479,3611,3749,3884,4019
27,0.05681125214884508,0.058389981391989365,74.10018160613711,75.7629391537759,0.65,0.001,142,279,415,550,687,825,954,1096,1235,1357,1487,1621,1745,1869,2020,2145,2286,2423,2546,2665,2800,2944,3072,3207,3336,3479,3610,3749,3884,4019
28,0.0676002699772481,0.06911665489066421,73.67514739550916,75.33015871813892,0.66,0.001,142,280,415,551,687,826,954,1097,1236,1358,1487,1622,1745,1869,2020,2144,2286,2423,2547,2664,2800,2943,3071,3206,3336,3478,3610,3749,3884,4019
29,0.07858909742461129,0.07995774623462748,73.23971370822322,74.89022891351549,0.68,0.001,142,280,415,551,687,826,953,1098,1236,1358,1487,1622,1746,1869,2020,2144,2286,2423,2547,2664,2799,2943,3071,3206,3335,3478,3610,3749,3884,4019
30,0.0876659113803353,0.08891897214848676,72.87808205317975,74.52461972605093,0.7,0.001,142,280,416,552,687,827,953,1098,1237,1359,1487,1623,1746,1869,2020,2144,2286,2423,2548,2663,2799,2942,3070,3205,3334,3478,3609,3749,3883,4019
31,0.0940796041721268,0.0953207653840642,72.62146008476937,74.26233259848999,0.72,0.001,143,281,416,552,688,827,953,1099,1238,1359,1487,1624,1747,1869,2020,2144,2286,2423,2548,2663,2798,2942,3070,3204,3334,3477,3609,3749,3883,4019
32,0.09882360575513804,0.10019341246754399,72.43105895112434,74.06207146500495,0.74,0.001,143,281,416,553,688,828,952,1100,1239,1360,1487,1625,1747,1870,2020,2144,2287,2423,2548,2662,2798,2941,3069,3204,3333,3477,3609,3748,3883,4018
33,0.10391153679976628,0.10551105995690635,72.22630518139668,73.8429003072147,0.76,0.001,143,281,417,553,688,829,951,1101,1239,1360,1488,1626,1748,1870,2019,2144,2287,2422,2549,2662,2797,2941,3069,3203,3332,3477,3608,3748,3883,4018
34,0.1107627198411919,0.11261758276243405,71.94966570131685,73.5489845273203,0.77,0.001,143,281,417,553,688,829,951,1102,1240,1360,1488,1626,1749,1870,2019,2144,2287,2422,2549,2661,2797,2940,3068,3202,3332,3477,3608,3748,3882,4018
35,0.11913837903306856,0.12134893340313468,71.61002447610774,73.18624905527848,0.79,0.001,143,282,417,554,688,830,950,1103,1241,1361,1488,1627,1749,1870,2019,2144,2287,2422,2550,2661,2796,2940,3068,3201,3331,3476,3608,3748,3882,4018
36,0.12737491244769017,0.1300467084038861,71.27443728403789,72.82311148533994,0.81,0.001,143,282,418,554,687,831,949,1104,1242,1361,1488,1628,1750,1870,2019,2144,2287,2422,2550,2660,2796,2939,3067,3201,3331,3476,3608,3748,3882,4018
37,0.13384140085155205,0.13711695402329305,71.00986122099522,72.52658456559222,0.83,0.001,143,282,418,554,687,831,949,1104,1242,1362,1488,1629,1751,1870,2018,2144,2287,2422,2550,2660,2795,2938,3066,3200,3330,3476,3607,3748,3881,4018
38,0.13851123029377665,0.14245686176708883,70.81818159025265,72.3018237040913,0.85,0.001,144,283,418,555,687,832,948,1105,1243,1362,1488,1630,1751,1870,2018,2143,2287,2422,2550,2660,2795,2938,3066,3199,3329,3475,3607,3748,3881,4017
39,0.14317441976478829,0.1476693338932984,70.62625137165712,72.08175087075611,0.87,0.001,144,283,419,555,687,832,947,1106,1244,1363,1489,1631,1752,1870,2018,2143,2288,2421,2551,2659,2794,2937,3065,3199,3329,3475,3607,3747,3881,4017
40,0.14944583517418286,0.15425267130316866,70.36730849953514,71.80283401549168,0.88,0.001,144,283,419,555,687,833,946,1107,1244,1363,1489,1631,1753,1870,2018,2143,2288,2421,2551,2659,2794,2936,3065,3198,3328,3475,3607,3747,3881,4017
41,0.1569182223304897,0.16181955516038693,70.05752728227175,71.48090326268968,0.9,0.001,144,283,419,556,686,834,945,1108,1245,1363,1489,1632,1753,1870,2018,2143,2288,2421,2552,2658,2793,2936,3064,3197,3328,3474,3607,3747,3880,4017
42,0.16376574941749145,0.1686986166434158,69.77243982673245,71.18697184834807,0.92,0.001,144,284,420,556,686,834,945,1109,1245,1364,1489,1633,1754,1870,2018,2143,2288,2421,2552,2658,2793,2935,3064,3197,3327,3474,3606,3747,3880,4017
43,0.16880312618024196,0.17383866323139818,69.56197354922084,70.96655173279699,0.94,0.001,144,284,420,556,686,835,944,1110,1246,1364,1490,1634,1755,1870,2017,2143,2288,2421,2552,2657,2792,2935,3063,3196,3327,3474,3606,3747,3880,4016
44,0.17318500571828443,0.1784708133478854,69.37837829612336,70.76732064925872,0.96,0.001,144,284,420,557,685,835,943,1111,1247,1365,1490,1635,1755,1870,2017,2143,2288,2420,2553,2657,2792,2934,3063,3195,3326,3473,3606,3747,3880,4016
45,0.17859126341927756,0.1842423930664382,69.15118386888795,70.51829605233665,0.98,0.001,145,285,421,557,685,836,942,1112,1247,1365,1490,1636,1756,1871,2017,2143,2288,2420,2553,2656,2791,2934,3063,3195,3325,3473,3606,3747,3879,4016
46,0.18506234281745626,0.1911725980789556,68.87825394990425,70.21812068587602,1.0,0.001,145,285,421,557,684,836,941,1113,1248,1366,1490,1636,1757,1871,2017,2143,2287,2420,2553,2656,2791,2933,3062,3194,3325,3473,3606,3747,3879,4016
47,0.1910945137541037,0.19778108289068685,68.62286184624443,69.93067158354052,1.02,0.001,145,285,421,557,684,837,940,1114,1248,1366,1491,1637,1757,1871,2017,2143,2287,2419,2554,2655,2791,2932,3062,3193,3324,3472,3606,3746,3879,4016
48,0.19578813659095173,0.2030969378653702,68.4234860080952,69.69859426824009,1.03,0.001,145,285,422,558,683,838,939,1114,1249,1367,1491,1638,1758,1871,2016,2143,2287,2419,2554,2655,2790,2932,3061,3193,3324,3472,3606,3746,3878,4016
49,0.20012541529425654,0.2079388796710503,68.23873104082827,69.48653056303431,1.05,0.001,145,286,422,558,683,838,938,1115,1249,1367,1491,1639,1759,1871,2016,2143,2287,2419,2554,2654,2790,2931,3061,3192,3323,3472,3606,3746,3878,4015
50,0.20542279356351556,0.21350892460301107,68.01238541848463,69.2417745284142,1.07,0.001,145,286,422,558,682,839,937,1116,1250,1367,1492,1640,1759,1871,2016,2142,2287,2418,2555,2654,2789,2930,3061,3191,3323,3471,3606,3746,3878,4015
51,0.21116432840020805,0.2193421789137494,67.76621404228659,68.98451833224068,1.09,0.001,145,286,423,558,682,839,936,1117,1250,1368,1492,1641,1760,1871,2016,2142,2287,2418,2555,2653,2789,2930,3060,3190,3322,3471,3606,3746,3878,4015
52,0.21608819481328723,0.22433068318505056,67.5543834740759,68.76375217570119,1.11,0.001,146,287,423,558,681,840,935,1118,1251,1368,1492,1642,1761,1871,2016,2142,2287,2417,2556,2653,2789,2929,3060,3190,3322,3471,3606,3746,3877,4015
53,0.22039046755430858,0.2287847203865846,67.36875260924013,68.56604295198717,1.13,0.001,146,287,423,558,681,840,934,1119,1251,1369,1493,1642,1761,1872,2016,2142,2287,2417,2556,2652,2788,2929,3060,3189,3322,3470,3606,3746,3877,4015
54,0.22528986248509253,0.2339901189565743,67.15673350803142,68.33425431289932,1.15,0.001,146,287,424,559,680,841,933,1120,1252,1369,1493,1643,1762,1872,2016,2142,2287,2417,2556,2652,2788,2928,3059,3188,3321,3470,3606,3746,3877,4015
55,0.23085197463498475,0.2399717157520147,66.91522227906181,68.06692622200961,1.17,0.001,146,288,424,559,680,841,932,1121,1253,1370,1494,1644,1763,1872,2016,2142,2287,2417,2557,2651,2787,2927,3059,3188,3321,3470,3607,3746,3877,4014
56,0.23554388099203893,0.24516024916177193,66.71081627301902,67.83419511827165,1.19,0.001,146,288,424,559,679,842,931,1122,1253,1370,1494,1645,1763,1872,2017,2142,2287,2416,2557,2651,2787,2927,3059,3187,3320,3469,3607,3746,3876,4014
57,0.2390226404629444,0.249139077116308,66.55885039877305,67.65517464503363,1.2,0.001,146,288,425,559,678,842,930,1122,1253,1371,1495,1646,1764,1872,2017,2142,2286,2416,2558,2650,2787,2926,3059,3186,3320,3469,3607,3746,3876,4014
58,0.24288546906754904,0.253310763367519,66.38970749836717,67.46696963839045,1.22,0.001,146,289,425,559,678,843,929,1123,1254,1371,1495,1647,1765,1872,2017,2142,2286,2416,2558,2650,2786,2926,3059,3186,3320,3469,3607,3746,3876,4014
59,0.2474361958858643,0.2580017458181282,66.18988280649468,67.25470839116953,1.24,0.001,147,289,425,559,677,843,928,1124,1254,1371,1496,1648,1765,1872,2017,2142,2286,2415,2559,2649,2786,2925,3059,3185,3319,3468,3608,3746,3875,4014
60,0.2513556774739658,0.2620375793112316,66.01729102927315,67.0715605773509,1.26,0.001,147,289,426,559,677,843,928,1125,1255,1372,1496,1648,1766,1872,2017,2142,2286,2415,2559,2649,2785,2925,3058,3184,3319,3468,3608,3746,3875,4013
61,0.25467078728140347,0.26556316590212814,65.87096391217264,66.91115042189344,1.28,0.001,147,290,426,559,676,844,927,1126,1255,1372,1496,1649,1767,1873,2017,2142,2286,2415,2560,2648,2785,2924,3058,3183,3319,3468,3608,3746,3875,4013
62,0.2585814510610963,0.26979082122614617,65.69792822789391,66.71829259210888,1.3,0.001,147,290,426,559,675,844,926,1127,1256,1373,1497,1650,1767,1873,2017,2142,2285,2414,2561,2648,2784,2924,3058,3183,3319,3467,3609,3746,3875,4013
63,0.26263610482496336,0.2742685933400303,65.51803783119577,66.5134135320651,1.32,0.001,147,290,427,559,675,845,925,1128,1256,1373,1497,1651,1768,1873,2017,2142,2285,2414,2561,2647,2784,2923,3058,3182,3319,3467,3609,3746,3874,4013
64,0.2658980865427937,0.27799125549816006,65.37295721593333,66.34260553063733,1.34,0.001,147,291,427,559,674,845,924,1129,1257,1374,1498,1652,1769,1873,2017,2142,2285,2414,2562,2646,2783,2923,3059,3181,3319,3467,3609,3746,3874,4013
65,0.2692608546688603,0.2816492121637859,65.2230547812658,66.17433400094595,1.36,0.001,147,291,427,559,673,845,923,1129,1258,1374,1498,1653,1769,1873,2016,2142,2285,2413,2563,2646,2783,2922,3059,3180,3318,3466,3610,3746,3874,4013
66,0.2732073995099694,0.2856976984659392,65.0466892112408,65.98758835119109,1.38,0.001,148,291,428,559,673,846,922,1130,1258,1375,1499,1654,1770,1873,2016,2142,2284,2413,2564,2645,2782,2922,3059,3180,3318,3466,3610,3746,3873,4012
67,0.27680115714211717,0.28934891031665144,64.88567545233886,65.81872448010141,1.39,0.001,148,292,428,559,672,846,921,1131,1259,1375,1499,1655,1771,1873,2016,2142,2284,2413,2564,2645,2782,2921,3059,3179,3318,3466,3611,3746,3873,4012
68,0.2803062385264872,0.29295056394513896,64.72824426375823,65.651728187935,1.41,0.001,148,292,428,559,671,847,920,1132,1259,1376,1499,1655,1771,1873,2016,2141,2284,2412,2565,2644,2781,2921,3059,3178,3318,3465,3611,3746,3873,4012
69,0.2843844056082123,0.29722477726158103,64.54459229502693,65.45298885459701,1.43,0.001,148,292,429,559,671,847,919,1133,1260,1376,1500,1656,1772,1873,2015,2141,2284,2412,2566,2644,2781,2921,3059,3178,3318,3465,3612,3746,3872,4012
70,0.28827736603115495,0.30140055053569337,64.36878762500115,65.25824600673083,1.45,0.001,148,293,429,559,670,847,918,1134,1260,1377,1500,1657,1773,1873,2015,2141,2283,2412,2567,2643,2780,2920,3059,3177,3318,3464,3612,3746,3872,4012
71,0.29201113596036066,0.30537536481302885,64.1997234588086,65.07232679752393,1.47,0.001,148,293,429,559,669,848,917,1135,1261,1377,1501,1658,1774,1873,2015,2141,2283,2411,2568,2642,2780,2920,3060,3177,3318,3464,3613,3746,3872,4011
72,0.2964305520959052,0.3098933736814218,63.99903678169208,64.8603593185969,1.49,0.001,148,293,430,559,668,848,917,1135,1262,1378,1501,1659,1774,1873,2015,2141,2282,2411,2569,2642,2779,2920,3060,3176,3319,3464,3613,3746,3872,4011
73,0.30076756845847985,0.3142907128392921,63.801476612761476,64.65338774476555,1.51,0.001,149,294,430,559,668,848,916,1136,1262,1378,1501,1660,1775,1873,2015,2141,2282,2410,2569,2641,2778,2919,3060,3176,3319,3463,3613,3746,3871,4011
74,0.3042763477907815,0.3179929586509477,63.64119659699113,64.47861427805928,1.53,0.001,149,294,430,559,667,849,915,1137,1263,1379,1501,1661,1776,1873,2015,2141,2282,2410,2570,2641,2778,2919,3060,3175,3319,3463,3614,3746,3871,4011
75,0.30782607549065877,0.32175520514649125,63.47863313930424,64.30052199559697,1.55,0.001,149,294,430,559,666,849,914,1138,1264,1379,1502,1662,1777,1873,2015,2141,2281,2409,2571,2640,2777,2919,3061,3175,3319,3463,3614,3747,3871,4011
76,0.3117652208531898,0.32593345277752117,63.29775054936293,64.10215997969568,1.56,0.001,149,295,431,559,665,849,913,1139,1264,1380,1502,1663,1777,1873,2015,2141,2281,2408,2572,2640,2777,2919,3061,3174,3320,3462,3615,3747,3870,4011
77,0.3159730518088405,0.330311186189863,63.103951085317355,63.89366471431264,1.58,0.001,149,295,431,558,665,849,912,1140,1265,1380,1502,1663,1778,1873,2016,2141,2281,2408,2573,2639,2776,2918,3061,3173,3320,3462,3615,3747,3870,4010
78,0.3207419748512267,0.3351465898042334,62.883592386299384,63.662576008078524,1.6,0.001,149,295,431,558,664,850,911,1141,1266,1381,1503,1664,1779,1873,2017,2141,2280,2407,2573,2639,2776,2918,3062,3173,3320,3462,3615,3747,3870,4010
79,0.32524368923047553,0.3396462577770192,62.67486864889507,63.446778108456776,1.62,0.001,149,296,432,558,663,850,910,1141,1266,1381,1503,1665,1779,1873,2017,2141,2280,2406,2574,2638,2775,2918,3062,3172,3321,3462,3616,3747,3869,4010
80,0.32916080157992034,0.3436307261237386,62.49268316546146,63.25507753520167,1.64,0.001,150,296,432,558,662,850,909,1142,1267,1382,1503,1666,1780,1873,2018,2141,2280,2406,2575,2638,2774,2918,3062,3172,3321,3461,3616,3747,3869,4010
81,0.33278993293797543,0.3474010669181672,62.32341460328133,63.073137730138335,1.66,0.001,150,296,432,558,662,850,909,1143,1268,1382,1503,1667,1781,1873,2018,2141,2279,2405,2575,2638,2774,2918,3063,3171,3322,3461,3616,3747,3869,4010
82,0.336460071688258,0.35124588294057757,62.151768157923314,62.887063175535154,1.68,0.001,150,297,433,558,661,851,908,1144,1268,1383,1503,1667,1782,1873,2018,2141,2279,2404,2576,2637,2773,2918,3063,3170,3322,3461,3616,3747,3868,4009
83,0.3405220031060072,0.35545248579243005,61.96124237489614,62.68284776792512,1.7,0.001,150,297,433,557,660,851,907,1145,1269,1383,1504,1668,1782,1873,2018,2141,2279,2404,2577,2637,2773,2917,3064,3170,3323,3460,3616,3748,3868,4009
84,0.34487071025551586,0.3599641712945124,61.756612199752546,62.46308284699051,1.72,0.001,150,297,433,557,659,851,906,1146,1270,1384,1504,1669,1783,1873,2017,2141,2279,2403,2578,2637,2772,2917,3064,3169,3324,3460,3616,3748,3868,4009
85,0.34906884776223635,0.36438290024342457,61.55842308835567,62.24708985416507,1.74,0.001,150,298,433,557,659,851,905,1146,1270,1384,1504,1669,1784,1873,2016,2141,2278,2402,2579,2636,2771,2917,3065,3168,3324,3460,3617,3748,3867,4009
86,0.3533616000282723,0.368912420128958,61.355103540526684,62.02489931282134,1.75,0.001,150,298,434,557,658,852,904,1147,1271,1385,1504,1670,1784,1873,2016,2141,2278,2401,2580,2636,2771,2917,3066,3168,3325,3460,3617,3748,3867,4009
87,0.35795011053162706,0.37369915895424655,61.137031104442954,61.789227956062454,1.77,0.001,151,298,434,556,657,852,903,1148,1272,1386,1504,1671,1785,1873,2015,2141,2278,2401,2581,2636,2770,2917,3066,3167,3326,3459,3617,3748,3867,4009
88,0.3628409275502207,0.37869808666386673,60.903728622771936,61.54214447738233,1.79,0.001,151,299,434,556,656,852,902,1149,1272,1386,1505,1671,1786,1873,2015,2141,2277,2400,2582,2635,2770,2917,3067,3166,3327,3459,3617,3749,3866,4008
89,0.36781332479971507,0.3837202623328967,60.66561743419311,61.29290589048622,1.81,0.001,151,299,434,556,655,852,902,1149,1273,1386,1505,1672,1787,1873,2015,2140,2277,2399,2583,2635,2769,2916,3068,3165,3328,3459,3617,3749,3866,4008
90,0.37271545591713096,0.3887061054583212,60.42995161949391,61.044465415076736,1.83,0.001,151,299,435,555,654,853,901,1150,1274,1387,1505,1673,1787,1873,2014,2140,2277,2399,2584,2635,2769,2916,3068,3165,3329,3459,3616,3749,3866,4008
91,0.3774739239505578,0.39356818722456566,60.20031056878465,60.801213784399486,1.85,0.001,151,300,435,555,654,853,900,1151,1274,1387,1505,1673,1788,1873,2015,2140,2277,2398,2585,2634,2768,2916,3069,3164,3329,3458,3616,3749,3865,4008
92,0.38207621281057147,0.39829352255808226,59.97736999993727,60.56386858296269,1.87,0.001,151,300,435,555,653,853,899,1152,1275,1388,1505,1674,1789,1873,2015,2140,2276,2397,2586,2634,2767,2916,3069,3163,3330,3458,3616,3749,3865,4008
93,0.3868831623048654,0.40319000529654436,59.74362544447734,60.31694041296566,1.89,0.001,151,300,435,554,652,853,898,1152,1276,1388,1505,1675,1789,1873,2015,2140,2276,2396,2587,2634,2767,2916,3070,3162,3331,3458,3616,3750,3864,4007
94,0.3920054910361219,0.4083947489899089,59.493537103043806,60.05335558965981,1.91,0.001,152,301,435,554,651,853,897,1153,1276,1389,1505,1675,1790,1873,2016,2140,2276,2395,2588,2634,2766,2916,3070,3161,3332,3458,3616,3750,3864,4007
95,0.39730352881662645,0.4138135213768389,59.233756756203846,59.777694859657935,1.92,0.001,152,301,436,553,650,854,897,1154,1277,1389,1505,1676,1791,1873,2017,2140,2276,2395,2589,2633,2766,2916,3071,3161,3333,3458,3616,3750,3864,4007
96,0.4026092335706575,0.4192624414809686,58.972457405316554,59.499212179658315,1.94,0.001,152,301,436,553,650,854,896,1155,1278,1390,1505,1676,1791,1873,2018,2140,2275,2394,2590,2633,2765,2916,3071,3160,3334,3457,3616,3750,3863,4007
97,0.4080405774059508,0.42480425585418446,58.70375922933939,59.214641595612775,1.96,0.001,152,302,436,553,649,854,895,1155,1279,1390,1505,1677,1792,1873,2018,2140,2275,2393,2591,2633,2765,2916,3071,3159,3335,3457,3616,3751,3863,4007
98,0.4135738390683932,0.43040667184307324,58.428753105411424,58.92555842371691,1.98,0.001,152,302,436,552,648,854,894,1156,1279,1391,1505,1677,1793,1873,2018,2139,2275,2392,2591,2633,2764,2916,3072,3159,3336,3457,3616,3751,3862,4007
99,0.41915844389729595,0.4360430876185363,58.14987706887264,58.6332866611407,2.0,0.001,152,302,436,552,647,855,893,1157,1280,1391,1505,1677,1793,1873,2019,2139,2274,2391,2592,2633,2763,2916,3072,3158,3337,3457,3616,3751,3862,4006
100,0.4248389568463633,0.44172300289145205,57.86483062315896,58.337272002447115,2.02,0.001,152,303,436,551,646,855,892,1157,1281,1392,1505,1678,1794,1873,2018,2139,2274,2390,2593,2633,2763,2917,3072,3157,3339,3457,3615,3752,3862,4006
101,0.4306499684481385,0.4474825794682471,57.57177500601966,58.035570484025136,2.04,0.001,153,303,437,551,645,855,892,1158,1281,1392,1504,1678,1795,1873,2018,2139,2274,2389,2594,2633,2762,2917,3073,3156,3340,3456,3615,3752,3861,4006
102,0.4365464338983025,0.4533281676927565,57.27287854811822,57.727748266512826,2.06,0.001,153,303,437,551,645,855,891,1159,1282,1392,1504,1678,1795,1873,2018,2139,2273,2388,2595,2632,2762,2917,3073,3156,3341,3456,3615,3752,3861,4006
103,0.4426459853231608,0.45943605542917343,56.9620384828791,57.40435106753124,2.08,0.001,153,304,437,550,644,856,890,1159,1283,1393,1504,1679,1796,1872,2017,2138,2273,2388,2596,2632,2761,2917,3073,3155,3342,3456,3615,3753,3860,4006
104,0.4491271854111206,0.4659585177232076,56.62987613524994,57.056978357575815,2.1,0.001,153,304,437,550,643,856,889,1160,1283,1393,1504,1679,1797,1872,2017,2138,2273,2387,2597,2632,2760,2917,3073,3154,3343,3456,3615,3753,3860,4005
105,0.4561608149656322,0.47309284461785406,56.267187044410036,56.67458033934283,2.12,0.001,153,305,437,549,642,856,889,1160,1284,1394,1503,1679,1797,1872,2017,2138,2272,2386,2598,2632,2760,2917,3074,3153,3344,3456,3615,3753,3860,4005
106,0.4637495115671211,0.48081480707706004,55.87323473162262,56.25775771157588,2.13,0.001,153,305,437,549,641,856,888,1161,1285,1394,1503,1679,1798,1872,2017,2137,2272,2385,2600,2632,2759,2917,3074,3153,3345,3456,3615,3754,3859,4005
107,0.4715305879342081,0.48873014840665907,55.46638859410152,55.8272678705543,2.15,0.001,153,305,438,549,641,857,887,1161,1285,1395,1503,1679,1799,1872,2017,2137,2271,2384,2601,2632,2759,2918,3074,3152,3347,3456,3615,3754,3859,4005
108,0.4788670105912014,0.49627013356172067,55.08004207656572,55.41407736941151,2.17,0.001,154,306,438,548,640,857,886,1162,1286,1395,1502,1679,1799,1871,2017,2137,2271,2383,2602,2632,2758,2918,3074,3151,3348,3456,3615,3754,3858,4005
109,0.48541940481426094,0.5031048547655219,54.73267107681777,55.03686175958573,2.19,0.001,154,306,438,548,639,857,886,1162,1287,1396,1502,1680,1800,1871,2018,2136,2271,2382,2603,2632,2758,2918,3074,3150,3349,3455,3615,3755,3858,4004
