epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.0019274786170340923,0.0021668472372697724,-5.035602421643581e-05,0.0,0.01,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.0068666425731839535,0.0065005417118093175,-0.005594441498281144,-0.006142240354530815,0.02,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.08203830863751355,0.0780065005417118,0.03111258717362375,0.030226370600835772,0.02,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.0983014094687387,0.09100758396533044,0.028696580468059563,0.022689985562409642,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.24165763161064932,0.24918743228602383,0.11202935183156237,0.11159522546271738,0.04,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
5,0.23238164076617274,0.25785482123510295,0.0651815391937084,0.0756722064980937,0.04,0.001,13,25,37,50,62,75,86,99,112,124,136,149,161,173,186
6,0.23250210817973738,0.26327193932827736,0.04884009693236879,0.060499328650100215,0.05,0.001,13,25,37,50,62,75,86,99,112,124,136,149,161,173,186
7,0.23683893506806408,0.2676056338028169,0.03786085316927856,0.04500775995861361,0.06,0.001,13,25,37,50,62,74,86,99,112,124,136,149,161,173,186
8,0.23744127213588725,0.2676056338028169,0.016293610054159302,0.01730103806228378,0.07,0.001,13,25,37,50,62,74,86,100,112,124,136,148,161,173,186
9,0.23744127213588725,0.2676056338028169,0.004572817319145939,0.0053879310344828735,0.07,0.001,13,25,37,50,62,74,86,100,112,124,136,148,161,174,186
10,0.23744127213588725,0.2676056338028169,0.0005143386155121998,0.0,0.08,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
11,0.23744127213588725,0.2676056338028169,0.0001042039202976408,0.0,0.08,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
12,0.23744127213588725,0.2676056338028169,0.00011398381620086884,0.0,0.09,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
13,0.23744127213588725,0.2676056338028169,6.839340801734206e-05,0.0,0.1,0.001,13,25,37,50,62,74,86,100,112,124,137,148,161,174,185
14,0.23744127213588725,0.2676056338028169,6.839340801734206e-05,0.0,0.1,0.001,13,25,37,50,63,75,86,100,112,125,137,148,161,174,185
