epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
63,0.35959522949042283,0.37919826652221017,0.1986639834474283,0.20416666666666672,0.48,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,166,173,179,185,191
64,0.360197566558246,0.38028169014084506,0.19959486474037846,0.2056009798404449,0.48,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,166,173,179,185,191
65,0.3618841103481508,0.38353196099674974,0.20277552364909612,0.21082898066392985,0.49,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
66,0.36501626310083124,0.38678223185265437,0.20761544529560094,0.21568515588170833,0.5,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
67,0.3715215034333213,0.39544962080173346,0.21694016210662925,0.22844700380058391,0.51,0.001,7,12,21,27,31,39,45,50,59,66,72,76,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
68,0.37826767859294064,0.4019501625135428,0.22670166221704358,0.23789522809473806,0.51,0.001,7,12,21,27,31,39,45,50,59,66,72,76,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
69,0.383688712203349,0.40628385698808234,0.23464023559459435,0.24427796844160832,0.52,0.001,7,12,21,27,31,39,45,50,59,66,72,76,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
70,0.38898927840019276,0.41278439869989164,0.24218665277322382,0.2538154503364993,0.53,0.001,7,12,21,27,31,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
71,0.3939284423563426,0.419284940411701,0.24915899174153355,0.2631012936331206,0.54,0.001,7,12,21,27,31,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
72,0.3994699433803156,0.4236186348862405,0.2567047882110378,0.2694916868000429,0.54,0.001,7,12,21,27,31,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
73,0.40501144440428866,0.4279523293607801,0.2643158744909928,0.27586652659794975,0.55,0.001,7,12,21,27,31,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
74,0.40826406457053366,0.4312026002166847,0.2688077713779585,0.2807237070616212,0.56,0.001,7,12,21,27,30,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
75,0.41163715215034336,0.437703141928494,0.27339054960179054,0.28943550827395115,0.57,0.001,7,12,21,27,30,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
76,0.4142874352487652,0.4387865655471289,0.27705307572339455,0.2909644736295742,0.57,0.001,7,12,21,27,30,39,45,50,60,66,72,76,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
77,0.41669678352005785,0.4398699891657638,0.28036753651602675,0.2925923894432395,0.58,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
78,0.42031080592699677,0.4409534127843987,0.28516336651080754,0.29406010156256956,0.59,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
79,0.422840621611854,0.4452871072589382,0.2885797218029298,0.2998977792921588,0.6,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
80,0.4248885676424527,0.4485373781148429,0.2913138762153843,0.3041566320379405,0.6,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,121,131,136,140,149,154,160,165,173,179,185,192
81,0.4264546440187929,0.4528710725893825,0.2933982407340079,0.30989683578412497,0.61,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
82,0.42886399229008554,0.4561213434452871,0.2965983618006498,0.31420866530400204,0.62,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
83,0.43115287314781353,0.457204767063922,0.2996171860526815,0.31574796391874616,0.63,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
84,0.43320081917841224,0.46045503791982667,0.3023770801065213,0.3199599953840828,0.63,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
85,0.43440549331405853,0.4626218851570964,0.3041480552987862,0.32282432642314607,0.64,0.001,7,12,21,27,30,39,45,50,60,66,72,77,81,88,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
86,0.43548970003614024,0.46153846153846156,0.30570538901395405,0.32169784398182444,0.65,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
87,0.4369353089989158,0.4626218851570964,0.3076589154037246,0.3232817747504849,0.66,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,97,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
88,0.438501385375256,0.4637053087757313,0.3097840312752653,0.32468405882787665,0.66,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
89,0.4399469943380316,0.4658721560130011,0.3117186969405209,0.3274881544605144,0.67,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
90,0.4416335381279364,0.4658721560130011,0.3139233922147563,0.32762031978887607,0.68,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
91,0.44307914709071194,0.4658721560130011,0.31589177350345454,0.32762031978887607,0.69,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,154,160,165,173,179,185,192
92,0.4445247560534875,0.4712892741061755,0.3178232944709499,0.3350193179586889,0.69,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
93,0.44536802794843994,0.4723726977248104,0.31905269263497316,0.336456434291619,0.7,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,178,185,192
94,0.44645223467052164,0.4723726977248104,0.32058504103091123,0.33658668335404496,0.71,0.001,7,12,21,27,30,39,45,50,60,65,72,77,81,88,98,101,108,111,122,131,137,140,149,153,160,165,173,178,185,192
95,0.4468136369112155,0.4723726977248104,0.3212325000960238,0.33658668335404496,0.72,0.001,7,12,22,27,30,39,45,50,60,65,72,77,81,88,98,101,108,111,122,131,137,140,149,153,160,165,174,178,185,192
96,0.44777737621973257,0.47562296858071507,0.32261649533257475,0.3408582541003441,0.72,0.001,7,12,22,27,30,39,45,50,60,65,72,77,81,88,98,101,108,111,122,131,137,140,149,153,160,165,174,178,185,192
97,0.44850018070112035,0.47562296858071507,0.3236774208164921,0.3408767319742626,0.73,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,101,108,111,122,131,137,140,149,153,160,165,174,178,185,192
98,0.45006625707746056,0.47670639219934996,0.3257688826379397,0.3423123053568451,0.74,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
99,0.45054812673171907,0.4788732394366197,0.32645405229543734,0.34509072134533114,0.75,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
100,0.45102999638597757,0.4788732394366197,0.3270999743577725,0.3451090764530865,0.75,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
101,0.45175280086736536,0.4788732394366197,0.32809233923712544,0.3451090764530865,0.76,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
102,0.4521142031080593,0.4788732394366197,0.3287222971544742,0.3451090764530865,0.77,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
103,0.4531984098301409,0.4799566630552546,0.33032049376739725,0.3468376824413977,0.78,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
104,0.4539212143115287,0.4810400866738895,0.3314506985120933,0.34884450486249075,0.78,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
105,0.4539212143115287,0.4799566630552546,0.3316704561564843,0.3477655995819009,0.79,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
106,0.45428261655222263,0.4788732394366197,0.33223434633877247,0.34667223905548006,0.8,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
107,0.4550054210336104,0.4799566630552546,0.3331912724724885,0.34813986507860606,0.81,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
108,0.4557282255149982,0.4810400866738895,0.3341883946674382,0.349740921211515,0.81,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
109,0.4570533670642091,0.48212351029252437,0.3361507667784941,0.35134078154795245,0.82,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
110,0.45837850861342005,0.48537378114842905,0.33829192908012373,0.35568847315399255,0.83,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,137,140,149,153,160,165,174,178,185,192
111,0.4584989760269847,0.48537378114842905,0.33885500721407047,0.35654709750896363,0.84,0.001,7,12,22,27,30,39,45,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
112,0.4592217805083725,0.48429035752979416,0.34025248214514103,0.3558107789102031,0.84,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
113,0.4595831827490664,0.48429035752979416,0.3410235391244847,0.35593071257681663,0.85,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
114,0.46042645464401877,0.48429035752979416,0.3422716906536445,0.35648164422727646,0.86,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
115,0.46066738947114805,0.48429035752979416,0.34298496761347874,0.35711536857569715,0.87,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
116,0.46187206360679434,0.48320693391115926,0.3449298700557183,0.35695976607742985,0.87,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
117,0.4621129984339236,0.48537378114842905,0.34554923530947435,0.36060476573130296,0.88,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
118,0.46271533550174676,0.4875406283856988,0.34664522586546154,0.36378593266823467,0.89,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
119,0.46343813998313454,0.4886240520043337,0.3477496827101436,0.3651661488782546,0.9,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
120,0.4639200096373931,0.4886240520043337,0.3485568608988413,0.3652012997420916,0.9,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
121,0.46379954222382846,0.48645720476706394,0.34870272812158865,0.36301824598594135,0.91,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
122,0.4640404770509577,0.4875406283856988,0.3492602554485468,0.3647468468625773,0.92,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
123,0.4640404770509577,0.4875406283856988,0.349499170456704,0.36498154197927,0.93,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
124,0.4646428141187809,0.48537378114842905,0.35058537222124575,0.3631200110401731,0.93,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
125,0.4651246837730394,0.48537378114842905,0.351435954088422,0.3631200110401731,0.94,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
126,0.46524515118660403,0.48645720476706394,0.3518074035108236,0.3648649237188114,0.95,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
127,0.4671726298036381,0.48970747562296857,0.3545059099593333,0.36934985732750547,0.96,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
128,0.46765449945789667,0.48970747562296857,0.35551691769630567,0.3696863459806963,0.96,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,111,123,132,138,140,149,153,160,165,174,178,185,192
129,0.4674135646307674,0.48970747562296857,0.35556398405002154,0.370613485830106,0.97,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,111,123,132,138,140,149,153,160,165,174,178,185,192
130,0.467534032044332,0.49079089924160346,0.35575918880738433,0.37206521802064707,0.98,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,89,98,100,108,111,123,132,138,140,149,153,160,165,174,178,185,192
