epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.3734639358860196,0.3605769230769231,-0.00018283582259592812,-0.001633342720360531,0.01,0.001,4,8,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
1,0.3736420302760463,0.36217948717948717,0.0,0.0,0.01,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,126
2,0.3736420302760463,0.36217948717948717,0.0,0.0,0.02,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,101,105,109,113,117,121,125
3,0.3736420302760463,0.36217948717948717,0.0,0.0,0.02,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,84,88,92,96,101,105,109,113,117,121,125
4,0.3736420302760463,0.36217948717948717,0.0,0.0,0.03,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,84,88,92,96,101,105,109,113,117,121,125
5,0.3736420302760463,0.36217948717948717,0.0,0.0,0.04,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,84,88,92,96,101,104,109,113,117,121,125
6,0.3736420302760463,0.36217948717948717,0.0,0.0,0.04,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,84,88,92,96,101,104,109,113,117,121,125
7,0.3736420302760463,0.36217948717948717,0.0,0.0,0.05,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,83,88,92,96,101,104,109,113,117,121,125
8,0.3736420302760463,0.36217948717948717,0.0,0.0,0.05,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,83,88,92,96,101,104,109,113,117,121,125
9,0.3736420302760463,0.36217948717948717,0.0,0.0,0.06,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,83,88,92,96,101,104,109,113,117,121,125
10,0.3736420302760463,0.36217948717948717,0.0,0.0,0.06,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,83,88,92,96,101,104,109,113,117,121,125
11,0.3736420302760463,0.36217948717948717,0.0,0.0,0.07,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,75,79,83,88,92,96,100,104,109,113,117,121,125
12,0.3736420302760463,0.36217948717948717,0.0,0.0,0.08,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,83,88,92,96,100,104,109,113,117,121,125
13,0.3736420302760463,0.36217948717948717,0.0,0.0,0.08,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,83,88,92,96,100,104,109,113,117,121,125
14,0.3736420302760463,0.36217948717948717,0.0,0.0,0.09,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,83,88,92,96,100,104,109,113,117,121,125
15,0.3736420302760463,0.36217948717948717,0.0,0.0,0.09,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,79,83,88,92,96,100,104,109,113,117,121,125
16,0.3736420302760463,0.36217948717948717,0.0,0.0,0.1,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,72,75,79,83,88,92,96,100,104,109,113,117,121,125
17,0.3736420302760463,0.36217948717948717,0.0,0.0,0.1,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
18,0.3736420302760463,0.36217948717948717,0.0,0.0,0.11,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
19,0.3736420302760463,0.36217948717948717,0.0,0.0,0.11,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
20,0.3736420302760463,0.36217948717948717,0.0,0.0,0.12,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
21,0.3736420302760463,0.36217948717948717,0.0,0.0,0.13,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
22,0.3736420302760463,0.36217948717948717,0.0,0.0,0.13,0.001,4,9,13,17,21,25,29,34,38,42,46,50,55,59,64,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
23,0.3736420302760463,0.36217948717948717,0.0,0.0,0.14,0.001,4,9,13,17,21,25,30,34,38,42,46,50,55,59,64,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
24,0.3736420302760463,0.36217948717948717,0.0,0.0,0.14,0.001,4,9,13,17,21,25,30,34,38,42,46,50,55,59,64,66,72,75,79,83,88,92,96,100,104,109,113,117,121,125
25,0.3736420302760463,0.36217948717948717,0.0,0.0,0.15,0.001,4,9,13,17,21,25,30,34,38,42,46,50,55,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
26,0.3736420302760463,0.36217948717948717,0.0,0.0,0.15,0.001,4,9,13,17,21,25,30,34,38,42,46,49,55,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
27,0.3736420302760463,0.36217948717948717,0.0,0.0,0.16,0.001,4,9,13,17,21,25,30,34,38,42,46,49,55,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
28,0.373820124666073,0.36217948717948717,0.0003064047091229094,0.0,0.16,0.001,4,9,13,17,22,25,30,34,38,42,46,49,55,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
29,0.38539626001780947,0.36698717948717946,0.020258530180873757,0.0079331538210754,0.17,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
30,0.411219946571683,0.38301282051282054,0.06482571089873701,0.034715525554483984,0.18,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,79,83,88,92,96,100,104,109,113,117,121,125
31,0.4267141585040071,0.3926282051282051,0.09174970245804714,0.0511428605818417,0.18,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,80,83,88,92,95,100,104,109,113,117,121,125
32,0.438646482635797,0.40224358974358976,0.11465435413615743,0.06817572193241273,0.19,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,80,83,88,92,95,100,104,109,113,117,121,125
33,0.46749777382012464,0.421474358974359,0.18974745560136896,0.13202094579754697,0.19,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,80,83,88,92,95,100,104,109,113,117,121,125
34,0.5045414069456812,0.47596153846153844,0.2654458903556578,0.23302912300221013,0.2,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,80,83,88,92,95,100,104,109,113,117,121,125
35,0.5187889581478183,0.5064102564102564,0.29726892035898467,0.28910983377349697,0.2,0.001,4,9,13,17,22,25,30,34,38,42,46,49,56,59,64,66,72,74,80,83,88,92,95,100,104,110,113,117,121,125
