epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.06915301589813472,0.07649516565742709,73.94466826515452,67.10950414713999,0.14,0.001,382,760,1136,1516,1893,2269,2649,3024,3402,3780
1,0.09349735567808815,0.1061810292226334,72.97132958502435,66.02207993590099,0.15,0.001,383,760,1136,1515,1894,2269,2649,3023,3402,3780
2,0.11472745573355358,0.13467763008603928,72.11178049888069,64.96110239380756,0.17,0.001,383,761,1136,1515,1895,2270,2650,3023,3402,3779
3,0.11808284515028589,0.14037120850898765,71.97499158779041,64.74703631006982,0.18,0.001,383,761,1137,1514,1896,2270,2651,3022,3402,3779
4,0.12741742225922736,0.15035777038844345,71.59307139028014,64.36984202637133,0.2,0.001,384,760,1137,1514,1896,2269,2652,3021,3401,3779
5,0.14242389453897775,0.16515873776501822,70.97478370431995,63.806713054814026,0.21,0.001,384,760,1136,1515,1897,2269,2653,3020,3401,3778
6,0.15069184492258814,0.17141408498032384,70.63181659581608,63.567216516259386,0.23,0.001,384,759,1136,1515,1898,2268,2654,3019,3401,3778
7,0.15510165847513846,0.17408179295532433,70.4482127778537,63.46480323770019,0.24,0.001,385,759,1136,1515,1899,2267,2654,3018,3401,3778
8,0.1642969396597469,0.18428332688675542,70.06380671729698,63.071635859552586,0.25,0.001,385,758,1136,1515,1899,2266,2655,3018,3401,3778
9,0.17531398922929642,0.19803308813080356,69.60044660753802,62.53780497252242,0.27,0.001,385,758,1136,1515,1900,2266,2656,3017,3401,3777
10,0.18197102705497703,0.20680434263858827,69.31896667309027,62.19487236450848,0.28,0.001,386,757,1137,1515,1901,2265,2656,3016,3401,3777
11,0.1862415274709731,0.21176537556727537,69.13779125548848,62.00006694174814,0.29,0.001,386,757,1137,1515,1902,2264,2657,3015,3401,3777
12,0.1934937771615055,0.21878485492453137,68.82902063832704,61.723387879539835,0.31,0.001,386,756,1137,1516,1902,2264,2657,3014,3401,3777
13,0.20182377611510482,0.22595927134450888,68.47264722477692,61.439308054524425,0.32,0.001,387,755,1137,1516,1903,2263,2657,3013,3401,3777
14,0.2075043492123475,0.22983838129635126,68.22855518173824,61.28516409287508,0.34,0.001,387,755,1137,1517,1904,2263,2656,3012,3402,3776
15,0.21273140236465737,0.23401355090200882,68.00317375406092,61.11882278027674,0.35,0.001,387,754,1137,1517,1904,2263,2656,3011,3402,3776
16,0.2200075829888576,0.241833130858915,67.68819251723302,60.80605414515174,0.36,0.001,388,753,1138,1518,1905,2263,2656,3011,3402,3776
17,0.2270512537758631,0.2500663782193825,67.3818736347636,60.47499362145998,0.38,0.001,388,753,1138,1518,1906,2263,2656,3010,3403,3776
18,0.23225565780071855,0.25607331154009894,67.15464676425043,60.232305817248104,0.39,0.001,388,752,1139,1519,1907,2264,2656,3009,3403,3776
19,0.2378642281756056,0.2617082174798929,66.90890276735414,60.00375557907813,0.4,0.001,389,751,1139,1519,1907,2264,2656,3008,3404,3776
20,0.24492024023386272,0.2680556399134735,66.59845346482342,59.74526001073223,0.42,0.001,389,751,1140,1520,1908,2264,2656,3007,3404,3776
21,0.2514153064910112,0.2733301278544388,66.31139917205978,59.52960340570584,0.43,0.001,390,750,1140,1521,1909,2263,2656,3006,3404,3776
22,0.25723377777659473,0.27823762304627053,66.0531901256953,59.32825051013851,0.44,0.001,390,749,1141,1521,1910,2263,2656,3005,3405,3776
23,0.2640956571968298,0.285348763964838,65.74737102633839,59.03526157623933,0.46,0.001,390,748,1141,1522,1911,2263,2656,3004,3406,3776
24,0.271301478209655,0.2937095806376887,65.42469057411544,58.6889143865773,0.47,0.001,391,748,1142,1523,1912,2262,2656,3003,3406,3776
25,0.27754331001689037,0.3009492090284971,65.1438837185618,58.38735314956913,0.48,0.001,391,747,1143,1523,1912,2262,2656,3003,3407,3776
26,0.28398827749342015,0.30770537058097036,64.85266128526455,58.104520081541416,0.5,0.001,391,746,1143,1524,1913,2262,2656,3002,3407,3776
27,0.29105139786853573,0.31430407642385294,64.53199530441276,57.82693865305663,0.51,0.001,392,745,1144,1525,1914,2262,2657,3001,3408,3776
28,0.29777338079505056,0.3202434994092941,64.22533421234567,57.57594763522134,0.52,0.001,392,745,1145,1526,1915,2263,2657,3000,3409,3776
29,0.30528843647103454,0.3275060607722974,63.88074827363875,57.26755197985701,0.54,0.001,392,744,1146,1526,1916,2263,2657,2999,3409,3776
30,0.31267788434301913,0.33523926829853934,63.540099451301224,56.937330628864444,0.55,0.001,393,743,1147,1527,1916,2263,2657,2998,3410,3777
31,0.3193344392435351,0.3428820767917735,63.231664600919096,56.6090752648703,0.57,0.001,393,742,1148,1528,1917,2263,2658,2997,3411,3777
32,0.325946185767521,0.35005186360005314,62.92381111995184,56.29940105004449,0.58,0.001,394,742,1148,1529,1918,2263,2658,2997,3411,3777
33,0.33308282208683593,0.3569240710418937,62.58981827392136,56.00097001461783,0.59,0.001,394,741,1149,1529,1919,2263,2658,2996,3412,3777
34,0.3399379220699623,0.3631606003270085,62.2673129476353,55.72876338444426,0.61,0.001,394,740,1150,1530,1920,2263,2658,2995,3413,3777
35,0.34694492733774007,0.3701287748069718,61.93592526063226,55.42303573988888,0.62,0.001,395,739,1151,1531,1920,2263,2658,2994,3414,3777
