epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.06912503747886434,0.07185668813181667,74.1274306620869,67.07015188172382,0.14,0.001,382,760,1136,1516,1893,2269,2649,3024,3402,3780
1,0.0931448582942358,0.10094344650012999,73.16480286931859,66.01084487131641,0.15,0.001,383,760,1136,1515,1894,2270,2649,3023,3402,3780
2,0.11466021362401047,0.12998576583588195,72.2916692933477,64.9359134190203,0.17,0.001,383,761,1136,1515,1895,2270,2650,3023,3402,3779
3,0.11830192162386277,0.13602832472811888,72.14283317770553,64.71001646166341,0.18,0.001,383,760,1136,1514,1896,2269,2651,3022,3402,3779
4,0.12748341574806676,0.1455313008950666,71.76622203376739,64.35315542598708,0.19,0.001,384,760,1136,1514,1897,2268,2652,3021,3401,3779
5,0.1425595652829118,0.15983854508579365,71.14349907712932,63.812117408255624,0.21,0.001,384,760,1136,1515,1897,2267,2653,3020,3401,3778
6,0.15116120677300593,0.165637582283364,70.7857545476136,63.59150986533599,0.22,0.001,384,759,1136,1515,1898,2267,2654,3019,3401,3778
7,0.15569297399413418,0.1676259270156396,70.59654432273933,63.51569226626204,0.24,0.001,385,759,1136,1515,1899,2266,2655,3018,3401,3778
8,0.16482940550480507,0.1772788504465529,70.21353799637753,63.1463280027776,0.25,0.001,385,758,1136,1515,1899,2265,2655,3018,3401,3778
9,0.17596476535867633,0.1909611137092676,69.74388484058119,62.61904677916496,0.26,0.001,385,758,1136,1515,1900,2264,2656,3017,3401,3777
10,0.18288484367997926,0.19991664161076872,69.45042352732631,62.27151007320182,0.28,0.001,386,757,1136,1515,1901,2263,2656,3016,3401,3777
11,0.1872628510370017,0.20480462031484203,69.26411817388748,62.08099980758505,0.29,0.001,386,756,1137,1515,1902,2263,2657,3015,3401,3777
12,0.194520174076378,0.21144397500685874,68.95417834284953,61.821287450450676,0.3,0.001,386,756,1137,1515,1903,2262,2657,3014,3401,3777
13,0.20300835790455374,0.21822357932246617,68.58989525045763,61.554960674130484,0.32,0.001,387,755,1137,1516,1903,2262,2657,3013,3401,3777
14,0.20887938692321872,0.2217034846254221,68.33679448488017,61.417806641529054,0.33,0.001,387,754,1137,1516,1904,2262,2657,3012,3401,3776
15,0.21412255918848366,0.22547560582734927,68.10996465390545,61.26879096321185,0.34,0.001,387,754,1137,1517,1905,2262,2656,3011,3401,3776
16,0.2213633437347482,0.23313714846166345,67.7954723725615,60.965003809178306,0.36,0.001,388,753,1138,1518,1906,2263,2656,3011,3401,3776
17,0.22849806691595598,0.24160544931765382,67.48414889114703,60.62746048486404,0.37,0.001,388,752,1138,1518,1906,2263,2656,3010,3401,3776
18,0.2337667639062957,0.24777797601230456,67.25332168260353,60.38023236902538,0.38,0.001,388,752,1138,1519,1907,2263,2656,3009,3401,3776
19,0.23936079062953175,0.25331353036140025,67.00737482732778,60.1576562335637,0.4,0.001,389,751,1139,1519,1908,2264,2656,3008,3402,3776
20,0.24646496430712372,0.25944942942825855,66.69372335066471,59.90997477987284,0.41,0.001,389,750,1139,1520,1909,2264,2656,3007,3402,3776
21,0.25304586516584004,0.2644361204302623,66.40186014901992,59.70792353459045,0.42,0.001,390,750,1140,1521,1910,2264,2656,3006,3403,3776
22,0.25887295647053077,0.26902219516937753,66.14234324782045,59.52150100620153,0.44,0.001,390,749,1141,1521,1910,2264,2656,3005,3403,3776
23,0.2657709837398301,0.27604686791727573,65.83381584409148,59.23480982760475,0.45,0.001,390,748,1141,1522,1911,2264,2656,3004,3404,3776
24,0.2730874505478421,0.284580373800447,65.50498326105618,58.88466323630564,0.46,0.001,391,747,1142,1523,1912,2264,2656,3003,3404,3776
25,0.2794309282144174,0.2920637650367237,65.21853662519,58.575882692479546,0.48,0.001,391,747,1143,1523,1913,2263,2656,3002,3405,3776
26,0.2859669878207691,0.29889184803848934,64.92207618801558,58.2927120933923,0.49,0.001,391,746,1143,1524,1914,2263,2656,3002,3405,3777
27,0.2931912634849748,0.30556125785305455,64.59281264438405,58.014791772901546,0.5,0.001,392,745,1144,1525,1914,2264,2656,3001,3406,3777
28,0.30014336811552267,0.31167716065581563,64.27436384481958,57.758760918934414,0.52,0.001,392,744,1145,1526,1915,2264,2657,3000,3407,3777
29,0.30773113227695337,0.31900947757092835,63.924985792675386,57.45029908742317,0.53,0.001,392,744,1146,1526,1916,2263,2657,2999,3407,3777
30,0.3148667343548063,0.32661607376702384,63.59467904726778,57.12854286743405,0.54,0.001,393,743,1147,1527,1917,2263,2657,2998,3408,3777
31,0.3216926309878785,0.33484349762662846,63.2770909127071,56.778470195439176,0.56,0.001,393,742,1148,1528,1917,2263,2658,2997,3409,3777
32,0.3283394863496817,0.3423783598632014,62.96629764145161,56.45596406852203,0.57,0.001,394,741,1148,1528,1918,2263,2658,2997,3409,3777
33,0.33554154893602983,0.34947571148027423,62.62780097590945,56.15048706169542,0.58,0.001,394,741,1149,1529,1919,2263,2658,2996,3410,3778
34,0.34247114823915803,0.3557836573061961,62.30037455683453,55.87758444456395,0.6,0.001,394,740,1150,1530,1920,2263,2658,2995,3411,3778
35,0.34954269230604273,0.3629515432974517,61.96445947703611,55.56585690084334,0.61,0.001,395,739,1151,1531,1920,2263,2658,2994,3412,3778
36,0.357009545515935,0.3714603271443283,61.60777404082722,55.19352494009148,0.63,0.001,395,738,1152,1532,1921,2263,2658,2994,3412,3778
37,0.36419273626241555,0.3793307147062931,61.26268204165975,54.84687491097373,0.64,0.001,395,737,1153,1532,1922,2262,2658,2993,3413,3778
38,0.3718192732394653,0.3865854012084745,60.89414523439938,54.52539590711951,0.65,0.001,396,737,1154,1533,1923,2262,2658,2992,3414,3779
39,0.3792962818595734,0.3931092437985504,60.53066113549397,54.234674354546925,0.67,0.001,396,736,1155,1534,1923,2262,2658,2991,3415,3779
40,0.3869891309801896,0.4006582886675991,60.15439120504836,53.89630569508568,0.68,0.001,396,735,1156,1535,1924,2262,2657,2991,3415,3779
41,0.394788166535469,0.40907223483116795,59.7705083789238,53.51665829294417,0.69,0.001,397,734,1157,1535,1925,2261,2657,2990,3416,3779
42,0.40250084890379456,0.41672745481720164,59.388435979784816,53.16888352957254,0.71,0.001,397,733,1158,1536,1926,2260,2657,2990,3417,3780
43,0.4103628276549457,0.4236098246929594,58.99642261069204,52.854268800814474,0.72,0.001,397,732,1159,1537,1926,2260,2657,2989,3418,3780
44,0.4180744782816347,0.430972450012457,58.60935625499567,52.51561105325611,0.73,0.001,398,732,1160,1538,1927,2259,2656,2989,3418,3781
45,0.4259933947899086,0.43965823805813486,58.20920899409946,52.11326353557341,0.75,0.001,398,731,1161,1538,1928,2258,2656,2989,3419,3781
46,0.433783504810477,0.4476838028145247,57.81286739748125,51.73871876584547,0.76,0.001,399,730,1162,1539,1929,2257,2656,2988,3420,3781
47,0.44167348662072536,0.4548590838427108,57.408654940778526,51.401543287568224,0.78,0.001,399,729,1163,1540,1930,2256,2657,2988,3421,3782
48,0.44954926642805404,0.4627252741942073,57.00231286426017,51.02934348474782,0.79,0.001,399,728,1164,1540,1931,2255,2657,2988,3422,3782
49,0.4574199698548982,0.47140847269203767,56.59331860685941,50.615305784787076,0.8,0.001,400,727,1165,1541,1932,2254,2657,2988,3422,3783
50,0.46534791035452394,0.4790955192068619,56.1783397705468,50.245923536454676,0.82,0.001,400,727,1166,1542,1933,2253,2657,2988,3423,3783
51,0.4731232801955043,0.4863174908781456,55.768343657462836,49.8963941230664,0.83,0.001,400,726,1167,1542,1934,2252,2658,2988,3424,3784
52,0.48103520696577806,0.4948660067964519,55.34803104913151,49.479473135015795,0.84,0.001,401,725,1168,1542,1935,2251,2658,2989,3425,3784
53,0.4888589808886705,0.5025220920237736,54.92924248237454,49.10307090463513,0.86,0.001,401,724,1168,1543,1937,2250,2658,2989,3426,3785
54,0.49657856435400116,0.509428312978073,54.51287745655837,48.76104392131976,0.87,0.001,401,723,1169,1543,1938,2249,2658,2990,3427,3785
