epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.0826406457053367,0.09317443120260022,0.0003269664362429703,0.00024846553123103465,0.01,0.001,33,66,99,132,165
1,0.21346825683652573,0.218851570964247,0.07046737231976485,0.07317314347869075,0.02,0.001,33,66,99,132,165
2,0.23659800024093483,0.23076923076923078,0.048976069064558425,0.04349120673977236,0.02,0.001,33,66,99,132,165
3,0.2396096855800506,0.23185265438786565,0.0003058844754928458,0.0,0.03,0.001,33,66,99,132,165
4,0.2396096855800506,0.23185265438786565,4.494423451062435e-05,0.0,0.04,0.001,33,66,99,132,165
5,0.2396096855800506,0.23185265438786565,0.0,0.0,0.04,0.001,33,66,99,132,165
6,0.2396096855800506,0.23185265438786565,0.0,0.0,0.05,0.001,33,66,99,132,165
7,0.2396096855800506,0.23185265438786565,0.0,0.0,0.05,0.001,33,66,99,132,165
8,0.2396096855800506,0.23185265438786565,0.0,0.0,0.06,0.001,33,66,99,132,165
9,0.2396096855800506,0.23185265438786565,0.0,0.0,0.07,0.001,33,66,99,132,165
10,0.2396096855800506,0.23185265438786565,0.0,0.0,0.07,0.001,33,66,99,133,165
11,0.2396096855800506,0.23185265438786565,0.0,0.0,0.08,0.001,33,66,99,133,165
12,0.2396096855800506,0.23185265438786565,0.0,0.0,0.09,0.001,33,66,99,133,165
13,0.2396096855800506,0.23185265438786565,0.0,0.0,0.09,0.001,33,66,99,133,165
14,0.2396096855800506,0.23185265438786565,0.0,0.0,0.1,0.001,33,65,99,133,165
15,0.2396096855800506,0.23185265438786565,0.0,0.0,0.11,0.001,33,65,99,133,165
16,0.2396096855800506,0.23185265438786565,0.0,0.0,0.11,0.001,33,65,99,133,165
17,0.2396096855800506,0.23185265438786565,0.0,0.0,0.12,0.001,33,65,99,133,164
18,0.2396096855800506,0.23185265438786565,0.0,0.0,0.12,0.001,33,65,99,133,164
19,0.2396096855800506,0.23185265438786565,0.0,0.0,0.13,0.001,33,65,99,133,164
