epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5
0,0,0,78.66677770229629,72.95228668665911,0.14,0.001,696,1390,2080,2772,3465
1,0.025131388091282902,0.033231060346801344,76.34670801166708,70.62169170901919,0.15,0.001,695,1391,2080,2772,3464
2,0.061894728934498544,0.06819968960900324,74.89331279080429,69.33271163270445,0.16,0.001,695,1391,2080,2771,3464
3,0.07119423168299688,0.07487205368045424,74.52117987525426,69.08403581078808,0.17,0.001,694,1392,2080,2770,3463
4,0.1000091302053916,0.10924433530897548,73.35611181506964,67.78850381886298,0.19,0.001,694,1392,2081,2769,3463
5,0.12920013843372624,0.1466162190531205,72.15666616921995,66.35122720464558,0.2,0.001,693,1393,2082,2768,3462
6,0.13785938984828938,0.1596365120819826,71.79700251620885,65.84311224180932,0.21,0.001,693,1393,2083,2767,3462
7,0.1442549310912492,0.16742429711869067,71.53020559525885,65.53731493155254,0.22,0.001,692,1394,2084,2766,3461
8,0.16044957780500024,0.18398369716282303,70.85012860013912,64.88229276206644,0.23,0.001,692,1395,2085,2765,3461
9,0.17206949754635104,0.19405006940327374,70.35811714676211,64.48085577687962,0.25,0.001,691,1395,2086,2764,3460
10,0.17394580301239826,0.19353075994516689,70.2783493454332,64.5016313686619,0.26,0.001,691,1396,2087,2763,3460
11,0.1787025128931372,0.1983130184089834,70.0757124027291,64.31010078129252,0.27,0.001,690,1396,2088,2762,3459
12,0.18864646539348362,0.2110177984185705,69.65019320908235,63.79848608056366,0.28,0.001,689,1397,2089,2761,3459
13,0.19293520366058214,0.2177302396802533,69.46586462181443,63.5265154408968,0.29,0.001,689,1397,2090,2760,3459
14,0.1926993760191681,0.21823850313717708,69.47601387461899,63.50587640439761,0.3,0.001,688,1398,2091,2759,3458
15,0.19706003187827692,0.2223813590271193,69.28812127630536,63.3373844390351,0.32,0.001,688,1399,2092,2758,3458
16,0.20313962244581119,0.22725026960861316,69.02531521568736,63.13878253003458,0.33,0.001,687,1399,2093,2757,3458
17,0.20468214017722552,0.22675033546823298,68.95847298261288,63.15920522836022,0.34,0.001,686,1400,2094,2756,3457
18,0.20589090176357783,0.22693269316116604,68.90605158701592,63.1517560097055,0.35,0.001,686,1400,2095,2755,3457
19,0.21116251956110332,0.2332757769156376,68.67695693653367,62.89213895693265,0.36,0.001,685,1401,2096,2754,3457
20,0.2158867909773694,0.23978799829965947,68.4709963689006,62.62448150359211,0.37,0.001,684,1402,2097,2753,3456
21,0.21781012196067873,0.2427900477410181,68.38697121551188,62.5007070272509,0.39,0.001,684,1402,2098,2752,3456
22,0.22120392769616914,0.24639424853128022,68.23844839856596,62.35178323870838,0.4,0.001,683,1403,2099,2751,3456
23,0.22645684211262074,0.2511416198847798,68.00792692767513,62.155079488727225,0.41,0.001,683,1403,2100,2750,3456
