epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.017097061442564558,0.016025641025641024,-0.0017475280930656645,0.0015869913614510178,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.08851291184327693,0.08974358974358974,-0.07439546592197854,-0.0717370006168585,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.3524487978628673,0.328525641025641,-0.01573619100047785,-0.020682547490221026,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.37542297417631343,0.3541666666666667,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.37542297417631343,0.3541666666666667,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.37542297417631343,0.3541666666666667,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.37542297417631343,0.3541666666666667,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.37542297417631343,0.3541666666666667,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.37542297417631343,0.3541666666666667,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.37542297417631343,0.3541666666666667,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.37542297417631343,0.3541666666666667,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.37542297417631343,0.3541666666666667,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.37542297417631343,0.3541666666666667,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.37542297417631343,0.3541666666666667,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
14,0.37542297417631343,0.3541666666666667,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.37542297417631343,0.3541666666666667,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
16,0.37542297417631343,0.3541666666666667,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
17,0.37542297417631343,0.3541666666666667,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
18,0.37542297417631343,0.3541666666666667,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
19,0.37542297417631343,0.3541666666666667,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
20,0.37542297417631343,0.3541666666666667,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
21,0.37542297417631343,0.3541666666666667,0.0,0.0,0.12,0.001,12,24,36,47,58,71,83,94,106,118
22,0.37542297417631343,0.3541666666666667,0.0,0.0,0.12,0.001,12,24,36,47,59,71,83,94,106,118
23,0.37542297417631343,0.3541666666666667,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
24,0.37542297417631343,0.3541666666666667,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
25,0.37542297417631343,0.3541666666666667,0.0,0.0,0.14,0.001,12,24,36,47,59,72,83,94,106,118
26,0.37542297417631343,0.3541666666666667,0.0,0.0,0.14,0.001,12,24,36,47,59,72,83,94,106,118
27,0.37542297417631343,0.3541666666666667,0.0,0.0,0.15,0.001,12,24,36,47,59,72,83,94,106,118
28,0.3747105966162066,0.3525641025641026,-0.0004334781322157255,-0.0020868860083238516,0.15,0.001,12,24,36,47,59,72,83,94,106,118
