epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
38,0.19660616461669966,0.20911774775560543,68.62778199051387,71.16469674283732,0.71,0.001,273,534,768,1027,1318,1563,1820,2105,2337,2624,2838,3102,3356,3628,3891
39,0.19938114837753584,0.2126391168110645,68.50915555260661,71.00609293838804,0.72,0.001,274,534,767,1026,1318,1563,1820,2106,2336,2626,2837,3101,3356,3627,3890
40,0.2015620366837525,0.21549454809301194,68.41578208484684,70.87722521859543,0.74,0.001,274,534,766,1026,1319,1563,1820,2107,2336,2627,2837,3100,3355,3627,3890
41,0.20431842103040332,0.21872865566786082,68.2975881483014,70.73097690368768,0.75,0.001,274,534,765,1025,1320,1563,1821,2107,2335,2628,2837,3100,3355,3627,3890
42,0.2081883644672261,0.22278029975874347,68.1312927139578,70.54733353948433,0.77,0.001,274,535,764,1024,1320,1563,1821,2108,2335,2629,2836,3099,3355,3626,3890
43,0.21271507273031798,0.22755851854751719,67.93626738187233,70.3301401483123,0.78,0.001,275,535,764,1024,1321,1563,1821,2109,2334,2631,2836,3098,3355,3626,3889
44,0.21650528550869874,0.2315260689111851,67.7725400697067,70.14928626351981,0.8,0.001,275,535,763,1023,1322,1563,1821,2110,2334,2632,2835,3098,3355,3626,3889
45,0.21966604767323583,0.23473040467692352,67.63569621393536,70.00288428767597,0.81,0.001,275,535,762,1022,1322,1563,1821,2111,2334,2633,2835,3097,3355,3625,3889
46,0.22253046048285696,0.23767497979474728,67.51144651210082,69.86807811757635,0.83,0.001,276,535,761,1022,1323,1564,1821,2111,2333,2634,2834,3096,3355,3625,3889
47,0.2255121793338163,0.24082880205730184,67.38186638828543,69.72340022591052,0.84,0.001,276,535,760,1021,1324,1564,1821,2112,2333,2636,2834,3095,3355,3624,3888
48,0.22885193363826828,0.24443439778552012,67.23642477412263,69.5576319332124,0.86,0.001,276,535,759,1020,1325,1564,1821,2113,2332,2637,2834,3094,3356,3624,3888
49,0.23228036013177755,0.24822711727986546,67.0867922568407,69.38283317264077,0.87,0.001,276,535,759,1020,1325,1564,1821,2113,2331,2638,2833,3094,3356,3624,3888
50,0.2353825589330728,0.2517889036413845,66.95111760409605,69.21827736858958,0.89,0.001,277,535,758,1019,1326,1564,1821,2114,2331,2639,2833,3093,3357,3623,3888
51,0.23825899886359092,0.25516633863937765,66.82506532334068,69.06187075505196,0.9,0.001,277,535,757,1018,1327,1564,1821,2115,2330,2641,2832,3092,3357,3623,3887
52,0.24128945084478592,0.2586593117369589,66.69201015676465,68.89974459087276,0.91,0.001,277,534,756,1018,1327,1565,1822,2115,2330,2642,2832,3091,3358,3622,3887
53,0.24440758329308,0.2621251897640502,66.55481909908929,68.73849690698255,0.93,0.001,278,534,755,1017,1328,1565,1822,2116,2329,2643,2832,3090,3358,3622,3887
54,0.24812767624781196,0.266063007718659,66.3907812865894,68.55483306608477,0.94,0.001,278,534,754,1016,1329,1565,1822,2116,2329,2644,2831,3089,3359,3622,3887
55,0.25182648764240645,0.2699714467439671,66.22727351939305,68.37205061051993,0.96,0.001,278,534,753,1015,1329,1565,1823,2117,2328,2645,2831,3088,3360,3621,3886
56,0.2551223753234687,0.27358871217733427,66.08123773408569,68.20245381972154,0.97,0.001,278,534,752,1015,1330,1565,1823,2118,2328,2647,2830,3087,3360,3621,3886
57,0.2583514968839976,0.2772988505231415,65.93784804410514,68.02805602286456,0.99,0.001,279,533,752,1014,1331,1565,1823,2118,2327,2648,2830,3086,3361,3620,3886
58,0.261845352065893,0.281414183972139,65.78234856564868,67.83409074490127,1.0,0.001,279,533,751,1013,1331,1566,1824,2119,2327,2649,2830,3085,3362,3620,3885
59,0.26539400807565694,0.2856410283935681,65.62403645125961,67.63429565848047,1.02,0.001,279,533,750,1012,1332,1566,1824,2119,2326,2650,2829,3084,3363,3620,3885
60,0.2687012611380172,0.2896296729485571,65.47614815001337,67.44520707234318,1.03,0.001,280,532,749,1012,1333,1566,1825,2120,2326,2651,2829,3083,3363,3619,3885
61,0.27203987063464563,0.29350262598672183,65.32651987683677,67.26110430511642,1.05,0.001,280,532,748,1011,1334,1566,1825,2120,2326,2652,2828,3082,3364,3619,3885
62,0.27568833526760694,0.297441913059347,65.16261209946238,67.07332231525623,1.06,0.001,280,532,747,1010,1334,1567,1826,2121,2325,2653,2828,3081,3365,3619,3884
63,0.2794867690941669,0.3013617458846556,64.99152213341945,66.88594390593214,1.08,0.001,281,531,746,1009,1335,1567,1826,2121,2325,2654,2828,3080,3366,3618,3884
64,0.2831222804603145,0.3050762668212459,64.82734732300482,66.70789943969342,1.09,0.001,281,531,745,1009,1336,1567,1827,2122,2325,2655,2827,3079,3367,3618,3884
65,0.2867035432484357,0.3088267919263563,64.66521732764261,66.52764639136875,1.11,0.001,281,530,744,1008,1336,1567,1827,2122,2325,2656,2827,3078,3368,3618,3884
66,0.2904953638039205,0.3129343980360425,64.49311070281072,66.32966539730734,1.12,0.001,281,530,744,1007,1337,1567,1827,2122,2324,2656,2827,3077,3369,3617,3883
67,0.2944203556192351,0.31726184820090886,64.31447776963792,66.12044378206713,1.14,0.001,282,529,743,1006,1338,1568,1828,2123,2324,2657,2826,3076,3370,3617,3883
68,0.29868873516599426,0.32187718674655474,64.11965057487252,65.89657720032771,1.15,0.001,282,529,742,1006,1338,1568,1828,2123,2324,2657,2826,3075,3371,3617,3883
69,0.30334642174851256,0.32675637770942667,63.90637033912875,65.65908712932467,1.17,0.001,282,528,741,1005,1339,1568,1828,2124,2324,2658,2826,3075,3372,3617,3882
70,0.307610360388885,0.3309481464734152,63.710498254923614,65.45436148569475,1.18,0.001,283,528,740,1004,1340,1568,1829,2124,2323,2658,2825,3074,3373,3616,3882
71,0.31163922258347476,0.3348841257389453,63.5248686385645,65.26154935502795,1.2,0.001,283,527,739,1003,1340,1568,1829,2125,2323,2658,2825,3073,3374,3616,3882
72,0.3155749089422457,0.3388708173839585,63.34300805867902,65.06566319760178,1.21,0.001,283,526,738,1003,1341,1569,1829,2125,2323,2659,2825,3072,3375,3616,3882
73,0.31992067892340126,0.3434579830064205,63.14158584705685,64.8395480566259,1.23,0.001,284,526,737,1002,1342,1569,1830,2126,2322,2659,2825,3071,3376,3616,3881
74,0.3242916730641221,0.348187678517054,62.938351455883996,64.60557538706509,1.24,0.001,284,525,736,1001,1343,1569,1831,2126,2322,2659,2824,3070,3377,3615,3881
75,0.3287659915879002,0.3529160874402255,62.72962699965324,64.37081297063133,1.25,0.001,284,524,735,1000,1343,1569,1831,2127,2322,2659,2824,3070,3378,3615,3881
76,0.33355092199749936,0.3578057406138966,62.505636464592136,64.12714725937059,1.27,0.001,284,524,734,999,1344,1569,1832,2127,2321,2658,2824,3069,3379,3615,3880
77,0.3382228382332707,0.3626114470501036,62.28616544827591,63.88675588981648,1.28,0.001,285,523,734,999,1345,1569,1832,2127,2321,2658,2824,3068,3380,3615,3880
78,0.34309200350513325,0.3677281190057927,62.056601006787545,63.62981164271587,1.3,0.001,285,522,733,998,1345,1570,1833,2128,2321,2658,2823,3068,3381,3615,3880
79,0.3479543483706994,0.37294354383601935,61.826509961216274,63.36683641331047,1.31,0.001,285,522,732,997,1346,1570,1833,2128,2321,2658,2823,3067,3382,3615,3880
80,0.35278326808841765,0.37804730565739875,61.597146817801146,63.108431071178,1.33,0.001,286,521,731,996,1347,1570,1834,2129,2321,2657,2823,3067,3383,3614,3879
81,0.3577624569391781,0.3831251023609442,61.35974901210178,62.85028597600511,1.34,0.001,286,520,730,996,1347,1570,1834,2129,2321,2657,2823,3066,3384,3614,3879
82,0.3627544179643337,0.38817583916809706,61.120814018221324,62.59245895448389,1.36,0.001,286,520,729,995,1348,1570,1835,2130,2321,2657,2822,3066,3386,3614,3879
83,0.36800559571615776,0.39351691228121244,60.86846450094766,62.3186509627134,1.37,0.001,287,519,728,994,1348,1570,1835,2130,2321,2656,2822,3065,3387,3614,3878
84,0.373279140810054,0.3988327996199603,60.61397894346959,62.04493512454804,1.39,0.001,287,518,727,993,1349,1571,1836,2130,2321,2656,2822,3065,3388,3614,3878
85,0.37870430533943644,0.40415325062318097,60.351058351454164,61.769771237004555,1.4,0.001,287,517,726,993,1350,1571,1836,2131,2321,2656,2822,3065,3389,3614,3878
86,0.3840991067872753,0.4093920420775756,60.08846830663518,61.4976260339576,1.42,0.001,288,517,725,992,1350,1571,1837,2131,2321,2655,2822,3065,3390,3614,3877
87,0.38959710499004074,0.41484212483706795,59.8196712328499,61.21322038260506,1.43,0.001,288,516,724,991,1350,1571,1837,2132,2321,2655,2821,3065,3391,3614,3877
88,0.39508798487620567,0.42035079630395966,59.55000729756987,60.92440965168436,1.45,0.001,288,515,724,990,1351,1571,1838,2132,2321,2655,2821,3065,3392,3614,3877
89,0.4007101008002949,0.42591585626258555,59.272629677670366,60.63124565122137,1.46,0.001,289,514,723,990,1351,1571,1838,2132,2321,2655,2821,3065,3393,3614,3876
90,0.40633374971625313,0.4314996710178076,58.99387133820555,60.3356577950593,1.48,0.001,289,514,722,989,1352,1571,1839,2133,2322,2655,2821,3065,3395,3614,3876
91,0.41207389205475786,0.4372675164509776,58.707972001786096,60.0288057480011,1.49,0.001,289,513,721,988,1352,1571,1839,2133,2322,2654,2821,3065,3396,3614,3876
92,0.41789146435250424,0.44311082664200996,58.41679320636853,59.71632770793826,1.51,0.001,290,512,720,988,1352,1571,1840,2134,2322,2654,2820,3065,3397,3614,3875
93,0.42386610602022734,0.449132161116125,58.11623127742047,59.392610464049945,1.52,0.001,290,511,719,987,1353,1571,1840,2134,2322,2654,2820,3065,3398,3614,3875
94,0.4297668191661632,0.4551287639383853,57.81785237047789,59.06845828081071,1.53,0.001,290,510,718,986,1353,1571,1841,2134,2322,2654,2820,3065,3399,3615,3874
95,0.43571827072133096,0.4612051462518364,57.51534059967719,58.7381720141383,1.55,0.001,291,510,717,986,1353,1571,1841,2135,2323,2654,2820,3065,3400,3615,3874
96,0.4417380208079229,0.4673808418224179,57.20773421064345,58.40057113577208,1.56,0.001,291,509,716,985,1353,1571,1841,2135,2323,2654,2820,3065,3401,3615,3874
97,0.44782623481319817,0.47372437083551056,56.894935551472855,58.05175366442968,1.58,0.001,291,508,715,984,1353,1570,1842,2135,2323,2654,2819,3066,3403,3615,3873
98,0.45395052698285265,0.4800980142619349,56.578537091153215,57.69915197532694,1.59,0.001,292,507,714,984,1352,1570,1842,2135,2323,2655,2819,3066,3404,3615,3873
99,0.46007234629191684,0.486409795168559,56.26048730361856,57.34784130500249,1.61,0.001,292,507,713,983,1352,1570,1842,2136,2324,2655,2819,3066,3405,3615,3872
100,0.46609877285590684,0.4926365572951579,55.9456327013948,56.999136934940736,1.62,0.001,292,506,712,982,1352,1570,1842,2136,2324,2655,2819,3067,3406,3615,3872
101,0.4720828366527341,0.49872271700920023,55.63122331759836,56.65623491795166,1.64,0.001,293,505,712,982,1351,1569,1842,2136,2324,2655,2818,3067,3407,3615,3871
102,0.4780265074498947,0.5047139853174456,55.317169647519925,56.31664021267382,1.65,0.001,293,504,711,981,1351,1569,1842,2136,2325,2655,2818,3067,3408,3615,3871
103,0.48394843890691874,0.5106899463686204,55.002476861842325,55.975859752218184,1.67,0.001,293,503,710,981,1350,1569,1842,2136,2325,2655,2818,3067,3409,3615,3871
104,0.48981632292701127,0.5165707018029894,54.68887721480141,55.63847054239427,1.68,0.001,294,503,709,980,1349,1568,1841,2136,2325,2655,2818,3068,3410,3616,3870
105,0.4955577797371016,0.5223952249778209,54.38028216082209,55.30228101223538,1.7,0.001,294,502,708,980,1349,1568,1841,2136,2325,2655,2817,3068,3412,3616,3870
106,0.5010829412719622,0.5278767571862809,54.08164626646109,54.98400868377551,1.71,0.001,295,501,707,979,1348,1568,1841,2137,2326,2656,2817,3068,3413,3616,3869
107,0.5063772075658549,0.5334399042547555,53.79393643949334,54.65910200177666,1.73,0.001,295,500,706,979,1347,1567,1841,2137,2326,2656,2817,3069,3414,3616,3869
108,0.5122445022894431,0.5391848427675965,53.47327932306471,54.32153891269788,1.74,0.001,295,500,705,978,1346,1566,1841,2137,2326,2656,2816,3069,3415,3616,3868
109,0.5183952085006736,0.5455894633326446,53.135054195653176,53.94272769422909,1.75,0.001,296,499,704,978,1345,1566,1840,2136,2326,2656,2816,3069,3416,3616,3868
110,0.5238299390342341,0.5512973766302491,52.834398196747735,53.60286456751869,1.77,0.001,296,498,704,977,1344,1565,1840,2136,2326,2656,2816,3069,3417,3616,3867
111,0.5287093610854068,0.5564040581087368,52.562994665478534,53.296966615283324,1.78,0.001,296,497,703,977,1343,1565,1840,2136,2326,2656,2815,3070,3418,3616,3867
112,0.5339985191950153,0.5621984088524451,52.26721550270542,52.947732740352066,1.8,0.001,297,497,702,976,1341,1564,1839,2136,2326,2656,2815,3070,3419,3616,3866
113,0.5397198662527181,0.5679658623019412,51.945365961959254,52.59781624209792,1.81,0.001,297,496,701,976,1340,1563,1839,2136,2327,2656,2815,3070,3420,3616,3866
114,0.5449361465688123,0.5734108135952725,51.65018585851119,52.26532370989393,1.83,0.001,298,495,700,975,1339,1563,1839,2136,2327,2656,2814,3070,3421,3616,3865
115,0.5496963587119424,0.5786470123461361,51.37933375881786,51.943561149789055,1.84,0.001,298,494,699,975,1337,1562,1839,2136,2327,2656,2814,3070,3423,3616,3864
116,0.5547835744342486,0.5835982619942163,51.088283346698,51.63747390159108,1.86,0.001,298,494,698,974,1336,1561,1839,2135,2327,2656,2814,3070,3424,3616,3864
117,0.5602473763613147,0.5894495919514546,50.773831188849144,51.27337976627101,1.87,0.001,299,493,698,974,1335,1560,1839,2135,2327,2656,2813,3071,3425,3616,3863
118,0.5653772543482737,0.5945590022028846,50.476815822185884,50.953326241552915,1.89,0.001,299,492,697,974,1333,1560,1839,2135,2327,2656,2813,3071,3426,3616,3863
119,0.5700311892516448,0.5991259790644896,50.205836080703804,50.66553643287762,1.9,0.001,300,492,696,973,1332,1559,1840,2134,2327,2656,2812,3071,3427,3616,3862
120,0.5746019757508154,0.6041723873129223,49.93826511069067,50.34562671083011,1.92,0.001,300,491,695,973,1330,1558,1840,2134,2327,2656,2812,3071,3428,3616,3862
121,0.5794826871007743,0.6085656079844244,49.65096189982753,50.065460079467464,1.93,0.001,300,490,694,973,1329,1557,1840,2133,2327,2656,2812,3071,3429,3616,3861
122,0.5846079303683943,0.6140654348353322,49.34746314797373,49.712493713854265,1.95,0.001,301,489,693,972,1327,1556,1840,2133,2327,2656,2811,3070,3430,3616,3860
123,0.589566186888009,0.6187682323338215,49.05206148907633,49.408678683980966,1.96,0.001,301,489,693,972,1325,1555,1840,2133,2328,2656,2811,3070,3431,3616,3860
124,0.5941625802559191,0.623256354597174,48.77663034659887,49.116980599413125,1.97,0.001,302,488,692,972,1324,1554,1840,2132,2328,2656,2810,3070,3433,3616,3859
125,0.5985010740089062,0.6278623924006262,48.51520732509421,48.81580844661773,1.99,0.001,302,487,691,971,1322,1553,1841,2132,2328,2656,2810,3070,3434,3616,3859
126,0.6027996675054403,0.6314985137051975,48.25480161503361,48.57673536529601,2.0,0.001,302,487,690,971,1321,1552,1841,2131,2328,2656,2809,3070,3435,3616,3858
127,0.6071986931441296,0.6365232576298091,47.98684257738651,48.244411006451045,2.02,0.001,303,486,690,971,1319,1551,1841,2131,2329,2656,2809,3070,3436,3616,3857
128,0.6118409630524555,0.6403379713250751,47.702436635223364,47.99058186004442,2.03,0.001,303,485,689,971,1317,1550,1842,2130,2329,2655,2809,3070,3437,3616,3857
129,0.616560149629889,0.6454727128636841,47.4115696174863,47.64677416038388,2.05,0.001,304,485,688,970,1315,1549,1842,2129,2329,2655,2808,3069,3438,3616,3856
130,0.6210722612737505,0.649622254789749,47.13179141215354,47.36711727378103,2.06,0.001,304,484,687,970,1314,1548,1842,2129,2330,2655,2808,3069,3439,3616,3855
131,0.6252808796122301,0.6536439102943418,46.869317363881564,47.094491326282,2.08,0.001,304,484,686,970,1312,1547,1842,2128,2330,2655,2807,3069,3440,3616,3855
132,0.629251602781706,0.6578736170124039,46.62033164045088,46.80604824532563,2.09,0.001,305,483,686,970,1310,1546,1843,2128,2331,2655,2807,3069,3441,3616,3854
133,0.6330475555906313,0.6607981047110789,46.381053765923646,46.605572045659144,2.11,0.001,305,482,685,970,1309,1545,1843,2127,2331,2655,2806,3069,3442,3616,3854
134,0.6366424465618762,0.6652256522847155,46.153303688969544,46.30040538766912,2.12,0.001,306,482,684,969,1307,1544,1844,2126,2331,2655,2806,3068,3443,3616,3853
135,0.6403200907850013,0.6676216265871012,45.91914758828146,46.134423262523015,2.14,0.001,306,481,684,969,1306,1543,1845,2125,2331,2655,2805,3068,3444,3616,3852
136,0.6442981192527467,0.6727439911776356,45.66450825808951,45.77754624523222,2.15,0.001,306,481,683,969,1304,1542,1845,2125,2332,2655,2805,3068,3446,3616,3852
137,0.6487008737159636,0.6759211601162832,45.38102039089414,45.55478865642173,2.17,0.001,307,480,682,969,1302,1541,1846,2124,2332,2655,2805,3067,3447,3616,3851
138,0.6530130594408239,0.6807341388082263,45.10163490055682,45.215251246813835,2.18,0.001,307,480,681,968,1301,1540,1846,2123,2332,2655,2804,3067,3448,3616,3850
139,0.6567774126625028,0.6843113541571498,44.85631901381064,44.961228686068374,2.2,0.001,308,479,681,968,1299,1539,1846,2122,2332,2655,2804,3067,3449,3616,3850
140,0.6600481358735788,0.6868889135564267,44.64208247095726,44.777302687159484,2.21,0.001,308,479,680,968,1297,1538,1847,2122,2332,2655,2804,3067,3450,3616,3849
141,0.663198300702244,0.6909309867405186,44.4347597717886,44.487339919194284,2.23,0.001,308,478,679,968,1296,1537,1847,2121,2333,2655,2803,3066,3450,3616,3848
142,0.6666746126182492,0.6930090884351376,44.20484819016603,44.337526816227445,2.24,0.001,309,478,679,968,1294,1537,1848,2120,2333,2655,2803,3066,3451,3616,3848
143,0.6705485645991353,0.6978967506543114,43.947220097485975,43.983156621668826,2.26,0.001,309,477,678,968,1293,1536,1849,2120,2333,2655,2802,3066,3452,3616,3847
144,0.6744812958243565,0.7009063141466289,43.68413149790851,43.76352748454614,2.27,0.001,310,477,677,968,1291,1535,1849,2119,2334,2655,2802,3065,3453,3616,3846
145,0.6780577638481918,0.7045682638292178,43.4434896387501,43.49479275810281,2.29,0.001,310,476,677,967,1290,1534,1850,2118,2334,2655,2802,3065,3454,3616,3845
146,0.6812641809457305,0.7079537090803647,43.22660697743058,43.24486427464899,2.3,0.001,310,476,676,967,1289,1533,1851,2117,2334,2655,2801,3064,3455,3616,3845
147,0.6843525274032938,0.71006360028206,43.016677815848354,43.08837042655042,2.32,0.001,311,475,676,967,1287,1532,1851,2117,2334,2655,2801,3064,3455,3616,3844
148,0.6876438534454556,0.7141539785793519,42.791818967038694,42.78334859489364,2.33,0.001,311,475,675,967,1286,1531,1852,2116,2334,2655,2800,3064,3456,3616,3843
149,0.6912477429044687,0.7164843222450452,42.5442411046651,42.608597180744376,2.35,0.001,312,474,674,967,1284,1530,1853,2115,2334,2655,2800,3063,3456,3616,3843
150,0.6950606911759181,0.7208410382096071,42.280724544037206,42.279952227403975,2.36,0.001,312,474,674,967,1283,1530,1853,2114,2334,2654,2800,3063,3457,3616,3842
151,0.698717347093742,0.7239192418450358,42.026457672890416,42.04620290479198,2.38,0.001,312,473,673,967,1282,1529,1854,2114,2334,2654,2799,3063,3458,3616,3841
152,0.7019464419096286,0.726888248202403,41.80063505283517,41.819504679989784,2.39,0.001,313,473,673,967,1281,1528,1855,2113,2334,2654,2799,3062,3458,3616,3841
153,0.7048305925964364,0.730253247755912,41.597899633349876,41.56107992169853,2.41,0.001,313,473,672,967,1279,1527,1855,2112,2334,2654,2799,3062,3458,3616,3840
154,0.7076191907268932,0.7321447947637005,41.40093421066275,41.4151022377028,2.42,0.001,313,472,672,967,1278,1526,1856,2111,2334,2654,2798,3061,3459,3616,3839
155,0.7105856931709625,0.7356123020932333,41.19037327563247,41.14615984179523,2.44,0.001,314,472,671,967,1277,1526,1857,2111,2333,2654,2798,3061,3459,3616,3838
156,0.7136289976964334,0.7380526884663225,40.97323255654614,40.95582545465144,2.45,0.001,314,471,671,967,1275,1525,1858,2110,2333,2653,2798,3060,3459,3616,3838
157,0.7166373654334339,0.7409330555676077,40.75745085017815,40.73002799733953,2.47,0.001,315,471,670,967,1274,1524,1858,2109,2333,2653,2797,3060,3460,3616,3837
158,0.719597379249234,0.7441312721719939,40.54401483168478,40.47783742081122,2.48,0.001,315,471,670,967,1273,1523,1859,2108,2333,2654,2797,3060,3460,3616,3836
159,0.7224676106635862,0.7462191114982455,40.335974572663574,40.31235465090076,2.5,0.001,315,470,669,967,1271,1523,1859,2107,2332,2654,2797,3059,3460,3616,3836
160,0.7252174328169022,0.7496030463649842,40.13565102746482,40.04268809804341,2.51,0.001,316,470,669,967,1270,1522,1860,2106,2332,2654,2796,3059,3460,3616,3835
161,0.727732041797671,0.7510046366173998,39.95158202437045,39.93046171109142,2.53,0.001,316,470,668,967,1269,1521,1860,2106,2332,2654,2796,3058,3460,3616,3834
