epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
43,0.3646548608601373,0.34994582881906827,0.1979409221613747,0.19182426190847968,0.32,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,129,139,147,154,160,166,176,183,191
44,0.3645343934465727,0.34994582881906827,0.19796164204551825,0.19202942425166425,0.33,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,130,139,147,154,160,166,176,183,191
45,0.3645343934465727,0.34994582881906827,0.19801922478016842,0.19202942425166425,0.33,0.001,8,16,23,30,37,46,52,62,68,77,85,91,97,108,112,120,130,139,147,154,160,166,176,183,191
46,0.3645343934465727,0.34994582881906827,0.1980480130469695,0.1921319663665486,0.34,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,112,120,130,139,147,154,160,166,176,183,191
47,0.3645343934465727,0.34994582881906827,0.19810558338063622,0.19223448245684405,0.35,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,112,120,130,139,147,154,160,166,176,183,191
48,0.3645343934465727,0.34994582881906827,0.19811997467256215,0.19223448245684405,0.35,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,112,120,130,139,147,154,160,166,176,183,191
49,0.3645343934465727,0.34994582881906827,0.19811997467256215,0.19223448245684405,0.36,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,112,119,130,139,147,154,160,166,176,183,191
50,0.3645343934465727,0.34994582881906827,0.19811997467256215,0.19223448245684405,0.37,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
51,0.3645343934465727,0.34994582881906827,0.19814875570681934,0.19233697253245674,0.38,0.001,8,16,24,30,37,46,52,62,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
52,0.3645343934465727,0.34994582881906827,0.19819192338463631,0.19233697253245674,0.38,0.001,8,16,24,30,37,46,52,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
53,0.3645343934465727,0.34994582881906827,0.19820631157773472,0.19233697253245674,0.39,0.001,8,16,24,29,37,46,52,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
54,0.3645343934465727,0.34994582881906827,0.19829262989344631,0.192541874679233,0.4,0.001,8,16,24,29,37,46,53,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
55,0.3645343934465727,0.34994582881906827,0.1983070144725113,0.192541874679233,0.4,0.001,8,16,24,29,37,46,53,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
56,0.3645343934465727,0.34994582881906827,0.19836454762725442,0.192541874679233,0.41,0.001,8,16,24,29,37,46,53,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
57,0.3645343934465727,0.34994582881906827,0.19842207252490585,0.192541874679233,0.42,0.001,8,16,24,29,37,46,53,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
58,0.3645343934465727,0.34994582881906827,0.1985083443932233,0.192541874679233,0.43,0.001,8,16,24,29,37,46,53,61,69,77,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
59,0.3645343934465727,0.34994582881906827,0.19855147336383439,0.192541874679233,0.43,0.001,8,16,24,29,37,46,53,61,69,76,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
60,0.3644139260330081,0.34994582881906827,0.19850017528431818,0.19274667288602543,0.44,0.001,8,16,24,29,37,46,53,61,68,76,85,91,96,108,111,119,130,139,147,154,160,166,176,183,191
61,0.3644139260330081,0.34994582881906827,0.19860078530984882,0.19274667288602543,0.45,0.001,8,16,24,29,37,46,53,61,68,76,85,92,96,108,111,119,130,139,147,154,160,166,176,183,191
62,0.36477532827370196,0.35102925243770317,0.19923669928834398,0.1945992640524895,0.45,0.001,8,16,24,29,37,46,53,61,68,76,85,92,96,108,111,119,130,139,147,154,160,166,176,183,191
63,0.36622093723647753,0.35102925243770317,0.20156690961054935,0.1952393567469375,0.46,0.001,8,16,24,29,37,46,53,61,68,76,85,92,96,108,111,119,130,139,147,154,160,166,176,183,191
64,0.3676665461992531,0.352112676056338,0.20382151138213878,0.1970842419014397,0.47,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,139,147,154,160,166,176,183,191
65,0.36863028550777016,0.352112676056338,0.20546854017795468,0.19761998906811495,0.47,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,139,147,154,160,166,176,183,191
66,0.37031682929767495,0.3542795232936078,0.2082226016957036,0.20083677753484752,0.48,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,139,147,154,160,166,176,183,191
67,0.3722443079147091,0.35861321776814736,0.21122114383763957,0.20709185072751246,0.49,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,139,147,154,160,165,176,183,191
68,0.37525599325382486,0.35861321776814736,0.2158683496282946,0.2075851487474586,0.5,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,183,191
69,0.3794723527285869,0.3607800650054171,0.22206496182103652,0.21085274912545615,0.5,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,183,191
70,0.3821226358270088,0.36511375947995667,0.22610555870964288,0.21701643478273458,0.51,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,183,191
71,0.3845319840983014,0.3694474539544962,0.22994435419567105,0.22290774899208288,0.52,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,183,191
72,0.3873027346102879,0.3694474539544962,0.23414377282051468,0.22319766895384896,0.52,0.001,8,16,24,29,37,46,53,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,183,191
73,0.39055535477653297,0.37269772481040087,0.2388495762019892,0.22768091981663774,0.53,0.001,8,16,24,29,37,46,54,61,68,76,84,92,96,108,111,119,130,140,147,154,160,165,176,182,191
74,0.39368750752921333,0.37378114842903576,0.24333121057384166,0.22949249920204284,0.54,0.001,8,16,24,29,37,46,54,61,68,76,84,92,96,108,110,119,130,140,147,154,160,165,176,182,191
75,0.39561498614624746,0.37594799566630555,0.24632687178283674,0.23288651612437783,0.54,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,119,130,140,147,154,160,165,176,182,191
76,0.3979038670039754,0.37594799566630555,0.2499156597117237,0.23317198128393157,0.55,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
77,0.40320443320081917,0.37919826652221017,0.25732751309618374,0.23804618582960313,0.56,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
78,0.4111552824960848,0.3856988082340195,0.26824164593982236,0.2469491093744829,0.57,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
79,0.4181423924828334,0.38786565547128926,0.2777691152776455,0.25012653786645656,0.57,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
80,0.4244066979881942,0.39436619718309857,0.2861452285316728,0.25872294328757917,0.58,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
81,0.4295867967714733,0.39869989165763814,0.2930664559601831,0.26456611748221237,0.59,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
82,0.43392362365980003,0.4008667388949079,0.29893554536203315,0.2679635544324276,0.6,0.001,8,16,24,30,37,46,54,61,68,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
83,0.4378990483074328,0.4019501625135428,0.3045122127277834,0.2699406634063303,0.6,0.001,8,16,24,30,37,46,54,61,67,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
84,0.4405493314058547,0.40303358613217766,0.3081592741166962,0.2717046681540757,0.61,0.001,8,16,24,30,37,46,54,61,67,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
85,0.444042886399229,0.40628385698808234,0.3128302630014137,0.2763787750897725,0.62,0.001,8,16,24,30,37,46,54,61,67,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
86,0.44669316949765087,0.4084507042253521,0.31646626989498283,0.2791651350033113,0.62,0.001,8,16,24,30,37,46,54,61,67,76,84,92,96,108,110,118,130,140,147,154,160,165,176,182,191
87,0.44970485483676664,0.4106175514626219,0.3205531979933556,0.28186102390640533,0.63,0.001,8,16,24,30,37,46,54,61,67,77,84,92,96,108,110,118,130,140,147,154,159,165,176,182,191
88,0.450909528972413,0.41386782231852653,0.32219139870033864,0.28613989766932524,0.64,0.001,8,16,24,30,37,46,54,61,67,77,84,92,96,108,110,118,130,140,147,154,159,165,176,182,191
89,0.45235513793518856,0.41495124593716143,0.3241024926053344,0.28783509986197353,0.65,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,130,140,147,154,159,165,176,182,191
90,0.45355981207083484,0.41386782231852653,0.3257438937685704,0.2865438002666122,0.65,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,130,140,147,154,159,165,176,182,191
91,0.45428261655222263,0.4160346695557963,0.32674976707012526,0.28949807556358487,0.66,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,130,140,147,154,159,165,176,182,191
92,0.4546440187929165,0.4160346695557963,0.3273054200112576,0.28949807556358487,0.67,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,159,165,176,182,191
93,0.4550054210336104,0.4160346695557963,0.3278778294342778,0.28949807556358487,0.67,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,159,165,176,182,191
94,0.4553668232743043,0.4182015167930661,0.32845538275219544,0.29224967479105946,0.68,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,159,165,176,182,191
95,0.45584869292856284,0.419284940411701,0.3291107638778925,0.29379756104872334,0.69,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,159,165,176,182,191
96,0.456451029996386,0.419284940411701,0.32990919038945166,0.29379756104872334,0.7,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,159,165,176,182,191
97,0.45669196482351526,0.42145178764897073,0.3303396115904602,0.29651699682143673,0.7,0.001,8,16,25,30,37,46,54,61,67,77,84,92,96,108,110,118,131,140,147,154,160,165,176,182,191
98,0.45717383447777377,0.42145178764897073,0.3311124890276629,0.29668865100270825,0.71,0.001,8,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,147,154,160,165,176,182,191
99,0.45765570413203227,0.42145178764897073,0.3318112476970786,0.2967729416766778,0.72,0.001,8,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,147,154,160,165,176,182,191
100,0.4580171063727262,0.42036836403033584,0.33237275204367467,0.29548317694207415,0.72,0.001,8,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
101,0.45813757378629083,0.42145178764897073,0.3325942837825866,0.2968572121488795,0.73,0.001,8,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
102,0.4592217805083725,0.42145178764897073,0.3340521773182571,0.2968572121488795,0.74,0.001,8,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
103,0.459703650162631,0.42145178764897073,0.334759048486704,0.2968572121488795,0.75,0.001,9,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
104,0.46042645464401877,0.42145178764897073,0.33573671731742116,0.2968572121488795,0.75,0.001,9,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
105,0.46042645464401877,0.4225352112676056,0.335860214074194,0.2982850769026689,0.76,0.001,9,16,25,30,37,46,54,61,66,77,84,91,96,108,110,118,131,140,147,154,160,165,176,182,191
106,0.46066738947114805,0.4225352112676056,0.33622518518624367,0.2982850769026689,0.77,0.001,9,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,147,154,160,165,176,182,191
107,0.4612697265389712,0.42145178764897073,0.337029899711367,0.29702569251702227,0.78,0.001,9,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,147,154,160,165,176,182,191
108,0.46187206360679434,0.42145178764897073,0.33785326095496815,0.29702569251702227,0.78,0.001,9,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,148,154,160,165,176,182,191
109,0.46271533550174676,0.42145178764897073,0.33896127613205984,0.29708283715656836,0.79,0.001,9,16,25,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,148,154,160,165,176,182,191
110,0.46271533550174676,0.42145178764897073,0.33905285390582385,0.2972542153454829,0.8,0.001,9,16,24,30,37,46,54,61,66,77,84,92,96,108,110,118,131,140,148,154,160,165,176,182,191
111,0.4633176725695699,0.4225352112676056,0.339829937585728,0.29879816532068404,0.8,0.001,9,16,24,30,37,46,54,61,65,77,84,92,97,108,110,118,131,140,148,154,160,165,176,182,191
112,0.4636790748102638,0.4236186348862405,0.3403056810247147,0.30017059763329634,0.81,0.001,9,16,24,30,37,46,54,61,65,77,84,92,97,108,110,118,131,140,148,154,160,165,176,182,191
113,0.4639200096373931,0.4247020585048754,0.3406338898163904,0.3015428069795414,0.82,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
114,0.46379954222382846,0.4257854821235103,0.34053367441806004,0.3029147934137497,0.83,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
115,0.4640404770509577,0.4257854821235103,0.3408404916459441,0.30294161232957917,0.83,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
116,0.46379954222382846,0.4257854821235103,0.34059212185385745,0.30294161232957917,0.84,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
117,0.4639200096373931,0.4268689057421452,0.3407721069137224,0.3042835830890871,0.85,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
118,0.4640404770509577,0.4279523293607801,0.340933021354926,0.3056254505974245,0.85,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
119,0.46416094446452233,0.4279523293607801,0.3411122958199013,0.3056254505974245,0.86,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
120,0.4644018792916516,0.4279523293607801,0.3414473629269992,0.3056254505974245,0.87,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
121,0.46428141187808697,0.4279523293607801,0.34133960054803214,0.3056254505974245,0.88,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
122,0.46452234670521625,0.4279523293607801,0.3417140771919448,0.3056254505974245,0.88,0.001,9,16,24,30,37,46,54,61,65,77,84,91,97,108,110,118,131,140,148,154,160,165,176,182,191
123,0.4648837489459101,0.42903575297941493,0.34219955672867197,0.30699683574511005,0.89,0.001,9,16,24,30,37,46,54,61,65,77,84,91,98,108,110,118,131,140,148,154,160,165,176,182,191
124,0.4653656186001687,0.42903575297941493,0.34284247779300847,0.30699683574511005,0.9,0.001,9,16,24,30,37,46,54,61,65,77,84,91,98,108,110,118,131,140,148,154,160,165,175,182,191
125,0.4656065534272979,0.42903575297941493,0.34318704018214774,0.30699683574511005,0.9,0.001,9,16,24,30,37,46,54,61,65,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
126,0.46572702084086254,0.42903575297941493,0.3433667979340854,0.3070531084392274,0.91,0.001,9,16,24,30,37,46,54,61,65,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
127,0.46608842308155646,0.42903575297941493,0.34388055276490537,0.3070531084392274,0.92,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
128,0.46620889049512104,0.4301191765980498,0.3440579799776968,0.3084389315586754,0.93,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
129,0.46681122756294424,0.4312026002166847,0.3448456125878743,0.3099483075345685,0.93,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
130,0.4669316949765089,0.4312026002166847,0.34505546534963316,0.3099483075345685,0.94,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
131,0.4674135646307674,0.4322860238353196,0.345687078898411,0.311333301058519,0.95,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
132,0.4678954342850259,0.4322860238353196,0.3463534596106329,0.31140389593008855,0.96,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
133,0.4682568365257198,0.4333694474539545,0.3468687874251817,0.31278845633685715,0.96,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
134,0.46910010842067223,0.4355362946912243,0.34800881314760446,0.3155567258287194,0.97,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
135,0.46958197807493074,0.4355362946912243,0.34868022276380906,0.3156268590019099,0.98,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
136,0.47006384772918924,0.4355362946912243,0.34940919794928693,0.3157670822389109,0.98,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
137,0.47006384772918924,0.4344528710725894,0.34949676988505285,0.31462053523799494,0.99,0.001,9,16,24,30,37,46,54,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
138,0.47006384772918924,0.4344528710725894,0.34957122688745135,0.31462053523799494,1.0,0.001,9,16,24,30,37,46,53,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
139,0.4703047825563185,0.4333694474539545,0.34998992559543796,0.3134481831718865,1.01,0.001,9,16,24,30,37,46,53,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
140,0.47042524996988316,0.4333694474539545,0.35030795355101585,0.313503835444226,1.01,0.001,9,16,24,30,37,46,53,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
141,0.4712685218648356,0.4322860238353196,0.35152387512280925,0.3122616423746889,1.02,0.001,9,16,24,30,37,46,53,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
142,0.4713889892784002,0.4333694474539545,0.35188907507618306,0.31378488796899917,1.03,0.001,9,16,24,30,37,46,53,61,64,77,84,91,98,108,110,118,132,140,148,154,160,165,175,182,191
