epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.01940883190883191,0.014423076923076924,-0.0016982739170661176,-0.002989942919271682,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.09401709401709402,0.07852564102564102,-0.07100003103456198,-0.07568789461376557,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.353988603988604,0.3541666666666667,-0.013068910182306048,-0.005823627287853572,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.37571225071225073,0.36698717948717946,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.37571225071225073,0.36698717948717946,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.37571225071225073,0.36698717948717946,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.37571225071225073,0.36698717948717946,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.37571225071225073,0.36698717948717946,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.37571225071225073,0.36698717948717946,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.37571225071225073,0.36698717948717946,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.37571225071225073,0.36698717948717946,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.37571225071225073,0.36698717948717946,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.37571225071225073,0.36698717948717946,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.37571225071225073,0.36698717948717946,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
14,0.37571225071225073,0.36698717948717946,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.37571225071225073,0.36698717948717946,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
16,0.37571225071225073,0.36698717948717946,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
17,0.37571225071225073,0.36698717948717946,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
18,0.37571225071225073,0.36698717948717946,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
19,0.37571225071225073,0.36698717948717946,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
20,0.37571225071225073,0.36698717948717946,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
21,0.37571225071225073,0.36698717948717946,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
22,0.37571225071225073,0.36698717948717946,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
23,0.37571225071225073,0.36698717948717946,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
24,0.37571225071225073,0.36698717948717946,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
25,0.37571225071225073,0.36698717948717946,0.0,0.0,0.14,0.001,12,24,36,47,59,72,83,94,106,118
26,0.37571225071225073,0.36698717948717946,0.0,0.0,0.14,0.001,12,24,36,47,59,72,83,94,106,118
27,0.37571225071225073,0.36698717948717946,0.0,0.0,0.15,0.001,12,24,36,47,59,72,83,94,106,118
28,0.37571225071225073,0.36698717948717946,0.0,0.0,0.15,0.001,12,24,36,47,59,72,83,94,106,118
29,0.3751780626780627,0.36538461538461536,-1.745643503059391e-05,-0.0013494292279074838,0.16,0.001,12,24,36,47,59,72,83,94,106,118
30,0.3801638176638177,0.3685897435897436,0.011526371504722244,0.005625952994373962,0.16,0.001,12,24,36,46,59,72,83,93,106,118
31,0.40046296296296297,0.3942307692307692,0.05770281288767021,0.05766165278360402,0.17,0.001,12,24,36,46,59,72,83,93,106,118
32,0.42663817663817666,0.41185897435897434,0.11681682253671355,0.09725994457606202,0.17,0.001,12,24,36,46,59,72,83,93,106,118
33,0.4488960113960114,0.4326923076923077,0.16365591482700692,0.14390686282108922,0.18,0.001,12,24,36,46,59,72,83,93,106,118
34,0.46403133903133903,0.45032051282051283,0.19612645423694508,0.17697726643492173,0.18,0.001,12,24,36,46,59,72,83,93,106,118
35,0.4702635327635328,0.4599358974358974,0.2119304920014785,0.19600848769857193,0.19,0.001,12,24,37,46,59,72,83,93,106,118
36,0.47275641025641024,0.46794871794871795,0.21962150955048743,0.21120925982333238,0.19,0.001,12,24,37,46,59,72,83,93,106,118
37,0.4732905982905983,0.46474358974358976,0.22235241170476994,0.20847970650675451,0.2,0.001,12,24,37,46,59,72,83,93,106,118
38,0.4704415954415954,0.46474358974358976,0.2191916536173405,0.20969827504483973,0.21,0.001,12,24,37,46,59,72,83,93,106,118
39,0.4649216524216524,0.46794871794871795,0.211269575153184,0.21561144051432335,0.21,0.001,12,24,37,46,59,72,83,93,106,118
40,0.457977207977208,0.47115384615384615,0.20133735351672455,0.2209619939014701,0.22,0.001,12,24,37,46,59,72,83,93,106,118
41,0.4547720797720798,0.46634615384615385,0.19694082515603806,0.2137757244855104,0.23,0.001,12,24,37,46,59,72,83,93,106,118
42,0.45227920227920226,0.46153846153846156,0.19374050330544235,0.20687868115739172,0.23,0.001,12,24,37,46,59,72,83,93,106,118
43,0.45174501424501423,0.46153846153846156,0.1932620113079878,0.20687868115739172,0.24,0.001,12,24,37,46,59,72,83,93,106,118
44,0.4545940170940171,0.46474358974358976,0.19847502603517486,0.21217779827403072,0.25,0.001,12,24,37,46,59,72,83,93,106,118
45,0.45744301994301995,0.47115384615384615,0.20402239609653572,0.22257081695756076,0.25,0.001,12,24,37,46,59,73,83,93,106,118
46,0.46225071225071224,0.4791666666666667,0.2125723818502474,0.2351383765925189,0.26,0.001,12,24,37,46,59,73,83,93,106,118
47,0.4716880341880342,0.4823717948717949,0.22812616677398279,0.241635687732342,0.26,0.001,12,24,37,46,59,73,83,93,106,118
48,0.478988603988604,0.49038461538461536,0.24032254037995848,0.2541412167114586,0.27,0.001,12,24,37,46,59,73,83,93,106,118
49,0.4862891737891738,0.49038461538461536,0.25281092410816197,0.2552749108650778,0.28,0.001,12,24,37,46,59,73,83,93,106,118
50,0.4916310541310541,0.49198717948717946,0.26237632917755016,0.2596008444251471,0.28,0.001,12,24,37,46,59,73,83,93,106,118
51,0.49910968660968663,0.4951923076923077,0.2747474439563664,0.2650478975194993,0.29,0.001,12,24,37,47,59,73,83,93,106,118
52,0.5053418803418803,0.5032051282051282,0.28491874943393924,0.2783058992075692,0.29,0.001,12,24,37,47,59,73,83,93,106,118
53,0.5103276353276354,0.5048076923076923,0.29310287376293,0.2809880373497211,0.3,0.001,12,24,37,47,59,73,83,93,106,118
54,0.5122863247863247,0.5112179487179487,0.296446672925465,0.290877386470334,0.3,0.001,13,24,37,47,59,73,83,93,106,118
55,0.5124643874643875,0.5112179487179487,0.2968946891767308,0.290877386470334,0.31,0.001,13,24,37,47,59,73,83,93,106,118
56,0.5126424501424501,0.5128205128205128,0.29712506580167564,0.29331823329558326,0.31,0.001,13,24,37,47,59,73,83,93,106,118
57,0.5131766381766382,0.5112179487179487,0.29779375581050327,0.290877386470334,0.32,0.001,13,24,37,47,59,73,83,93,106,118
58,0.5137108262108262,0.5144230769230769,0.2985052508866738,0.29550374656735434,0.32,0.001,13,24,37,47,59,73,83,93,106,118
59,0.5151353276353277,0.5208333333333334,0.3004950209727514,0.30464338823108483,0.33,0.001,13,24,37,47,59,73,83,93,106,118
60,0.5158475783475783,0.5224358974358975,0.3015587367638374,0.3070826237791632,0.33,0.001,13,24,37,47,59,73,83,93,106,118
61,0.5185185185185185,0.5272435897435898,0.3059045129088802,0.3143725510644956,0.34,0.001,13,24,38,47,59,73,83,93,106,118
62,0.5211894586894587,0.530448717948718,0.31007534911464063,0.31946698429241427,0.35,0.001,13,24,38,47,59,73,83,93,106,118
63,0.5242165242165242,0.532051282051282,0.3151013202347449,0.32212268222268525,0.35,0.001,13,24,38,47,60,73,83,93,106,118
64,0.5286680911680912,0.5400641025641025,0.32225196026724845,0.33425277785006113,0.36,0.001,13,24,38,47,60,73,83,93,106,118
65,0.5311609686609686,0.5496794871794872,0.3263768546934911,0.3488099172939869,0.36,0.001,13,24,38,47,60,74,83,93,106,118
66,0.5332977207977208,0.5576923076923077,0.32990286198768726,0.36133618627694564,0.37,0.001,13,24,38,47,60,74,83,92,106,118
67,0.5341880341880342,0.5576923076923077,0.33139540651818045,0.3618993630998032,0.37,0.001,13,24,38,47,60,74,83,92,106,118
68,0.5349002849002849,0.5576923076923077,0.33265529727950316,0.36200337105706726,0.38,0.001,13,24,38,47,60,74,83,92,106,118
69,0.5349002849002849,0.5592948717948718,0.33285354915374366,0.3646679871896925,0.38,0.001,13,24,38,47,60,74,83,92,106,118
70,0.5349002849002849,0.5592948717948718,0.33291052628563156,0.36479263218680136,0.39,0.001,13,24,38,47,60,74,83,92,106,118
71,0.5349002849002849,0.5592948717948718,0.33292951650028324,0.36479263218680136,0.39,0.001,13,24,38,47,60,74,83,92,106,118
72,0.5347222222222222,0.5592948717948718,0.332797495925523,0.36479263218680136,0.4,0.001,13,24,38,47,60,74,83,92,106,118
73,0.5350783475783476,0.5608974358974359,0.3333673998421909,0.36697828541809363,0.4,0.001,13,24,38,47,60,74,83,92,106,118
74,0.5352564102564102,0.5641025641025641,0.3337790029956347,0.3722334004024145,0.41,0.001,13,24,38,47,60,74,83,92,106,118
75,0.5359686609686609,0.5641025641025641,0.3350116055962037,0.3722334004024145,0.41,0.001,13,24,38,48,60,74,83,92,106,118
76,0.5375712250712251,0.5641025641025641,0.33754591949962776,0.3722334004024145,0.42,0.001,13,24,38,48,60,74,83,92,106,118
77,0.5397079772079773,0.5641025641025641,0.3408702693960811,0.3722334004024145,0.43,0.001,13,24,38,48,60,74,83,92,106,118
78,0.5405982905982906,0.5673076923076923,0.3423210303731603,0.3771534195933456,0.43,0.001,13,24,38,48,60,74,83,92,106,118
79,0.542022792022792,0.5673076923076923,0.3446556688194412,0.3777813888386212,0.44,0.001,13,24,38,48,60,74,83,92,106,118
80,0.5429131054131054,0.5689102564102564,0.34607225502156547,0.38016602168325897,0.44,0.001,13,24,38,48,60,74,83,92,106,118
81,0.5445156695156695,0.5689102564102564,0.34855087918047367,0.38016602168325897,0.45,0.001,13,24,38,48,60,74,83,92,106,118
82,0.5454059829059829,0.5689102564102564,0.3497797709243925,0.38004468984875617,0.45,0.001,13,24,38,48,59,74,83,92,106,118
83,0.5461182336182336,0.5689102564102564,0.3508376218388205,0.38004468984875617,0.46,0.001,13,24,38,48,59,74,83,92,106,118
84,0.5461182336182336,0.5705128205128205,0.3507422578313356,0.38249075944272326,0.46,0.001,13,24,38,48,59,74,83,92,106,118
85,0.5455840455840456,0.5737179487179487,0.3498235472589942,0.38699944233730843,0.47,0.001,13,24,38,48,59,74,83,92,106,118
86,0.5454059829059829,0.5705128205128205,0.34950789731227827,0.3821896300127454,0.47,0.001,13,24,38,48,59,74,83,92,106,118
87,0.5466524216524217,0.5705128205128205,0.35138371850805616,0.38261386416412246,0.48,0.001,13,24,38,48,59,74,83,92,106,118
88,0.5486111111111112,0.5705128205128205,0.35432475416346865,0.3827141354299318,0.48,0.001,13,24,38,48,59,75,83,92,106,118
89,0.5471866096866097,0.5721153846153846,0.35252782525513093,0.38523755405664695,0.49,0.001,13,24,38,48,59,75,83,92,106,118
90,0.5486111111111112,0.5721153846153846,0.35495420404837763,0.38523755405664695,0.5,0.001,13,24,38,48,59,75,83,92,106,118
91,0.5518162393162394,0.5689102564102564,0.35982916546294264,0.38121709895748856,0.5,0.001,13,24,38,48,59,75,83,92,106,118
92,0.5521723646723646,0.5673076923076923,0.3605367705482475,0.3790587107949729,0.51,0.001,13,24,38,48,59,75,83,92,106,118
93,0.5521723646723646,0.5705128205128205,0.36065698213948405,0.38385810815789667,0.51,0.001,13,24,38,48,59,75,83,92,106,118
94,0.5521723646723646,0.5737179487179487,0.3606418460134496,0.38891322835863207,0.52,0.001,13,24,38,48,59,75,83,92,106,118
95,0.5532407407407407,0.5721153846153846,0.3621775188341616,0.3867558882962865,0.52,0.001,13,23,38,48,59,75,83,92,106,118
96,0.5546652421652422,0.5737179487179487,0.36438052355460826,0.3891920734512134,0.53,0.001,13,23,38,48,59,75,83,92,106,118
97,0.5539529914529915,0.5785256410256411,0.36338321252707007,0.3965915984925086,0.54,0.001,13,23,38,48,59,75,83,92,106,118
98,0.5562678062678063,0.5737179487179487,0.3668610394029822,0.3897691928735818,0.54,0.001,13,23,38,48,59,75,83,92,106,118
99,0.5578703703703703,0.5753205128205128,0.3694904623217896,0.39232021520154936,0.55,0.001,13,23,38,48,59,75,84,92,106,118
100,0.5591168091168092,0.5785256410256411,0.37162937834888554,0.3973958830570835,0.55,0.001,13,23,38,48,59,75,84,92,106,118
101,0.5616096866096866,0.5753205128205128,0.37540771129297257,0.3932455638236978,0.56,0.001,13,23,38,48,59,75,84,92,106,118
102,0.5623219373219374,0.5769230769230769,0.37674459890586376,0.39565273217528474,0.56,0.001,13,23,38,48,59,75,84,92,106,118
103,0.5625,0.5769230769230769,0.37705663454761396,0.39565273217528474,0.57,0.001,13,23,38,48,59,75,84,92,106,118
104,0.561965811965812,0.5801282051282052,0.37608995125905975,0.40067744915465486,0.57,0.001,13,23,38,48,59,75,84,92,106,118
105,0.5623219373219374,0.5817307692307693,0.37637552218013925,0.4027525660912902,0.58,0.001,13,23,38,48,59,75,84,92,106,118
106,0.5637464387464387,0.5833333333333334,0.37810991371225344,0.4049252121861223,0.58,0.001,13,23,38,48,58,75,84,92,106,118
107,0.5648148148148148,0.5849358974358975,0.37950482732038704,0.4069638158981077,0.59,0.001,13,23,38,48,58,75,84,92,106,118
108,0.5676638176638177,0.5849358974358975,0.38368754737380206,0.4069638158981077,0.59,0.001,13,23,38,48,58,75,84,92,106,118
109,0.5699786324786325,0.5849358974358975,0.3871876112370084,0.4069442303881635,0.6,0.001,13,23,38,48,58,75,84,92,106,118
110,0.5714031339031339,0.5833333333333334,0.38941268361146564,0.40502123352476505,0.61,0.001,13,23,38,48,58,75,84,92,106,118
111,0.5722934472934473,0.5833333333333334,0.3908826049297681,0.40515648373566426,0.61,0.001,13,23,38,48,58,75,84,92,106,118
112,0.573539886039886,0.5833333333333334,0.3928103777929719,0.405426799771318,0.62,0.001,13,23,38,48,58,75,84,92,106,118
113,0.5746082621082621,0.5849358974358975,0.3943803220315013,0.4080585436605171,0.62,0.001,13,23,38,48,58,75,84,92,106,118
114,0.5751424501424501,0.5865384615384616,0.39521661604229186,0.4104779028082419,0.63,0.001,13,23,38,48,58,75,84,92,106,118
115,0.5754985754985755,0.5865384615384616,0.39560135019013987,0.41063113193732614,0.63,0.001,13,23,38,48,58,75,84,92,106,118
116,0.5756766381766382,0.5849358974358975,0.39587535437159194,0.40813658386526186,0.64,0.001,13,23,38,48,58,75,84,92,106,118
117,0.5754985754985755,0.5913461538461539,0.3955766841306366,0.4174842583101479,0.64,0.001,13,23,38,48,58,75,84,92,107,118
118,0.5769230769230769,0.5961538461538461,0.3978334104941649,0.4247269933600395,0.65,0.001,13,23,38,48,58,75,84,92,107,118
119,0.5787037037037037,0.5961538461538461,0.40055757465626174,0.42502358438823196,0.65,0.001,13,23,38,48,58,75,84,92,107,118
120,0.5785256410256411,0.5993589743589743,0.4004932408042303,0.42969741060689703,0.66,0.001,13,23,38,48,58,75,84,92,107,118
121,0.5778133903133903,0.5977564102564102,0.39965005718762403,0.4276568221184416,0.67,0.001,14,23,38,48,58,75,84,92,107,118
122,0.5781695156695157,0.5993589743589743,0.4001990063926667,0.4300662000029227,0.67,0.001,14,23,38,48,58,75,84,92,107,118
123,0.5781695156695157,0.6041666666666666,0.40032953176605546,0.43701441726419,0.68,0.001,14,23,38,48,58,75,84,92,107,118
124,0.5790598290598291,0.6041666666666666,0.40154291677633613,0.43726929859470665,0.68,0.001,14,23,38,48,58,75,84,92,107,118
125,0.5792378917378918,0.6073717948717948,0.4018697317537948,0.44162807345614985,0.69,0.001,14,23,38,48,57,75,84,92,107,118
