dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghisaconus,5,0,pcal,0,0.135933,0.6945244956772334,0.5603394692804208,22-23-24-25-26
ghisaconus,5,0,lasso,0,0.175655,0.6743515850144092,0.543989207670927,10-28-38-71-91
ghisaconus,5,0,mcuve,0,1.099788,0.4639769452449567,0.204285432488411,68-69-70-71-72
ghisaconus,5,0,spa,0,7.517544,0.6570605187319885,0.5200999477017839,1-24-29-48-102
ghisaconus,5,0,bsnet,0,58.993953,0.6167146974063401,0.4619276911776707,2-35-39-67-82
ghisaconus,5,0,zhang,0,122.337815,0.6657060518731989,0.5260065237102719,2-22-78-98-128
ghisaconus,5,1,pcal,0,0.021969,0.6512968299711815,0.5015314844714598,22-23-24-25-26
ghisaconus,5,1,lasso,0,0.142824,0.6829971181556196,0.5571771639384201,10-28-38-71-91
ghisaconus,5,1,mcuve,0,1.004617,0.5129682997118156,0.2792158308751229,68-69-70-71-72
ghisaconus,5,1,spa,0,7.52312,0.6426512968299711,0.4964953134324865,1-24-29-48-102
ghisaconus,5,1,bsnet,0,39.83474,0.6311239193083573,0.4844401109679516,2-35-39-67-82
ghisaconus,5,1,zhang,0,104.394712,0.6282420749279539,0.4745571715322041,6-77-78-98-128
ghisaconus,5,2,pcal,0,0.020944,0.659942363112392,0.5321045354298317,22-23-24-25-26
ghisaconus,5,2,lasso,0,0.111785,0.6628242074927954,0.536414086050973,10-28-38-71-91
ghisaconus,5,2,mcuve,0,0.988558,0.5763688760806917,0.4084747138566442,28-66-67-68-73
ghisaconus,5,2,spa,0,7.480367,0.6080691642651297,0.4660692869911524,1-24-29-48-102
ghisaconus,5,2,bsnet,0,39.698928,0.5677233429394812,0.4029319996329265,35-39-67-70-99
ghisaconus,5,2,zhang,0,104.413369,0.6397694524495677,0.5021292225754985,22-42-98-103-105
ghisaconus,5,3,pcal,0,0.021086,0.6253602305475504,0.4773248673325145,22-23-24-25-26
ghisaconus,5,3,lasso,0,0.154672,0.6311239193083573,0.4875569656763773,10-28-38-71-91
ghisaconus,5,3,mcuve,0,1.00057,0.4639769452449567,0.2429090909090908,67-68-69-72-73
ghisaconus,5,3,spa,0,7.375179,0.6051873198847262,0.461985061113626,1-27-46-71-112
ghisaconus,5,3,bsnet,0,42.29747,0.6340057636887608,0.4999035417210427,2-32-35-39-82
ghisaconus,5,3,zhang,0,106.773411,0.6109510086455331,0.4627620533051975,22-23-61-77-114
ghisaconus,5,4,pcal,0,0.019883,0.6167146974063401,0.4620844794629121,22-23-24-25-26
ghisaconus,5,4,lasso,0,0.134672,0.6253602305475504,0.478858595194085,10-28-38-71-91
ghisaconus,5,4,mcuve,0,0.994527,0.4495677233429395,0.1795573271273303,67-68-69-70-72
ghisaconus,5,4,spa,0,7.216656,0.5965417867435159,0.4433877953206994,1-24-29-48-102
ghisaconus,5,4,bsnet,0,39.670721,0.5677233429394812,0.3937382067230415,2-35-39-70-82
ghisaconus,5,4,zhang,0,104.392936,0.5878962536023055,0.4212754542697861,17-20-22-77-102
ghisaconus,5,5,pcal,0,0.021083,0.6253602305475504,0.4772764142853831,22-23-24-25-26
ghisaconus,5,5,lasso,0,0.16077,0.6051873198847262,0.4583499492975719,10-28-38-71-91
ghisaconus,5,5,mcuve,0,0.99497,0.5129682997118156,0.2936195328780159,66-67-68-72-73
ghisaconus,5,5,spa,0,7.348165,0.6455331412103746,0.5032125148404218,1-24-29-48-102
ghisaconus,5,5,bsnet,0,39.808765,0.5994236311239193,0.4475281774030971,2-35-39-70-82
ghisaconus,5,5,zhang,0,103.844138,0.6195965417867435,0.474821133736929,2-18-26-105-128
ghisaconus,5,6,pcal,0,0.020866,0.659942363112392,0.5197175499096817,22-23-24-25-26
ghisaconus,5,6,lasso,0,0.081782,0.6368876080691642,0.4879068623431991,10-28-47-71-91
ghisaconus,5,6,mcuve,0,0.990246,0.5043227665706052,0.2659336334341868,68-69-70-71-72
ghisaconus,5,6,spa,0,7.376352,0.6311239193083573,0.4788444840776289,1-24-29-48-102
ghisaconus,5,6,bsnet,0,39.537908,0.5936599423631124,0.4245371786125944,2-35-39-70-82
ghisaconus,5,6,zhang,0,104.104919,0.6512968299711815,0.5099041682716439,6-23-77-79-128
ghisaconus,5,7,pcal,0,0.020939,0.6743515850144092,0.5230849692281496,22-23-24-25-26
ghisaconus,5,7,lasso,0,0.048873,0.6657060518731989,0.5243542173800013,10-28-47-71-91
ghisaconus,5,7,mcuve,0,1.012463,0.5417867435158501,0.294165056865429,68-69-70-71-72
ghisaconus,5,7,spa,0,7.296654,0.6657060518731989,0.5236675186973397,1-24-29-48-102
ghisaconus,5,7,bsnet,0,39.506769,0.6484149855907781,0.4950499773372456,2-35-39-70-82
ghisaconus,5,7,zhang,0,104.312997,0.6397694524495677,0.481259567546881,20-22-77-105-128
ghisaconus,5,8,pcal,0,0.020092,0.6282420749279539,0.4826223141737653,22-23-24-25-26
ghisaconus,5,8,lasso,0,0.057816,0.6570605187319885,0.5275076092180242,10-28-38-71-91
ghisaconus,5,8,mcuve,0,1.006549,0.4755043227665706,0.2503798309752161,68-69-70-71-72
ghisaconus,5,8,spa,0,7.32261,0.6426512968299711,0.508127757836256,1-24-29-48-102
ghisaconus,5,8,bsnet,0,40.020042,0.6455331412103746,0.5113123726213102,2-35-39-70-82
ghisaconus,5,8,zhang,0,103.696734,0.579250720461095,0.4105437071683712,16-77-105-106-128
ghisaconus,5,9,pcal,0,0.021676,0.6570605187319885,0.518375963702952,22-23-24-25-26
ghisaconus,5,9,lasso,0,0.131601,0.6023054755043228,0.4547690345793435,9-10-28-38-71
ghisaconus,5,9,mcuve,0,0.987716,0.5878962536023055,0.4232865726804663,28-66-67-68-74
ghisaconus,5,9,spa,0,7.307063,0.5878962536023055,0.4332655671798621,1-24-29-48-102
ghisaconus,5,9,bsnet,0,39.738919,0.6138328530259366,0.4738795415200443,2-35-39-70-82
ghisaconus,5,9,zhang,0,103.980089,0.6368876080691642,0.4915277890843964,2-22-77-104-107
ghisaconus,10,0,pcal,0,0.03974,0.6484149855907781,0.5086183882163129,21-22-23-24-25-26-27-46-47-48
ghisaconus,10,0,lasso,0,0.175655,0.69164265129683,0.5660421463551467,9-10-28-38-42-45-47-71-91-130
ghisaconus,10,0,mcuve,0,1.023173,0.5187319884726225,0.3145699280847842,29-66-67-68-69-70-71-72-73-74
ghisaconus,10,0,spa,0,12.802934,0.7377521613832853,0.631264888598253,1-11-24-28-32-48-61-71-101-102
ghisaconus,10,0,bsnet,0,58.993953,0.6512968299711815,0.5111481097695864,2-32-35-39-67-70-82-99-103-116
ghisaconus,10,0,zhang,0,122.337815,0.7406340057636888,0.6370630345853476,2-20-22-58-62-78-94-98-102-128
ghisaconus,10,1,pcal,0,0.022971,0.654178674351585,0.5164942348556101,21-22-23-24-25-26-27-46-47-48
ghisaconus,10,1,lasso,0,0.142824,0.6974063400576369,0.5766768522929278,10-28-38-41-44-45-47-71-91-130
ghisaconus,10,1,mcuve,0,1.032544,0.547550432276657,0.3587688323917137,28-66-67-68-69-70-71-72-73-74
ghisaconus,10,1,spa,0,12.788437,0.7175792507204611,0.6060609571029737,1-11-24-29-33-48-71-76-102-130
ghisaconus,10,1,bsnet,0,39.83474,0.6772334293948127,0.56013807933903,2-32-35-39-67-70-82-99-103-116
ghisaconus,10,1,zhang,0,104.394712,0.7089337175792507,0.5945323707714378,2-6-19-20-77-78-79-98-104-128
ghisaconus,10,2,pcal,0,0.022936,0.6570605187319885,0.5246411180310129,21-22-23-24-25-26-27-46-47-48
ghisaconus,10,2,lasso,0,0.111785,0.6282420749279539,0.4864331524420325,10-28-38-42-43-44-45-71-91-130
ghisaconus,10,2,mcuve,0,0.974253,0.5043227665706052,0.3134956693773796,65-66-67-68-69-70-71-72-73-74
ghisaconus,10,2,spa,0,12.793478,0.7060518731988472,0.5936301637236217,1-11-24-28-33-48-62-71-102-130
ghisaconus,10,2,bsnet,0,39.698928,0.6023054755043228,0.4584624431728225,2-32-35-39-67-70-82-99-103-116
ghisaconus,10,2,zhang,0,104.413369,0.6253602305475504,0.4786056080815554,2-22-42-77-98-103-105-108-117-127
ghisaconus,10,3,pcal,0,0.027895,0.6195965417867435,0.4811685148896163,21-22-23-24-25-26-27-46-47-48
ghisaconus,10,3,lasso,0,0.154672,0.654178674351585,0.5238258602353425,9-10-28-38-41-44-45-71-91-130
ghisaconus,10,3,mcuve,0,1.028662,0.5446685878962536,0.3728509168277645,28-66-67-68-69-70-71-72-73-74
ghisaconus,10,3,spa,0,12.659394,0.6801152737752162,0.560518929280482,1-11-24-28-33-48-62-71-102-130
ghisaconus,10,3,bsnet,0,42.29747,0.5994236311239193,0.4500604291610608,2-32-35-39-67-70-82-92-99-116
ghisaconus,10,3,zhang,0,106.773411,0.6714697406340058,0.5495148726825492,6-9-20-22-23-26-61-77-101-114
ghisaconus,10,4,pcal,0,0.022938,0.5590778097982709,0.3845663413163934,21-22-23-24-25-26-27-46-47-48
ghisaconus,10,4,lasso,0,0.134672,0.6368876080691642,0.4890499006661214,9-10-28-38-42-45-47-71-91-130
ghisaconus,10,4,mcuve,0,0.982755,0.4783861671469741,0.2691761694205259,29-66-67-68-69-70-71-72-73-74
ghisaconus,10,4,spa,0,12.610098,0.6570605187319885,0.5239560996979549,1-11-24-28-33-48-62-71-102-130
ghisaconus,10,4,bsnet,0,39.670721,0.6138328530259366,0.4628234750462107,2-32-35-39-67-69-70-82-99-116
ghisaconus,10,4,zhang,0,104.392936,0.6080691642651297,0.4502458004240348,17-20-22-26-39-77-102-105-106-107
