dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghisaconus,5,0,bsdr,0,6.061149,0.6455331412103746,0.49995899478648,20-49-71-92-108
ghisaconus,5,1,bsdr,0,5.270526,0.6512968299711815,0.5107664701358625,19-42-62-91-109
ghisaconus,5,2,bsdr,0,5.092185,0.659942363112392,0.5286303041466166,19-43-62-91-108
ghisaconus,5,3,bsdr,0,5.238777,0.6311239193083573,0.4927479957058998,19-42-62-91-108
ghisaconus,5,4,bsdr,0,5.258573,0.6023054755043228,0.4431083406987022,19-43-62-90-108
ghisaconus,5,5,bsdr,0,5.262133,0.659942363112392,0.5291073441129792,19-43-62-90-108
ghisaconus,5,6,bsdr,0,5.267,0.6455331412103746,0.5007836623935622,19-42-62-90-108
ghisaconus,5,7,bsdr,0,5.254984,0.7175792507204611,0.5975097349950882,19-43-62-91-109
ghisaconus,5,8,bsdr,0,5.269637,0.7031700288184438,0.5854145158858124,19-43-62-90-109
ghisaconus,5,9,bsdr,0,5.269959,0.6397694524495677,0.5068444868908748,19-43-62-90-108
ghisaconus,10,0,bsdr,0,5.248021,0.7118155619596542,0.5925364897077301,18-23-38-47-58-77-89-91-107-117
ghisaconus,10,1,bsdr,0,5.230093,0.7204610951008645,0.6114759964447728,18-23-37-47-58-77-89-91-108-117
ghisaconus,10,2,bsdr,0,5.293928,0.6455331412103746,0.5112340250103065,18-23-38-47-57-77-90-92-107-117
ghisaconus,10,3,bsdr,0,5.29518,0.7031700288184438,0.5905205994225746,18-23-37-47-58-76-90-92-108-117
ghisaconus,10,4,bsdr,0,5.261381,0.6311239193083573,0.48604489701458,18-23-37-47-57-77-89-91-107-117
ghisaconus,10,5,bsdr,0,5.249816,0.6512968299711815,0.5155476583322757,19-23-37-47-58-77-89-91-107-117
ghisaconus,10,6,bsdr,0,5.164696,0.6340057636887608,0.4847840065470276,18-23-37-47-57-77-89-91-107-117
ghisaconus,10,7,bsdr,0,5.219871,0.723342939481268,0.6037210630249101,18-23-37-47-58-77-89-91-107-117
ghisaconus,10,8,bsdr,0,5.143318,0.6657060518731989,0.533845209556567,19-23-38-47-58-77-90-92-107-117
ghisaconus,10,9,bsdr,0,5.080768,0.6858789625360231,0.5596036514368218,17-23-34-47-58-77-89-91-107-117
ghisaconus,15,0,bsdr,0,5.209839,0.7492795389048992,0.6448185796978682,12-18-25-28-44-47-62-63-71-89-91-106-110-117
ghisaconus,15,1,bsdr,0,5.085359,0.7550432276657061,0.6575644642587626,12-18-25-28-44-47-62-63-71-86-90-91-107-114-118
ghisaconus,15,2,bsdr,0,5.086766,0.6829971181556196,0.5609110778787529,12-16-25-28-32-46-62-71-87-90-91-107-116-118
ghisaconus,15,3,bsdr,0,5.230901,0.6829971181556196,0.561773113971137,12-17-25-28-44-47-62-70-89-91-107-111-118
ghisaconus,15,4,bsdr,0,5.26745,0.7118155619596542,0.5965303939351658,12-17-25-28-44-47-62-64-71-89-90-91-106-111-118
ghisaconus,15,5,bsdr,0,5.251654,0.6945244956772334,0.576892549434622,12-16-25-28-32-45-62-71-89-91-92-106-110-117
ghisaconus,15,6,bsdr,0,5.265744,0.6829971181556196,0.5516585228340537,12-16-25-28-32-44-62-63-71-87-90-91-107-117-121
