epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.2459727385377943,0.22423398328690808,0.0,0.0,0.01,0.01,33,66,100,132,165
1,0.2459727385377943,0.22423398328690808,0.0,0.0,0.03,0.01,33,65,99,132,164
2,0.2459727385377943,0.22423398328690808,0.0,0.0,0.03,0.01,32,65,99,132,164
3,0.2459727385377943,0.22423398328690808,0.0,0.0,0.04,0.01,32,64,99,133,164
4,0.2459727385377943,0.22423398328690808,0.0,0.0,0.05,0.01,32,64,100,133,164
5,0.2459727385377943,0.22423398328690808,0.0,0.0,0.06,0.01,32,64,100,133,164
6,0.36446716232961585,0.34540389972144847,0.17862381477217504,0.17383778860960608,0.07,0.01,32,64,100,134,164
7,0.3669454770755886,0.3467966573816156,0.19124287769329018,0.1837645889638957,0.08,0.01,31,64,101,134,164
8,0.36648079306071873,0.34540389972144847,0.1949938172692085,0.18648660376357817,0.09,0.01,31,65,101,134,164
9,0.36648079306071873,0.34540389972144847,0.1957823178977377,0.1869158653324885,0.1,0.01,31,65,101,135,164
10,0.3663258983890954,0.34540389972144847,0.19523096690401898,0.18677282848632648,0.11,0.01,31,65,102,135,164
11,0.36648079306071873,0.34540389972144847,0.19442118677916742,0.18562671943626619,0.11,0.01,30,66,102,135,164
12,0.36648079306071873,0.3467966573816156,0.19370920077022724,0.18592529916596157,0.12,0.01,30,66,102,136,164
13,0.366635687732342,0.3467966573816156,0.1937875802178577,0.18592529916596157,0.13,0.01,30,66,101,136,164
14,0.366635687732342,0.34540389972144847,0.19436125167819884,0.18591354945166294,0.14,0.01,30,67,101,136,164
15,0.36648079306071873,0.34540389972144847,0.1957823178977377,0.1869158653324885,0.15,0.01,29,67,101,136,164
16,0.36617100371747213,0.34540389972144847,0.19743294734217298,0.18862839103370188,0.16,0.01,29,67,101,136,164
17,0.36570631970260226,0.34540389972144847,0.19901618066500504,0.1901918812812562,0.16,0.01,29,67,101,136,164
18,0.3671003717472119,0.3467966573816156,0.20158208880505235,0.19274979803282788,0.17,0.01,29,67,101,136,164
19,0.37066294919454773,0.34958217270194986,0.20782096682963935,0.19732174062920438,0.18,0.01,29,67,101,136,164
20,0.38073110285006195,0.3649025069637883,0.2211435671237464,0.21665793383624876,0.19,0.01,28,67,100,137,164
21,0.40582403965303593,0.38997214484679665,0.2549801502751946,0.24950600903025044,0.2,0.01,28,67,100,137,164
22,0.42580545229244116,0.40668523676880225,0.28401089259720025,0.2736158904539009,0.2,0.01,28,67,100,137,164
23,0.434634448574969,0.41643454038997213,0.29842564969925023,0.2878282504278826,0.21,0.01,28,67,100,138,164
24,0.4364931846344486,0.4192200557103064,0.30298213391752404,0.292719455730889,0.22,0.01,28,67,100,138,164
25,0.4343246592317224,0.4178272980501393,0.30068577386428275,0.2912326276139757,0.23,0.01,28,67,100,138,164
26,0.43788723667905827,0.4192200557103064,0.30508540181649646,0.29333710967924653,0.25,0.01,29,67,100,138,164
27,0.44563197026022305,0.4220055710306407,0.3141124526100316,0.2955975140126379,0.25,0.01,29,67,100,139,164
28,0.4502788104089219,0.4275766016713092,0.3188733432902615,0.30163080134326337,0.26,0.01,29,66,100,139,164
29,0.45043370508054525,0.43036211699164345,0.31933416018422356,0.3050752400131572,0.27,0.01,29,66,100,139,164
30,0.45322180916976457,0.43454038997214484,0.3239149817826793,0.31143204032559035,0.28,0.01,29,66,99,140,164
31,0.45647459727385375,0.435933147632312,0.32864901176367256,0.31393829007158125,0.29,0.01,29,65,99,140,164
32,0.45848822800495664,0.4387186629526462,0.331961334093299,0.31797150298759,0.3,0.01,29,65,99,140,164
33,0.4600371747211896,0.4401114206128134,0.33419501514017735,0.32029511431794255,0.31,0.01,29,65,99,140,164
34,0.4628252788104089,0.4456824512534819,0.3373340394459161,0.32679676972512506,0.31,0.01,29,64,99,140,164
