dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghisaconus,5,0,bsdr,0,10.358511,0.7461538461538462,0.6459483158817765,19-42-62-90-108
ghisaconus,10,0,bsdr,0,10.044577,0.7384615384615385,0.6353690006934795,18-23-33-47-63-71-86-91-108-117
ghisaconus,15,0,bsdr,0,10.215331,0.7663461538461539,0.6768939268025131,12-18-25-28-44-47-62-63-76-86-90-91-106-108-117
ghisaconus,20,0,bsdr,0,7.250761,0.7836538461538461,0.6998268231672118,12-18-25-28-39-45-50-62-64-70-71-90-91-103-107-117-124
ghisaconus,25,0,bsdr,0,7.15024,0.7932692307692307,0.7129948143964676,12-18-19-28-30-39-47-57-61-63-71-76-86-90-91-97-106-108-117
ghisaconus,30,0,bsdr,0,7.364735,0.7865384615384615,0.7044667909148626,12-16-18-25-26-28-39-44-47-59-62-65-70-72-77-84-87-90-91-97-106-108-117-123
indian_pines,5,0,bsdr,0,8.454357,0.7457737321196359,0.7105442139215141,28-63-100-139-163
indian_pines,10,0,bsdr,0,8.48213,0.7600780234070221,0.7282219653267771,25-37-56-74-89-108-129-149-160-178
indian_pines,15,0,bsdr,0,8.455851,0.8049414824447334,0.7786971815786268,10-30-36-53-63-78-85-101-107-127-140-149-153-171-182
indian_pines,20,0,bsdr,0,8.544855,0.8029908972691807,0.7771684895107369,9-26-31-36-48-58-74-78-85-95-101-109-127-138-149-159-166-171-184
indian_pines,25,0,bsdr,0,8.740499,0.8218465539661899,0.7979740451501249,10-16-24-30-36-49-53-63-71-78-85-89-92-107-109-127-129-140-149-153-154-162-171-178-184
indian_pines,30,0,bsdr,0,8.101024,0.8094928478543563,0.7845230769083642,10-13-24-30-31-38-48-53-59-67-74-78-79-89-99-102-108-109-126-127-137-149-153-154-160-171-172-182-184
lucas,5,0,bsdr,0,10.815966,0.7751885157843355,36.108210209517814,553-1791-2019-3447
lucas,10,0,bsdr,0,11.308677,0.772899930742071,36.29153594794917,575-1893-2018-2158-2171-3441
lucas,15,0,bsdr,0,11.638982,0.78220707235579,35.54009645320335,613-2019-2020-2151-2153-3379-3745
lucas,20,0,bsdr,0,12.074021,0.7764318577887253,36.00822176650494,617-2018-2019-2152-2153-2254-3754
lucas,25,0,bsdr,0,12.336818,0.7884726357406538,35.025149253103855,637-1953-2019-2020-2143-2146-2147-2149-2153-3346-3739
lucas,30,0,bsdr,0,13.102666,0.7685210231800521,36.639749237594884,586-1857-1892-2018-2019-2123-2143-2144-2149-2150-2153-2154-2158-2170-3042-3426
