dataset,target_size,algorithm,time,metric1,metric2,selected_features
ghisaconus,5,bsdr,0.07,0.6371757925072046,0.492584416954877,22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108||22-43-65-87-108
ghisaconus,10,bsdr,0.0,0.6847262247838617,0.5598749789982397,12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118||12-24-35-47-59-71-83-94-106-118
ghisaconus,15,bsdr,0.0,0.7048991354466858,0.5871241141519423,8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122||8-16-24-33-41-49-57-65-73-81-89-97-105-113-122
ghisaconus,20,bsdr,0.0,0.7129682997118156,0.5993192942931638,6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124||6-12-19-25-31-37-43-49-56-62-68-74-80-87-93-99-105-111-117-124
ghisaconus,25,bsdr,0.0,0.7374639769452449,0.6341572978682365,5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125||5-10-15-20-25-30-35-40-45-50-55-60-65-70-75-80-85-90-95-100-105-110-115-120-125
ghisaconus,30,bsdr,0.0,0.739193083573487,0.6367916559385288,4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126||4-8-13-17-21-25-29-34-38-42-46-50-54-59-63-67-71-75-80-84-88-92-96-100-105-109-113-117-121-126
indian_pines,5,bsdr,0.0,0.7133920413011696,0.6720355171451402,33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165||33-66-99-132-165
indian_pines,10,bsdr,0.01,0.6976048519736843,0.6551875752990228,18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180||18-36-54-72-90-108-126-144-162-180
indian_pines,15,bsdr,0.01,0.7617465430068225,0.7285215464731423,13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186||13-25-37-50-62-74-87-99-111-124-136-149-161-173-186
indian_pines,20,bsdr,0.01,0.7174901772660819,0.6784979893475256,10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189||10-19-28-38-47-57-66-76-85-94-104-113-123-132-141-151-160-170-179-189
