algorithm,kappa_5,kappa_10,kappa_15,kappa_15,kappa_20,kappa_25,kappa_30
All Bands,0.61,0.61,0.61,0.61,0.61,0.61,0.61
BSDR,0.53±0.05,0.55±0.04,0.60±0.04,0.60±0.04,0.63±0.03,0.64±0.05,0.64±0.04
BS-Net-FC,0.46±0.04,0.51±0.04,0.58±0.04,0.58±0.04,0.58±0.03,0.60±0.04,0.61±0.04
LASSO,0.51±0.04,0.54±0.04,0.54±0.03,0.54±0.03,0.56±0.03,0.56±0.04,0.55±0.03
MCUVE,0.28±0.08,0.32±0.04,0.46±0.05,0.46±0.05,0.48±0.04,0.50±0.05,0.50±0.05
PCAL,0.51±0.03,0.50±0.05,0.49±0.06,0.49±0.06,0.52±0.07,0.57±0.06,0.58±0.04
SPA,0.48±0.03,0.58±0.04,0.63±0.05,0.63±0.05,0.63±0.04,0.63±0.05,0.63±0.05
Zhang et al.,0.48±0.04,0.54±0.06,0.57±0.05,0.57±0.05,0.59±0.04,0.61±0.05,0.62±0.06
