dataset,target_size,algorithm,time,metric1,metric2
GHISACONUS,10,BSDR,1.331397,0.6484149855907781,0.5100911910382817
GHISACONUS,10,BSDR,1.331887,0.6455331412103746,0.5075231347933445
GHISACONUS,10,BSDR,1.332392,0.6455331412103746,0.4966625784235104
GHISACONUS,10,BSDR,1.34711,0.7002881844380403,0.5710448116010935
GHISACONUS,10,BSDR,1.325968,0.69164265129683,0.5727141952931699
GHISACONUS,10,BSDR,1.328673,0.6945244956772334,0.5718841659295126
GHISACONUS,15,BSDR,1.329337,0.7665706051873199,0.6694149749476606
GHISACONUS,15,BSDR,1.340572,0.7435158501440923,0.6406111809337616
GHISACONUS,15,BSDR,1.346738,0.7031700288184438,0.588928760380006
GHISACONUS,15,BSDR,1.352286,0.6685878962536023,0.5410739134934965
GHISACONUS,15,BSDR,1.364883,0.7060518731988472,0.5897489394255512
GHISACONUS,15,BSDR,1.381795,0.6974063400576369,0.5828037511593556
GHISACONUS,15,BSDR,1.393731,0.6887608069164265,0.5628142462173795
GHISACONUS,15,BSDR,1.393994,0.7262247838616714,0.6106373429084381
GHISACONUS,15,BSDR,1.386917,0.7348703170028819,0.6281984090935561
GHISACONUS,15,BSDR,1.368443,0.6829971181556196,0.5608807694077584
GHISACONUS,20,BSDR,1.422832,0.7723342939481268,0.6774751455967998
GHISACONUS,20,BSDR,1.400415,0.7636887608069164,0.6706484246591198
GHISACONUS,20,BSDR,1.835516,0.7089337175792507,0.5981954507933597
GHISACONUS,20,BSDR,1.470994,0.7146974063400576,0.6068236182802468
GHISACONUS,20,BSDR,1.513868,0.7060518731988472,0.5872516092919116
GHISACONUS,20,BSDR,1.474877,0.7146974063400576,0.6053375304443729
GHISACONUS,20,BSDR,1.44702,0.723342939481268,0.6079372925640845
GHISACONUS,20,BSDR,1.470771,0.7521613832853026,0.6450507885910031
GHISACONUS,20,BSDR,1.479771,0.7665706051873199,0.6752625558906105
GHISACONUS,20,BSDR,1.478176,0.723342939481268,0.6182180759621335
GHISACONUS,25,BSDR,2.219896,0.7838616714697406,0.6964660601819455
GHISACONUS,25,BSDR,1.504387,0.8069164265129684,0.7289884130277667
GHISACONUS,25,BSDR,1.509844,0.723342939481268,0.6201769588616255
GHISACONUS,25,BSDR,1.484984,0.729106628242075,0.6259661032497764
GHISACONUS,25,BSDR,1.458612,0.69164265129683,0.5696286164688427
GHISACONUS,25,BSDR,1.50783,0.7089337175792507,0.596855085467136
GHISACONUS,25,BSDR,1.548457,0.7204610951008645,0.6043515568981933
GHISACONUS,25,BSDR,1.908787,0.760806916426513,0.6588165610377303
GHISACONUS,25,BSDR,1.927959,0.7579250720461095,0.6621618489070216
GHISACONUS,25,BSDR,1.926933,0.7435158501440923,0.6468496283590623
GHISACONUS,30,BSDR,1.517247,0.7953890489913544,0.7116962143818384
GHISACONUS,30,BSDR,1.524235,0.7780979827089337,0.6896207237033165
GHISACONUS,30,BSDR,1.501395,0.7348703170028819,0.6333061487037526
GHISACONUS,30,BSDR,1.551865,0.7204610951008645,0.6165265340533643
GHISACONUS,30,BSDR,1.539753,0.6887608069164265,0.5636541461937918
GHISACONUS,30,BSDR,1.589049,0.7319884726224783,0.6292181306371001
GHISACONUS,30,BSDR,2.106022,0.723342939481268,0.6084948346986025
GHISACONUS,30,BSDR,1.676862,0.7550432276657061,0.6503135855454254
GHISACONUS,30,BSDR,1.528126,0.7694524495677233,0.6789155302635993
GHISACONUS,30,BSDR,1.503084,0.729106628242075,0.6274697914525229
Indian Pines,5,BSDR,1.62528,0.7524366471734892,0.7155735808365458
Indian Pines,5,BSDR,1.633638,0.723196881091618,0.6859612441532128
Indian Pines,5,BSDR,1.64954,0.723196881091618,0.6829570826097742
Indian Pines,5,BSDR,1.646013,0.7290448343079922,0.6881131605075428
Indian Pines,5,BSDR,1.65731,0.7017543859649122,0.6611127422196124
Indian Pines,5,BSDR,1.671239,0.6900584795321637,0.637932182474332
Indian Pines,5,BSDR,1.655863,0.7056530214424951,0.6647914872624833
Indian Pines,5,BSDR,1.6507,0.7602339181286549,0.7274564938514765
Indian Pines,5,BSDR,1.6859,0.6666666666666666,0.6211553244599533
Indian Pines,5,BSDR,1.65621,0.69921875,0.6577094385163704
Indian Pines,10,BSDR,2.136107,0.7387914230019493,0.6996277134966966
Indian Pines,10,BSDR,1.723309,0.7797270955165692,0.7504401920055105
Indian Pines,10,BSDR,1.750161,0.7719298245614035,0.7401598323751473
Indian Pines,10,BSDR,1.738997,0.7153996101364523,0.6742134589537145
Indian Pines,10,BSDR,1.720262,0.7602339181286549,0.7270556581696435
Indian Pines,10,BSDR,2.024523,0.723196881091618,0.6808807037218757
Indian Pines,10,BSDR,1.755608,0.723196881091618,0.6846616365596145
Indian Pines,10,BSDR,1.751111,0.7777777777777778,0.7467917077986179
Indian Pines,10,BSDR,1.720975,0.6920077972709552,0.650982840657093
Indian Pines,10,BSDR,1.731258,0.732421875,0.6939415755830443
Indian Pines,15,BSDR,1.82764,0.7446393762183235,0.7073677335075115
Indian Pines,15,BSDR,2.424831,0.7504873294346979,0.7183144510555057
Indian Pines,15,BSDR,2.502699,0.7719298245614035,0.7390788358293303
Indian Pines,15,BSDR,2.399357,0.7387914230019493,0.700577571412393
Indian Pines,15,BSDR,2.457337,0.7699805068226121,0.7385637287081506
Indian Pines,15,BSDR,2.407488,0.7543859649122807,0.7164602049410443
Indian Pines,15,BSDR,2.443738,0.7290448343079922,0.6932979492120295
Indian Pines,15,BSDR,2.419766,0.7504873294346979,0.7178035919188273
Indian Pines,15,BSDR,2.435345,0.7192982456140351,0.6815546368821047
Indian Pines,15,BSDR,2.4228,0.7421875,0.7059366134674626
Indian Pines,20,BSDR,2.459122,0.7192982456140351,0.6782928688078389
Indian Pines,20,BSDR,2.438022,0.7563352826510721,0.7246234910655622
Indian Pines,20,BSDR,2.376093,0.7621832358674464,0.7285125580184791
Indian Pines,20,BSDR,2.379061,0.7621832358674464,0.7273594563394394
Indian Pines,20,BSDR,2.381241,0.7738791423001949,0.7430791814178396
Indian Pines,20,BSDR,2.383759,0.7115009746588694,0.6684353260228746
Indian Pines,20,BSDR,2.39004,0.7407407407407407,0.7059196234612599
Indian Pines,20,BSDR,2.386068,0.7387914230019493,0.7041013102842679
Indian Pines,20,BSDR,2.382589,0.7095516569200779,0.6720188111717078
Indian Pines,20,BSDR,2.392597,0.796875,0.7677690600072398
Indian Pines,25,BSDR,2.420238,0.7699805068226121,0.736427087914241
Indian Pines,25,BSDR,2.430143,0.7894736842105263,0.7615257804732123
Indian Pines,25,BSDR,2.472907,0.7680311890838206,0.7368981329839502
Indian Pines,25,BSDR,2.434375,0.7953216374269005,0.7648884349465744
Indian Pines,25,BSDR,2.459137,0.7933723196881092,0.7656464138876199
Indian Pines,25,BSDR,2.400729,0.7446393762183235,0.7051698268827488
Indian Pines,25,BSDR,2.400183,0.7504873294346979,0.7170582050707527
Indian Pines,25,BSDR,2.404,0.783625730994152,0.7545539185682635
Indian Pines,25,BSDR,2.349345,0.7251461988304093,0.6883769822977206
Indian Pines,25,BSDR,2.25644,0.78515625,0.7546236793377628
Indian Pines,30,BSDR,2.258284,0.7543859649122807,0.7190617135853338
Indian Pines,30,BSDR,2.256366,0.7953216374269005,0.7683445007354143
Indian Pines,30,BSDR,2.256598,0.7738791423001949,0.7427882329549875
Indian Pines,30,BSDR,2.259016,0.746588693957115,0.7076525848351081
Indian Pines,30,BSDR,2.258419,0.8011695906432749,0.7737136629792681
Indian Pines,30,BSDR,2.388446,0.7309941520467836,0.6886670478033334
Indian Pines,30,BSDR,2.258585,0.7270955165692008,0.690024860161591
Indian Pines,30,BSDR,2.257412,0.7602339181286549,0.7276635231662314
Indian Pines,30,BSDR,2.259858,0.7407407407407407,0.7051278172742399
Indian Pines,30,BSDR,2.385366,0.771484375,0.739164511325339
LUCAS,5,BSDR,5.021269,0.7925512918962879,33.59262342955476
LUCAS,5,BSDR,4.955751,0.7191633142851608,35.13665731500279
LUCAS,5,BSDR,5.094435,0.7317589448341273,37.53657600486081
LUCAS,5,BSDR,4.984947,0.7725508704069491,37.58798822862936
LUCAS,5,BSDR,4.981271,0.7714925673515571,37.39754402166267
LUCAS,5,BSDR,5.06713,0.6990832799035137,36.50696390864159
LUCAS,5,BSDR,5.002161,0.7743024451146259,40.40306758710809
LUCAS,5,BSDR,5.042378,0.7384664659038433,39.67306846397364
LUCAS,5,BSDR,5.240863,0.7782682493066053,38.48096538557107
LUCAS,5,BSDR,5.196446,0.8044480725768005,36.30142913618421
LUCAS,10,BSDR,6.064163,0.7764120855175588,34.87487958943509
LUCAS,10,BSDR,6.132368,0.737011547710648,34.00179644564067
LUCAS,10,BSDR,6.071733,0.7648234710639067,35.14706127146472
LUCAS,10,BSDR,6.185015,0.7775756711104416,37.17047294974167
LUCAS,10,BSDR,5.978438,0.7652333831345656,37.90627311609496
LUCAS,10,BSDR,6.190681,0.7353336063709359,34.23749300768733
LUCAS,10,BSDR,6.161427,0.7880724027855754,39.15116323262565
LUCAS,10,BSDR,6.125122,0.7301048211569787,40.30228445011197
LUCAS,10,BSDR,6.136246,0.8079578768129042,35.8121393073155
LUCAS,10,BSDR,6.13638,0.8207291796268585,34.75741548765253
LUCAS,15,BSDR,6.700448,0.7784021516144762,34.7193290545723
LUCAS,15,BSDR,6.642738,0.711926214043375,35.58650960470501
LUCAS,15,BSDR,6.629494,0.7967383749903538,32.6753107910515
LUCAS,15,BSDR,6.574313,0.7644674299689835,38.25008706605696
LUCAS,15,BSDR,6.658215,0.7815604777915244,36.56440625371371
LUCAS,15,BSDR,6.47261,0.7406389576552372,33.892603282743046
LUCAS,15,BSDR,6.621482,0.8100995130286466,37.06072851562034
LUCAS,15,BSDR,6.555083,0.7593826390181344,38.05358522369298
LUCAS,15,BSDR,6.760491,0.7691586824879592,39.26347987571248
LUCAS,15,BSDR,6.615053,0.8403602392331699,32.79919664801622
LUCAS,20,BSDR,6.790839,0.7693960329588978,35.417829369718284
LUCAS,20,BSDR,6.707785,0.7132984559016281,35.501650110661906
LUCAS,20,BSDR,6.775544,0.752517571424256,36.054893327591685
LUCAS,20,BSDR,6.658959,0.7619972843177295,38.45013764422277
LUCAS,20,BSDR,6.891864,0.766487170596121,37.804917064886986
LUCAS,20,BSDR,6.750646,0.7301845823813248,34.568930051954986
LUCAS,20,BSDR,6.856142,0.7841426409651856,39.51248487150709
LUCAS,20,BSDR,6.79558,0.7291886013922271,40.3706340675993
LUCAS,20,BSDR,6.850789,0.7809391137034095,38.24850246796112
LUCAS,20,BSDR,6.768799,0.8084349026750606,35.92947445789086
LUCAS,25,BSDR,7.365411,0.7867657804474499,34.05783246191666
LUCAS,25,BSDR,7.316639,0.6915398219188158,36.82417925476689
LUCAS,25,BSDR,7.446186,0.7942951209270913,32.87110675280001
LUCAS,25,BSDR,7.379972,0.7779369681291913,37.140271579281766
LUCAS,25,BSDR,7.422625,0.7750744544585504,37.10328035064065
LUCAS,25,BSDR,7.471904,0.6905568512143516,37.02056073593764
LUCAS,25,BSDR,7.421684,0.8211324794208007,35.968030382378174
LUCAS,25,BSDR,7.379666,0.7341731342732694,39.99737923999613
LUCAS,25,BSDR,7.350596,0.8037192819533837,36.20519032472807
LUCAS,25,BSDR,7.345878,0.8208344425923303,34.74720968326051
LUCAS,30,BSDR,7.521679,0.7902111789544374,33.78156190215033
LUCAS,30,BSDR,7.640675,0.6995163151935142,36.34494128985788
LUCAS,30,BSDR,7.532531,0.7950702092630797,32.809119752485735
LUCAS,30,BSDR,7.578752,0.7824200884990465,36.76345679312774
LUCAS,30,BSDR,7.595007,0.7792554974799014,36.75681436084035
LUCAS,30,BSDR,7.514711,0.5986244652410395,42.16266029621832
LUCAS,30,BSDR,7.489564,0.8133008253959134,36.74701882990997
LUCAS,30,BSDR,7.709819,0.7244084057538469,40.72537425754785
LUCAS,30,BSDR,7.450278,0.7881554428440422,37.61323357779551
LUCAS,30,BSDR,7.586131,0.8186680071005674,34.95665672863347
GHISACONUS,5,BS-Net-FC,58.993953,0.6167146974063401,0.4619276911776707
GHISACONUS,5,BS-Net-FC,39.83474,0.6311239193083573,0.4844401109679516
GHISACONUS,5,BS-Net-FC,39.698928,0.5677233429394812,0.4029319996329265
GHISACONUS,5,BS-Net-FC,42.29747,0.6340057636887608,0.4999035417210427
GHISACONUS,5,BS-Net-FC,39.670721,0.5677233429394812,0.3937382067230415
GHISACONUS,5,BS-Net-FC,39.808765,0.5994236311239193,0.4475281774030971
GHISACONUS,5,BS-Net-FC,39.537908,0.5936599423631124,0.4245371786125944
GHISACONUS,5,BS-Net-FC,39.506769,0.6484149855907781,0.4950499773372456
GHISACONUS,5,BS-Net-FC,40.020042,0.6455331412103746,0.5113123726213102
GHISACONUS,5,BS-Net-FC,39.738919,0.6138328530259366,0.4738795415200443
GHISACONUS,10,BS-Net-FC,58.993953,0.6512968299711815,0.5111481097695864
GHISACONUS,10,BS-Net-FC,39.83474,0.6772334293948127,0.56013807933903
GHISACONUS,10,BS-Net-FC,39.698928,0.6023054755043228,0.4584624431728225
GHISACONUS,10,BS-Net-FC,42.29747,0.5994236311239193,0.4500604291610608
GHISACONUS,10,BS-Net-FC,39.670721,0.6138328530259366,0.4628234750462107
GHISACONUS,10,BS-Net-FC,39.808765,0.6484149855907781,0.5124664586044476
GHISACONUS,10,BS-Net-FC,39.537908,0.6368876080691642,0.489079754601227
GHISACONUS,10,BS-Net-FC,39.506769,0.6858789625360231,0.548042109288181
GHISACONUS,10,BS-Net-FC,40.020042,0.6801152737752162,0.5564244008614236
GHISACONUS,10,BS-Net-FC,39.738919,0.6628242074927954,0.535730213729459
GHISACONUS,15,BS-Net-FC,58.993953,0.7031700288184438,0.5870813452407084
GHISACONUS,15,BS-Net-FC,39.83474,0.7118155619596542,0.600331713160259
GHISACONUS,15,BS-Net-FC,39.698928,0.6887608069164265,0.5700617213133561
GHISACONUS,15,BS-Net-FC,42.29747,0.6801152737752162,0.558200087173958
GHISACONUS,15,BS-Net-FC,39.670721,0.6714697406340058,0.5440210249671485
GHISACONUS,15,BS-Net-FC,39.808765,0.6801152737752162,0.5574945716484956
GHISACONUS,15,BS-Net-FC,39.537908,0.6887608069164265,0.5623087524234425
GHISACONUS,15,BS-Net-FC,39.506769,0.7435158501440923,0.6320649065955013
GHISACONUS,15,BS-Net-FC,40.020042,0.7463976945244957,0.6483081104738212
GHISACONUS,15,BS-Net-FC,39.738919,0.6657060518731989,0.5361871291121737
GHISACONUS,20,BS-Net-FC,58.993953,0.7031700288184438,0.586455464790688
GHISACONUS,20,BS-Net-FC,39.83474,0.7348703170028819,0.6298108700441806
GHISACONUS,20,BS-Net-FC,39.698928,0.6945244956772334,0.5813757625421105
GHISACONUS,20,BS-Net-FC,42.29747,0.7002881844380403,0.588412408759124
GHISACONUS,20,BS-Net-FC,39.670721,0.6801152737752162,0.556010236075249
GHISACONUS,20,BS-Net-FC,39.808765,0.7089337175792507,0.6006039886039886
GHISACONUS,20,BS-Net-FC,39.537908,0.6801152737752162,0.5440588082104216
GHISACONUS,20,BS-Net-FC,39.506769,0.7204610951008645,0.6007472866378032
GHISACONUS,20,BS-Net-FC,40.020042,0.7118155619596542,0.5985654789449328
GHISACONUS,20,BS-Net-FC,39.738919,0.6743515850144092,0.5542532995327794
GHISACONUS,25,BS-Net-FC,58.993953,0.7463976945244957,0.6446079001885431
GHISACONUS,25,BS-Net-FC,39.83474,0.7204610951008645,0.6091162466612472
GHISACONUS,25,BS-Net-FC,39.698928,0.7118155619596542,0.6055428616899136
GHISACONUS,25,BS-Net-FC,42.29747,0.6974063400576369,0.5840895859730831
GHISACONUS,25,BS-Net-FC,39.670721,0.659942363112392,0.524414606950381
GHISACONUS,25,BS-Net-FC,39.808765,0.7031700288184438,0.5909470672389128
GHISACONUS,25,BS-Net-FC,39.537908,0.6887608069164265,0.5566491973168971
GHISACONUS,25,BS-Net-FC,39.506769,0.7521613832853026,0.6472952050018319
GHISACONUS,25,BS-Net-FC,40.020042,0.729106628242075,0.6236181948258752
GHISACONUS,25,BS-Net-FC,39.738919,0.7031700288184438,0.5922583736424204
GHISACONUS,30,BS-Net-FC,58.993953,0.7723342939481268,0.6800014007891112
GHISACONUS,30,BS-Net-FC,39.83474,0.7435158501440923,0.6402888591229399
GHISACONUS,30,BS-Net-FC,39.698928,0.723342939481268,0.620215931503882
GHISACONUS,30,BS-Net-FC,42.29747,0.7002881844380403,0.5880929553029266
GHISACONUS,30,BS-Net-FC,39.670721,0.6801152737752162,0.5536227517151864
GHISACONUS,30,BS-Net-FC,39.808765,0.7118155619596542,0.602428964252979
GHISACONUS,30,BS-Net-FC,39.537908,0.6945244956772334,0.5655224550544544
GHISACONUS,30,BS-Net-FC,39.506769,0.7463976945244957,0.6378643770309054
GHISACONUS,30,BS-Net-FC,40.020042,0.7348703170028819,0.6321356963425595
GHISACONUS,30,BS-Net-FC,39.738919,0.7089337175792507,0.6014759728002548
Indian Pines,5,BS-Net-FC,62.739695,0.5730994152046783,0.5067329349625265
Indian Pines,5,BS-Net-FC,58.791058,0.5614035087719298,0.4983310298067644
Indian Pines,5,BS-Net-FC,58.424952,0.5828460038986355,0.5192043234910263
Indian Pines,5,BS-Net-FC,64.896676,0.5633528265107213,0.5001239771881973
Indian Pines,5,BS-Net-FC,58.265378,0.5341130604288499,0.4668959549887602
Indian Pines,5,BS-Net-FC,58.523055,0.5769980506822612,0.5030223753995607
Indian Pines,5,BS-Net-FC,58.416942,0.543859649122807,0.4818159449881075
Indian Pines,5,BS-Net-FC,58.522095,0.5458089668615984,0.4726692784160093
Indian Pines,5,BS-Net-FC,58.693553,0.5360623781676414,0.4667243209245646
Indian Pines,5,BS-Net-FC,58.494216,0.564453125,0.5007979293187651
Indian Pines,10,BS-Net-FC,62.739695,0.5458089668615984,0.479978595108199
Indian Pines,10,BS-Net-FC,58.791058,0.5730994152046783,0.5173434492713775
Indian Pines,10,BS-Net-FC,58.424952,0.5847953216374269,0.5262870396462402
Indian Pines,10,BS-Net-FC,64.896676,0.5867446393762183,0.5300127051624446
Indian Pines,10,BS-Net-FC,58.265378,0.5867446393762183,0.5307305959716253
Indian Pines,10,BS-Net-FC,58.523055,0.6023391812865497,0.540852992405463
Indian Pines,10,BS-Net-FC,58.416942,0.5750487329434698,0.5174202345712041
Indian Pines,10,BS-Net-FC,58.522095,0.5925925925925926,0.5361743915417161
Indian Pines,10,BS-Net-FC,58.693553,0.5614035087719298,0.5037042133007701
Indian Pines,10,BS-Net-FC,58.494216,0.5625,0.4990543497726508
Indian Pines,15,BS-Net-FC,62.739695,0.6140350877192983,0.5575447904551574
Indian Pines,15,BS-Net-FC,58.791058,0.6101364522417154,0.5582346609257265
Indian Pines,15,BS-Net-FC,58.424952,0.5867446393762183,0.5294718261110343
Indian Pines,15,BS-Net-FC,64.896676,0.6257309941520468,0.569875193236504
Indian Pines,15,BS-Net-FC,58.265378,0.5769980506822612,0.5205215121612949
Indian Pines,15,BS-Net-FC,58.523055,0.5497076023391813,0.4768333546715171
Indian Pines,15,BS-Net-FC,58.416942,0.5769980506822612,0.5212205926626812
Indian Pines,15,BS-Net-FC,58.522095,0.6354775828460039,0.5837683045883502
Indian Pines,15,BS-Net-FC,58.693553,0.6530214424951267,0.6046995874441015
Indian Pines,15,BS-Net-FC,58.494216,0.64453125,0.5938473876677519
Indian Pines,20,BS-Net-FC,62.739695,0.645224171539961,0.5932349596790003
Indian Pines,20,BS-Net-FC,58.791058,0.631578947368421,0.5810073248201206
Indian Pines,20,BS-Net-FC,58.424952,0.672514619883041,0.6250783044476926
Indian Pines,20,BS-Net-FC,64.896676,0.6627680311890838,0.6117614635554739
Indian Pines,20,BS-Net-FC,58.265378,0.5730994152046783,0.5145131389605507
Indian Pines,20,BS-Net-FC,58.523055,0.621832358674464,0.5620324244397894
Indian Pines,20,BS-Net-FC,58.416942,0.6393762183235867,0.5912667479209106
Indian Pines,20,BS-Net-FC,58.522095,0.6276803118908382,0.5757025938596112
Indian Pines,20,BS-Net-FC,58.693553,0.6627680311890838,0.6173572996115324
Indian Pines,20,BS-Net-FC,58.494216,0.646484375,0.5945148897814883
Indian Pines,25,BS-Net-FC,62.739695,0.6666666666666666,0.618748152912748
Indian Pines,25,BS-Net-FC,58.791058,0.6939571150097466,0.6534156679647998
Indian Pines,25,BS-Net-FC,58.424952,0.6881091617933723,0.6434730107157904
Indian Pines,25,BS-Net-FC,64.896676,0.7056530214424951,0.6618930809923704
Indian Pines,25,BS-Net-FC,58.265378,0.6803118908382066,0.6356281615965629
Indian Pines,25,BS-Net-FC,58.523055,0.645224171539961,0.5894357743097239
Indian Pines,25,BS-Net-FC,58.416942,0.6413255360623782,0.5941124111508147
Indian Pines,25,BS-Net-FC,58.522095,0.6647173489278753,0.6169447965686701
Indian Pines,25,BS-Net-FC,58.693553,0.6608187134502924,0.6149794899002317
Indian Pines,25,BS-Net-FC,58.494216,0.68359375,0.6375585541494792
Indian Pines,30,BS-Net-FC,62.739695,0.6881091617933723,0.6445830085736555
Indian Pines,30,BS-Net-FC,58.791058,0.6705653021442495,0.6260465236651296
Indian Pines,30,BS-Net-FC,58.424952,0.672514619883041,0.6248187956275875
Indian Pines,30,BS-Net-FC,64.896676,0.7153996101364523,0.6736513248192835
Indian Pines,30,BS-Net-FC,58.265378,0.6939571150097466,0.6516874827013562
Indian Pines,30,BS-Net-FC,58.523055,0.6666666666666666,0.6143925307591882
Indian Pines,30,BS-Net-FC,58.416942,0.6881091617933723,0.6456631727996408
Indian Pines,30,BS-Net-FC,58.522095,0.6705653021442495,0.6233185610010428
Indian Pines,30,BS-Net-FC,58.693553,0.6744639376218323,0.631043333706578
Indian Pines,30,BS-Net-FC,58.494216,0.712890625,0.6713132795304475
LUCAS,5,BS-Net-FC,78.168344,0.3873738100446759,57.727976378908345
LUCAS,5,BS-Net-FC,76.409644,0.4837766748952981,47.63787005396516
LUCAS,5,BS-Net-FC,78.24368,0.5006305162708007,51.215690229771496
LUCAS,5,BS-Net-FC,78.568846,0.4496208400061185,58.470651524485305
