epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.4689718342111289,0.4670781893004115,0.1917578409977979,0.18824485373781163,1.32,0.01,22,44,65,86,108
1,0.4669109228303183,0.4711934156378601,0.20190148613070535,0.21563677467972875,1.33,0.01,22,43,64,86,108
2,0.441722005953744,0.4403292181069959,0.13706669433219953,0.1338260732819626,1.34,0.01,22,43,64,86,108
3,0.3755438516143806,0.38271604938271603,0.0010668096461132759,0.0006580029610134819,1.35,0.01,22,43,64,86,107
4,0.3750858713075338,0.38065843621399176,0.00011141994908736574,-0.0030031265427021836,1.35,0.01,23,43,64,86,107
5,0.376917792534921,0.38477366255144035,0.0035144406292415553,0.004644090087127961,1.36,0.01,23,43,63,85,107
6,0.4657659720632013,0.4835390946502058,0.21152085947708998,0.2339872400281322,1.37,0.01,23,42,63,85,107
7,0.5188916876574308,0.5205761316872428,0.31325752101023685,0.30603765259597004,1.38,0.01,23,42,63,85,107
8,0.5266773528738264,0.5370370370370371,0.3242309604801974,0.331666829649912,1.38,0.01,23,42,63,85,107
9,0.5202656285779711,0.5246913580246914,0.30345277516762226,0.3063148788927337,1.39,0.01,23,42,63,84,107
10,0.4939317609342798,0.5205761316872428,0.25705536325387524,0.29485391187386356,1.4,0.01,24,43,63,84,107
11,0.49622166246851385,0.5082304526748971,0.2681128435096608,0.2867205010899936,1.4,0.01,24,43,62,84,107
12,0.5239294710327456,0.5205761316872428,0.3193083045425541,0.3132845759196594,1.41,0.01,24,43,62,84,107
13,0.5362949393176093,0.5493827160493827,0.3422658600564614,0.35539082088738694,1.42,0.01,24,43,63,84,107
14,0.5447675749942752,0.5534979423868313,0.35668755590435575,0.361980931178008,1.42,0.01,24,44,63,84,107
15,0.5427066636134646,0.5432098765432098,0.3507893684256054,0.3431152890750573,1.43,0.01,24,44,63,84,107
16,0.5475154568353561,0.5452674897119342,0.35583118808019343,0.3456917978458989,1.44,0.01,24,44,63,85,107
17,0.5596519349667964,0.551440329218107,0.37306167955371494,0.35488820692678646,1.44,0.01,24,44,63,85,107
18,0.5607968857339134,0.551440329218107,0.37477584872929004,0.3550452907373137,1.45,0.01,24,45,63,85,107
19,0.555988092512022,0.5473251028806584,0.3680819799609846,0.34900146127618115,1.46,0.01,24,45,63,85,107
20,0.5523242500572475,0.5473251028806584,0.3646848544844845,0.35321517149597714,1.47,0.01,24,45,63,86,107
21,0.5530112205175177,0.5452674897119342,0.36454657625008124,0.35094271211022476,1.47,0.01,24,45,63,86,107
22,0.5532402106709412,0.5370370370370371,0.35870471557331296,0.3337314087605028,1.48,0.01,23,45,63,86,108
23,0.555988092512022,0.5473251028806584,0.36051879490799266,0.34398066055969034,1.49,0.01,23,45,63,86,108
24,0.5603389054270667,0.551440329218107,0.37172859608094666,0.3548096363237766,1.49,0.01,23,45,63,87,108
25,0.5614838561941836,0.5576131687242798,0.37903699408582614,0.36976006369349923,1.5,0.01,23,45,63,87,108
26,0.5699564918708495,0.565843621399177,0.39119695501454743,0.3804204000990883,1.51,0.01,23,45,63,87,108
27,0.5688115411037326,0.5679012345679012,0.38717199449703454,0.3818404268850354,1.52,0.01,23,45,63,87,108
28,0.5683535607968857,0.5699588477366255,0.38670825412754806,0.38538338658146964,1.52,0.01,23,44,63,87,108
29,0.5722463934050835,0.5761316872427984,0.3959675567016522,0.39938808566800654,1.53,0.01,23,44,63,88,108
30,0.5717884130982368,0.5802469135802469,0.3968233826267076,0.4064761767928018,1.54,0.01,23,44,63,88,108
31,0.5743073047858942,0.565843621399177,0.3972685191234696,0.38343043705694546,1.54,0.01,22,44,63,88,109
32,0.5717884130982368,0.565843621399177,0.3912969134199431,0.3793591807584763,1.55,0.01,22,43,63,88,109
33,0.5738493244790474,0.5740740740740741,0.39590874884897653,0.3935217839509523,1.56,0.01,22,43,63,88,109
34,0.5761392260132814,0.5761316872427984,0.4010417596751895,0.3989012638467774,1.56,0.01,22,43,63,89,109
35,0.5779711472406687,0.5802469135802469,0.4024233082486256,0.4049622489767011,1.57,0.01,22,43,63,89,109
