dataset,target_size,algorithm,time,metric1,metric2,selected_features
ghisaconus,5,bsdr,2.47,0.6645533141210374,0.5311113086072707,19-49-71-91-108||19-42-62-90-109||19-42-62-90-108||19-42-62-90-109||19-42-62-90-108||19-42-62-90-108||19-42-62-90-108||19-42-62-90-109||19-42-62-90-109||19-42-62-90-109
ghisaconus,10,bsdr,2.05,0.6835734870317003,0.5574638403430461,18-23-38-47-58-77-89-91-106-117||18-23-37-47-58-77-89-91-108-117||18-23-37-47-58-77-89-91-107-117||18-23-34-47-58-77-89-91-108-117||17-23-37-47-58-77-89-91-106-117||18-23-37-47-58-77-89-91-107-117||18-23-37-47-58-77-89-91-107-117||17-23-37-47-58-77-89-91-106-117||17-23-37-47-58-77-89-91-106-117||17-23-34-47-58-77-89-91-106-117
ghisaconus,15,bsdr,2.07,0.7161383285302593,0.6036448479062836,12-18-25-28-44-47-62-71-89-90-91-106-110-117||12-18-25-28-44-47-62-63-70-86-90-91-107-115-118||12-17-25-28-32-46-62-63-71-87-90-91-107-115-118||12-18-25-28-44-47-62-71-89-90-91-107-110-117||12-18-25-28-44-47-62-63-71-89-90-91-106-110-118||12-17-25-28-32-46-62-71-89-91-106-110-117||12-16-25-28-32-47-62-63-71-87-90-91-107-115-118||12-17-25-28-41-47-62-63-71-89-91-106-110-117||12-18-25-28-44-47-62-71-89-90-91-106-110-117||12-18-25-28-44-47-62-70-87-91-106-110-118
ghisaconus,20,bsdr,2.07,0.7380403458213257,0.633807138610323,7-12-19-25-28-39-44-47-61-62-72-83-89-91-106-110-118-126||11-17-18-25-28-39-44-47-61-62-71-72-83-90-91-106-108-118-126||6-11-18-25-28-39-44-47-61-62-72-84-89-90-91-106-110-118-126||9-12-18-25-28-39-44-46-57-62-70-71-83-89-91-107-110-118-126||11-13-18-25-28-39-44-46-59-62-63-71-84-89-91-106-108-118-127||9-13-19-25-28-39-44-46-57-62-70-71-84-89-91-106-107-118-126||6-11-18-25-28-39-44-46-59-62-71-84-89-91-106-108-118-126||10-13-18-25-28-39-44-46-59-62-70-72-81-89-91-106-108-118-126||9-12-18-25-28-39-44-46-59-62-70-72-81-89-90-91-106-108-118-126||5-11-18-25-28-39-44-47-61-62-71-72-82-88-91-105-108-118-126
ghisaconus,25,bsdr,2.06,0.7420749279538905,0.6400178355504977,4-10-18-19-28-31-39-44-46-61-62-72-75-87-89-91-100-105-107-111-117-125||4-11-19-20-28-31-39-44-46-61-62-72-76-85-89-91-99-107-110-113-117-126||4-10-19-21-28-31-39-44-46-61-62-63-72-77-86-89-90-91-101-105-108-112-117-125||4-11-19-28-31-39-44-47-61-62-72-78-86-89-91-98-106-109-112-117-126||4-10-19-28-31-39-44-46-61-62-72-77-84-89-90-91-98-106-108-114-118-125||5-10-18-25-28-30-39-44-46-61-62-71-77-86-89-90-91-101-105-107-111-118-125||4-10-19-24-28-30-39-44-46-59-62-71-77-86-89-91-99-107-110-115-118-125||5-11-19-24-28-31-39-44-46-59-62-71-77-84-90-91-98-105-108-111-118-125||4-10-19-28-31-39-44-46-61-62-63-71-77-86-89-91-99-104-107-110-117-125||4-10-19-20-28-31-39-44-46-61-62-71-77-83-88-91-99-105-108-113-118-126
ghisaconus,30,bsdr,2.05,0.7420749279538905,0.6399334104009814,4-11-15-18-19-25-28-34-39-45-47-57-61-62-72-77-82-84-90-91-92-99-105-108-117-120-123-125||4-11-16-18-25-28-39-45-47-61-62-72-76-82-84-90-91-99-105-108-116-119-123-126||4-11-16-18-19-25-28-39-41-45-47-61-62-72-77-81-84-90-91-99-105-108-117-119-123-126||5-11-16-18-19-25-28-39-40-45-47-59-62-72-77-82-88-90-91-99-106-109-117-120-123-126||5-11-15-18-25-28-39-41-45-47-59-62-67-72-77-83-89-90-91-99-105-108-117-120-123-125||5-11-16-18-25-28-39-45-46-47-59-62-63-72-77-82-88-90-91-101-105-108-117-120-123-126||4-11-16-18-25-28-39-40-45-47-59-62-71-77-83-88-90-91-99-105-108-117-120-123-125||5-11-15-18-19-25-28-39-45-47-61-62-72-76-82-85-89-90-91-99-105-108-117-120-123-125||4-11-16-18-19-25-28-39-40-45-46-47-59-62-71-72-77-82-87-90-91-98-105-108-117-120-123-125||5-11-16-18-19-25-28-39-40-45-46-47-59-62-71-72-77-82-83-90-91-99-105-107-117-120-123-126
indian_pines,5,bsdr,2.22,0.715146046539961,0.6742762736891303,30-63-98-137-163||30-63-98-139-163||30-63-98-140-163||30-63-98-137-163||30-63-98-139-163||30-63-98-140-163||30-63-98-139-163||30-63-98-139-163||30-63-98-139-163||30-63-98-139-163
indian_pines,10,bsdr,2.24,0.7410784448099415,0.7046101527507053,19-37-55-74-91-108-128-149-160-182||19-37-55-74-91-108-128-149-160-182||19-37-55-74-92-108-128-149-160-182||19-37-55-74-92-108-128-149-160-182||19-37-55-74-91-108-128-149-160-182||19-37-55-74-92-108-128-149-160-182||19-37-55-74-91-108-128-149-160-182||19-37-55-74-91-108-128-149-160-181||19-37-55-74-92-108-129-149-160-182||19-37-55-74-91-108-128-149-160-181
indian_pines,15,bsdr,2.25,0.7463435063352827,0.7110337490351014,11-27-36-51-61-78-86-101-111-126-140-149-160-172-184||11-27-36-51-61-78-86-101-110-127-140-149-160-173-184||11-27-36-51-61-78-86-101-111-127-140-148-160-173-184||11-27-36-51-61-78-86-101-111-127-140-149-160-173-184||11-27-36-51-61-78-86-101-110-127-140-149-160-173-184||11-27-36-50-61-74-86-101-111-126-140-148-160-173-184||11-27-36-50-61-78-86-101-111-127-140-149-160-172-184||11-27-36-50-61-78-86-101-111-127-140-149-160-172-184||11-27-36-51-61-78-86-101-111-126-140-149-160-173-184||11-27-36-51-61-78-86-101-111-127-140-148-160-172-184
indian_pines,20,bsdr,2.36,0.7457587110136452,0.710302182788648,8-22-28-36-46-55-63-77-85-92-106-110-128-131-140-149-160-167-179-186||8-21-28-36-47-55-63-77-86-92-106-109-127-131-140-149-160-167-178-186||8-21-27-36-46-55-63-77-85-99-106-110-127-135-140-148-160-166-178-186||9-21-28-35-46-56-62-77-85-99-106-109-127-131-140-149-160-167-178-186||9-23-28-36-46-55-63-78-86-92-106-110-127-128-140-149-160-168-178-184||8-21-28-35-46-55-62-77-86-97-106-110-128-134-140-149-160-168-178-186||9-23-28-35-46-55-63-77-85-92-106-110-127-128-140-149-160-167-178-186||9-21-27-36-46-55-63-77-85-92-106-110-127-134-140-149-160-167-178-186||8-21-27-36-49-55-63-77-85-98-106-110-126-131-140-149-160-168-178-186||9-20-28-35-46-55-63-77-85-92-106-109-126-136-140-149-160-167-178-186
indian_pines,25,bsdr,2.48,0.7660354227582846,0.7333569172414894,8-16-24-30-36-48-53-61-63-78-85-91-99-107-111-120-131-140-149-153-160-163-172-182-190||8-16-24-30-36-47-53-60-63-78-85-91-99-107-109-120-131-140-149-153-160-163-176-182-190||8-16-24-30-36-48-53-60-63-78-85-91-99-107-110-120-131-140-149-153-160-163-172-182-191||8-16-24-30-36-48-53-61-63-78-85-91-98-107-110-120-131-140-149-153-160-163-176-182-190||8-16-24-30-36-47-53-60-63-78-85-91-99-107-111-120-131-140-149-153-160-162-177-182-191||8-16-24-30-36-48-53-60-63-78-85-91-99-107-111-120-131-140-149-153-160-163-172-182-192||8-16-24-30-36-48-53-60-63-78-85-91-99-107-115-120-130-140-149-153-160-162-172-182-190||8-16-24-30-36-48-53-60-63-78-85-91-99-107-111-120-134-140-149-153-160-163-176-182-190||8-16-24-30-36-47-53-60-63-78-85-91-99-107-115-120-131-140-149-153-160-163-177-182-190||9-16-24-30-36-47-56-59-66-78-85-91-99-108-110-120-131-140-149-153-160-162-176-182-190
indian_pines,30,bsdr,2.58,0.7627242476851851,0.7292987847735506,6-10-24-27-29-38-46-50-59-66-72-78-85-89-99-100-107-111-126-132-138-140-149-153-161-163-172-178-182-192||6-10-24-27-30-38-46-50-61-65-71-78-85-89-99-100-107-109-128-131-138-140-149-153-161-163-176-178-184-192||6-10-24-27-30-38-46-50-61-65-71-78-85-89-99-100-107-110-129-131-137-140-148-153-161-163-175-178-184-192||8-10-24-27-31-40-46-50-60-65-72-78-80-89-98-100-107-119-127-129-138-140-149-153-161-163-177-178-184-192||6-10-24-27-31-40-46-50-60-65-71-78-80-89-98-107-111-126-127-138-140-149-153-162-163-176-178-184-192||6-10-24-27-31-40-46-50-60-65-71-78-80-89-98-100-107-119-126-128-138-140-149-153-161-163-177-178-184-192||6-10-24-27-29-38-46-50-60-66-72-78-80-89-98-108-109-129-130-138-140-149-153-154-162-177-178-184-192||6-10-24-27-31-38-47-50-59-66-74-78-80-89-98-100-107-115-129-133-138-140-149-153-160-163-177-178-184-192||6-10-24-27-31-40-46-50-59-65-71-78-80-89-98-100-107-111-129-133-138-140-149-153-160-162-175-178-184-192||6-10-24-27-29-38-46-50-60-66-72-78-80-89-98-101-108-109-126-127-138-140-148-153-161-163-172-178-182-192
