epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
32,0,0,77.47209679136095,77.98573837968709,0.67,0.001,169,327,481,648,822,955,1126,1292,1435,1612,1763,1914,2076,2241,2399,2549,2725,2862,3019,3195,3340,3520,3665,3835,3992
33,0,0,77.10715074046311,77.61860568973621,0.69,0.001,169,327,481,648,823,954,1126,1292,1435,1612,1762,1914,2076,2241,2399,2548,2725,2862,3019,3194,3339,3519,3665,3835,3992
34,0.008174205593144301,0.00886190960156552,76.64687952307648,77.15362047463327,0.7,0.001,170,327,481,648,823,954,1127,1292,1435,1612,1762,1914,2076,2241,2399,2548,2725,2861,3018,3194,3339,3519,3665,3835,3992
35,0.022322995072192597,0.02312265077764797,76.09822240450167,76.59656130091611,0.72,0.001,170,327,481,648,824,953,1128,1293,1435,1612,1762,1914,2076,2241,2399,2548,2725,2861,3017,3194,3338,3519,3664,3835,3991
36,0.03760337826166349,0.03856545698817071,75.5011932076656,75.98871408287384,0.74,0.001,170,327,481,648,824,953,1128,1293,1435,1612,1763,1914,2077,2241,2399,2548,2725,2861,3017,3193,3337,3519,3664,3835,3991
37,0.05285127286397817,0.05394564721473072,74.9006959768232,75.37845918679288,0.75,0.001,170,327,482,648,825,952,1129,1293,1435,1612,1763,1915,2077,2241,2399,2548,2726,2861,3016,3193,3337,3518,3663,3835,3991
38,0.06694745712618122,0.06822043618164808,74.34124430939228,74.80761784404045,0.77,0.001,170,327,482,648,825,952,1130,1294,1436,1612,1763,1915,2077,2241,2399,2548,2726,2861,3015,3193,3336,3518,3663,3835,3991
39,0.07917292752232541,0.08071196488680732,73.85260672130165,74.3044866631972,0.79,0.001,170,328,482,648,826,952,1130,1294,1436,1612,1763,1915,2077,2241,2399,2548,2726,2861,3015,3193,3336,3517,3662,3835,3991
40,0.08959895789868355,0.0913771209259755,73.43331770005697,73.87220740808921,0.8,0.001,171,328,482,648,826,951,1131,1294,1436,1612,1763,1915,2078,2241,2399,2548,2726,2860,3014,3192,3335,3517,3662,3835,3991
41,0.09900966796040489,0.10101879373360045,73.05279889081082,73.4792235197304,0.82,0.001,171,328,482,648,827,951,1132,1295,1436,1612,1763,1915,2078,2241,2399,2549,2726,2860,3013,3192,3334,3517,3662,3834,3990
42,0.10840973453236591,0.11064007931120756,72.67071764558955,73.08496166171089,0.84,0.001,171,328,482,648,827,950,1132,1295,1436,1612,1763,1915,2078,2241,2399,2549,2727,2860,3013,3192,3334,3516,3661,3834,3990
43,0.11836094390557717,0.12069418301008639,72.26403207703851,72.67067733102535,0.85,0.001,171,328,483,648,828,950,1133,1295,1436,1612,1763,1916,2079,2241,2399,2549,2727,2860,3012,3191,3333,3516,3661,3834,3990
44,0.12867210366372628,0.13104771403457482,71.84020897102124,72.24157539010172,0.87,0.001,171,328,483,648,828,949,1134,1296,1436,1612,1764,1916,2079,2241,2399,2549,2727,2860,3011,3191,3332,3515,3660,3833,3990
45,0.13861206226981282,0.1410534963309783,71.42926666793346,71.82444893519023,0.89,0.001,171,328,483,648,829,949,1134,1296,1437,1613,1764,1916,2079,2241,2399,2549,2727,2860,3011,3191,3332,3515,3660,3833,3990
46,0.14753646961901135,0.15003533819269255,71.05828098733461,71.44792957549575,0.9,0.001,172,329,483,647,829,948,1135,1296,1437,1613,1764,1916,2080,2240,2399,2549,2727,2860,3010,3191,3331,3514,3659,3833,3989
47,0.15555599726009017,0.15812963215122633,70.72325162428902,71.10691842328882,0.92,0.001,172,329,483,647,829,948,1136,1297,1437,1613,1764,1916,2080,2240,2399,2549,2727,2860,3009,3190,3331,3514,3659,3832,3989
48,0.16338403167608506,0.1660383038806782,70.39468460824119,70.77212965523576,0.94,0.001,172,329,483,647,830,947,1136,1297,1437,1613,1765,1916,2080,2240,2399,2550,2727,2860,3009,3190,3330,3513,3659,3832,3989
49,0.17149468556680214,0.17423368063963318,70.05262391365152,70.42353039157082,0.95,0.001,172,329,483,647,830,947,1137,1298,1437,1613,1765,1916,2081,2240,2399,2550,2727,2860,3008,3190,3329,3513,3658,3831,3989
50,0.17962483605399593,0.1824502360020026,69.70806521105538,70.07229455957433,0.97,0.001,172,329,483,647,830,946,1138,1298,1438,1613,1765,1916,2081,2240,2399,2550,2727,2860,3008,3189,3329,3512,3658,3831,3989
51,0.1871438979843295,0.19006487159378105,69.38787887214164,69.74520452825054,0.99,0.001,172,330,484,646,831,946,1138,1298,1438,1613,1766,1916,2081,2240,2398,2550,2727,2860,3007,3189,3328,3512,3657,3831,3988
52,0.19385831082280813,0.19685383653466715,69.10070351713144,69.45228310794577,1.0,0.001,173,330,484,646,831,945,1139,1299,1438,1614,1766,1916,2082,2240,2398,2551,2727,2860,3006,3189,3328,3511,3657,3830,3988
53,0.20024015732413292,0.20325677233278394,68.82664052031379,69.17488028540419,1.02,0.001,173,330,484,646,831,945,1140,1299,1438,1614,1766,1916,2082,2240,2398,2551,2727,2860,3006,3188,3327,3510,3656,3830,3988
54,0.2067700542219626,0.20981113028729736,68.54509236626646,68.88976205798834,1.04,0.001,173,330,484,646,831,944,1141,1299,1438,1614,1767,1916,2083,2240,2398,2552,2727,2860,3005,3188,3327,3510,3656,3829,3988
55,0.21337393082250133,0.21645063474637616,68.25916404822506,68.59973279717458,1.06,0.001,173,330,484,645,831,944,1141,1300,1439,1614,1767,1916,2083,2240,2398,2552,2727,2860,3005,3188,3326,3509,3656,3829,3988
56,0.2195658452062783,0.2226743405108288,67.98997872503895,68.32674399759219,1.07,0.001,173,331,484,645,831,943,1142,1300,1439,1615,1768,1917,2083,2240,2398,2552,2727,2860,3004,3187,3325,3509,3655,3828,3987
57,0.22526204481887813,0.2284183608558169,67.74140498409189,68.07382682380579,1.09,0.001,174,331,484,645,831,943,1143,1301,1439,1615,1768,1917,2084,2240,2397,2553,2727,2860,3004,3187,3325,3508,3655,3828,3987
58,0.23099767463098642,0.23421374474111656,67.4901830245518,67.81769493350353,1.11,0.001,174,331,484,644,832,942,1144,1301,1439,1615,1768,1917,2084,2240,2397,2553,2727,2860,3003,3187,3324,3507,3654,3827,3987
59,0.23710370832072558,0.24038058060921885,67.2217064087189,67.54407921290178,1.12,0.001,174,331,485,644,832,942,1145,1302,1439,1615,1769,1917,2084,2240,2397,2554,2727,2860,3002,3186,3324,3507,3654,3827,3987
60,0.24330222277418256,0.24665946570419295,66.94806537183318,67.2643419593082,1.14,0.001,174,332,485,643,832,941,1145,1302,1439,1615,1769,1917,2085,2240,2397,2554,2727,2860,3002,3186,3323,3506,3653,3826,3987
61,0.24930629730497245,0.25274409987880686,66.68193143924934,66.99215424561856,1.16,0.001,174,332,485,643,832,941,1146,1302,1440,1616,1770,1917,2085,2240,2396,2555,2727,2860,3002,3186,3323,3506,3653,3826,3986
62,0.25533992684738027,0.258849840746597,66.41341873070532,66.71789372986831,1.18,0.001,174,332,485,643,832,941,1147,1303,1440,1616,1770,1917,2085,2240,2396,2555,2727,2860,3001,3185,3323,3505,3653,3825,3986
63,0.2616061482688856,0.26513686074654985,66.13339532008393,66.43431759781612,1.19,0.001,175,333,485,642,832,940,1148,1303,1440,1616,1771,1917,2085,2240,2396,2556,2727,2860,3001,3185,3322,3504,3652,3825,3986
64,0.2679386839744865,0.27150305979159206,65.84920035581298,66.14592724730866,1.21,0.001,175,333,485,642,831,940,1149,1304,1440,1616,1772,1917,2086,2240,2395,2556,2727,2860,3000,3184,3322,3504,3652,3824,3986
65,0.27419065885457017,0.2777431426414261,65.56741148786301,65.8620235973945,1.23,0.001,175,333,485,641,831,939,1150,1304,1440,1617,1772,1918,2086,2240,2395,2557,2727,2860,3000,3184,3321,3503,3651,3824,3986
66,0.28052915391161226,0.2840490685349325,65.28048707069748,65.57387889815578,1.24,0.001,175,333,485,640,831,939,1150,1304,1441,1617,1773,1918,2086,2240,2394,2558,2727,2861,3000,3184,3321,3502,3651,3823,3985
67,0.2869941601826167,0.29048497172580245,64.98652579693925,65.27848246886182,1.26,0.001,175,334,485,640,831,938,1151,1305,1441,1617,1773,1918,2087,2240,2394,2558,2727,2861,2999,3183,3321,3502,3650,3823,3985
68,0.2932806503293025,0.29670773046289245,64.69940258852859,64.99158975037655,1.28,0.001,176,334,485,639,831,938,1152,1305,1441,1617,1774,1918,2087,2240,2394,2559,2727,2861,2999,3183,3320,3501,3650,3822,3985
69,0.2993101567138472,0.30269368386650575,64.42281673759888,64.71441544514059,1.3,0.001,176,334,485,639,831,937,1153,1306,1441,1618,1775,1919,2087,2239,2393,2560,2727,2861,2998,3182,3320,3500,3649,3822,3985
70,0.30547119751934093,0.30876823722244695,64.13895970737092,64.43192264902547,1.31,0.001,176,335,485,638,830,937,1154,1306,1441,1618,1775,1919,2087,2239,2393,2561,2727,2861,2998,3182,3320,3500,3649,3821,3985
71,0.3120375580539564,0.3151861667572291,63.83504208235669,64.13210395591665,1.33,0.001,176,335,485,638,830,937,1155,1307,1441,1618,1776,1919,2087,2239,2393,2561,2727,2861,2998,3181,3320,3499,3648,3821,3984
72,0.3187771274113098,0.32173269643796887,63.52159412295849,63.824829703797484,1.35,0.001,176,335,485,637,830,936,1156,1307,1441,1618,1777,1919,2087,2239,2392,2562,2727,2861,2997,3181,3320,3498,3648,3821,3984
73,0.32540007675351834,0.3281390947204216,63.212057078980195,63.522695255318,1.36,0.001,177,336,485,636,830,936,1157,1308,1442,1618,1777,1920,2088,2239,2392,2563,2727,2861,2997,3180,3320,3497,3647,3820,3984
74,0.3319472635399844,0.33445686054994284,62.90456561331618,63.2233280441988,1.38,0.001,177,336,485,636,829,935,1158,1308,1442,1618,1778,1920,2088,2239,2391,2564,2727,2862,2997,3180,3320,3497,3647,3820,3984
75,0.3384627195631992,0.34081668954694455,62.597061351502354,62.920524724771845,1.4,0.001,177,336,485,635,829,935,1159,1309,1442,1618,1779,1920,2088,2239,2391,2565,2727,2862,2996,3179,3320,3496,3646,3819,3983
76,0.3448264586174066,0.3470265299258013,62.29525447791951,62.62345229499688,1.41,0.001,177,337,485,634,829,935,1160,1309,1442,1619,1779,1920,2088,2239,2391,2566,2727,2862,2996,3179,3320,3495,3646,3819,3983
77,0.35106068017770065,0.35310628001607225,61.998164980404866,62.33123307931185,1.43,0.001,177,337,485,634,828,934,1161,1310,1442,1619,1780,1920,2088,2239,2390,2567,2727,2862,2995,3178,3320,3494,3645,3819,3983
78,0.3574244065642721,0.35922149940380255,61.693428349885856,62.03591764554628,1.45,0.001,177,337,485,633,828,934,1162,1310,1442,1619,1781,1921,2088,2239,2390,2568,2727,2862,2995,3178,3320,3494,3645,3818,3983
79,0.3639746777800805,0.3655354597214875,61.37817623209511,61.72952239849969,1.46,0.001,178,338,485,632,827,934,1162,1311,1442,1619,1781,1921,2088,2239,2389,2569,2728,2862,2994,3177,3320,3493,3644,3818,3983
80,0.3705858129588917,0.3719776770024287,61.058349718220356,61.41533210508696,1.48,0.001,178,338,485,631,827,933,1163,1311,1442,1619,1782,1921,2088,2239,2389,2570,2728,2862,2994,3177,3321,3492,3644,3817,3982
81,0.3770575326862744,0.37830201605029423,60.74362990650748,61.10531380330192,1.5,0.001,178,339,485,631,827,933,1164,1312,1442,1619,1783,1921,2088,2239,2388,2571,2728,2862,2994,3176,3321,3491,3643,3817,3982
82,0.3832723584072819,0.3843914825899708,60.43986713306458,60.805315367598624,1.52,0.001,178,339,485,630,826,933,1165,1312,1442,1619,1784,1921,2088,2239,2388,2572,2728,2863,2993,3176,3322,3490,3643,3817,3982
83,0.3894347082319787,0.3904484482072499,60.13714794118524,60.50544550325099,1.53,0.001,178,339,485,629,826,933,1166,1313,1443,1619,1784,1922,2088,2239,2387,2573,2728,2863,2993,3175,3322,3490,3643,3816,3982
84,0.3955707502416338,0.3964557709427661,59.83420289380899,60.2065556704843,1.55,0.001,179,340,485,628,825,932,1167,1313,1443,1619,1785,1922,2088,2239,2387,2574,2728,2863,2993,3175,3322,3489,3642,3816,3982
85,0.4017277966376782,0.40244403580214494,59.52867243435616,59.90713027522266,1.57,0.001,179,340,485,627,825,932,1168,1314,1443,1619,1786,1922,2088,2238,2386,2575,2728,2863,2993,3175,3323,3488,3642,3816,3981
86,0.4078784471199397,0.4083819762788139,59.221883162497456,59.6087381191403,1.58,0.001,179,340,485,627,824,932,1168,1314,1443,1620,1786,1922,2088,2238,2386,2576,2729,2863,2992,3174,3324,3487,3641,3816,3981
87,0.4140727093758576,0.41434995603266056,58.911306149053424,59.30732162589624,1.6,0.001,179,341,485,626,824,932,1169,1314,1443,1620,1787,1922,2087,2238,2385,2577,2729,2863,2992,3174,3324,3486,3641,3815,3981
88,0.4203575881795386,0.4203892834525895,58.59449999520006,59.00073655525412,1.62,0.001,179,341,484,625,823,932,1170,1315,1443,1620,1788,1923,2087,2238,2385,2578,2729,2863,2992,3173,3325,3485,3640,3815,3981
89,0.42667828450285994,0.4264442092729597,58.27415548307521,58.691755536606244,1.63,0.001,180,342,484,624,822,932,1171,1315,1443,1620,1788,1923,2087,2238,2384,2579,2729,2863,2992,3173,3326,3485,3640,3815,3980
90,0.4330185597227286,0.4324843186834598,57.951037556770714,58.38189617322522,1.65,0.001,180,342,484,623,822,932,1171,1316,1443,1620,1789,1923,2087,2238,2384,2580,2729,2863,2992,3173,3326,3484,3640,3815,3980
91,0.439366336022012,0.4385146005205267,57.625720236822204,58.070890052455496,1.67,0.001,180,342,484,623,821,932,1172,1316,1443,1620,1790,1923,2087,2238,2383,2582,2730,2863,2992,3172,3327,3483,3639,3814,3980
92,0.4456784311259102,0.44450297886442736,57.300400849383244,57.7603882532993,1.69,0.001,180,343,484,622,821,932,1173,1317,1443,1620,1790,1924,2086,2238,2383,2583,2730,2864,2993,3172,3328,3482,3639,3814,3980
93,0.45199936529924256,0.4505114728913243,56.972765389208114,57.44715854931926,1.7,0.001,180,343,483,621,820,932,1174,1317,1443,1619,1791,1924,2086,2238,2382,2584,2730,2864,2993,3172,3329,3481,3638,3814,3980
94,0.4583242881976858,0.45652386736726414,56.64302796626872,57.13200432304778,1.72,0.001,181,344,483,620,819,932,1174,1318,1442,1619,1792,1924,2085,2238,2382,2585,2731,2864,2993,3171,3330,3481,3638,3814,3979
95,0.4646600108559551,0.4625368239659634,56.31078963481932,56.81507832433218,1.74,0.001,181,344,483,619,819,932,1175,1318,1442,1619,1792,1924,2085,2238,2381,2586,2731,2864,2993,3171,3331,3480,3638,3814,3979
96,0.4710266371185269,0.468570046337219,55.97494600335158,56.495291994803644,1.75,0.001,181,344,483,619,818,933,1176,1319,1442,1619,1793,1924,2084,2238,2381,2587,2731,2864,2993,3171,3332,3479,3637,3814,3979
97,0.47738667474511687,0.4746197663820797,55.637426192800966,56.17280510356524,1.77,0.001,181,345,483,618,817,933,1177,1319,1442,1619,1793,1925,2084,2238,2380,2588,2732,2864,2993,3171,3333,3478,3637,3814,3979
98,0.48372546390673,0.48064032595738815,55.29898095735467,55.85002106996581,1.79,0.001,181,345,482,617,817,933,1178,1320,1442,1619,1794,1925,2083,2238,2380,2589,2732,2864,2994,3170,3334,3477,3636,3813,3978
99,0.48999896477011284,0.4865976913429737,54.96197193855948,55.52878353413885,1.81,0.001,182,346,482,616,816,934,1178,1320,1442,1619,1795,1925,2082,2238,2379,2590,2733,2864,2994,3170,3335,3477,3636,3813,3978
100,0.49623525694552806,0.4925085841561404,54.62490167325247,55.20820189646304,1.82,0.001,182,346,482,615,815,934,1179,1321,1442,1619,1795,1925,2082,2237,2378,2591,2733,2864,2994,3170,3336,3476,3636,3813,3978
101,0.5024413734622513,0.4983843192766577,54.28738451231096,54.88766938028978,1.84,0.001,182,346,481,614,815,934,1180,1321,1442,1618,1796,1926,2081,2237,2378,2593,2733,2864,2995,3170,3337,3475,3635,3813,3978
102,0.5086531863779,0.504258417660601,53.94743897419969,54.56534571616861,1.86,0.001,182,347,481,613,814,935,1181,1321,1442,1618,1797,1926,2080,2237,2377,2594,2734,2865,2995,3170,3338,3474,3635,3813,3978
103,0.5149074957736508,0.5101769755700488,53.60299437400279,54.2386468355072,1.87,0.001,182,347,481,613,813,935,1181,1322,1442,1618,1797,1926,2079,2237,2377,2595,2734,2865,2995,3169,3339,3474,3635,3813,3977
104,0.5212124954562324,0.5161271271985767,53.253502672359495,53.90820422182393,1.89,0.001,182,348,480,612,813,936,1182,1322,1441,1618,1798,1927,2078,2237,2376,2596,2735,2865,2996,3169,3340,3473,3634,3813,3977
105,0.5275697857116515,0.5220981223472654,52.8987761444263,53.57455924632045,1.91,0.001,183,348,480,611,812,937,1183,1322,1441,1617,1799,1927,2077,2237,2376,2597,2735,2865,2996,3169,3341,3472,3634,3813,3977
106,0.533950856202255,0.5280601742487921,52.54031190428926,53.23932551460433,1.92,0.001,183,349,480,610,811,937,1184,1323,1441,1617,1800,1927,2076,2237,2375,2598,2736,2865,2997,3169,3342,3472,3634,3813,3977
107,0.5403610569076536,0.5340248612682311,52.17773112161931,52.901819808608664,1.94,0.001,183,349,479,609,811,938,1184,1323,1441,1617,1800,1928,2075,2237,2375,2599,2736,2865,2997,3169,3344,3471,3633,3813,3976
108,0.5467705412352124,0.5399665418484205,51.81265785184036,52.563461458210206,1.96,0.001,183,349,479,608,810,939,1185,1323,1441,1616,1801,1928,2073,2237,2374,2600,2737,2865,2998,3168,3345,3470,3633,3813,3976
109,0.553188934583023,0.5459526416546651,51.44447429556332,52.220353618404864,1.98,0.001,183,350,479,608,810,940,1185,1324,1441,1616,1802,1928,2072,2237,2374,2601,2737,2865,2999,3168,3346,3470,3633,3813,3976
110,0.5595880835308017,0.5519209665152243,51.07475755571435,51.87600949695461,1.99,0.001,184,350,478,607,809,941,1186,1324,1440,1615,1803,1929,2071,2236,2373,2602,2738,2865,2999,3168,3347,3469,3633,3813,3976
111,0.565941943906831,0.5578385781018664,50.704990816979745,51.5323159759364,2.01,0.001,184,351,478,606,808,942,1187,1324,1440,1615,1804,1929,2069,2236,2372,2603,2738,2865,3000,3168,3348,3468,3632,3813,3975
112,0.572209739767645,0.5636654527757403,50.33757139304597,51.19163978986217,2.03,0.001,184,351,478,605,808,942,1187,1324,1440,1614,1804,1930,2068,2236,2372,2604,2739,2865,3000,3168,3349,3468,3632,3813,3975
113,0.5783702114936954,0.5694061072609424,49.973806615628654,50.85377033250583,2.04,0.001,184,352,477,604,807,943,1188,1325,1440,1614,1805,1930,2066,2236,2371,2605,2740,2865,3001,3168,3350,3467,3632,3813,3975
114,0.5844303588904634,0.5750466320278307,49.613368441630726,50.51959754717099,2.06,0.001,184,352,477,604,806,944,1188,1325,1439,1613,1806,1931,2064,2236,2371,2606,2740,2865,3001,3167,3352,3467,3632,3813,3975
115,0.5903838886936448,0.5805997291495774,49.256699159701874,50.1884266920983,2.08,0.001,185,352,476,603,806,945,1189,1325,1439,1613,1807,1932,2062,2236,2370,2607,2741,2865,3002,3167,3353,3466,3632,3813,3974
116,0.596276619500115,0.5860717310081387,48.9011104527865,49.85994055226099,2.09,0.001,185,353,476,602,805,946,1190,1325,1439,1612,1807,1932,2061,2236,2370,2608,2741,2865,3002,3167,3354,3465,3632,3813,3974
117,0.6021131129231305,0.5914998316826906,48.54635449914082,49.531942522761256,2.11,0.001,185,353,476,601,804,948,1190,1325,1438,1611,1808,1933,2059,2235,2369,2609,2742,2865,3003,3167,3355,3465,3632,3813,3974
118,0.6078998192603956,0.5969007348835338,48.19203934520721,49.20341526986465,2.13,0.001,185,354,475,600,804,949,1191,1325,1438,1611,1809,1934,2057,2235,2369,2610,2742,2865,3003,3167,3356,3464,3632,3814,3974
119,0.6136558629816422,0.6022508852257529,47.837000973194115,48.875796728640395,2.15,0.001,185,354,475,600,803,950,1191,1325,1438,1610,1809,1935,2054,2235,2368,2611,2743,2865,3004,3167,3358,3464,3632,3814,3973
120,0.6193674495439357,0.6075269384387028,47.48208183834324,48.55055103558944,2.16,0.001,186,355,474,599,803,951,1192,1325,1437,1609,1810,1936,2052,2235,2368,2612,2743,2865,3004,3166,3359,3463,3632,3814,3973
121,0.6250267312084908,0.6127421333284142,47.12777418475622,48.22690357586339,2.18,0.001,186,355,474,598,802,952,1192,1325,1437,1608,1811,1937,2050,2235,2367,2613,2744,2865,3004,3166,3360,3463,3632,3814,3973
122,0.6306147365541589,0.617891481116315,46.775297613129894,47.905195071555134,2.2,0.001,186,356,474,597,801,953,1193,1324,1436,1608,1811,1938,2048,2235,2367,2615,2744,2865,3005,3166,3361,3462,3632,3814,3973
123,0.6361546672501813,0.6230095600440291,46.4232108104677,47.583281740248594,2.21,0.001,186,356,473,597,801,954,1193,1324,1436,1607,1812,1940,2046,2234,2366,2616,2745,2865,3005,3166,3362,3462,3632,3814,3972
124,0.641653699046884,0.6280807642641939,46.07106433272407,47.26216154665908,2.23,0.001,186,356,473,596,800,955,1194,1324,1435,1606,1813,1941,2043,2234,2365,2617,2745,2865,3005,3166,3363,3462,3632,3814,3972
