epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.0798698951933502,0.09100758396533044,0.00024341487240120419,0.0001807531467186152,0.01,0.001,33,66,99,132,165
1,0.21708227924346465,0.21451787648970747,0.06934197831654854,0.06732721842111489,0.02,0.001,33,66,99,132,165
2,0.24141669678352007,0.22426868905742145,0.04762921856686042,0.036962664284579616,0.02,0.001,33,66,99,132,165
3,0.24153716419708468,0.22535211267605634,7.115413479841237e-05,0.0,0.03,0.001,33,66,99,132,165
4,0.24153716419708468,0.22535211267605634,1.618706832329231e-05,0.0,0.04,0.001,33,66,99,132,165
5,0.24153716419708468,0.22535211267605634,0.0,0.0,0.04,0.001,33,66,99,132,165
6,0.24153716419708468,0.22535211267605634,0.0,0.0,0.05,0.001,33,66,99,132,165
7,0.24153716419708468,0.22535211267605634,0.0,0.0,0.05,0.001,33,66,99,132,165
8,0.24153716419708468,0.22535211267605634,0.0,0.0,0.06,0.001,33,66,99,132,165
9,0.24153716419708468,0.22535211267605634,0.0,0.0,0.07,0.001,33,66,99,132,165
10,0.24153716419708468,0.22535211267605634,0.0,0.0,0.07,0.001,33,66,99,132,165
11,0.24153716419708468,0.22535211267605634,0.0,0.0,0.08,0.001,33,66,99,132,165
12,0.24153716419708468,0.22535211267605634,0.0,0.0,0.09,0.001,33,66,99,133,165
13,0.24153716419708468,0.22535211267605634,0.0,0.0,0.09,0.001,33,66,99,133,165
14,0.24153716419708468,0.22535211267605634,0.0,0.0,0.1,0.001,33,65,99,133,165
15,0.24153716419708468,0.22535211267605634,0.0,0.0,0.1,0.001,33,65,99,133,165
16,0.24153716419708468,0.22535211267605634,0.0,0.0,0.11,0.001,33,65,99,133,165
17,0.24153716419708468,0.22535211267605634,0.0,0.0,0.12,0.001,33,65,99,133,164
18,0.24153716419708468,0.22535211267605634,0.0,0.0,0.12,0.001,33,65,99,133,164
19,0.24153716419708468,0.22535211267605634,0.0,0.0,0.13,0.001,33,65,99,133,164
20,0.24153716419708468,0.22535211267605634,0.0,0.0,0.14,0.001,33,65,99,133,164
