epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.06953681252738386,0.07542834986257896,74.5876391768016,69.06326003541065,0.14,0.001,382,760,1136,1516,1893,2269,2649,3024,3402,3780
1,0.09308127649142961,0.10341705793656564,73.63790806307748,68.00987979698243,0.15,0.001,383,760,1136,1515,1894,2270,2649,3023,3402,3780
2,0.11456616850934997,0.13147495844180057,72.76044276425206,66.93726292558391,0.17,0.001,383,761,1136,1515,1895,2270,2650,3023,3402,3779
3,0.11841089558956652,0.13784994631239955,72.60230188004545,66.69114988254626,0.18,0.001,383,760,1137,1514,1896,2270,2651,3022,3402,3779
4,0.1273858484980005,0.147361127631085,72.23179444611804,66.32226306546694,0.2,0.001,384,760,1136,1514,1896,2269,2652,3021,3401,3779
5,0.14229979604917842,0.16183162213644686,71.61187229717046,65.7570620613292,0.21,0.001,384,760,1136,1514,1897,2269,2653,3020,3401,3778
6,0.15092865761287444,0.16857057574981738,71.2507332747355,65.49218330624464,0.22,0.001,384,759,1136,1515,1898,2268,2654,3019,3401,3778
7,0.1553799774726149,0.17145626092605504,71.06372305455858,65.37843188291342,0.24,0.001,385,759,1136,1515,1899,2267,2654,3018,3401,3778
8,0.1643832629368175,0.18131080231612018,70.68395631037852,64.98846802750855,0.25,0.001,385,758,1136,1515,1899,2266,2655,3018,3401,3778
9,0.17551747758129443,0.19485073688305632,70.21145865014662,64.44881993198169,0.27,0.001,385,757,1136,1515,1900,2265,2656,3017,3401,3777
10,0.18251510176653385,0.20400066830661767,69.91287127784483,64.08156728439934,0.28,0.001,386,757,1136,1515,1901,2265,2656,3016,3401,3777
11,0.18693115167046115,0.2093711539770794,69.72377839329636,63.865027199702574,0.29,0.001,386,756,1137,1515,1902,2264,2657,3015,3401,3777
12,0.19391688660433148,0.21635464028687068,69.42361050328988,63.58234695062774,0.31,0.001,386,756,1137,1515,1902,2263,2657,3014,3401,3777
13,0.20205959092477155,0.2235913122777604,69.072072300424,63.28808605051586,0.32,0.001,387,755,1137,1516,1903,2263,2657,3013,3401,3777
14,0.20786384479276332,0.22799822577321194,68.82039719670688,63.10822023268839,0.34,0.001,387,754,1137,1516,1903,2263,2656,3012,3401,3776
15,0.2132466027102088,0.2326334717237959,68.58617554990583,62.91847791611976,0.35,0.001,387,754,1137,1517,1904,2263,2656,3011,3402,3776
16,0.22052848705965378,0.2403588440764861,68.26803361795695,62.60096337305341,0.36,0.001,388,753,1138,1517,1905,2263,2656,3011,3402,3776
17,0.2276319998296935,0.2484309486870383,67.95624885036328,62.267467820910504,0.38,0.001,388,752,1138,1518,1906,2263,2656,3010,3402,3776
18,0.23300700376175865,0.2544405964116514,67.71938090961294,62.018020472127695,0.39,0.001,388,752,1138,1518,1907,2263,2656,3009,3403,3776
19,0.23869521261364524,0.26013113803298205,67.4677983084801,61.78088841889638,0.4,0.001,389,751,1139,1519,1907,2264,2656,3008,3403,3776
20,0.24560465873984416,0.26647089600043494,67.1609395175127,61.51562698437894,0.42,0.001,389,750,1139,1520,1908,2264,2656,3007,3404,3776
21,0.2520395301132151,0.2719281472023569,66.87389017770687,61.286367153128964,0.43,0.001,390,750,1140,1520,1909,2264,2656,3006,3404,3776
22,0.25800943403439613,0.27725906849402837,66.60647388415971,61.06158840158844,0.44,0.001,390,749,1141,1521,1910,2264,2656,3005,3405,3776
23,0.264968372622691,0.2844885686001305,66.2933967535606,60.755425104985484,0.46,0.001,390,748,1141,1522,1911,2264,2656,3004,3405,3776
24,0.2721835008509974,0.2926826645286601,65.96722523107593,60.40653493530832,0.47,0.001,391,747,1142,1522,1911,2264,2656,3003,3406,3776
25,0.27859593013284834,0.29994875554574607,65.67598094171301,60.095464419122344,0.48,0.001,391,747,1143,1523,1912,2264,2657,3002,3406,3776
26,0.28517827930290873,0.3068561566201785,65.37566846575069,59.79825089872508,0.5,0.001,391,746,1143,1524,1913,2263,2657,3002,3407,3776
27,0.2923380573877461,0.3137189246126829,65.04743611636434,59.501481238127596,0.51,0.001,392,745,1144,1525,1914,2263,2657,3001,3408,3777
