epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.015299361522708107,0.01950162513542795,-0.02550336889118565,-0.021189952835148018,0.01,0.001,8,15,23,31,38,46,53,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
1,0.014697024454884954,0.01950162513542795,-0.022332679909994546,-0.018245937389909317,0.02,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,168,175,183,190
2,0.003975424647632815,0.0032502708559046588,-0.0010439010332636833,-0.0007094388362374193,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
3,0.13865799301289,0.13867822318526543,0.05194203079120041,0.05142547630066485,0.03,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
4,0.13926033008071317,0.13976164680390032,0.04265976924332193,0.041035196579004674,0.04,0.001,8,15,23,31,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
5,0.13865799301289,0.13976164680390032,0.036717692973919136,0.037326705881425726,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
6,0.13865799301289,0.13976164680390032,0.031387410813147,0.03183523567956048,0.05,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
7,0.1289001325141549,0.12459371614301191,0.014220722377144335,0.008070737325963084,0.06,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
8,0.15564389832550296,0.14084507042253522,0.023671658978964172,0.0056473612137547535,0.07,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,122,129,137,145,152,160,167,175,183,190
9,0.22226237802674376,0.23510292524377033,0.0700697879001928,0.08456723177810621,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,152,160,167,175,183,190
10,0.23346584748825444,0.23510292524377033,0.06810436656889085,0.06985129336800977,0.08,0.001,8,15,23,30,38,46,54,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
11,0.23948921816648597,0.24052004333694474,0.06404451717956428,0.06501187840673284,0.09,0.001,8,16,23,30,38,46,53,61,69,76,84,91,99,107,114,121,129,138,145,153,160,167,175,183,190
12,0.2697265389712083,0.27735644637053086,0.08636762594262037,0.09302904588767047,0.1,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
13,0.33622455125888445,0.3456121343445287,0.151143081350405,0.16149215927515792,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
14,0.35333092398506205,0.3640303358613218,0.16914353056842402,0.18093848735430618,0.11,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
15,0.35561980484279004,0.36619718309859156,0.17118652799738965,0.18304989862922505,0.12,0.001,8,16,23,30,38,46,53,61,69,76,84,91,98,107,114,121,129,138,145,153,160,167,175,183,190
16,0.35718588121913025,0.36728060671722645,0.17346941631639579,0.1847042043472803,0.13,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,145,153,160,167,175,183,190
17,0.3580291531140826,0.36728060671722645,0.17469636305067515,0.1847042043472803,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,145,153,161,167,175,182,190
18,0.3582700879412119,0.36836403033586135,0.1751121084180135,0.18622457466918707,0.14,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
19,0.3582700879412119,0.36836403033586135,0.1751121084180135,0.18622457466918707,0.15,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
20,0.3582700879412119,0.36836403033586135,0.17508391699109982,0.18622457466918707,0.16,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
21,0.3582700879412119,0.36836403033586135,0.17508391699109982,0.18622457466918707,0.16,0.001,8,16,23,30,38,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
22,0.35839055535477654,0.36836403033586135,0.1752539121648572,0.18622457466918707,0.17,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
23,0.3585110227683412,0.36836403033586135,0.17543903666095784,0.18622457466918707,0.18,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
24,0.3586314901819058,0.36836403033586135,0.1756544091184964,0.18634885257601497,0.19,0.001,8,16,23,30,37,46,53,62,69,76,84,91,98,108,113,121,129,138,146,153,161,167,175,182,190
