epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.017806267806267807,0.017628205128205128,-0.0014588107335236078,-0.00196457478743306,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.0900997150997151,0.10096153846153846,-0.07194548264844247,-0.07043063195843824,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.3506054131054131,0.3701923076923077,-0.017582270608478945,0.003907487591086611,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.375,0.38301282051282054,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.375,0.38301282051282054,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.375,0.38301282051282054,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.375,0.38301282051282054,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.375,0.38301282051282054,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.375,0.38301282051282054,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.375,0.38301282051282054,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.375,0.38301282051282054,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.375,0.38301282051282054,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.375,0.38301282051282054,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.375,0.38301282051282054,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
14,0.375,0.38301282051282054,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.375,0.38301282051282054,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
16,0.375,0.38301282051282054,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
