epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.21949162751475726,0.19934994582881907,0.04599851616030415,0.03656846806509162,0.01,0.001,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,121,128,134,141,147,153,160,166,172,179,185,192
1,0.24153716419708468,0.22535211267605634,0.0,0.0,0.02,0.001,7,13,19,26,32,38,45,51,58,64,70,77,83,89,96,102,109,115,122,128,134,141,147,153,160,166,172,179,185,192
2,0.24153716419708468,0.22535211267605634,0.0,0.0,0.03,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,109,115,122,128,134,141,147,153,160,166,172,179,185,192
3,0.24153716419708468,0.22535211267605634,0.0,0.0,0.03,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
4,0.24153716419708468,0.22535211267605634,0.0,0.0,0.04,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
5,0.24153716419708468,0.22535211267605634,0.0,0.0,0.05,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
6,0.24153716419708468,0.22535211267605634,0.0,0.0,0.06,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
7,0.24153716419708468,0.22535211267605634,0.0,0.0,0.07,0.001,7,13,19,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
8,0.24153716419708468,0.22535211267605634,0.0,0.0,0.08,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
9,0.24153716419708468,0.22535211267605634,0.0,0.0,0.09,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
10,0.24153716419708468,0.22535211267605634,0.0,0.0,0.1,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,96,102,108,115,122,128,134,141,147,153,160,166,172,179,185,192
11,0.24153716419708468,0.22535211267605634,0.0,0.0,0.1,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,97,102,108,114,122,128,134,141,147,153,160,166,172,179,185,192
12,0.24153716419708468,0.22535211267605634,0.0,0.0,0.11,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,97,102,108,114,122,128,134,141,147,153,160,166,172,179,185,192
13,0.24153716419708468,0.22535211267605634,0.0,0.0,0.12,0.001,7,13,20,26,32,38,45,51,58,64,71,77,83,89,97,102,108,114,122,128,134,141,147,153,160,166,172,179,185,192
14,0.24153716419708468,0.22535211267605634,0.0,0.0,0.13,0.001,7,13,20,26,32,38,45,51,58,64,70,77,83,89,97,102,108,114,122,128,134,141,147,153,160,166,172,179,185,192
15,0.24153716419708468,0.22535211267605634,0.0,0.0,0.13,0.001,7,13,20,26,32,38,45,51,58,64,70,77,83,89,97,101,108,114,122,128,134,141,147,153,160,166,172,179,185,192
16,0.24153716419708468,0.22535211267605634,0.0,0.0,0.14,0.001,7,13,20,26,32,38,45,51,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,166,173,179,185,192
17,0.24153716419708468,0.22535211267605634,0.0,0.0,0.15,0.001,7,13,20,26,32,38,45,51,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,166,173,179,185,192
18,0.24153716419708468,0.22535211267605634,0.0,0.0,0.16,0.001,7,13,20,26,32,38,45,50,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
19,0.24153716419708468,0.22535211267605634,0.0,0.0,0.16,0.001,7,13,20,26,32,38,45,50,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
20,0.24153716419708468,0.22535211267605634,0.0,0.0,0.17,0.001,7,13,20,26,32,38,45,50,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
21,0.24153716419708468,0.22535211267605634,0.0,0.0,0.18,0.001,7,13,20,26,32,38,45,50,59,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
22,0.24153716419708468,0.22535211267605634,0.0,0.0,0.18,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,129,134,142,148,153,160,167,173,178,185,192
23,0.24153716419708468,0.22535211267605634,0.0,0.0,0.19,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,129,134,142,148,153,160,167,173,178,185,192
24,0.24153716419708468,0.22535211267605634,0.0,0.0,0.2,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,129,135,142,148,153,160,167,173,178,185,192
25,0.24153716419708468,0.22535211267605634,0.0,0.0,0.21,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,107,114,122,129,135,142,148,153,160,167,173,178,185,192
26,0.24153716419708468,0.22535211267605634,0.0,0.0,0.21,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,114,122,129,135,142,148,153,160,167,173,178,185,192
27,0.24153716419708468,0.22535211267605634,0.0,0.0,0.22,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,114,122,129,135,142,148,153,160,167,173,178,185,192
28,0.24153716419708468,0.22535211267605634,0.0,0.0,0.23,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,114,122,129,135,142,148,153,160,167,173,178,185,192
29,0.24153716419708468,0.22535211267605634,0.0,0.0,0.24,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,113,122,129,135,142,148,153,160,166,173,178,185,192
30,0.2898445970365016,0.26543878656554715,0.07267781137205354,0.057791736552550765,0.25,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,113,122,129,135,142,148,153,160,166,173,178,185,192
31,0.35537887001566076,0.3531960996749729,0.16985891957426713,0.18039392424945566,0.25,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
32,0.3600770991446814,0.35752979414951247,0.17744195297290366,0.18668867834811353,0.26,0.001,7,13,20,26,32,39,45,50,59,64,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
33,0.36164317552102154,0.35861321776814736,0.1804609644942674,0.18876056517859652,0.27,0.001,7,13,20,26,32,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
34,0.3621250451752801,0.35861321776814736,0.18235540631827885,0.18916023261991222,0.28,0.001,7,12,20,26,32,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
35,0.36224551258884474,0.35969664138678226,0.18462695557915398,0.19152565734772553,0.29,0.001,7,12,20,26,32,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
36,0.36224551258884474,0.35969664138678226,0.18725799836314172,0.1931137923842574,0.29,0.001,7,12,20,26,32,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
37,0.3623659800024093,0.35969664138678226,0.18965279863280493,0.19499161777032692,0.3,0.001,7,12,20,27,32,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
38,0.36224551258884474,0.3607800650054171,0.19083879622250344,0.19714044771542483,0.31,0.001,7,12,20,27,31,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
39,0.3623659800024093,0.3607800650054171,0.19180764705497155,0.19772947585837075,0.32,0.001,7,12,20,27,31,39,45,50,59,65,70,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
40,0.36224551258884474,0.3607800650054171,0.19224749383563744,0.19802366593769105,0.32,0.001,7,12,20,27,31,39,45,50,59,65,71,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
41,0.36224551258884474,0.3607800650054171,0.19258780975080225,0.19851350356906317,0.33,0.001,7,12,20,27,31,39,45,50,59,65,71,78,84,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
42,0.3621250451752801,0.3607800650054171,0.1927458267001564,0.19890494305527362,0.34,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,113,121,129,135,141,148,153,160,166,173,178,185,192
43,0.3621250451752801,0.3607800650054171,0.1930561195056525,0.19919827184348937,0.35,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,113,121,129,135,141,148,153,160,166,173,178,185,192
44,0.36200457776171546,0.3607800650054171,0.19336142415489188,0.1992960003764075,0.36,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,113,121,129,136,141,148,153,160,166,173,178,185,192
45,0.36200457776171546,0.3607800650054171,0.19383334652430007,0.19939370505897558,0.37,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,112,121,129,136,141,148,153,160,166,173,178,185,192
46,0.36200457776171546,0.3607800650054171,0.19415747296606045,0.19958904290797708,0.39,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
47,0.36200457776171546,0.3607800650054171,0.1944666233465755,0.19988187102196253,0.41,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
48,0.3618841103481508,0.3607800650054171,0.1947999415470688,0.20066169951678914,0.42,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
49,0.3617636429345862,0.3607800650054171,0.19501535382529578,0.20095374344301387,0.44,0.001,7,12,20,27,31,39,45,50,59,65,71,78,85,89,97,101,108,112,121,130,136,141,149,153,160,166,173,178,185,191
