epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
20,0.2396096855800506,0.23185265438786565,0.0,0.0,0.16,0.001,7,13,20,26,32,38,45,50,58,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
21,0.2396096855800506,0.23185265438786565,0.0,0.0,0.16,0.001,7,13,20,26,32,38,45,50,59,64,70,77,83,89,97,101,108,114,122,128,134,141,148,153,160,167,173,178,185,192
22,0.2396096855800506,0.23185265438786565,0.0,0.0,0.17,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,128,134,142,148,153,160,167,173,178,185,192
23,0.2396096855800506,0.23185265438786565,0.0,0.0,0.18,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,128,134,142,148,153,160,167,173,178,185,192
24,0.2396096855800506,0.23185265438786565,0.0,0.0,0.18,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,128,134,142,148,153,160,167,173,178,185,192
25,0.2396096855800506,0.23185265438786565,0.0,0.0,0.19,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,107,114,122,129,135,142,148,153,160,167,173,178,185,192
26,0.2396096855800506,0.23185265438786565,0.0,0.0,0.2,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,114,122,129,135,142,148,153,160,167,173,178,185,192
27,0.2396096855800506,0.23185265438786565,0.0,0.0,0.21,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,114,122,129,135,142,148,153,160,167,173,178,185,192
28,0.2396096855800506,0.23185265438786565,0.0,0.0,0.21,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,114,122,129,135,142,148,153,160,166,173,178,185,192
29,0.2396096855800506,0.23185265438786565,0.0,0.0,0.22,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,113,122,129,135,142,148,153,160,166,173,178,185,192
30,0.2826165522226238,0.27302275189599134,0.06452546176376694,0.06007148114703731,0.23,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,113,122,129,135,142,148,153,160,166,173,178,185,192
31,0.35128297795446334,0.3553629469122427,0.16603708688380103,0.17698831237533474,0.24,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
32,0.3577882182869534,0.3607800650054171,0.17612591339164863,0.18536447448925408,0.25,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
33,0.3591133598361643,0.361863488624052,0.17880475108244476,0.18775128452991208,0.25,0.001,7,13,20,26,32,39,45,50,59,64,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
34,0.35959522949042283,0.361863488624052,0.1806977593104363,0.1881976290133034,0.26,0.001,7,12,20,26,32,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
35,0.35971569690398747,0.3640303358613218,0.18291398946565784,0.19228573174931396,0.27,0.001,7,12,20,26,32,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
36,0.3598361643175521,0.3640303358613218,0.18574137549090353,0.19416462035228832,0.28,0.001,7,12,20,26,32,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
37,0.35995663173111675,0.3640303358613218,0.18793220011420775,0.19581521892398557,0.28,0.001,7,12,20,27,32,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
38,0.3598361643175521,0.3640303358613218,0.18902956258075876,0.19669277632724114,0.29,0.001,7,12,20,27,32,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
39,0.35995663173111675,0.3640303358613218,0.19004754074567531,0.19724027777983566,0.3,0.001,7,12,20,27,31,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
40,0.3598361643175521,0.3640303358613218,0.19053937239355423,0.19756842056934332,0.3,0.001,7,12,20,27,31,39,45,50,59,65,70,78,83,89,97,101,108,113,122,129,135,141,148,153,160,166,173,178,185,192
41,0.3598361643175521,0.3640303358613218,0.19096345077697863,0.19811472947152342,0.31,0.001,7,12,20,27,31,39,45,50,59,65,70,78,83,89,97,101,108,113,121,129,135,141,148,153,160,166,173,178,185,192
42,0.3598361643175521,0.3640303358613218,0.19129947297671712,0.19855124129657542,0.32,0.001,7,12,20,27,31,39,45,50,59,65,70,78,83,89,97,101,108,113,121,129,135,141,148,153,160,166,173,178,185,192
43,0.3598361643175521,0.3640303358613218,0.19159143938829004,0.19866029500723992,0.33,0.001,7,12,20,27,31,39,45,50,59,65,71,78,83,89,97,101,108,113,121,129,136,141,148,153,160,166,173,178,185,192
44,0.35959522949042283,0.3640303358613218,0.19171031946994155,0.19876931904390782,0.33,0.001,7,12,20,27,31,39,45,50,59,65,71,78,83,89,97,101,108,113,121,129,136,141,148,153,160,166,173,178,185,192
45,0.35959522949042283,0.3640303358613218,0.1922641040497577,0.19887831341868956,0.34,0.001,7,12,20,27,31,39,45,50,59,65,71,78,83,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
46,0.35959522949042283,0.3640303358613218,0.19258436947862756,0.1992051186927174,0.35,0.001,7,12,20,27,31,39,45,50,59,65,71,78,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
47,0.35959522949042283,0.3640303358613218,0.1928462159882096,0.19953165744509538,0.36,0.001,7,12,20,27,31,39,45,50,59,65,71,78,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
48,0.3594747620768582,0.3640303358613218,0.19318861001325816,0.20018393668798817,0.36,0.001,7,12,20,27,31,39,45,50,59,65,71,78,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
49,0.3593542946632936,0.3640303358613218,0.1934289868656074,0.20083515374823557,0.37,0.001,7,12,20,27,31,39,45,50,59,65,71,78,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,192
50,0.35923382724972897,0.3640303358613218,0.19382864802695887,0.20116036477032295,0.38,0.001,7,12,20,27,31,39,45,50,59,65,71,78,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,191
51,0.3591133598361643,0.3640303358613218,0.1942132813548314,0.20180999341472372,0.39,0.001,7,12,20,27,31,39,45,50,59,65,71,77,82,89,97,101,108,112,121,129,136,141,149,153,160,166,173,178,185,191
52,0.3591133598361643,0.3640303358613218,0.1946041109671781,0.2024585663416939,0.39,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,178,185,191
53,0.3591133598361643,0.3640303358613218,0.19498010725147574,0.20256655937100299,0.4,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,179,185,191
54,0.3589928924225997,0.3640303358613218,0.1952622750566132,0.20289036305349217,0.41,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,179,185,191
55,0.3589928924225997,0.3640303358613218,0.1955798692326184,0.20310608612262848,0.42,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,179,185,191
56,0.3589928924225997,0.3640303358613218,0.19586837375608612,0.20321390387700866,0.42,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,179,185,191
57,0.35887242500903505,0.3629469122426869,0.19602001360096755,0.2021803460152678,0.43,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,141,149,154,160,166,173,179,185,191
58,0.35887242500903505,0.3629469122426869,0.19617851331408787,0.2021803460152678,0.44,0.001,7,12,20,27,31,39,45,50,59,66,71,77,82,89,97,101,108,112,121,129,136,140,149,154,160,166,173,179,185,191
59,0.35887242500903505,0.3629469122426869,0.19622172966300744,0.2021803460152678,0.45,0.001,7,12,20,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,129,136,140,149,154,160,166,173,179,185,191
60,0.35887242500903505,0.3629469122426869,0.19629374658561138,0.2021803460152678,0.45,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,129,136,140,149,154,160,166,173,179,185,191
61,0.35887242500903505,0.3629469122426869,0.19633695054503764,0.2021803460152678,0.46,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,129,136,140,149,154,160,166,173,179,185,191
62,0.35887242500903505,0.3629469122426869,0.19632254974134222,0.2021803460152678,0.47,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,129,136,140,149,154,160,166,173,179,185,191
63,0.35887242500903505,0.3629469122426869,0.19635135083265676,0.20228823063389334,0.48,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,129,136,140,149,154,160,165,173,179,185,191
64,0.35887242500903505,0.3629469122426869,0.19641479366997538,0.20228823063389334,0.48,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
65,0.36067943621250453,0.3640303358613218,0.19915044523337122,0.20397716837952795,0.49,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
66,0.3661004698229129,0.36619718309859156,0.20714524847253357,0.20744156963132698,0.5,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
67,0.37344898205035537,0.37269772481040087,0.21778243813042164,0.2169232392323045,0.5,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
68,0.38007468979641007,0.37378114842903576,0.22740794794701258,0.21900810718227848,0.51,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,112,121,130,136,140,149,154,160,165,173,179,185,191
69,0.3844115166847368,0.37703141928494044,0.2338630497900669,0.2236333767797296,0.52,0.001,7,12,21,27,31,39,45,50,59,66,72,77,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
70,0.3903144199494037,0.38461538461538464,0.24246274397936518,0.2350129281916291,0.53,0.001,7,12,21,27,31,39,45,50,60,66,72,77,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,191
71,0.39453077942416576,0.38894907908992415,0.24845717455286742,0.2419123011660267,0.53,0.001,7,12,21,27,31,39,45,50,60,66,72,77,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
72,0.3985062040717986,0.39328277356446373,0.2539639085861781,0.24807173635377044,0.54,0.001,7,12,21,27,31,39,45,50,60,66,72,77,82,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
73,0.40236116130586674,0.39436619718309857,0.25932315072341117,0.24967752349679417,0.55,0.001,7,12,21,27,31,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
74,0.40742079267558123,0.39653304442036835,0.2661077533106204,0.25332301185711037,0.56,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
75,0.40934827129261536,0.39869989165763814,0.2687761146555978,0.256402589051257,0.56,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
76,0.41235995663173114,0.4019501625135428,0.27287171071971017,0.2605819606704882,0.57,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
77,0.41440790266232985,0.40628385698808234,0.2757108518439978,0.26632550637354735,0.58,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,136,140,149,154,160,165,173,179,185,192
78,0.41693771834718707,0.40736728060671723,0.2792604092006039,0.26786822582235603,0.59,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
79,0.42043127334056135,0.4084507042253521,0.2839213095969878,0.2693422952683071,0.59,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,89,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
80,0.4224792193711601,0.40736728060671723,0.2867256112145856,0.2682597724838508,0.6,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,88,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
81,0.42428623057462955,0.41170097508125675,0.2892099030086931,0.2739989744213738,0.61,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,88,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
82,0.42633417660522827,0.41386782231852653,0.29192381564823466,0.27680710240850437,0.62,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,88,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
83,0.42838212263582703,0.41495124593716143,0.29466197384972126,0.2783445447990478,0.62,0.001,7,12,21,27,30,39,45,50,60,66,72,76,81,88,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
84,0.43115287314781353,0.4160346695557963,0.2982947612549752,0.27981441537949303,0.63,0.001,7,12,21,28,30,39,45,50,60,66,72,76,81,88,97,101,108,111,121,130,137,140,149,154,160,165,173,179,185,192
85,0.43392362365980003,0.42036836403033584,0.3019553175800592,0.2855561696475851,0.64,0.001,7,12,21,28,30,39,45,50,60,66,72,76,81,88,97,101,108,111,122,130,137,140,149,154,160,165,173,179,185,192
86,0.4358511022768341,0.42036836403033584,0.3045416810027245,0.28582069045311886,0.65,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,130,137,140,149,154,160,165,173,179,185,192
87,0.43717624382604503,0.42145178764897073,0.30638645796572594,0.2872215810983175,0.65,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
88,0.4388627876159499,0.4236186348862405,0.3086590335104976,0.29002258459100494,0.66,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
89,0.4399469943380316,0.4247020585048754,0.31018047579045116,0.2918506467236137,0.67,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
90,0.44079026623298395,0.4257854821235103,0.31135742175038894,0.29324961570023467,0.68,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
91,0.4419949403686303,0.4257854821235103,0.31296639718375463,0.29333639579749027,0.68,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
92,0.44307914709071194,0.4268689057421452,0.31447019808102505,0.2949803482163226,0.69,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
93,0.4444042886399229,0.4268689057421452,0.3162385584808364,0.2949803482163226,0.7,0.001,7,12,21,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
94,0.44572943018913386,0.4322860238353196,0.3180804753898243,0.3019877355862831,0.71,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,173,179,185,192
95,0.44729550656547407,0.4322860238353196,0.3201959000222675,0.30205220192131466,0.71,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,89,98,101,108,111,122,131,137,140,149,153,160,165,174,178,185,192
96,0.4483797132875557,0.43661971830985913,0.32167892531316844,0.3075709005502385,0.72,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
97,0.4494639200096374,0.4355362946912243,0.32319211379992774,0.3063673945090165,0.73,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
98,0.44970485483676664,0.437703141928494,0.32359753443164196,0.3094185724665258,0.74,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
99,0.4504276593181544,0.4409534127843987,0.32464321754153136,0.3136636653946806,0.74,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
100,0.4506685941452837,0.4409534127843987,0.3250478470375492,0.31372695938858086,0.75,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
101,0.4511504637995422,0.4420368364030336,0.32576795971610684,0.31512010558225845,0.76,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
102,0.45187326828093,0.4420368364030336,0.3267360763636199,0.31512010558225845,0.77,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,111,122,131,137,140,149,153,160,165,174,178,185,192
103,0.4521142031080593,0.4420368364030336,0.3271382487116684,0.3151408273145486,0.77,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
104,0.4527165401758824,0.4431202600216685,0.3279607475663211,0.31651299487120377,0.78,0.001,7,12,22,28,30,39,45,50,60,65,72,76,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
105,0.45404168172509335,0.4442036836403034,0.32972073915685907,0.31790562732647254,0.79,0.001,7,12,22,28,30,39,45,50,60,65,71,76,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
106,0.4546440187929165,0.4463705308775731,0.3305623814579598,0.3208788993599757,0.8,0.001,7,12,22,28,30,39,45,50,60,65,71,76,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
107,0.45512588844717505,0.447453954496208,0.33127663809329166,0.32230645862546536,0.8,0.001,7,12,22,28,30,39,45,50,60,65,71,76,81,88,98,100,108,110,122,131,137,140,149,153,160,165,174,178,185,192
108,0.45560775810143356,0.447453954496208,0.3319908705239647,0.32238937887492425,0.81,0.001,7,12,22,28,30,39,45,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
109,0.45717383447777377,0.4463705308775731,0.33416154813329657,0.3212219510229458,0.82,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
110,0.4577761715455969,0.447453954496208,0.335051030918432,0.32269064748201437,0.83,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
111,0.45861944344054933,0.4463705308775731,0.33629664796011893,0.32159685863874354,0.83,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
112,0.4582580411998554,0.4463705308775731,0.33605753072914735,0.3216749122706092,0.84,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
113,0.4589808456812432,0.4496208017334778,0.337134040996498,0.32587442347285,0.85,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
114,0.46018551981688954,0.4496208017334778,0.3388842535687877,0.32595195105401775,0.86,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
115,0.4603059872304542,0.4507042253521127,0.33930762934208014,0.32758813927557395,0.86,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
116,0.46114925912540655,0.4517876489707476,0.34066918652925926,0.3292074088543162,0.87,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,131,138,140,149,153,160,165,174,178,185,192
117,0.4609083242982773,0.4496208017334778,0.34081017211845366,0.3270972778728144,0.88,0.001,7,12,22,28,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
118,0.4621129984339236,0.4507042253521127,0.3428207559118128,0.32880718523023256,0.89,0.001,7,12,22,27,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
119,0.46247440067461754,0.4507042253521127,0.3436167191647772,0.32896117975014616,0.9,0.001,7,12,22,27,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
120,0.46247440067461754,0.4517876489707476,0.34406658133649326,0.3307453772168151,0.9,0.001,7,12,22,27,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
121,0.4635586073966992,0.4517876489707476,0.3457755092328151,0.3311287680021998,0.91,0.001,7,12,22,27,30,39,46,50,60,65,71,76,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
122,0.4639200096373931,0.4550379198266522,0.3464457077695865,0.3354037444905543,0.92,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
123,0.46428141187808697,0.4550379198266522,0.3470580185204317,0.33555592765763176,0.93,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
124,0.46428141187808697,0.4561213434452871,0.34741201714636527,0.3372562874302887,0.93,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
125,0.46572702084086254,0.4561213434452871,0.3496663781746415,0.3373321148205196,0.94,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
126,0.4664498253222503,0.4593716143011918,0.3509366155681769,0.34174416494090976,0.95,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,122,132,138,140,149,153,160,165,174,178,185,192
127,0.4666907601493796,0.4593716143011918,0.3513992846150368,0.34181941858288334,0.96,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
128,0.4669316949765089,0.4593716143011918,0.35186444516804716,0.34212026116530236,0.96,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
129,0.46681122756294424,0.4593716143011918,0.35199323819509676,0.34249592786794447,0.97,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
130,0.46801590169859053,0.4582881906825569,0.35391594565953466,0.3418547573989643,0.98,0.001,7,12,22,27,30,39,46,50,60,65,71,77,81,88,98,100,108,110,123,132,138,140,149,153,160,165,174,178,185,192
