epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.198005698005698,0.20673076923076922,0.002342641410130075,-0.00011332545451603337,0.01,0.001,22,43,65,86,108
1,0.3806980056980057,0.3717948717948718,0.15805089545776885,0.13707865168539335,0.01,0.001,22,43,65,86,108
2,0.43714387464387466,0.41346153846153844,0.162391723500662,0.10991246599580651,0.02,0.001,22,43,65,86,108
3,0.4414173789173789,0.44871794871794873,0.12320499789403672,0.11662743419644761,0.02,0.001,22,43,65,86,108
4,0.43714387464387466,0.453525641025641,0.11229728105233538,0.12264150943396235,0.03,0.001,22,43,65,86,108
5,0.4305555555555556,0.4423076923076923,0.10450817117805555,0.10892990504640987,0.03,0.001,22,43,65,86,108
6,0.42396723646723644,0.4391025641025641,0.09566621877461157,0.1064305090154779,0.04,0.001,22,43,65,86,108
7,0.42396723646723644,0.4375,0.0957799120732894,0.10387745332695064,0.05,0.001,22,43,65,86,108
8,0.42503561253561256,0.4375,0.09666200503265177,0.10292316703050952,0.05,0.001,22,43,65,86,108
9,0.4255698005698006,0.4391025641025641,0.09685729827511125,0.10500239731500716,0.06,0.001,22,43,65,86,108
10,0.4255698005698006,0.4375,0.09647805690190359,0.10196684611694462,0.06,0.001,22,43,65,86,108
11,0.4252136752136752,0.4375,0.09540510783090461,0.10124826629680994,0.07,0.001,22,43,65,86,108
12,0.4237891737891738,0.4342948717948718,0.0924196611004422,0.09564474807856538,0.07,0.001,22,43,65,86,108
13,0.4221866096866097,0.4326923076923077,0.08866921417677665,0.0913854874070904,0.08,0.001,22,43,64,86,108
14,0.4179131054131054,0.42788461538461536,0.08092284663694638,0.08147512864494,0.08,0.001,22,43,64,86,108
15,0.41346153846153844,0.42467948717948717,0.07207530177698163,0.0748416192419199,0.09,0.001,22,43,64,86,108
16,0.4081196581196581,0.421474358974359,0.06209918014749094,0.06768535456795433,0.09,0.001,22,43,64,86,108
17,0.40384615384615385,0.4198717948717949,0.053806279358505016,0.06359129122655749,0.1,0.001,22,43,64,86,108
18,0.4011752136752137,0.4198717948717949,0.048680253824851194,0.062074921731620325,0.11,0.001,22,43,64,86,108
19,0.3974358974358974,0.40865384615384615,0.04188647173751869,0.04135094176228615,0.11,0.001,22,43,64,86,108
20,0.395477207977208,0.40705128205128205,0.038118735907636814,0.03849277245411731,0.12,0.001,22,43,64,86,108
21,0.3940527065527066,0.40384615384615385,0.03548341382054443,0.032247574657200295,0.12,0.001,22,43,64,86,108
22,0.3920940170940171,0.40224358974358976,0.03181024292276302,0.029119895884171187,0.13,0.001,22,43,64,86,109
23,0.3896011396011396,0.40064102564102566,0.027405714424283523,0.02572451970042333,0.13,0.001,22,43,64,86,109
24,0.38764245014245013,0.40224358974358976,0.023828020398225735,0.027801911381407418,0.14,0.001,22,43,64,86,109
25,0.38817663817663817,0.40224358974358976,0.02467958071773879,0.027801911381407418,0.14,0.001,22,43,64,86,109
26,0.38782051282051283,0.40224358974358976,0.024070340420266567,0.027801911381407418,0.15,0.001,22,42,64,86,109
27,0.3887108262108262,0.40064102564102566,0.025572610521740424,0.025195482189400376,0.15,0.001,22,42,64,86,109
28,0.3896011396011396,0.40064102564102566,0.027095324620391326,0.025195482189400376,0.16,0.001,22,42,64,87,109
29,0.391025641025641,0.40224358974358976,0.029654841169404422,0.028065794473698502,0.16,0.001,22,42,64,87,109
30,0.3926282051282051,0.40544871794871795,0.03251704771521868,0.034325687327151466,0.17,0.001,22,42,64,87,109
31,0.3945868945868946,0.40384615384615385,0.03610842710012174,0.032247574657200295,0.17,0.001,22,42,64,87,109
32,0.3958333333333333,0.40384615384615385,0.03862412536263338,0.032509752925877766,0.18,0.001,22,42,64,87,109
33,0.39725783475783477,0.41025641025641024,0.041481275612806456,0.044466082440766,0.19,0.001,22,42,64,87,109
34,0.4011752136752137,0.4166666666666667,0.04866007990171983,0.056383668178872304,0.19,0.001,22,42,64,87,109
35,0.406517094017094,0.4182692307692308,0.05836469077869766,0.06049822064056942,0.2,0.001,22,42,64,87,109
36,0.4107905982905983,0.4230769230769231,0.06672639614302944,0.07126733311834887,0.2,0.001,22,42,64,87,109
37,0.41737891737891736,0.4310897435897436,0.08004181766460894,0.0867075377961748,0.21,0.001,22,42,64,87,109
38,0.4309116809116809,0.44711538461538464,0.10959601138388497,0.11940835760332469,0.21,0.001,22,42,64,87,109
39,0.4415954415954416,0.46314102564102566,0.13758305802187965,0.15463909187597813,0.22,0.001,22,42,64,87,109
40,0.45263532763532766,0.47275641025641024,0.16582312782116482,0.18204202624847599,0.23,0.001,23,42,64,87,109
41,0.4618945868945869,0.47275641025641024,0.18705215615774184,0.18870086861677327,0.23,0.001,23,42,64,87,109
42,0.4672364672364672,0.4823717948717949,0.2005106660926621,0.2097704416694438,0.24,0.001,23,42,63,87,109
43,0.47346866096866097,0.48878205128205127,0.21293853886919167,0.22368082368082365,0.25,0.001,23,42,63,87,109
44,0.47613960113960113,0.4935897435897436,0.21936970693111468,0.2351339400004655,0.25,0.001,23,42,63,87,109
45,0.47845441595441596,0.4967948717948718,0.22490495118944476,0.2433793375089781,0.26,0.001,23,42,63,87,109
46,0.4805911680911681,0.5016025641025641,0.2295859008321356,0.2528039488223992,0.26,0.001,23,42,63,87,109
47,0.48361823361823364,0.5016025641025641,0.2352879777178738,0.2548009169837838,0.27,0.001,23,42,63,87,109
48,0.4837962962962963,0.5016025641025641,0.23697340108633258,0.25564982586415874,0.27,0.001,23,42,63,87,109
49,0.4862891737891738,0.5016025641025641,0.24200158634467317,0.2561662265185112,0.28,0.001,23,42,63,87,109
50,0.48896011396011396,0.5032051282051282,0.24718906530851759,0.2592167089829165,0.29,0.001,23,42,63,87,109
51,0.4910968660968661,0.5048076923076923,0.251487427431062,0.2624452043790595,0.29,0.001,23,42,63,87,109
52,0.49252136752136755,0.5064102564102564,0.2545647638777442,0.2655232504815188,0.3,0.001,23,42,63,87,109
53,0.4946581196581197,0.5112179487179487,0.2586771042774396,0.27368204126182105,0.31,0.001,23,42,63,87,109
54,0.49715099715099714,0.5128205128205128,0.2636822203098298,0.27674241268872957,0.31,0.001,23,42,63,87,109
55,0.49928774928774927,0.5160256410256411,0.2679555227198497,0.28344043499752836,0.32,0.001,23,42,63,87,109
56,0.5016025641025641,0.5176282051282052,0.2726704024599452,0.2864805725660624,0.32,0.001,23,42,63,87,109
57,0.5042735042735043,0.5192307692307693,0.27773577322623666,0.2901400759914149,0.33,0.001,23,42,63,87,109
58,0.5056980056980057,0.5208333333333334,0.28076730377977377,0.2928173445021416,0.33,0.001,23,42,63,87,109
59,0.5097934472934473,0.5208333333333334,0.28788022968241656,0.2939226393887444,0.34,0.001,23,42,63,87,109
60,0.5121082621082621,0.5256410256410257,0.292094446476553,0.3018656829246167,0.34,0.001,23,42,63,87,109
61,0.5140669515669516,0.530448717948718,0.2957671768036988,0.31099612974219637,0.35,0.001,23,42,63,87,110
