epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.19786286731967942,0.19391025641025642,0.00027995367995992115,-0.003892469335209814,0.01,0.001,22,43,65,86,108
1,0.378806767586821,0.33974358974358976,0.14452028083849,0.1106990902487115,0.01,0.001,22,43,65,86,108
2,0.4215494211932324,0.38301282051282054,0.12477198505575293,0.09895245346425474,0.02,0.001,22,43,65,86,108
3,0.4115761353517364,0.3701923076923077,0.061201381441704616,0.03624988210142421,0.02,0.001,22,43,65,86,108
4,0.41068566340160284,0.3605769230769231,0.057216020985174865,0.018705512332395147,0.03,0.001,22,43,65,86,108
5,0.4076580587711487,0.3605769230769231,0.052372464731547774,0.018867924528301883,0.03,0.001,22,43,65,86,108
6,0.4046304541406946,0.3605769230769231,0.047528908477920684,0.019111442045172455,0.04,0.001,22,43,65,86,108
7,0.40178094390026714,0.3605769230769231,0.042349687654482104,0.01878672515103874,0.05,0.001,22,43,65,86,108
8,0.402493321460374,0.3605769230769231,0.043513058350028055,0.018705512332395147,0.05,0.001,22,43,65,86,108
9,0.4010685663401603,0.3605769230769231,0.04107110810075432,0.01862428606903399,0.06,0.001,22,43,65,86,108
10,0.39982190560997327,0.3573717948717949,0.038890435780070676,0.013623462630085181,0.06,0.001,22,43,65,86,108
11,0.39982190560997327,0.3541666666666667,0.03877497102109129,0.008539729851205213,0.07,0.001,22,43,65,86,108
12,0.4003561887800534,0.3541666666666667,0.03958450840778005,0.008539729851205213,0.07,0.001,22,43,65,86,108
13,0.3994657168299199,0.3557692307692308,0.03785774459323532,0.010754214729369882,0.08,0.001,22,43,64,86,108
14,0.39804096170970615,0.3541666666666667,0.03520404392084553,0.008129119286246711,0.08,0.001,22,43,64,86,108
15,0.3951914514692787,0.3541666666666667,0.029983881340293506,0.007964779814667922,0.09,0.001,22,43,64,86,108
16,0.39198575244879785,0.3541666666666667,0.024208520039331827,0.007964779814667922,0.09,0.001,22,43,64,86,108
17,0.390026714158504,0.3541666666666667,0.02054567951724451,0.007964779814667922,0.1,0.001,22,43,64,86,108
18,0.3878895814781834,0.3525641025641026,0.01671133021350857,0.005420759853237089,0.1,0.001,22,43,64,86,108
19,0.38486197684772927,0.34935897435897434,0.011347461113837665,0.00033145508783549715,0.11,0.001,22,43,64,86,108
20,0.383793410507569,0.34775641025641024,0.009438981550374703,-0.00221382992577146,0.11,0.001,22,43,64,86,108
21,0.3823686553873553,0.34775641025641024,0.006885210719965729,-0.00221382992577146,0.12,0.001,22,43,64,86,108
22,0.3811219946571683,0.34935897435897434,0.004640542967350059,0.00016575501408933047,0.12,0.001,22,43,64,86,109
23,0.3809439002671416,0.34775641025641024,0.004282032020222815,-0.0023799656621870113,0.13,0.001,22,43,64,86,109
24,0.3807658058771149,0.34775641025641024,0.0038994309273731043,-0.0023799656621870113,0.14,0.001,22,43,64,86,109
25,0.3811219946571683,0.34775641025641024,0.004520444112053101,-0.0023799656621870113,0.14,0.001,22,43,64,86,109
26,0.3811219946571683,0.34775641025641024,0.004544466201613528,-0.0023799656621870113,0.15,0.001,22,42,64,86,109
27,0.3818343722172752,0.34935897435897434,0.005786280471848038,0.00016575501408933047,0.15,0.001,22,42,64,86,109
28,0.3823686553873553,0.34935897435897434,0.006813334724035447,0.00016575501408933047,0.16,0.001,22,42,64,87,109
29,0.38308103294746215,0.34935897435897434,0.008126379800706962,0.00016575501408933047,0.16,0.001,22,42,64,87,109
30,0.38432769367764913,0.34935897435897434,0.010393313375395508,0.00033145508783549715,0.17,0.001,22,42,64,87,109
31,0.386286731967943,0.35096153846153844,0.013827562313986963,0.0028763183125600778,0.17,0.001,22,42,64,87,109
32,0.38842386464826356,0.35096153846153844,0.017711635428609762,0.003041528101589308,0.18,0.001,22,42,64,87,109
33,0.39180765805877116,0.35096153846153844,0.023922699453520213,0.0032066831536722296,0.18,0.001,22,42,64,87,109
