epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.10672127198265478,0.09750812567713976,0.00791970598617231,0.0010446130319372582,0.01,0.001,18,36,54,72,90,108,126,144,162,180
1,0.24198988195615515,0.228602383531961,6.208882184932651e-05,0.0002586157061882366,0.02,0.001,18,36,54,72,90,108,126,144,162,180
2,0.24198988195615515,0.228602383531961,0.0,0.0,0.02,0.001,18,36,54,72,90,108,126,144,162,180
3,0.24198988195615515,0.228602383531961,0.0,0.0,0.03,0.001,18,36,54,72,90,108,126,144,162,180
4,0.24198988195615515,0.228602383531961,0.0,0.0,0.04,0.001,18,36,54,72,90,108,126,144,162,180
5,0.24198988195615515,0.228602383531961,0.0,0.0,0.04,0.001,18,36,54,72,90,108,126,144,162,180
6,0.24198988195615515,0.228602383531961,0.0,0.0,0.05,0.001,18,36,54,72,90,108,126,144,162,180
7,0.24198988195615515,0.228602383531961,0.0,0.0,0.06,0.001,18,36,54,72,90,108,126,144,162,180
8,0.24198988195615515,0.228602383531961,0.0,0.0,0.06,0.001,18,36,54,72,91,108,126,144,162,180
9,0.24198988195615515,0.228602383531961,0.0,0.0,0.07,0.001,18,36,55,72,91,109,126,144,162,180
10,0.24198988195615515,0.228602383531961,0.0,0.0,0.07,0.001,18,36,55,72,91,109,126,144,162,180
11,0.24198988195615515,0.228602383531961,0.0,0.0,0.08,0.001,18,36,55,72,91,109,126,145,162,180
12,0.24198988195615515,0.228602383531961,0.0,0.0,0.09,0.001,18,36,55,72,91,109,125,145,162,180
13,0.24198988195615515,0.228602383531961,0.0,0.0,0.09,0.001,18,36,55,72,91,109,125,145,162,180
14,0.24198988195615515,0.228602383531961,0.0,0.0,0.1,0.001,18,36,55,71,91,108,125,145,162,180
15,0.24198988195615515,0.228602383531961,0.0,0.0,0.11,0.001,18,36,55,71,91,108,125,145,162,180
16,0.24198988195615515,0.228602383531961,0.0,0.0,0.11,0.001,18,36,55,71,91,108,125,145,162,180
17,0.24198988195615515,0.228602383531961,0.0,0.0,0.12,0.001,18,36,55,71,91,108,125,145,161,180
18,0.24198988195615515,0.228602383531961,0.0,0.0,0.13,0.001,18,36,55,71,91,108,125,145,161,180
19,0.24198988195615515,0.228602383531961,0.0,0.0,0.13,0.001,19,36,55,71,91,108,125,145,161,180
20,0.24198988195615515,0.228602383531961,0.0,0.0,0.14,0.001,19,36,55,71,91,108,125,145,161,180
21,0.24198988195615515,0.228602383531961,0.0,0.0,0.15,0.001,19,36,55,71,91,108,125,145,161,180
22,0.24198988195615515,0.228602383531961,0.0,0.0,0.15,0.001,19,36,55,71,91,108,125,145,161,180
23,0.24198988195615515,0.228602383531961,0.0,0.0,0.16,0.001,19,35,55,71,91,108,125,145,161,180
24,0.24198988195615515,0.228602383531961,0.0,0.0,0.16,0.001,19,35,55,71,91,108,125,145,161,180
25,0.24198988195615515,0.228602383531961,0.0,0.0,0.17,0.001,19,35,55,71,91,108,125,145,161,180
26,0.24198988195615515,0.228602383531961,0.0,0.0,0.18,0.001,19,35,55,71,91,108,125,145,161,180
27,0.24198988195615515,0.228602383531961,0.0,0.0,0.18,0.001,19,35,55,72,91,108,125,145,161,180
28,0.24198988195615515,0.228602383531961,0.0,0.0,0.19,0.001,19,35,55,72,91,108,125,145,161,180
29,0.24198988195615515,0.228602383531961,0.0,0.0,0.2,0.001,19,36,55,72,91,108,125,145,161,180
30,0.24198988195615515,0.228602383531961,0.0,0.0,0.2,0.001,19,36,55,72,91,108,124,145,161,180
31,0.24198988195615515,0.228602383531961,0.0,0.0,0.21,0.001,19,36,55,72,91,108,124,145,161,180
32,0.24198988195615515,0.228602383531961,0.0,0.0,0.22,0.001,19,36,55,72,91,108,124,145,161,180
33,0.24247169356781498,0.23076923076923078,0.0008430527242654362,0.0031063081482022303,0.23,0.001,19,36,55,72,91,108,124,145,161,180
34,0.31920019272464467,0.2990249187432286,0.11603959912578488,0.10345837074046615,0.23,0.001,19,36,55,72,91,108,124,146,161,180
35,0.3587087448807516,0.3466955579631636,0.17402732319536207,0.170893863736578,0.24,0.001,19,36,55,72,91,108,124,146,161,180
36,0.3625632377740304,0.3477789815817985,0.18053196521876935,0.1733549548477321,0.25,0.001,19,36,55,72,91,108,124,146,161,180
37,0.3638882197060949,0.35102925243770317,0.18348169878058418,0.17938872380658344,0.26,0.001,19,36,55,72,91,108,124,146,161,180
38,0.3642495784148398,0.34994582881906827,0.18565028802042005,0.18004631302153973,0.26,0.001,19,36,56,72,91,108,124,146,161,180
39,0.3644904842206697,0.34994582881906827,0.18805675018956813,0.1812343284288216,0.27,0.001,19,36,56,72,91,108,124,146,161,181
40,0.3644904842206697,0.34994582881906827,0.19011431534895307,0.1830099106887323,0.28,0.001,19,36,56,72,91,108,124,146,161,181
41,0.3644904842206697,0.34994582881906827,0.1917058142090926,0.18442484131776193,0.28,0.001,19,36,56,72,91,108,124,146,161,181
42,0.36461093712358467,0.34994582881906827,0.1928576768246596,0.18536540877357643,0.29,0.001,19,36,56,72,91,108,124,146,161,181
43,0.3647313900264996,0.34994582881906827,0.19368472786440527,0.1863038092971181,0.3,0.001,19,36,56,72,91,108,124,146,161,181
44,0.36461093712358467,0.34994582881906827,0.19395628215874794,0.18642095737304176,0.3,0.001,19,36,56,72,91,108,124,146,160,181
45,0.36461093712358467,0.34994582881906827,0.19432181965280715,0.18677219929808075,0.31,0.001,19,36,56,72,91,108,124,146,160,181
46,0.3644904842206697,0.34994582881906827,0.1945635675128159,0.18724005036822222,0.32,0.001,19,36,56,72,91,108,124,146,160,181
47,0.3644904842206697,0.34994582881906827,0.19481174765017284,0.18759058555677477,0.32,0.001,19,36,56,72,91,108,124,146,160,181
48,0.36437003131775475,0.34994582881906827,0.19493638366830746,0.18759058555677477,0.33,0.001,19,36,56,72,91,108,124,146,160,181
49,0.3642495784148398,0.34994582881906827,0.19491510974138626,0.18759058555677477,0.34,0.001,19,36,56,72,91,108,124,146,160,181
50,0.3642495784148398,0.34994582881906827,0.19506093390072854,0.18782410775042824,0.34,0.001,19,36,56,72,91,108,124,146,160,181
51,0.3642495784148398,0.34994582881906827,0.19522127947419154,0.18817413943233763,0.35,0.001,19,36,56,72,91,108,124,146,160,181
52,0.3642495784148398,0.34994582881906827,0.1953815611780193,0.18829074962184722,0.36,0.001,19,36,56,72,91,108,123,146,160,181
53,0.3642495784148398,0.34994582881906827,0.19552721642590476,0.1884073263165299,0.36,0.001,19,36,56,72,91,108,123,146,160,181
54,0.3642495784148398,0.34994582881906827,0.19565826106861284,0.1887568555758684,0.37,0.001,19,36,56,72,91,108,123,146,160,181
55,0.3642495784148398,0.34994582881906827,0.19587657395876568,0.1891060839007248,0.38,0.001,19,36,56,72,91,108,123,146,160,181
56,0.3642495784148398,0.34994582881906827,0.19599295905053615,0.18922242653517762,0.38,0.001,19,37,56,72,91,108,123,146,160,181
57,0.3642495784148398,0.34994582881906827,0.1962401655433621,0.18922242653517762,0.39,0.001,19,37,56,72,91,108,123,147,160,181
58,0.36412912551192483,0.34994582881906827,0.19621871789552203,0.18933873579000682,0.39,0.001,19,37,56,72,91,108,123,147,160,181
