epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.1158896518491748,0.11700975081256772,0.021213942322175217,0.0070251212104011085,0.01,0.001,18,36,54,72,90,108,126,144,162,180
1,0.23623659800024094,0.2676056338028169,8.602989295580787e-05,0.0,0.02,0.001,18,36,54,72,90,108,126,144,162,180
2,0.23623659800024094,0.2676056338028169,0.0,0.0,0.03,0.001,18,36,54,72,90,108,126,144,162,180
3,0.23623659800024094,0.2676056338028169,0.0,0.0,0.03,0.001,18,36,54,72,90,108,126,144,162,180
4,0.23623659800024094,0.2676056338028169,0.0,0.0,0.04,0.001,18,36,54,72,90,108,126,144,162,180
5,0.23623659800024094,0.2676056338028169,0.0,0.0,0.05,0.001,18,36,54,72,90,108,126,144,162,180
6,0.23623659800024094,0.2676056338028169,0.0,0.0,0.05,0.001,18,36,54,72,90,108,126,144,162,180
7,0.23623659800024094,0.2676056338028169,0.0,0.0,0.06,0.001,18,36,54,72,90,108,126,144,162,180
8,0.23623659800024094,0.2676056338028169,0.0,0.0,0.07,0.001,18,36,54,72,91,108,126,144,162,180
9,0.23623659800024094,0.2676056338028169,0.0,0.0,0.07,0.001,18,36,55,72,91,109,126,144,162,180
10,0.23623659800024094,0.2676056338028169,0.0,0.0,0.08,0.001,18,36,55,72,91,109,126,144,162,180
11,0.23623659800024094,0.2676056338028169,0.0,0.0,0.09,0.001,18,36,55,72,91,109,126,145,162,180
12,0.23623659800024094,0.2676056338028169,0.0,0.0,0.09,0.001,18,36,55,72,91,109,125,145,162,180
13,0.23623659800024094,0.2676056338028169,0.0,0.0,0.1,0.001,18,36,55,72,91,109,125,145,162,180
14,0.23623659800024094,0.2676056338028169,0.0,0.0,0.11,0.001,18,36,55,71,91,109,125,145,162,180
15,0.23623659800024094,0.2676056338028169,0.0,0.0,0.11,0.001,18,36,55,71,91,109,125,145,162,180
16,0.23623659800024094,0.2676056338028169,0.0,0.0,0.12,0.001,18,36,55,71,91,109,125,145,161,180
17,0.23623659800024094,0.2676056338028169,0.0,0.0,0.13,0.001,18,36,55,71,91,109,125,145,161,180
18,0.23623659800024094,0.2676056338028169,0.0,0.0,0.13,0.001,18,36,55,71,91,109,125,145,161,180
19,0.23623659800024094,0.2676056338028169,0.0,0.0,0.14,0.001,19,36,55,71,91,109,125,145,161,180
20,0.23623659800024094,0.2676056338028169,0.0,0.0,0.15,0.001,19,36,55,71,91,109,125,145,161,180
21,0.23623659800024094,0.2676056338028169,0.0,0.0,0.15,0.001,19,36,55,71,91,109,125,145,161,180
22,0.23623659800024094,0.2676056338028169,0.0,0.0,0.16,0.001,19,36,55,71,91,109,125,145,161,180
23,0.23623659800024094,0.2676056338028169,0.0,0.0,0.17,0.001,19,36,55,71,91,109,125,145,161,180
24,0.23623659800024094,0.2676056338028169,0.0,0.0,0.17,0.001,19,36,55,72,91,109,125,145,161,180
25,0.23623659800024094,0.2676056338028169,0.0,0.0,0.18,0.001,19,36,55,72,91,109,125,145,161,180
26,0.23623659800024094,0.2676056338028169,0.0,0.0,0.19,0.001,19,36,55,72,91,109,125,145,161,180
27,0.23623659800024094,0.2676056338028169,0.0,0.0,0.19,0.001,19,36,55,72,91,109,125,145,161,180
28,0.23623659800024094,0.2676056338028169,0.0,0.0,0.2,0.001,19,36,55,72,91,109,125,145,161,180
29,0.23623659800024094,0.2676056338028169,0.0,0.0,0.21,0.001,19,36,55,72,91,109,125,145,161,180
30,0.23623659800024094,0.2676056338028169,0.0,0.0,0.22,0.001,19,36,55,72,91,109,124,145,161,180
31,0.23623659800024094,0.2676056338028169,0.0,0.0,0.22,0.001,19,36,55,72,91,108,124,145,161,180
32,0.23623659800024094,0.2676056338028169,0.0,0.0,0.23,0.001,19,36,55,72,91,108,124,145,161,180
33,0.27418383327309964,0.3120260021668472,0.05716724836283671,0.07234419044875628,0.24,0.001,19,36,55,72,91,108,124,145,161,180
34,0.3481508252017829,0.37161430119176597,0.16452336585581795,0.16572123176661258,0.25,0.001,19,36,55,72,91,108,124,146,161,180
35,0.35814962052764726,0.37594799566630555,0.17964114551201893,0.17368463590075167,0.25,0.001,19,36,55,72,91,108,124,146,161,180
36,0.360197566558246,0.3781148429035753,0.1833317402539666,0.17892616097511838,0.26,0.001,19,36,55,72,91,108,124,146,161,180
37,0.36043850138537525,0.3781148429035753,0.18512521925064085,0.1807417830937782,0.27,0.001,19,36,56,72,91,108,124,146,161,180
38,0.3607999036260692,0.38028169014084506,0.1875068760604629,0.1868329896081533,0.28,0.001,19,36,56,72,91,108,124,146,161,180
39,0.36067943621250453,0.38028169014084506,0.1893486068731297,0.18915465399512843,0.28,0.001,19,36,56,72,91,108,124,146,161,181
