epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.01834372217275156,0.020833333333333332,-0.0012762034513136289,0.0016418297367574164,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.09154051647373107,0.09294871794871795,-0.07200131834448809,-0.06578792515005305,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.35672306322350844,0.3269230769230769,-0.0140661606147503,-0.014587011056397037,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.378806767586821,0.34935897435897434,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.378806767586821,0.34935897435897434,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.378806767586821,0.34935897435897434,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.378806767586821,0.34935897435897434,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.378806767586821,0.34935897435897434,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.378806767586821,0.34935897435897434,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.378806767586821,0.34935897435897434,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.378806767586821,0.34935897435897434,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.378806767586821,0.34935897435897434,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.378806767586821,0.34935897435897434,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.378806767586821,0.34935897435897434,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
14,0.378806767586821,0.34935897435897434,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.378806767586821,0.34935897435897434,0.0,0.0,0.08,0.001,12,24,36,47,58,71,83,94,106,118
16,0.378806767586821,0.34935897435897434,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
17,0.378806767586821,0.34935897435897434,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
18,0.378806767586821,0.34935897435897434,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
19,0.378806767586821,0.34935897435897434,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
20,0.378806767586821,0.34935897435897434,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
21,0.378806767586821,0.34935897435897434,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
22,0.378806767586821,0.34935897435897434,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
23,0.378806767586821,0.34935897435897434,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
24,0.378806767586821,0.34935897435897434,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
