epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5
0,0,0,78.43443407852669,78.95030329659919,0.17,0.001,696,1390,2080,2772,3465
1,0.02309870123708091,0.02364007194383899,76.06802054740218,76.57627427114745,0.18,0.001,695,1391,2080,2772,3464
2,0.05973867747137307,0.06018031128570567,74.62787237981196,75.1296763051642,0.19,0.001,695,1391,2080,2771,3464
3,0.06768886811806973,0.06872966575031281,74.31170166202797,74.78717198657802,0.21,0.001,694,1392,2080,2770,3463
4,0.0964315773948945,0.09819762951809274,73.15724115625021,73.59442674848076,0.22,0.001,694,1392,2081,2769,3463
5,0.12643756210741564,0.12931627035900595,71.9322665885241,72.31351284943223,0.23,0.001,693,1393,2082,2768,3462
6,0.1351249395984604,0.13934374095178814,71.5736993147186,71.89589709803509,0.24,0.001,693,1393,2083,2767,3462
7,0.14074950451915091,0.14570803910445207,71.3405845497936,71.62957759695885,0.26,0.001,692,1394,2084,2766,3461
8,0.15700182438311483,0.16225019353083137,70.66268007561523,70.93268843814184,0.27,0.001,692,1394,2085,2765,3461
9,0.16953311122807613,0.17489432916062353,70.13550639877423,70.39535742970732,0.28,0.001,691,1395,2086,2764,3460
10,0.1713202472568821,0.17699165438768827,70.06000148867933,70.30583301725397,0.29,0.001,691,1396,2087,2763,3460
11,0.17537974822268299,0.18158583460646271,69.88818846356479,70.10932798917524,0.31,0.001,690,1396,2088,2762,3459
12,0.18563607495198675,0.19258878403721547,69.45220577288204,69.63644780774828,0.32,0.001,689,1397,2089,2761,3459
13,0.19069514393126574,0.19859762561358663,69.23613988666793,69.37684400702442,0.33,0.001,689,1397,2090,2760,3459
14,0.19023890740422011,0.19898377249082733,69.25565466534123,69.36012650246177,0.34,0.001,688,1398,2091,2759,3458
15,0.19406048123663644,0.20318772706457944,69.0920397798292,69.17787661732073,0.36,0.001,688,1399,2092,2758,3458
16,0.20060558713812437,0.20974171251570273,68.8109140655118,68.89278850934798,0.37,0.001,687,1399,2093,2757,3458
17,0.20267994645651144,0.21177582757044366,68.72157793180756,68.8040696470783,0.38,0.001,686,1400,2094,2756,3457
18,0.20334108501580928,0.2125600556961098,68.69308013047966,68.7698302366761,0.39,0.001,686,1400,2095,2755,3457
19,0.2082548528873822,0.21777768781606077,68.48090447229615,68.54161600808665,0.4,0.001,685,1401,2096,2754,3457
20,0.21353696697749014,0.22348351927375565,68.25208902480568,68.29117490798134,0.41,0.001,684,1402,2097,2753,3456
21,0.2156215391048455,0.22594346104218488,68.1615727518079,68.18291689455651,0.43,0.001,684,1402,2098,2752,3456
22,0.21851351143350106,0.22893468002097728,68.03580026124114,68.05104931226263,0.44,0.001,683,1403,2099,2751,3456
23,0.22387521810180044,0.23412612849756076,67.8020045161369,67.8215755735684,0.45,0.001,683,1403,2100,2750,3456
24,0.2278033141935718,0.2377957000129134,67.63021294602731,67.65889862021108,0.46,0.001,682,1404,2101,2749,3456
25,0.23010952906823956,0.23992935516019798,67.52914590660095,67.56413691934686,0.47,0.001,681,1404,2102,2748,3456
26,0.2343144838617114,0.24409361459122536,67.3444786793524,67.3787938113228,0.48,0.001,681,1404,2103,2747,3456
27,0.2394856757129803,0.24932133241149246,67.11668142705842,67.14540105481909,0.5,0.001,680,1405,2103,2746,3456
28,0.24296282605059216,0.2528769323930551,66.96307722123812,66.98619552284634,0.51,0.001,679,1405,2104,2745,3456
29,0.24630942721053706,0.2562092332479653,66.8149007110783,66.83664203676004,0.52,0.001,679,1406,2105,2744,3456
30,0.2509630364480543,0.26058798326116217,66.60830656837216,66.63961568696394,0.53,0.001,678,1406,2106,2743,3456
31,0.25489793842556396,0.264137212459163,66.43312323894799,66.47948535192079,0.54,0.001,677,1407,2107,2742,3456
32,0.2577275673460354,0.2666797431443175,66.30685576238515,66.3645383704656,0.55,0.001,677,1407,2108,2741,3456
33,0.2613961868400283,0.27024464282588545,66.1427972564379,66.20303096228865,0.56,0.001,676,1408,2108,2739,3456
34,0.2653670864766067,0.27428447292255276,65.964756659096,66.01953205893882,0.58,0.001,675,1408,2109,2738,3456
35,0.2683168103522038,0.2773259740603712,65.83219152820487,65.88104440367313,0.59,0.001,675,1409,2110,2737,3456
36,0.2713954406438336,0.28037138851559795,65.69355050630922,65.74208305472986,0.6,0.001,674,1409,2111,2736,3457
37,0.2751196306545083,0.283915568091026,65.5254415940385,65.57999200642297,0.61,0.001,673,1410,2111,2735,3457
38,0.27821599795306473,0.2867870722746405,65.38534364872987,65.4483746634991,0.62,0.001,673,1410,2112,2734,3457
39,0.28116748523066526,0.289616157464736,65.25151907953945,65.31843573505876,0.63,0.001,672,1411,2113,2733,3457
40,0.2848435211781595,0.29333808028854014,65.08445910051223,65.14709917755356,0.64,0.001,671,1411,2113,2732,3457
41,0.28823409034901604,0.29685846822212836,64.92999535557507,64.9846248342156,0.65,0.001,670,1412,2114,2731,3458
42,0.2913642926133596,0.30004845420328397,64.78706483188793,64.83704784640877,0.66,0.001,670,1412,2114,2730,3458
43,0.29505744193537975,0.3036530942840755,64.61801823988415,64.6698798466102,0.68,0.001,669,1413,2115,2729,3458
44,0.29853935608504945,0.3069920577265094,64.45823653973555,64.51465055875875,0.69,0.001,668,1413,2116,2728,3458
45,0.30180630458665436,0.31020135865126486,64.30796342721678,64.36509329112326,0.7,0.001,668,1414,2116,2727,3458
46,0.30550653968064545,0.3139770432403358,64.13733053354146,64.18869430485792,0.71,0.001,667,1414,2117,2726,3459
47,0.30896065232516245,0.31756884411820385,63.977630520606574,64.02044351220944,0.72,0.001,666,1415,2117,2725,3459
48,0.31229123011652116,0.3209800308747266,63.82327284188739,63.86023519117256,0.73,0.001,665,1415,2118,2724,3459
49,0.3159300008601712,0.3245528934304731,63.65420000074131,63.69200602006012,0.74,0.001,665,1416,2118,2724,3460
50,0.3192546169675362,0.32776619450401956,63.49932716794132,63.54032230476762,0.75,0.001,664,1416,2119,2723,3460
51,0.3226537858678654,0.33115759890204743,63.340593316756596,63.37984025217029,0.76,0.001,663,1417,2119,2722,3460
52,0.3262025583034869,0.33481585873464936,63.174448840715066,63.20627309835927,0.77,0.001,662,1417,2120,2721,3460
