epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.05822649572649573,0.05608974358974359,-0.019909420661837984,-0.018398652243305502,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
1,0.09935897435897435,0.09615384615384616,-0.0011330611481898956,-0.003467153284671509,0.01,0.001,6,12,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,124
2,0.11591880341880342,0.1201923076923077,-0.001930490484721048,0.002225199510689224,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
3,0.2719017094017094,0.2516025641025641,0.09722679343223917,0.08615153035624679,0.02,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
4,0.33653846153846156,0.3157051282051282,0.13654593798470782,0.11714887807981333,0.03,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
5,0.37428774928774927,0.3573717948717949,0.1408854172675178,0.1287343834872352,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
6,0.39975071225071224,0.3782051282051282,0.08484053298662253,0.06730769230769229,0.04,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
7,0.37695868945868943,0.36538461538461536,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
8,0.37695868945868943,0.36538461538461536,0.0,0.0,0.05,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
9,0.37695868945868943,0.36538461538461536,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,62,68,74,80,87,93,99,105,111,117,123
10,0.37695868945868943,0.36538461538461536,0.0,0.0,0.06,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
11,0.37695868945868943,0.36538461538461536,0.0,0.0,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
12,0.37713675213675213,0.36698717948717946,0.0005353266219934039,0.0030820006309606462,0.07,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
13,0.37695868945868943,0.3701923076923077,0.0006351055939335382,0.008498629383748235,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
14,0.37695868945868943,0.3733974358974359,0.0021063523601779766,0.014094523824917604,0.08,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
15,0.3833689458689459,0.3766025641025641,0.014783260207811177,0.021138972005581014,0.09,0.001,6,13,19,25,31,37,43,50,56,61,68,74,80,87,93,99,105,111,117,123
16,0.385505698005698,0.3894230769230769,0.02316306441711291,0.04569538550464014,0.09,0.001,6,13,19,25,31,37,43,49,56,61,68,74,80,87,93,99,105,111,117,123
17,0.3815883190883191,0.38301282051282054,0.023978627216611037,0.041516720793469686,0.1,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
18,0.37802706552706555,0.3733974358974359,0.02395641234564272,0.031202102905790174,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
19,0.3785612535612536,0.3766025641025641,0.026134587311225088,0.03756393481622455,0.11,0.001,6,13,19,25,31,37,43,49,56,61,69,74,80,87,93,99,105,111,117,123
20,0.37784900284900286,0.3782051282051282,0.02458609427893954,0.039687765252778506,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,73,80,87,93,99,105,111,117,123
21,0.37767094017094016,0.3733974358974359,0.02289884811311882,0.030316519084940263,0.12,0.001,6,13,19,25,31,37,43,49,56,61,69,73,81,87,93,99,105,111,117,123
22,0.3798076923076923,0.3766025641025641,0.023804552181927563,0.033863495247647646,0.13,0.001,6,13,19,25,31,37,43,49,56,61,69,73,81,87,92,99,105,112,117,123
23,0.3814102564102564,0.38301282051282054,0.02321799218914189,0.040988710939371176,0.13,0.001,6,13,19,25,31,38,43,49,56,61,69,73,81,87,92,99,105,112,117,123
24,0.38443732193732194,0.38461538461538464,0.024818699118140497,0.03942273000601315,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
25,0.38835470085470086,0.3894230769230769,0.027385916885918404,0.04534284199874705,0.14,0.001,6,13,19,25,31,38,43,49,56,61,68,73,81,87,92,99,105,112,117,123
26,0.38817663817663817,0.38621794871794873,0.024448424861869267,0.03819964263292608,0.15,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,99,105,112,117,123
27,0.38621794871794873,0.3798076923076923,0.01933522897381601,0.026893722648914764,0.15,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
28,0.38247863247863245,0.3782051282051282,0.011797871104343605,0.022567439907630993,0.16,0.001,6,13,19,25,32,38,42,49,56,61,68,73,81,87,92,98,105,112,117,123
29,0.37945156695156695,0.3733974358974359,0.0054458250977897915,0.013911230024330479,0.16,0.001,6,13,19,25,32,38,42,49,57,61,68,73,81,87,92,98,105,112,117,123
30,0.3782051282051282,0.3685897435897436,0.0027248887547283163,0.005790818802368203,0.17,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,87,92,98,105,112,117,123
31,0.37802706552706555,0.3685897435897436,0.0021677267923624344,0.005790818802368203,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
32,0.3766025641025641,0.36698717948717946,-0.0003445461078195322,0.0030820006309606462,0.18,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
33,0.3767806267806268,0.36698717948717946,-0.0002176908466342553,0.0030820006309606462,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
34,0.37695868945868943,0.36538461538461536,0.0,0.00037217430702762844,0.19,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
35,0.37606837606837606,0.36378205128205127,0.002582944134608245,-0.0010021011798933,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
36,0.3853276353276353,0.3733974358974359,0.03832105491240023,0.029969545407558806,0.2,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
37,0.40705128205128205,0.39903846153846156,0.09445250181290799,0.0913962211401812,0.21,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
38,0.42111823361823364,0.42628205128205127,0.1300360858214723,0.14383608894612177,0.22,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
39,0.42966524216524216,0.4358974358974359,0.1508281527757478,0.16569935276064307,0.22,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
40,0.43447293447293445,0.4342948717948718,0.16312812371001295,0.16837693963076217,0.23,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
41,0.43963675213675213,0.4375,0.17531130990705157,0.17601294157480907,0.24,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
42,0.44533475783475784,0.44551282051282054,0.18676445416910448,0.18960430601535927,0.24,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
43,0.4583333333333333,0.4599358974358974,0.20856190117048845,0.2127406275972058,0.25,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
44,0.4732905982905983,0.47275641025641024,0.23265639909837355,0.2337013728695886,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
45,0.48682336182336183,0.4823717948717949,0.25471022347487227,0.24962584046284098,0.26,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
46,0.4976851851851852,0.48717948717948717,0.27162674301250234,0.25749090827960097,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
47,0.5042735042735043,0.48878205128205127,0.28182803920576094,0.25993233446109243,0.27,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
48,0.5092592592592593,0.5032051282051282,0.2894150326518323,0.28129295931636633,0.28,0.001,7,13,19,25,32,38,42,49,57,61,68,73,81,88,92,98,105,112,117,123
49,0.5112179487179487,0.5032051282051282,0.2922851705245344,0.28141043262479837,0.28,0.001,7,13,19,25,32,38,42,49,57,62,68,73,81,88,92,98,105,112,117,123
50,0.511039886039886,0.5096153846153846,0.2918003516765715,0.29079847569808115,0.29,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
51,0.5106837606837606,0.5048076923076923,0.29114424533493055,0.2832278833929355,0.3,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
52,0.5078347578347578,0.5032051282051282,0.28679777077438473,0.28053914932234403,0.3,0.001,7,13,19,25,32,38,42,49,57,62,67,73,81,88,92,98,105,112,117,123
53,0.5053418803418803,0.4983974358974359,0.2832339880160797,0.2733333829405681,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,106,112,117,123
54,0.5037393162393162,0.4951923076923077,0.28107851781517723,0.26920674578388504,0.31,0.001,7,13,19,25,32,38,42,49,57,62,67,73,82,88,91,98,106,112,117,123
55,0.5008903133903134,0.4951923076923077,0.27729626548198516,0.2697171900310601,0.32,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,106,112,117,123
56,0.5008903133903134,0.4967948717948718,0.2779020139470505,0.27241399797991794,0.32,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,106,112,117,123
57,0.5032051282051282,0.4983974358974359,0.2819802458232781,0.2753608132675398,0.33,0.001,7,13,19,25,32,38,42,49,58,62,67,73,82,88,91,98,106,112,117,123
58,0.5058760683760684,0.5032051282051282,0.28674881598491075,0.283178560576303,0.33,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,98,106,111,117,123
59,0.5117521367521367,0.5048076923076923,0.29630768671156005,0.28561266227992177,0.34,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
60,0.5154914529914529,0.5096153846153846,0.30261590866773025,0.29315080663670623,0.35,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
61,0.5208333333333334,0.5144230769230769,0.3112860245529182,0.3006709522787966,0.35,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
62,0.5268874643874644,0.5256410256410257,0.3206919442852846,0.3183348095659875,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
63,0.5308048433048433,0.530448717948718,0.3268042819479503,0.3257014722804118,0.36,0.001,7,13,19,25,32,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
64,0.5349002849002849,0.5336538461538461,0.3328475414129123,0.33053134539662876,0.37,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
65,0.5347222222222222,0.5384615384615384,0.3328719305379064,0.3379895676774821,0.37,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
66,0.5352564102564102,0.5400641025641025,0.33348939158562285,0.34039998526757775,0.38,0.001,7,13,19,25,33,38,42,48,58,62,67,73,82,88,91,97,106,111,117,123
