epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
19,0,0,76.98427193264868,69.97704352924428,0.5,0.001,141,277,412,547,684,820,954,1089,1228,1353,1485,1615,1742,1870,2023,2146,2283,2422,2541,2670,2805,2947,3076,3212,3341,3481,3613,3751,3886,4021
20,0.005384707240323805,0.011628102216995506,76.43553247672185,69.42639565800964,0.52,0.001,141,278,412,547,684,821,954,1090,1229,1354,1485,1616,1743,1870,2023,2146,2284,2422,2540,2669,2804,2947,3076,3211,3341,3481,3613,3751,3886,4020
21,0.01963127598341763,0.02675672465011736,75.88613875199805,68.8930011355925,0.53,0.001,141,278,413,548,685,821,954,1091,1229,1354,1486,1617,1743,1870,2022,2146,2284,2423,2540,2669,2803,2946,3075,3210,3340,3480,3613,3750,3886,4020
22,0.03096486801163012,0.038077204405502885,75.4462214045127,68.49116046980077,0.55,0.001,141,278,413,548,685,822,954,1092,1230,1355,1486,1617,1743,1870,2022,2145,2284,2423,2540,2668,2803,2946,3075,3210,3339,3480,3612,3750,3885,4020
23,0.03808034595629051,0.04420043454777334,75.16871648165878,68.2728184153474,0.57,0.001,141,278,413,549,685,822,954,1093,1231,1355,1486,1618,1743,1869,2022,2145,2285,2423,2540,2667,2802,2946,3074,3209,3339,3480,3612,3750,3885,4020
24,0.04158029559003762,0.04617768495564101,75.0318389450022,68.2021674474591,0.59,0.001,142,279,414,549,686,823,954,1094,1232,1355,1486,1619,1744,1869,2021,2145,2285,2423,2540,2667,2802,2945,3074,3208,3338,3479,3611,3750,3885,4020
25,0.04408383396851856,0.04742809539072812,74.9337793592616,68.15744640169554,0.61,0.001,142,279,414,550,686,824,954,1094,1233,1356,1486,1619,1744,1869,2021,2145,2285,2423,2540,2666,2801,2945,3073,3208,3337,3479,3611,3750,3885,4020
26,0.048693754399039446,0.051915305690211744,74.75287737459509,67.99672197406835,0.63,0.001,142,279,414,550,686,824,954,1095,1234,1356,1487,1620,1745,1869,2021,2145,2286,2423,2540,2665,2801,2944,3073,3207,3337,3479,3611,3749,3884,4019
27,0.05681164135689176,0.06134694094312998,74.43324268891891,67.65766092639657,0.64,0.001,142,279,415,550,687,825,954,1096,1235,1357,1487,1621,1745,1869,2020,2145,2286,2423,2540,2665,2800,2944,3072,3206,3336,3479,3610,3749,3884,4019
28,0.06747995452184297,0.07453454085247602,74.01109436999124,67.1806973300367,0.66,0.001,142,280,415,551,687,826,954,1097,1235,1357,1487,1622,1745,1869,2020,2144,2286,2423,2540,2664,2800,2943,3071,3206,3336,3478,3610,3749,3884,4019
29,0.07841516071815546,0.08841869987850604,73.57587030682171,66.67486115002416,0.68,0.001,142,280,415,551,687,826,953,1098,1236,1358,1487,1622,1746,1869,2020,2144,2286,2423,2540,2664,2799,2943,3071,3205,3335,3478,3610,3749,3884,4019
30,0.08744161854707677,0.10019819189159573,73.2146585764678,66.24267353356898,0.7,0.001,142,280,416,552,687,827,953,1098,1237,1358,1487,1623,1746,1869,2020,2144,2286,2423,2540,2663,2799,2942,3070,3205,3334,3478,3609,3749,3883,4019
31,0.09379425418574228,0.10872211323066205,72.95938109018263,65.92816877101927,0.72,0.001,143,281,416,552,687,827,953,1099,1238,1358,1487,1624,1747,1869,2020,2144,2287,2423,2541,2663,2798,2942,3070,3204,3334,3478,3609,3749,3883,4019
32,0.098442918227027,0.11485050163318533,72.77200792007014,65.70111285563397,0.74,0.001,143,281,416,553,688,828,952,1100,1239,1359,1487,1625,1748,1869,2020,2144,2287,2423,2541,2662,2798,2941,3069,3203,3333,3477,3609,3748,3883,4018
33,0.10341553826174954,0.12076465920431412,72.57103874179079,65.4812525353154,0.75,0.001,143,281,417,553,688,829,951,1101,1239,1359,1487,1626,1748,1870,2019,2144,2287,2422,2541,2662,2797,2941,3069,3202,3332,3477,3608,3748,3883,4018
34,0.11021692423299001,0.12815143099278525,72.29525574964273,65.2056093014627,0.77,0.001,143,281,417,553,688,829,951,1102,1240,1360,1488,1626,1749,1870,2019,2144,2287,2422,2541,2661,2797,2940,3068,3202,3332,3477,3608,3748,3882,4018
35,0.11868161886871709,0.13688027325335284,71.95055471793633,64.87837178135715,0.79,0.001,143,282,417,554,687,830,950,1103,1241,1360,1488,1627,1749,1870,2019,2144,2287,2422,2542,2661,2796,2939,3068,3201,3331,3476,3608,3748,3882,4018
36,0.12710644949171557,0.14505448516149178,71.6058309045517,64.5704254574027,0.81,0.001,143,282,418,554,687,831,949,1103,1241,1361,1488,1628,1750,1870,2019,2144,2287,2422,2542,2660,2796,2939,3067,3200,3331,3476,3608,3748,3882,4018
37,0.1337044726849208,0.15083171989166744,71.33469472756578,64.35188829664402,0.83,0.001,143,282,418,554,687,831,949,1104,1242,1361,1488,1629,1751,1870,2018,2144,2287,2422,2542,2660,2796,2938,3066,3200,3330,3476,3607,3748,3881,4018
38,0.13835820142219324,0.15444315460591262,71.14282646769455,64.21489875921515,0.85,0.001,144,283,418,555,687,832,948,1105,1243,1361,1488,1630,1751,1870,2018,2143,2288,2422,2542,2659,2795,2938,3066,3199,3329,3475,3607,3748,3881,4017
39,0.14291477699847,0.15845278945985408,70.95446520700794,64.06246570121033,0.86,0.001,144,283,419,555,687,832,947,1106,1243,1362,1489,1630,1752,1870,2018,2143,2288,2421,2543,2659,2795,2937,3065,3198,3329,3475,3607,3747,3881,4017
40,0.14921722951330563,0.16526733757312217,70.6931087518437,63.8025614352835,0.88,0.001,144,283,419,555,686,833,946,1107,1244,1362,1489,1631,1753,1870,2018,2143,2288,2421,2543,2659,2794,2936,3065,3198,3328,3475,3607,3747,3881,4017
41,0.15669309622103045,0.1741608253418262,70.38183040232224,63.461769910981644,0.9,0.001,144,283,419,556,686,834,945,1108,1245,1363,1489,1632,1753,1870,2017,2143,2288,2421,2543,2658,2794,2936,3064,3197,3328,3474,3607,3747,3880,4017
42,0.16350211407329496,0.18261810858625194,70.09711455366761,63.135979088541504,0.92,0.001,144,284,420,556,686,834,944,1109,1245,1363,1489,1633,1754,1870,2017,2143,2288,2421,2543,2658,2793,2935,3064,3196,3327,3474,3606,3747,3880,4017
43,0.16859193798311112,0.18898263615638877,69.88353173539886,62.88969525710273,0.94,0.001,144,284,420,556,685,835,944,1110,1246,1364,1489,1634,1755,1870,2017,2143,2288,2421,2543,2657,2793,2935,3063,3196,3326,3474,3606,3747,3880,4016
44,0.17293326598133107,0.1940297991377813,69.7008395304533,62.693701790057226,0.96,0.001,144,284,420,557,685,835,943,1111,1247,1364,1490,1635,1755,1870,2017,2143,2288,2420,2543,2657,2792,2934,3063,3195,3326,3473,3606,3747,3880,4016
45,0.17823444914381747,0.1995463720222691,69.47710321461129,62.478775693105376,0.97,0.001,145,285,421,557,685,836,942,1112,1247,1365,1490,1635,1756,1871,2017,2143,2288,2420,2544,2656,2792,2933,3063,3194,3325,3473,3606,3747,3879,4016
46,0.1846670539465729,0.20574252033552676,69.20464020976122,62.23648745787113,0.99,0.001,145,285,421,557,684,836,941,1112,1248,1365,1490,1636,1757,1871,2017,2143,2288,2420,2544,2656,2791,2933,3062,3194,3325,3473,3606,3747,3879,4016
47,0.1907813156780176,0.211113443169766,68.94466757842842,62.025702286557184,1.01,0.001,145,285,421,557,684,837,940,1113,1248,1365,1491,1637,1757,1871,2017,2143,2288,2420,2544,2655,2791,2932,3062,3193,3324,3472,3606,3746,3879,4016
48,0.19555155625162268,0.2148485615738076,68.74116065334327,61.87869307160584,1.03,0.001,145,286,422,557,683,838,939,1114,1249,1366,1491,1638,1758,1871,2016,2143,2287,2419,2544,2655,2791,2931,3061,3192,3324,3472,3606,3746,3878,4016
49,0.19979558683295517,0.21834563676916452,68.55958716465189,61.74073579923753,1.05,0.001,145,286,422,558,683,838,938,1115,1249,1366,1491,1639,1759,1871,2016,2143,2287,2419,2545,2654,2790,2931,3061,3192,3323,3472,3606,3746,3878,4015
50,0.20486015169908023,0.2234659548022201,68.34228536382142,61.5381832527324,1.07,0.001,145,286,422,558,682,839,937,1116,1250,1367,1492,1640,1760,1871,2016,2142,2287,2419,2545,2654,2790,2930,3060,3191,3323,3471,3606,3746,3878,4015
51,0.2105492830236183,0.2299268560536527,68.097356776897,61.28164640042625,1.08,0.001,145,286,423,558,682,839,936,1117,1250,1367,1492,1640,1760,1871,2016,2142,2287,2418,2545,2653,2789,2930,3060,3190,3322,3471,3606,3746,3878,4015
52,0.21559343021342336,0.23593224865238271,67.87945643174193,61.042223715817194,1.1,0.001,146,287,423,558,681,840,935,1118,1251,1368,1492,1641,1761,1871,2016,2142,2287,2418,2546,2653,2789,2929,3060,3190,3322,3471,3606,3746,3877,4015
53,0.21971987172709462,0.24065877114306733,67.70067464698008,60.853126685025394,1.12,0.001,146,287,423,558,681,840,934,1119,1251,1368,1493,1642,1761,1871,2017,2142,2287,2418,2546,2652,2788,2928,3060,3189,3321,3470,3606,3746,3877,4015
54,0.22399830420596434,0.24504709990369744,67.51480957329844,60.67703348531572,1.14,0.001,146,287,424,558,680,841,933,1120,1252,1369,1493,1643,1762,1872,2017,2142,2287,2417,2547,2652,2788,2928,3059,3188,3321,3470,3607,3746,3877,4015
55,0.22906490097891175,0.24972089276708542,67.2940470586459,60.48892186151733,1.16,0.001,146,288,424,558,679,841,932,1121,1252,1369,1494,1644,1763,1872,2017,2142,2287,2417,2547,2651,2788,2927,3059,3188,3320,3470,3607,3746,3877,4014
56,0.23416404537283564,0.2539534723597596,67.07113105572135,60.31805957212877,1.18,0.001,146,288,424,559,679,842,931,1121,1253,1370,1494,1645,1763,1872,2017,2142,2287,2417,2547,2651,2787,2927,3059,3187,3320,3469,3607,3746,3876,4014
57,0.2383194047598195,0.2569776246098331,66.88892232415992,60.19568715409041,1.2,0.001,146,288,425,559,678,842,930,1122,1253,1370,1494,1646,1764,1872,2017,2142,2286,2416,2548,2650,2787,2926,3059,3186,3320,3469,3607,3746,3876,4014
58,0.24187208157138507,0.2597501672035989,66.73274150716797,60.083273511513795,1.21,0.001,146,289,425,559,678,842,929,1123,1254,1370,1495,1646,1765,1872,2017,2142,2286,2416,2548,2650,2786,2925,3059,3185,3319,3469,3607,3746,3876,4014
59,0.2460279830954334,0.26397963188669027,66.54958061240882,59.911380681438565,1.23,0.001,147,289,425,559,677,843,928,1124,1254,1371,1495,1647,1765,1872,2017,2142,2286,2416,2549,2649,2786,2925,3059,3185,3319,3468,3608,3746,3875,4014
60,0.2500896379366556,0.26853540350017546,66.37009309781402,59.72567700864198,1.25,0.001,147,289,426,559,676,843,927,1125,1255,1371,1496,1648,1766,1872,2017,2142,2286,2415,2549,2649,2785,2924,3059,3184,3319,3468,3608,3745,3875,4013
61,0.25333962962402734,0.27209964956319643,66.22611597776212,59.57998333385551,1.27,0.001,147,290,426,559,676,844,927,1126,1255,1372,1496,1649,1767,1872,2017,2142,2286,2415,2550,2648,2785,2924,3058,3183,3318,3468,3608,3745,3875,4013
62,0.2565281516183261,0.27511882234110685,66.08455905362841,59.45629303320213,1.29,0.001,147,290,426,559,675,844,926,1127,1256,1372,1497,1650,1767,1872,2017,2142,2286,2415,2550,2648,2785,2923,3059,3182,3318,3467,3609,3745,3875,4013
63,0.26024196646665776,0.2781608759560611,65.91929917638878,59.3314025793361,1.31,0.001,147,290,427,559,674,845,925,1128,1256,1373,1497,1651,1768,1873,2017,2142,2285,2415,2551,2647,2784,2923,3059,3182,3318,3467,3609,3745,3874,4013
64,0.263745512198328,0.28061160185868683,65.76301335691096,59.230599490597974,1.33,0.001,147,291,427,559,674,845,924,1128,1257,1373,1498,1652,1769,1873,2017,2142,2285,2414,2552,2646,2784,2922,3059,3181,3318,3467,3609,3745,3874,4013
65,0.26673992068876085,0.2826356974594951,65.62914421438467,59.147215204151834,1.34,0.001,147,291,427,559,673,845,923,1129,1257,1374,1498,1653,1769,1873,2017,2142,2285,2414,2552,2646,2783,2922,3059,3180,3317,3466,3610,3745,3874,4013
66,0.2699997784036233,0.28554783642184445,65.48309806975003,59.027037551526966,1.36,0.001,148,291,428,559,672,846,922,1130,1258,1374,1498,1654,1770,1873,2016,2142,2285,2414,2553,2645,2783,2922,3059,3179,3317,3466,3610,3746,3873,4012
67,0.27360910694578655,0.2893752629923074,65.32101469617186,58.86871939363787,1.38,0.001,148,292,428,559,672,846,921,1131,1258,1375,1499,1654,1771,1873,2016,2142,2284,2413,2554,2645,2782,2921,3059,3179,3317,3466,3611,3746,3873,4012
68,0.27707888571552686,0.2931915295467403,65.1648188310322,58.71043381769973,1.4,0.001,148,292,428,559,671,846,920,1132,1259,1375,1499,1655,1772,1873,2016,2141,2284,2413,2555,2644,2782,2921,3059,3178,3317,3465,3611,3746,3873,4012
69,0.2805064856766699,0.296713165719776,65.01015170124394,58.56399035923761,1.42,0.001,148,292,429,558,670,847,919,1133,1260,1376,1499,1656,1772,1873,2016,2141,2284,2413,2555,2644,2781,2920,3059,3177,3317,3465,3612,3746,3873,4012
70,0.2838295465856959,0.2996300578010769,64.85984739950827,58.44241707254458,1.44,0.001,148,293,429,558,669,847,918,1134,1260,1376,1500,1657,1773,1873,2015,2141,2284,2413,2556,2643,2781,2920,3060,3177,3317,3465,3612,3746,3872,4012
71,0.2869324877848366,0.30195396682503506,64.7191838167498,58.34537775581499,1.46,0.001,148,293,429,558,669,847,918,1134,1261,1377,1500,1658,1774,1873,2015,2141,2283,2412,2557,2643,2780,2920,3060,3176,3317,3464,3612,3746,3872,4012
72,0.29025970995790074,0.3047456830110985,64.56801691699808,58.22858922827879,1.48,0.001,148,293,430,558,668,848,917,1135,1261,1377,1501,1659,1774,1873,2015,2141,2283,2412,2558,2642,2779,2919,3060,3176,3317,3464,3613,3746,3872,4011
73,0.29421078737301276,0.308737596578607,64.38804479482197,58.061183885783365,1.5,0.001,149,294,430,558,667,848,916,1136,1262,1378,1501,1660,1775,1873,2015,2141,2283,2411,2558,2642,2779,2919,3060,3175,3317,3464,3613,3746,3871,4011
74,0.29817084934672167,0.31289217521953705,64.20715375836247,57.8864434218518,1.51,0.001,149,294,430,558,666,848,915,1137,1263,1378,1501,1661,1776,1873,2015,2141,2282,2411,2559,2641,2778,2919,3060,3175,3317,3463,3614,3746,3871,4011
75,0.3018690530232011,0.31648876257652325,64.03776580439663,57.73474500896319,1.53,0.001,149,294,431,558,666,849,914,1138,1263,1379,1502,1662,1776,1873,2015,2141,2282,2410,2560,2641,2778,2918,3061,3174,3317,3463,3614,3746,3871,4011
76,0.3055581870171822,0.3197600320720937,63.86834335727775,57.59641839654073,1.55,0.001,149,295,431,558,665,849,913,1139,1264,1379,1502,1662,1777,1874,2016,2141,2282,2410,2561,2640,2777,2918,3061,3174,3317,3463,3614,3746,3870,4011
77,0.30921330261200586,0.3229053352632383,63.700039783028195,57.46311019430749,1.57,0.001,149,295,431,558,664,849,912,1140,1265,1379,1503,1663,1778,1874,2016,2141,2281,2410,2561,2640,2777,2918,3061,3173,3318,3462,3615,3746,3870,4010
78,0.3129950605115268,0.326533765128476,63.52543551233041,57.308936554296444,1.59,0.001,149,295,431,558,663,849,912,1141,1265,1380,1503,1664,1778,1874,2016,2141,2281,2409,2562,2639,2776,2918,3061,3173,3318,3462,3615,3747,3870,4010
79,0.3169956925403453,0.33094720707948067,63.340205947353255,57.12084144464041,1.61,0.001,149,296,432,557,663,850,911,1141,1266,1381,1503,1665,1779,1874,2017,2141,2281,2409,2563,2639,2776,2918,3062,3172,3318,3462,3615,3747,3869,4010
80,0.3210384542220326,0.3357425158496512,63.152467337859214,56.91577135818221,1.63,0.001,150,296,432,557,662,850,910,1142,1267,1381,1504,1666,1780,1874,2017,2141,2280,2408,2564,2638,2775,2917,3062,3172,3318,3461,3616,3747,3869,4010
81,0.3253228740351174,0.3406846994154774,62.9528961897058,56.70364597445983,1.65,0.001,150,296,432,557,661,850,909,1143,1267,1382,1504,1667,1781,1874,2017,2141,2280,2408,2565,2638,2775,2917,3062,3171,3319,3461,3616,3747,3869,4010
82,0.3302083074592481,0.34600924080536,62.72455947496264,56.474218917518016,1.66,0.001,150,297,433,557,660,850,908,1144,1268,1382,1504,1667,1781,1874,2018,2141,2280,2407,2566,2638,2774,2917,3062,3171,3319,3461,3616,3747,3868,4010
83,0.3354945445076938,0.35147704279147163,62.47654638067193,56.23763970101008,1.68,0.001,150,297,433,557,660,851,907,1145,1269,1383,1505,1668,1782,1874,2018,2141,2279,2406,2567,2637,2773,2917,3063,3170,3320,3461,3616,3747,3868,4009
84,0.3407071230787808,0.3568518556842962,62.23102277250873,56.00411318250986,1.7,0.001,150,297,433,557,659,851,907,1146,1269,1383,1505,1669,1783,1874,2018,2141,2279,2406,2567,2637,2773,2917,3063,3170,3320,3460,3616,3747,3868,4009
85,0.34534545841124986,0.3618271586042059,62.0117274852356,55.787070774732385,1.72,0.001,150,298,433,556,658,851,906,1147,1270,1384,1505,1670,1784,1874,2018,2141,2279,2405,2568,2637,2772,2917,3064,3169,3321,3460,3616,3748,3867,4009
86,0.3491741258203145,0.3663120439084999,61.83012498344759,55.5907000111923,1.74,0.001,150,298,434,556,657,851,905,1148,1271,1384,1505,1671,1785,1874,2018,2141,2278,2405,2569,2637,2772,2917,3064,3169,3321,3460,3616,3748,3867,4009
87,0.35242236048287134,0.3700943782839249,61.67563565301232,55.424548850075226,1.76,0.001,151,298,434,556,656,851,904,1148,1271,1385,1505,1671,1785,1874,2018,2141,2278,2404,2570,2636,2771,2917,3065,3168,3322,3460,3616,3748,3867,4009
88,0.3558807982376325,0.37364849187054383,61.51072735773919,55.26796627073521,1.78,0.001,151,299,434,556,656,852,903,1149,1272,1385,1506,1672,1786,1874,2017,2140,2278,2403,2571,2636,2770,2917,3065,3167,3323,3459,3616,3748,3866,4008
89,0.3599893786418844,0.37738317563272294,61.31423608653214,55.102948749930796,1.8,0.001,151,299,434,555,655,852,903,1150,1273,1386,1506,1673,1787,1874,2016,2140,2277,2403,2572,2636,2770,2917,3066,3167,3323,3459,3616,3748,3866,4008
90,0.36439816402662994,0.38112489229096025,61.1026887642332,54.93712448321604,1.82,0.001,151,299,435,555,654,852,902,1151,1273,1386,1506,1674,1788,1874,2015,2140,2277,2402,2574,2636,2769,2917,3066,3166,3324,3459,3616,3749,3866,4008
91,0.36910625831975574,0.3853480894202719,60.875960512827845,54.74935787294678,1.84,0.001,151,300,435,555,653,852,901,1152,1274,1387,1506,1674,1788,1874,2014,2140,2277,2401,2575,2636,2769,2917,3067,3165,3325,3459,3616,3749,3865,4008
92,0.37415491198048434,0.3902749798156774,60.6318979645306,54.529488241598465,1.85,0.001,151,300,435,554,652,852,900,1152,1274,1387,1506,1675,1789,1874,2014,2140,2276,2401,2576,2636,2768,2917,3067,3164,3326,3458,3616,3749,3865,4008
93,0.3791803756124553,0.3951199992506135,60.387972936592476,54.31240560262223,1.87,0.001,151,300,435,554,651,852,899,1153,1275,1388,1507,1676,1790,1874,2013,2140,2276,2400,2577,2636,2768,2917,3068,3164,3326,3458,3616,3749,3865,4007
94,0.38413278139324736,0.39952730766259914,60.14662666533137,54.11417553784429,1.89,0.001,152,301,435,553,650,852,899,1154,1276,1388,1507,1677,1790,1874,2013,2140,2276,2399,2579,2636,2767,2917,3068,3163,3327,3458,3616,3749,3864,4007
95,0.3890126528573492,0.4034664256463547,59.90786382802762,53.93638876679755,1.91,0.001,152,301,436,553,650,853,898,1154,1276,1389,1507,1677,1791,1874,2013,2139,2275,2398,2580,2636,2767,2918,3069,3162,3328,3458,3616,3750,3864,4007
96,0.3936400217899544,0.4071696325945735,59.68057674180415,53.7687126765243,1.93,0.001,152,301,436,552,649,853,897,1155,1277,1389,1507,1678,1791,1874,2013,2139,2275,2398,2581,2636,2766,2918,3069,3161,3329,3458,3616,3750,3863,4007
97,0.39824762610185804,0.4113663374149995,59.45339191792908,53.57805892748915,1.95,0.001,152,302,436,552,648,853,896,1156,1278,1390,1508,1679,1792,1875,2014,2139,2275,2397,2583,2636,2766,2918,3069,3160,3330,3457,3616,3750,3863,4007
98,0.4030599441128986,0.4162811047931756,59.215185826119594,53.35391626543805,1.97,0.001,152,302,436,552,647,853,895,1156,1278,1390,1508,1679,1792,1875,2014,2139,2274,2396,2584,2636,2765,2919,3070,3160,3331,3457,3616,3750,3863,4007
99,0.40807813788692393,0.42150900619194887,58.96576279198485,53.11445437611004,1.99,0.001,152,302,436,551,646,853,895,1157,1279,1391,1508,1680,1793,1875,2015,2139,2274,2395,2585,2636,2764,2919,3070,3159,3332,3457,3615,3750,3862,4006
100,0.4134035091027577,0.42692639883949113,58.699914238784245,52.86516650950912,2.0,0.001,152,303,436,551,645,853,894,1158,1280,1391,1508,1680,1794,1875,2016,2138,2274,2394,2587,2636,2764,2919,3070,3158,3333,3457,3615,3751,3862,4006
101,0.4196985656362393,0.433233562367196,58.384095751486555,52.57344890053224,2.02,0.001,153,303,436,550,645,853,893,1158,1280,1392,1508,1681,1794,1875,2017,2138,2273,2393,2588,2636,2763,2920,3071,3157,3334,3457,3615,3751,3862,4006
102,0.4251326347873038,0.43868203872180156,58.110093434655354,52.32014159763786,2.04,0.001,153,303,437,550,644,853,893,1159,1281,1392,1508,1682,1795,1875,2018,2138,2273,2392,2589,2636,2763,2920,3071,3157,3335,3457,3615,3751,3861,4006
103,0.43085804680646134,0.4451991012751132,57.81999106872553,52.01552643427129,2.06,0.001,153,304,437,549,643,854,892,1160,1282,1392,1507,1682,1795,1875,2019,2138,2273,2391,2590,2637,2762,2921,3071,3156,3336,3456,3615,3752,3861,4006
104,0.436454252880331,0.4511866490703378,57.53502881737025,51.734080054278536,2.08,0.001,153,304,437,549,642,854,891,1160,1282,1393,1507,1683,1796,1874,2019,2137,2272,2391,2591,2637,2762,2921,3072,3155,3337,3456,3615,3752,3860,4005
105,0.44233482076547337,0.45638582756539436,57.23405294408435,51.488445874717854,2.1,0.001,153,305,437,548,641,854,890,1161,1283,1393,1507,1683,1796,1874,2019,2137,2272,2390,2593,2637,2761,2922,3072,3154,3338,3456,3615,3752,3860,4005
106,0.4481342663690454,0.46130100019757503,56.93567119387349,51.2551493221047,2.12,0.001,153,305,437,548,641,854,890,1161,1284,1394,1507,1683,1797,1874,2019,2137,2271,2389,2594,2637,2761,2923,3072,3154,3339,3456,3615,3752,3859,4005
107,0.454342655776649,0.4676005492693197,56.614509065422,50.95457679624447,2.14,0.001,154,305,437,547,640,854,889,1162,1284,1394,1507,1684,1797,1874,2018,2136,2271,2388,2595,2638,2760,2923,3072,3153,3340,3456,3615,3753,3859,4005
108,0.4604842733126546,0.4740117225297563,56.29499285640886,50.64685099416349,2.16,0.001,154,306,437,547,639,854,889,1163,1285,1395,1507,1684,1798,1874,2018,2136,2271,2387,2596,2638,2760,2924,3072,3152,3341,3456,3615,3753,3859,4005
109,0.466832865751718,0.4798878178629128,55.96279761410141,50.363156272870995,2.18,0.001,154,306,438,546,638,854,888,1163,1285,1395,1506,1685,1798,1874,2017,2136,2270,2386,2598,2638,2759,2925,3073,3151,3342,3456,3615,3753,3858,4005
