epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.0019274786170340923,0.0010834236186348862,-4.366680024081582e-05,0.0,0.01,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.009757860498735092,0.016251354279523293,-0.0049987901876709095,0.0005616805099248889,0.02,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.08709794000722805,0.08992416034669556,0.03329053203447774,0.03611042734277681,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.10131309480785447,0.10075839653304441,0.029083092325351223,0.026418326602090758,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.23238164076617274,0.228602383531961,0.10015061520731294,0.09404018792597646,0.04,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
5,0.23346584748825444,0.24052004333694474,0.06332813025715966,0.07021161633725259,0.05,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
6,0.2352728586917239,0.24160346695557963,0.0484352305254554,0.05321403136512448,0.06,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
7,0.2403324900614384,0.24160346695557963,0.03908002553098211,0.03771971892658321,0.07,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
8,0.2408143597156969,0.24160346695557963,0.017441188777994054,0.017523691349464077,0.08,0.001,13,25,37,50,62,74,86,100,111,124,136,148,161,173,186
9,0.2408143597156969,0.24160346695557963,0.0049526111906624815,0.004747513024082495,0.08,0.001,13,25,37,50,62,74,86,100,111,124,136,148,161,174,186
10,0.2408143597156969,0.24160346695557963,0.0005938409046647442,0.00020735523045833926,0.09,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
11,0.2408143597156969,0.24160346695557963,8.784823769680816e-05,0.0,0.1,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
12,0.2408143597156969,0.24160346695557963,9.205294466407832e-05,0.0,0.11,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
13,0.2408143597156969,0.24160346695557963,4.6028590865665464e-05,0.0,0.12,0.001,13,25,37,50,62,75,86,100,111,124,137,148,161,174,185
14,0.2408143597156969,0.24160346695557963,4.6028590865665464e-05,0.0,0.12,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
15,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
16,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.14,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
17,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.15,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
18,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.15,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
19,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.16,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
20,0.2408143597156969,0.24160346695557963,2.301482510280728e-05,0.0,0.17,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
21,0.2408143597156969,0.24160346695557963,0.0,0.0,0.17,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
22,0.2408143597156969,0.24160346695557963,0.0,0.0,0.18,0.001,13,25,37,50,62,75,86,100,111,125,137,148,161,174,185
23,0.2408143597156969,0.24160346695557963,0.0,0.0,0.19,0.001,13,25,37,51,62,75,86,100,111,125,137,148,161,174,185
24,0.2408143597156969,0.24160346695557963,0.0,0.0,0.19,0.001,13,26,36,51,62,75,86,100,110,125,137,148,161,174,185
25,0.2408143597156969,0.24160346695557963,0.0,0.0,0.2,0.001,13,26,36,51,62,75,86,100,110,125,137,148,161,174,185
26,0.2408143597156969,0.24160346695557963,0.0,0.0,0.21,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
27,0.2408143597156969,0.24160346695557963,0.0,0.0,0.21,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
28,0.2408143597156969,0.24160346695557963,0.0,0.0,0.22,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
29,0.2408143597156969,0.24160346695557963,0.0,0.0,0.23,0.001,13,26,36,51,62,75,86,101,110,125,137,148,161,174,185
30,0.2408143597156969,0.24160346695557963,0.0,0.0,0.24,0.001,12,26,36,51,62,75,86,101,110,125,137,148,161,174,185
31,0.2408143597156969,0.24160346695557963,0.0,0.0,0.24,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
32,0.2408143597156969,0.24160346695557963,1.8809537490671602e-05,0.0,0.25,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
33,0.2408143597156969,0.24160346695557963,1.8809537490671602e-05,0.0,0.26,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
34,0.2408143597156969,0.24160346695557963,1.8809537490671602e-05,0.0,0.27,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
35,0.2411757619563908,0.24268689057421453,0.0005512374429053057,0.0015846462633143377,0.27,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
36,0.2771955186122154,0.28060671722643554,0.0539007588511452,0.05688349539961568,0.28,0.001,12,26,36,51,62,75,86,101,110,125,138,148,161,174,185
37,0.3406818455607758,0.352112676056338,0.1494168448568609,0.1628575025290787,0.29,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
38,0.3594747620768582,0.3694474539544962,0.17741974802399774,0.18848807399876433,0.29,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
39,0.36152270810745696,0.37161430119176597,0.18155073340702388,0.19226271755448754,0.3,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
40,0.36200457776171546,0.37269772481040087,0.1844078989037563,0.19475977663732502,0.31,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
41,0.3621250451752801,0.37269772481040087,0.18650732618772736,0.19647174509237875,0.31,0.001,12,26,36,51,62,76,86,101,110,125,138,148,160,174,185
42,0.3623659800024093,0.37378114842903576,0.18916251450382704,0.19992501555927145,0.32,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
43,0.3626069148295386,0.37378114842903576,0.19105539217869383,0.20161803241152976,0.33,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
44,0.3626069148295386,0.37378114842903576,0.19219733823776242,0.2028229499917068,0.34,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
45,0.3626069148295386,0.37378114842903576,0.19297143807798367,0.20330389930006432,0.35,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
46,0.36248644741597397,0.37378114842903576,0.19325650473320433,0.20390427046369552,0.36,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
47,0.36248644741597397,0.37378114842903576,0.1936062394313035,0.20414416564728344,0.39,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
48,0.36248644741597397,0.37378114842903576,0.1938101113406967,0.20414416564728344,0.4,0.001,12,26,36,51,62,76,86,102,110,124,138,148,160,174,185
49,0.36248644741597397,0.37378114842903576,0.1938974534627813,0.20426405902980282,0.42,0.001,12,26,36,51,62,76,86,102,110,124,138,149,160,174,185
50,0.36248644741597397,0.37378114842903576,0.19392656329803137,0.20438391629457953,0.43,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
51,0.36248644741597397,0.37378114842903576,0.19399932868890557,0.20438391629457953,0.44,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
52,0.36248644741597397,0.37378114842903576,0.1940138801906366,0.20426405902980282,0.46,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
53,0.36248644741597397,0.37378114842903576,0.19407208094369588,0.20438391629457953,0.48,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
54,0.36248644741597397,0.37378114842903576,0.1941884572371827,0.20438391629457953,0.49,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
55,0.3623659800024093,0.37378114842903576,0.19413800840915874,0.20450373745793227,0.51,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
56,0.36224551258884474,0.37378114842903576,0.19417482137177278,0.20450373745793227,0.52,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
57,0.36224551258884474,0.37378114842903576,0.19439286135789913,0.20474327154558813,0.54,0.001,12,26,37,51,61,76,86,102,110,124,138,149,160,174,185
58,0.36224551258884474,0.37378114842903576,0.1946543536391776,0.20486298450247853,0.55,0.001,12,26,37,50,61,76,86,102,110,124,138,149,160,174,185
59,0.36224551258884474,0.37378114842903576,0.19491567621981132,0.20498266142311938,0.57,0.001,12,26,37,50,61,77,86,102,110,124,138,149,160,174,185
60,0.36224551258884474,0.37378114842903576,0.1952348402682269,0.20522190722071842,0.58,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
61,0.36224551258884474,0.37378114842903576,0.1954957863272544,0.20581939221798462,0.6,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
62,0.3621250451752801,0.37378114842903576,0.19551772393233013,0.20629673380365932,0.62,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
63,0.36200457776171546,0.37378114842903576,0.195568621513722,0.20629673380365932,0.64,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
64,0.36200457776171546,0.37378114842903576,0.19572791623733643,0.20653518948182514,0.65,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
65,0.36200457776171546,0.37378114842903576,0.1958147776806436,0.2066543635987812,0.67,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
66,0.36200457776171546,0.37378114842903576,0.19590162036389236,0.2066543635987812,0.68,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
67,0.3618841103481508,0.37378114842903576,0.1957932116049229,0.2066543635987812,0.69,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
68,0.3618841103481508,0.37378114842903576,0.19583662942236935,0.20689260446910263,0.7,0.001,12,26,37,50,61,77,86,102,110,124,139,149,160,174,185
