epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.018518518518518517,0.014423076923076924,-0.001357824662346463,-0.001241898957431209,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.09045584045584046,0.08173076923076923,-0.0732792361068344,-0.07262167610636472,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.35274216524216523,0.3541666666666667,-0.01649574328938308,-0.0033835546475995404,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.37695868945868943,0.36538461538461536,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.37695868945868943,0.36538461538461536,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.37695868945868943,0.36538461538461536,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.37695868945868943,0.36538461538461536,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.37695868945868943,0.36538461538461536,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.37695868945868943,0.36538461538461536,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.37695868945868943,0.36538461538461536,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.37695868945868943,0.36538461538461536,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.37695868945868943,0.36538461538461536,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.37695868945868943,0.36538461538461536,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.37695868945868943,0.36538461538461536,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
14,0.37695868945868943,0.36538461538461536,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.37695868945868943,0.36538461538461536,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
16,0.37695868945868943,0.36538461538461536,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
17,0.37695868945868943,0.36538461538461536,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
18,0.37695868945868943,0.36538461538461536,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
19,0.37695868945868943,0.36538461538461536,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
20,0.37695868945868943,0.36538461538461536,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
21,0.37695868945868943,0.36538461538461536,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
22,0.37695868945868943,0.36538461538461536,0.0,0.0,0.12,0.001,12,24,36,47,58,72,83,94,106,118
23,0.37695868945868943,0.36538461538461536,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
24,0.37695868945868943,0.36538461538461536,0.0,0.0,0.13,0.001,12,24,36,47,59,72,83,94,106,118
