epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.06845727186594563,0.06975026993375477,74.28107580438136,74.74617857079718,0.14,0.001,382,760,1136,1516,1893,2269,2649,3024,3402,3780
1,0.09218180136912635,0.09358869477368148,73.32908220395916,73.78224930496495,0.15,0.001,383,760,1136,1515,1894,2270,2649,3023,3402,3780
2,0.11362073739068557,0.11543700630443521,72.45803607735652,72.88759539523855,0.17,0.001,383,761,1136,1515,1895,2270,2650,3023,3402,3779
3,0.11724415085778694,0.11949987685886632,72.30978549356234,72.72001234400679,0.18,0.001,383,760,1137,1514,1896,2269,2651,3022,3402,3779
4,0.12632260931755468,0.12871410048964205,71.93700111143256,72.33851560437047,0.19,0.001,384,760,1136,1514,1897,2269,2652,3021,3401,3779
5,0.1412570932380225,0.14346135306484997,71.31951104887077,71.72370285185539,0.21,0.001,384,760,1136,1515,1897,2268,2653,3020,3401,3778
6,0.14970013189320075,0.15176190029694103,70.9680447730262,71.3753283705231,0.22,0.001,384,759,1136,1515,1898,2267,2654,3019,3401,3778
7,0.15409984725945702,0.15619042366431457,70.78420247705346,71.18876891977062,0.24,0.001,385,759,1136,1515,1899,2267,2655,3018,3401,3778
8,0.16321868957313168,0.16549902039481001,70.40164141041919,70.79501107952453,0.25,0.001,385,758,1136,1515,1900,2266,2655,3018,3401,3778
9,0.17436060302846967,0.1772563588432966,69.93135934279591,70.29452200718595,0.26,0.001,385,757,1136,1515,1900,2265,2656,3017,3401,3777
10,0.18126906116089325,0.18488611325382776,69.63817621059228,69.9678253344439,0.28,0.001,386,757,1137,1515,1901,2265,2656,3016,3401,3777
11,0.1857050707332395,0.18986964401833484,69.44926346126718,69.7536086376092,0.29,0.001,386,756,1137,1515,1902,2264,2657,3015,3401,3777
12,0.19285328789175937,0.19717416232497342,69.14376581849227,69.43843172754731,0.31,0.001,386,756,1137,1516,1903,2263,2657,3014,3401,3777
13,0.2010944086598192,0.20533439947117882,68.78987480000237,69.08463304843922,0.32,0.001,387,755,1137,1516,1903,2263,2657,3013,3401,3777
14,0.20694450244923546,0.21108896866878735,68.53755172234962,68.83403954439983,0.33,0.001,387,754,1137,1517,1904,2263,2657,3012,3401,3776
15,0.21242014666587683,0.21652823818151357,68.30053002974245,68.59633750814434,0.35,0.001,387,754,1138,1517,1905,2263,2656,3011,3401,3776
16,0.21980935060764561,0.22395255997600516,67.97937416967002,68.27054406916646,0.36,0.001,388,753,1138,1518,1906,2264,2656,3011,3401,3776
17,0.2269264004663163,0.23123287397392045,67.66860453018445,67.9495554793683,0.37,0.001,388,752,1138,1518,1907,2264,2656,3010,3401,3776
18,0.2323118482829455,0.23681949714175576,67.43249300805398,67.70221446710588,0.39,0.001,388,752,1139,1519,1907,2264,2656,3009,3401,3776
19,0.23807224619684253,0.24263752237362624,67.17902199417426,67.44366138442885,0.4,0.001,389,751,1139,1519,1908,2263,2656,3008,3402,3776
20,0.24509169258357733,0.24953193059014112,66.86885193701923,67.13598315638939,0.41,0.001,389,750,1140,1520,1909,2263,2656,3007,3402,3776
21,0.251570071828201,0.25581800431742985,66.58131336240297,66.85422063270389,0.43,0.001,390,749,1141,1521,1910,2264,2656,3006,3403,3776
