epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.06814176211162926,0.07480972673403519,73.24596365265631,71.64279406476446,0.14,0.001,382,760,1136,1516,1893,2269,2649,3024,3402,3780
1,0.09353413918028275,0.10180323145487158,72.24112253527245,70.58992837707976,0.16,0.001,383,760,1136,1515,1894,2270,2649,3023,3402,3780
2,0.11450010358852347,0.12426838707836707,71.40078958881513,69.70156108142413,0.17,0.001,383,761,1136,1515,1895,2270,2650,3023,3402,3779
3,0.11733116530670185,0.12778838878548715,71.28656202806565,69.56133478359224,0.19,0.001,383,761,1137,1515,1896,2269,2651,3022,3402,3779
4,0.12715654979320878,0.13831716130967064,70.88868777659451,69.14021362871972,0.21,0.001,384,760,1136,1514,1897,2269,2652,3021,3401,3779
5,0.14218348076531284,0.15405390956070908,70.27582724188488,68.50595534673427,0.22,0.001,384,760,1136,1515,1897,2268,2653,3020,3401,3778
6,0.14988947516687556,0.16215816111402814,69.95946091755567,68.17701927358844,0.24,0.001,384,759,1136,1515,1898,2267,2654,3019,3401,3778
7,0.15418712004558788,0.16682964138705858,69.78240454709912,67.98668944290677,0.26,0.001,385,759,1136,1515,1899,2267,2655,3018,3401,3778
8,0.16365949061279583,0.17706601742293548,69.3905528737522,67.56775390071435,0.27,0.001,385,758,1136,1515,1899,2266,2655,3018,3401,3778
9,0.17462912377548379,0.1891148448787543,68.93397613953695,67.07129121665058,0.29,0.001,385,758,1136,1515,1900,2265,2656,3017,3401,3777
10,0.18092975156121283,0.1963507887609377,68.67036225580691,66.7713639149486,0.3,0.001,386,757,1136,1515,1901,2264,2656,3016,3401,3777
11,0.18517323671149055,0.20133018282824422,68.49224765096595,66.56418718518991,0.32,0.001,386,757,1137,1515,1902,2264,2657,3015,3401,3777
12,0.1926749304913502,0.20943955304224515,68.17622787214763,66.22538973908534,0.33,0.001,386,756,1137,1516,1903,2263,2657,3014,3401,3777
13,0.20104128646498787,0.21819651646962057,67.82205793817192,65.85758264168409,0.35,0.001,387,755,1137,1516,1903,2262,2657,3013,3402,3777
14,0.20657059994969762,0.2239163738092308,67.58695570915478,65.61622709217973,0.36,0.001,387,755,1137,1517,1904,2262,2657,3012,3402,3776
15,0.21178358477665804,0.22933684217380446,67.36456319905889,65.38667662810789,0.38,0.001,387,754,1138,1517,1905,2262,2656,3011,3402,3776
16,0.21913321081578585,0.23702887312039722,67.04976070170758,65.05955054553866,0.4,0.001,388,753,1138,1518,1906,2262,2656,3011,3403,3776
17,0.2261376619655654,0.24434456767640966,66.74836506073575,64.74688548252726,0.41,0.001,388,753,1138,1518,1906,2262,2656,3010,3403,3776
18,0.23123826603624975,0.24979079102524537,66.52802804551628,64.51313683443668,0.43,0.001,388,752,1139,1519,1907,2262,2656,3009,3404,3776
19,0.23691415448923825,0.2556961187090858,66.28197930999043,64.2587276720544,0.44,0.001,389,751,1139,1519,1908,2263,2656,3008,3404,3776
20,0.24412244587541543,0.26306335527585234,65.96817636534111,63.93991510895698,0.46,0.001,389,751,1140,1520,1909,2263,2656,3007,3404,3776
21,0.2506422374184978,0.26965211957309754,65.6830621122181,63.6534386652147,0.47,0.001,389,750,1140,1521,1910,2264,2656,3006,3405,3776
22,0.25644164227615074,0.275591672601162,65.4283959760592,63.39407958296954,0.49,0.001,390,749,1141,1522,1911,2265,2656,3005,3405,3776
23,0.26341086516108125,0.2828772824565877,65.12105614257956,63.07448473828383,0.5,0.001,390,748,1142,1522,1912,2265,2656,3004,3406,3776
24,0.27068547163886636,0.29071054856903866,64.79868916257102,62.7290548802696,0.52,0.001,391,748,1142,1523,1912,2265,2656,3003,3406,3776
25,0.27689612704945055,0.29747643936029466,64.52219216091468,62.42914929454529,0.53,0.001,391,747,1143,1524,1913,2266,2656,3003,3407,3776
26,0.28336574850401297,0.3042740211500199,64.23290598235067,62.12638721413993,0.55,0.001,391,746,1144,1524,1914,2266,2656,3002,3408,3776
27,0.2904591968988861,0.3115659857237125,63.914218635214496,61.79995251502525,0.57,0.001,392,745,1145,1525,1915,2267,2657,3001,3408,3776
28,0.2968659025392205,0.31803871400488914,63.625009592951145,61.508742788754226,0.58,0.001,392,745,1145,1526,1916,2267,2657,3000,3409,3776
29,0.3039655887726944,0.32525412785256136,63.302976594336585,61.18248431306749,0.6,0.001,392,744,1146,1527,1916,2268,2657,2999,3410,3776
30,0.3123446051091745,0.3340041132967514,62.920794394123,60.784487381650266,0.61,0.001,393,743,1147,1527,1917,2268,2658,2998,3410,3777
31,0.31920568040684083,0.3410499493461926,62.606109145543854,60.462103962936986,0.63,0.001,393,742,1148,1528,1918,2268,2658,2997,3411,3777
32,0.3260236816421964,0.3480523008411227,62.29182910026202,60.139989685524554,0.64,0.001,394,742,1149,1529,1919,2268,2658,2997,3412,3777
33,0.33310719292282676,0.35516104212572375,61.96362024910262,59.81121422991051,0.66,0.001,394,741,1150,1529,1919,2268,2658,2996,3412,3777
34,0.3401039694895097,0.36211563352920373,61.637713809581506,59.48780813247577,0.67,0.001,394,740,1151,1530,1920,2268,2658,2995,3413,3777
35,0.34731746960541443,0.3694087659628814,61.29989995403744,59.14675909403765,0.69,0.001,395,739,1152,1531,1921,2268,2658,2994,3414,3777
36,0.3546537484890472,0.3768793821262738,60.954412717107694,58.795359401141305,0.7,0.001,395,738,1153,1532,1921,2267,2658,2994,3414,3778
37,0.36201406453524876,0.3842665433117234,60.60582009747496,58.445806979762246,0.72,0.001,395,738,1154,1532,1922,2267,2658,2993,3415,3778
38,0.36958744113483766,0.3917131725922195,60.245025809319934,58.09131458383538,0.73,0.001,396,737,1155,1533,1923,2266,2657,2992,3416,3778
39,0.37714624516805095,0.399136167622434,59.88276102819054,57.73577679286042,0.75,0.001,396,736,1156,1534,1924,2265,2657,2992,3416,3778
40,0.3849143916472112,0.4068535010930252,59.50816481532177,57.36380779997524,0.77,0.001,396,735,1157,1535,1924,2264,2657,2991,3417,3779
41,0.3926598201841013,0.4145204933004578,59.13230002502862,56.99186139814175,0.78,0.001,397,734,1158,1535,1925,2264,2656,2991,3418,3779
42,0.40041457515884127,0.42209384262528526,58.753573694499636,56.6220594573131,0.8,0.001,397,733,1159,1536,1926,2263,2656,2990,3419,3779
43,0.4081637484239702,0.42953060528505504,58.37266833204668,56.256557777460486,0.81,0.001,398,733,1160,1537,1926,2262,2656,2990,3419,3780
44,0.4159588100675361,0.4371521531182162,57.986981213323865,55.879495939085295,0.83,0.001,398,732,1161,1538,1927,2260,2656,2989,3420,3780
45,0.42377564714083527,0.4449018718721083,57.59762432709356,55.49346940392513,0.84,0.001,398,731,1162,1538,1928,2259,2656,2989,3421,3780
46,0.43160992611325255,0.4525672282095996,57.2047403998895,55.10898071874833,0.86,0.001,399,730,1163,1539,1929,2258,2657,2989,3422,3781
