epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,82.20132963492743,82.72560889584011,0.14,0.001,264,523,784,1043,1301,1561,1820,2082,2342,2599,2859,3119,3379,3638,3899
1,0.042020325501860634,0.04362365041454985,75.32773769605888,75.7885595701538,0.16,0.001,264,523,784,1044,1301,1560,1821,2083,2341,2599,2858,3118,3378,3638,3899
2,0.048778006771482696,0.05287755215569401,75.06158604252077,75.42099938636122,0.17,0.001,265,523,785,1044,1300,1559,1822,2084,2341,2598,2857,3117,3377,3637,3899
3,0,0,77.25511335220796,77.53474523560389,0.19,0.001,265,523,785,1045,1300,1559,1822,2085,2341,2597,2857,3117,3377,3637,3899
4,0,0,78.41437968514607,78.6685745956176,0.21,0.001,265,523,785,1044,1300,1559,1822,2086,2340,2597,2856,3117,3376,3637,3899
5,0,0,77.97312425104403,78.23724748820891,0.22,0.001,265,523,785,1044,1300,1558,1822,2086,2340,2597,2855,3116,3375,3636,3899
6,0.009789784456546213,0.01595371607646534,76.58442925743783,76.87710235946396,0.24,0.001,265,524,785,1044,1301,1558,1821,2087,2340,2597,2854,3116,3375,3636,3898
7,0.048592205777232444,0.05343595518554867,75.06891690411052,75.39876737118287,0.26,0.001,266,524,785,1043,1301,1559,1821,2087,2340,2597,2853,3115,3374,3636,3898
8,0.07464200391587605,0.07821237667853764,74.03407946260289,74.40543954304518,0.27,0.001,266,524,784,1043,1302,1559,1820,2087,2341,2597,2853,3115,3373,3636,3898
9,0.08216380554919245,0.08488853443415922,73.73257540450659,74.135502654978,0.29,0.001,266,525,784,1043,1302,1559,1819,2088,2341,2598,2852,3115,3373,3635,3898
10,0.07500144583811197,0.07716991931219153,74.01969688767815,74.44749945956043,0.31,0.001,266,525,783,1042,1302,1559,1818,2088,2341,2598,2851,3114,3372,3635,3898
11,0.06410960535816468,0.06610918443736236,74.45421201987165,74.89232179123071,0.32,0.001,266,525,783,1042,1303,1559,1818,2088,2341,2599,2850,3114,3371,3635,3897
12,0.05776230592905407,0.05984483136016605,74.70626725508042,75.1430796672255,0.34,0.001,267,526,783,1041,1303,1559,1818,2088,2341,2599,2850,3114,3371,3635,3897
13,0.060253312015541516,0.06245965924844077,74.60744925525198,75.03851550099955,0.36,0.001,267,526,782,1041,1304,1559,1817,2089,2341,2600,2849,3113,3370,3634,3897
14,0.07142410102772767,0.0737899652422741,74.16269264575519,74.58370795413366,0.37,0.001,267,527,782,1040,1304,1559,1817,2089,2341,2601,2849,3113,3369,3634,3897
15,0.08773304139785798,0.09043596893723072,73.50853280083373,73.9104583896961,0.39,0.001,267,527,782,1040,1305,1559,1817,2090,2341,2602,2848,3112,3368,3634,3896
16,0.1043003883743362,0.10745108975939188,72.83799513410737,73.21587235595673,0.41,0.001,268,528,782,1040,1305,1560,1818,2090,2341,2602,2848,3112,3368,3634,3896
17,0.11688054934483261,0.12064450589873166,72.32467688637641,72.67272998583272,0.42,0.001,268,528,781,1039,1306,1560,1818,2091,2341,2603,2847,3112,3367,3633,3896
18,0.12351759716680077,0.12790783481133638,72.052389793816,72.37197411096888,0.44,0.001,268,529,781,1039,1306,1560,1818,2091,2341,2604,2847,3111,3366,3633,3896
19,0.1250947929679851,0.13011872625819154,71.98753079418512,72.28017927762943,0.46,0.001,268,529,781,1038,1307,1560,1818,2092,2340,2605,2847,3111,3366,3633,3895
20,0.12470921989166694,0.13028973831700652,72.003394152854,72.27307562943132,0.47,0.001,269,529,780,1038,1307,1560,1818,2092,2340,2606,2846,3111,3365,3633,3895
21,0.12585813579017702,0.1317453813580728,71.95611930523178,72.21256667060277,0.49,0.001,269,530,780,1037,1308,1560,1818,2093,2340,2607,2846,3110,3364,3632,3895
22,0.1305648420583927,0.1364850202652388,71.76213965246578,72.01519954040084,0.51,0.001,269,530,779,1037,1308,1560,1818,2093,2340,2608,2845,3110,3364,3632,3895
23,0.1382856165217614,0.14405704395445462,71.44279699303142,71.69876151192398,0.52,0.001,269,530,778,1036,1309,1560,1819,2094,2340,2609,2845,3110,3363,3632,3894
24,0.14649288969216856,0.1520294116175115,71.10175779077125,71.36407397764998,0.54,0.001,270,530,778,1035,1310,1561,1818,2094,2340,2610,2844,3109,3363,3632,3894
25,0.15253294262142691,0.1578460320095867,70.84972887761286,71.11889321872388,0.56,0.001,270,531,777,1035,1310,1561,1818,2095,2340,2611,2844,3109,3362,3631,3894
26,0.15533609314176378,0.16048260300110329,70.73246111006954,71.00747856190044,0.57,0.001,270,531,776,1034,1311,1561,1818,2095,2340,2611,2843,3108,3362,3631,3894
27,0.15609990727805223,0.16111478244133004,70.70046783680961,70.9807377865203,0.59,0.001,270,531,776,1033,1311,1561,1818,2096,2340,2613,2843,3108,3361,3631,3893
28,0.15725227775012485,0.1622541262735845,70.65218296012694,70.9325232285057,0.6,0.001,271,531,775,1033,1312,1562,1818,2097,2339,2614,2842,3107,3360,3631,3893
29,0.16059440156544402,0.16573840846038757,70.51194629502507,70.78485779988542,0.62,0.001,271,531,774,1032,1312,1562,1818,2098,2339,2615,2842,3107,3360,3630,3893
