epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,81.29735098601768,80.01186435460681,0.14,0.001,264,523,784,1043,1301,1561,1820,2082,2342,2599,2859,3119,3379,3638,3899
1,0.04180495399509421,0.045118814743664526,74.27381509909802,72.78328276465689,0.16,0.001,264,523,784,1044,1301,1560,1821,2083,2341,2598,2858,3118,3378,3638,3899
2,0.04972218805090123,0.05577818498292708,73.96633062688895,72.37590403148688,0.17,0.001,265,523,785,1044,1300,1559,1822,2084,2341,2598,2857,3117,3377,3637,3899
3,0,0,76.19616439657577,74.5973108701815,0.19,0.001,265,523,785,1045,1300,1559,1822,2085,2341,2597,2857,3117,3377,3637,3899
4,0,0,77.4028562033566,75.80487067444116,0.2,0.001,265,523,785,1044,1300,1559,1822,2086,2340,2597,2856,3117,3376,3637,3899
5,0,0,76.98758587529713,75.38407516884783,0.22,0.001,265,523,785,1044,1300,1558,1822,2086,2340,2597,2855,3116,3375,3636,3899
6,0.00736346143960287,0.013578465125750894,75.59688591573233,73.97555550653202,0.23,0.001,265,524,785,1044,1301,1558,1821,2087,2340,2597,2854,3116,3375,3636,3898
7,0.047369032977550685,0.0544707425362958,74.0578519111073,72.42599603970766,0.25,0.001,266,524,785,1044,1301,1559,1821,2087,2341,2597,2853,3115,3374,3636,3898
8,0.07454938522928145,0.08187444793247445,72.99370223797564,71.36873672716402,0.27,0.001,266,524,784,1043,1301,1559,1820,2087,2341,2597,2853,3115,3373,3636,3898
9,0.08271616005239724,0.08973634821128151,72.67091585853828,71.06252061345347,0.28,0.001,266,525,784,1043,1302,1559,1819,2087,2340,2597,2852,3115,3373,3635,3898
10,0.07546343771791497,0.08180809276934231,72.9576443636563,71.37131941035558,0.3,0.001,266,525,783,1042,1302,1559,1819,2088,2340,2598,2851,3114,3372,3635,3898
11,0.06399367700474123,0.06973615597200145,73.40880755974551,71.83896175322448,0.31,0.001,266,525,783,1042,1303,1559,1818,2088,2340,2598,2850,3114,3371,3635,3897
12,0.0569233315374269,0.062403602236318356,73.6855418791994,72.12153371219999,0.33,0.001,267,526,783,1041,1303,1559,1818,2088,2340,2599,2850,3113,3371,3635,3897
13,0.05878007074105751,0.06457213868839717,73.6129685627811,72.03807925868963,0.34,0.001,267,526,782,1041,1304,1559,1817,2089,2339,2599,2849,3113,3370,3634,3897
14,0.06960383218634181,0.07621400404750212,73.18848072570916,71.58840279027393,0.36,0.001,267,527,782,1040,1304,1559,1817,2089,2339,2600,2849,3113,3369,3634,3897
15,0.08593061335670849,0.09367081598029281,72.54347430377526,70.90877378166083,0.38,0.001,267,527,782,1040,1305,1559,1817,2089,2339,2601,2848,3112,3368,3634,3896
16,0.10276504623210803,0.11179917476049883,71.87235049464432,70.19603201147662,0.39,0.001,268,528,782,1040,1305,1560,1817,2090,2338,2602,2848,3112,3368,3634,3896
17,0.11571793236863692,0.12593825146543058,71.35167498690903,69.63507346898723,0.41,0.001,268,528,781,1039,1305,1560,1818,2090,2338,2603,2847,3112,3367,3633,3896
18,0.12267671323551577,0.133836718755859,71.07037046894965,69.31973094044905,0.42,0.001,268,529,781,1039,1306,1560,1818,2091,2337,2604,2847,3111,3366,3633,3896
19,0.12440217604878778,0.13621659403567554,71.00045045521718,69.22443543242154,0.44,0.001,268,529,781,1038,1306,1560,1818,2091,2337,2605,2847,3111,3366,3633,3895
20,0.123955975222521,0.1362289495608917,71.01853851284184,69.22393815206738,0.45,0.001,269,529,780,1038,1307,1560,1818,2092,2337,2605,2846,3111,3365,3633,3895
21,0.1249242374165237,0.13750463070576235,70.97928284894121,69.17280501125424,0.47,0.001,269,530,780,1037,1307,1560,1818,2092,2337,2606,2846,3110,3364,3632,3895
22,0.12946710997704958,0.1423347541448291,70.79480071724018,68.97884144001152,0.48,0.001,269,530,779,1037,1308,1560,1818,2093,2336,2607,2845,3110,3364,3632,3895
23,0.13722472172478006,0.1503354356837654,70.47865784006886,68.65635312350015,0.5,0.001,269,530,778,1036,1309,1560,1818,2093,2336,2608,2845,3110,3363,3632,3894
24,0.14566342231338159,0.15901900556876392,70.13313580812746,68.30461914170776,0.51,0.001,270,531,778,1036,1309,1561,1818,2094,2336,2609,2844,3109,3363,3632,3894
25,0.15194147533511493,0.16548057305224695,69.87498253018565,68.04170653448516,0.53,0.001,270,531,777,1035,1310,1561,1818,2094,2335,2610,2844,3109,3362,3632,3894
26,0.15482709958469554,0.16843151732100003,69.75599562604816,67.92130168552609,0.54,0.001,270,531,776,1034,1310,1561,1819,2095,2335,2611,2843,3108,3361,3631,3894
27,0.1554162263540676,0.16906728044797836,69.73168092207982,67.89533391321895,0.56,0.001,270,531,776,1034,1311,1561,1819,2095,2334,2612,2843,3108,3361,3631,3893
28,0.15624691857221396,0.1700606510537438,69.6973822869715,67.85473555116658,0.57,0.001,271,531,775,1033,1312,1562,1819,2096,2334,2613,2842,3107,3360,3631,3893
29,0.15928775668592854,0.1734392670664664,69.57167715183205,67.7164786767224,0.59,0.001,271,532,774,1032,1312,1562,1819,2097,2333,2614,2842,3107,3360,3631,3893
30,0.16460738970098188,0.17920538198222002,69.35122058677122,67.47986895988869,0.6,0.001,271,532,774,1032,1313,1562,1819,2098,2333,2615,2841,3106,3359,3630,3893
31,0.1705806114373355,0.18568074450848226,69.1028339517002,67.21316370325087,0.62,0.001,271,532,773,1031,1313,1562,1819,2099,2332,2616,2841,3106,3359,3630,3892
32,0.17528098362658662,0.19094226072706955,68.90674957301897,66.99567091891088,0.63,0.001,272,533,772,1031,1314,1562,1820,2100,2332,2617,2840,3106,3358,3630,3892
33,0.17793372333443058,0.19411787113696544,68.79584054128019,66.86406160543196,0.65,0.001,272,533,772,1030,1314,1562,1820,2101,2332,2618,2840,3105,3358,3629,3892
34,0.17933184474581565,0.19596311521578447,68.73731417050713,66.78746461490734,0.66,0.001,272,533,771,1029,1315,1562,1820,2102,2331,2620,2840,3105,3357,3629,3892
35,0.18108040625754906,0.1981388296101737,68.66404783322747,66.69704345373002,0.68,0.001,273,534,770,1029,1316,1562,1820,2102,2331,2621,2839,3104,3357,3629,3891
36,0.18425914197803805,0.20163970338707538,68.53065506467708,66.55128646742112,0.69,0.001,273,534,769,1028,1316,1562,1820,2103,2330,2622,2839,3103,3356,3628,3891
37,0.18853575615639584,0.2061907129128493,68.35077624490631,66.36132671664838,0.71,0.001,273,534,768,1028,1317,1562,1821,2104,2330,2623,2838,3103,3356,3628,3891
38,0.1926035971674871,0.21044031124881601,68.17924660751797,66.18346083638457,0.72,0.001,273,534,768,1027,1318,1563,1821,2105,2330,2624,2838,3102,3356,3628,3891
39,0.19550527461123868,0.2133784929083674,68.05662422984628,66.06020129633652,0.74,0.001,274,534,767,1026,1318,1563,1821,2106,2329,2625,2837,3101,3355,3627,3890
40,0.19755698533135002,0.21543244055197874,67.96978447488634,65.97389768523041,0.75,0.001,274,534,766,1026,1319,1563,1821,2106,2329,2627,2837,3101,3355,3627,3890
41,0.19996314558866524,0.21794897693592152,67.86780219086772,65.86800988767233,0.77,0.001,274,534,765,1025,1320,1563,1822,2107,2328,2628,2836,3100,3355,3627,3890
42,0.2035249509798953,0.22174405248988993,67.71655438872573,65.70799439447038,0.78,0.001,274,535,764,1024,1320,1563,1822,2108,2328,2629,2836,3099,3355,3626,3890
43,0.20797383047918083,0.22672300258799816,67.5271646728189,65.49746908874609,0.8,0.001,275,535,764,1024,1321,1563,1822,2109,2327,2630,2836,3098,3355,3626,3889
44,0.21186240097250197,0.23110607194260102,67.36119626104298,65.31158043611026,0.81,0.001,275,535,763,1023,1322,1563,1822,2110,2327,2632,2835,3098,3355,3626,3889
45,0.21508541549558546,0.23474582835928737,67.22332257227583,65.15681579490553,0.83,0.001,275,535,762,1022,1322,1563,1822,2110,2327,2633,2835,3097,3355,3625,3889
46,0.21792476661979832,0.23795639725812523,67.10162753591563,65.01998641042998,0.84,0.001,276,535,761,1022,1323,1564,1823,2111,2326,2634,2834,3096,3355,3625,3889
47,0.2208054811129977,0.2411524873601023,66.97793261240041,64.8834968544583,0.86,0.001,276,535,760,1021,1324,1564,1823,2112,2326,2635,2834,3095,3355,3624,3888
48,0.22413394235451622,0.24468724225670635,66.83472063839648,64.73220073889038,0.87,0.001,276,535,759,1020,1324,1564,1823,2113,2325,2637,2834,3095,3355,3624,3888
49,0.22769579195032674,0.24835303106020168,66.68113327738402,64.5749284685531,0.89,0.001,276,535,758,1020,1325,1564,1823,2113,2325,2638,2833,3094,3356,3624,3888
50,0.23095680714453481,0.25165212348026744,66.5402068008039,64.43305937657314,0.9,0.001,277,535,758,1019,1326,1564,1823,2114,2324,2639,2833,3093,3356,3623,3888
51,0.2337506565914209,0.25447393961880527,66.41923034902054,64.311463639609,0.92,0.001,277,535,757,1018,1326,1564,1824,2114,2324,2640,2832,3092,3357,3623,3887
52,0.23676758712173396,0.2575920552990043,66.28834385659367,64.17683394827918,0.93,0.001,277,535,756,1017,1327,1565,1824,2115,2323,2642,2832,3091,3357,3622,3887
53,0.2397282028283163,0.2606201421881297,66.15964873768414,64.04581718753185,0.95,0.001,278,534,755,1017,1328,1565,1824,2116,2323,2643,2831,3090,3358,3622,3887
54,0.24325621733957614,0.2643817955779848,66.00597007799749,63.882693549632435,0.96,0.001,278,534,754,1016,1329,1565,1825,2116,2322,2644,2831,3089,3359,3622,3887
55,0.24701252527833395,0.26847415557023935,65.84194423840893,63.704749948615486,0.98,0.001,278,534,753,1015,1329,1565,1825,2117,2322,2645,2831,3088,3359,3621,3886
56,0.25039289406080023,0.27220680019699317,65.69398903486147,63.542012891816306,0.99,0.001,278,534,752,1014,1330,1565,1826,2117,2322,2646,2830,3088,3360,3621,3886
57,0.2535268799721765,0.2756378049166873,65.55651560509642,63.3920596183485,1.01,0.001,279,534,751,1014,1331,1565,1826,2118,2321,2648,2830,3087,3361,3620,3886
58,0.25689427570236856,0.2792046872619459,65.40847837221678,63.23579192877539,1.02,0.001,279,533,751,1013,1331,1566,1827,2118,2321,2649,2829,3086,3361,3620,3886
59,0.2604796952267189,0.282842422418893,65.25049763339932,63.07602137624289,1.04,0.001,279,533,750,1012,1332,1566,1827,2119,2321,2650,2829,3085,3362,3620,3885
60,0.2638651953246558,0.28620477789029986,65.1009657546453,62.927981917451675,1.05,0.001,280,533,749,1011,1333,1566,1828,2119,2321,2651,2829,3084,3363,3619,3885
61,0.26709462785231264,0.28944502879794265,64.95800927329901,62.78498892238793,1.07,0.001,280,532,748,1011,1333,1566,1828,2120,2320,2652,2828,3083,3364,3619,3885
62,0.2705915725422634,0.293078885349102,64.80285608096297,62.624237847782425,1.08,0.001,280,532,747,1010,1334,1566,1829,2120,2320,2653,2828,3082,3365,3619,3884
63,0.27433453944682185,0.29705289186232686,64.63637396887104,62.447968576222515,1.09,0.001,281,532,746,1009,1335,1567,1829,2121,2320,2654,2827,3081,3366,3618,3884
