epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.19569088319088318,0.1987179487179487,0.0030128754244789224,0.004543366174894037,0.01,0.001,8,16,24,33,41,49,57,65,73,81,89,97,105,113,122
1,0.2491096866096866,0.25,0.05626045547829217,0.05781540367540783,0.01,0.001,8,16,24,33,41,49,57,65,73,81,89,97,105,113,122
2,0.30484330484330485,0.2916666666666667,0.08987375007342302,0.07523939808481528,0.02,0.001,8,16,24,33,41,49,57,65,73,81,89,97,105,113,122
3,0.3345797720797721,0.3060897435897436,0.08424919357435645,0.05927246392958607,0.02,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
4,0.31677350427350426,0.2916666666666667,0.038895947109508056,0.022761416139913337,0.03,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
5,0.30252849002849,0.28205128205128205,0.00852293035056162,0.0023696005938275144,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
6,0.3005698005698006,0.28044871794871795,0.0019705740398539007,-0.0028635244258632397,0.04,0.001,8,16,25,33,41,49,57,65,73,81,89,97,105,113,122
7,0.3002136752136752,0.28365384615384615,0.0007489330352814516,0.0010028365949398266,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
8,0.3002136752136752,0.28365384615384615,0.00041929085769287777,0.00020072835718176751,0.05,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
9,0.3002136752136752,0.28365384615384615,0.00036432934865848754,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,89,97,105,113,122
10,0.30003561253561256,0.28365384615384615,0.0,0.0,0.06,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
11,0.30003561253561256,0.28365384615384615,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,81,90,97,105,113,121
12,0.30003561253561256,0.28365384615384615,0.0,0.0,0.07,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
13,0.30003561253561256,0.28365384615384615,0.0,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
14,0.3002136752136752,0.28365384615384615,0.00023523205417930182,0.0,0.08,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
15,0.3005698005698006,0.28525641025641024,0.0007057232072856801,0.0020045685515827083,0.09,0.001,8,16,25,33,41,48,57,65,73,82,90,97,105,113,121
16,0.30074786324786323,0.28525641025641024,0.0009409823072494827,0.0020045685515827083,0.09,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
17,0.30074786324786323,0.28525641025641024,0.0009409823072494827,0.0020045685515827083,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,105,113,121
18,0.30128205128205127,0.28685897435897434,0.001627681678958548,0.004010071808262516,0.1,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
19,0.30163817663817666,0.28685897435897434,0.0020982893192752483,0.004010071808262516,0.11,0.001,8,16,25,33,41,48,57,65,72,82,90,97,106,113,121
20,0.30252849002849,0.28846153846153844,0.0032367580220581393,0.0060165104239541245,0.11,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
21,0.3041310541310541,0.2916666666666667,0.005202855900391046,0.009338812103100502,0.12,0.001,8,16,25,33,41,48,58,65,72,82,90,97,106,113,121
22,0.3139245014245014,0.30128205128205127,0.017602297341084316,0.01912260967379087,0.12,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
23,0.35327635327635326,0.3557692307692308,0.06808035576608751,0.08705526116578344,0.13,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
24,0.45904558404558404,0.45032051282051283,0.2045191519288725,0.20371445153801504,0.13,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
25,0.4807692307692308,0.4983974358974359,0.2178767203661175,0.25257449878115523,0.14,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
26,0.4291310541310541,0.4407051282051282,0.11914855394716695,0.1345319280843149,0.14,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
27,0.3976139601139601,0.421474358974359,0.04678708231302442,0.07292279706810778,0.15,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
28,0.37553418803418803,0.3942307692307692,0.000992904499021563,0.012087553087226421,0.16,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
29,0.37535612535612534,0.38782051282051283,0.0,0.0,0.16,0.001,8,16,25,33,41,48,58,65,73,82,90,97,106,113,121
30,0.37535612535612534,0.38782051282051283,0.0,0.0,0.17,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
31,0.37535612535612534,0.38782051282051283,0.00026134068889815953,0.0005073609264998336,0.17,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
32,0.37428774928774927,0.38461538461538464,0.006238834136565452,0.0028630401491444024,0.18,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
33,0.38461538461538464,0.3958333333333333,0.03894128384545181,0.041314500419746936,0.18,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
34,0.3993945868945869,0.41346153846153844,0.0785183222066329,0.0899295482801491,0.19,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
35,0.40687321937321935,0.4326923076923077,0.10040458214818049,0.13355429602463265,0.19,0.001,8,16,25,33,41,48,58,65,73,82,90,96,106,113,121
36,0.41613247863247865,0.4407051282051282,0.12253211227402494,0.15143060875393066,0.2,0.001,8,16,25,34,41,48,58,65,73,82,90,96,106,113,121
37,0.4218304843304843,0.4439102564102564,0.13773951467362666,0.16378438081702973,0.2,0.001,8,16,25,34,41,48,58,65,73,82,90,96,106,113,121
38,0.426994301994302,0.4423076923076923,0.14896380742778126,0.16449793386839862,0.21,0.001,8,16,25,34,41,48,58,65,73,82,90,96,106,113,121
39,0.42948717948717946,0.4423076923076923,0.15583583125803024,0.16836961350510882,0.22,0.001,8,16,25,34,41,48,58,65,73,82,90,96,106,113,121
40,0.4335826210826211,0.44711538461538464,0.1653354719538499,0.17954503012679557,0.22,0.001,8,17,25,34,41,48,58,65,73,82,90,96,106,113,121
41,0.43714387464387466,0.4567307692307692,0.17391903221050975,0.1979373625540305,0.23,0.001,8,17,25,34,41,48,58,64,73,82,90,96,106,113,121
42,0.4531695156695157,0.46794871794871795,0.20070095803344679,0.21728584436241638,0.24,0.001,8,17,25,34,41,48,58,64,73,82,90,96,106,113,121
